,compOrig,baseOrig,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compStr,baseStr,bRange,cRange,compOrder,baseOrder,dam-lev,jac,compWork,canonCite,refRange
49,ref-bible.0104.11.15.1-ref-bible.0104.11.15.15,ref-mek.1.1.1.814-ref-mek.1.1.1.828,280470,280537,47228,47239,ref-bible.0104.11.15.1,ref-bible.0104.11.15.15,4183,4251,688,701,ref-mek.1.1.1.814,ref-mek.1.1.1.828,ואם ככה את עשה לי הרגני נא הרג אם מצאתי חן בעיניך ואל אראה ברעתי ,אם ככה את עושה לי הרגני נא הרוג אם מצאתי חן בעיניך ואל אראה ברעתי ,15,15,567,12,0.045454545454545456,0.0,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.799-ref-mek.1.1.1.826
50,ref-sifre-n.84.4.164-ref-sifre-n.84.4.178,ref-mek.1.1.1.814-ref-mek.1.1.1.828,115045,115117,17557,17570,ref-sifre-n.84.4.164,ref-sifre-n.84.4.178,4183,4251,688,701,ref-mek.1.1.1.814,ref-mek.1.1.1.828,ואם ככה את עושה לי הרגני נא הרוג ואם מצאתי חן בעיניך ואל אראה ברעתי ,אם ככה את עושה לי הרגני נא הרוג אם מצאתי חן בעיניך ואל אראה ברעתי ,15,15,357,4,0.029411764705882356,0.0,ref-sifre-n,ref-mek.1.1.1,ref-mek.1.1.1.799-ref-mek.1.1.1.826
51,ref-b.2.02.127a.339-ref-b.2.02.127a.344,ref-mek.1.1.1.820-ref-mek.1.1.1.826,773954,773979,114255,114260,ref-b.2.02.127a.339,ref-b.2.02.127a.344,4207,4239,693,699,ref-mek.1.1.1.820,ref-mek.1.1.1.826,אם נא מצאתי חן בעיניך אל ,נא הרוג אם מצאתי חן בעיניך ואל ,7,6,266,21,0.2903225806451613,0.16666666666666666,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.799-ref-mek.1.1.1.826
52,ref-sifre-d.344.2.24-ref-sifre-d.344.2.35,ref-mek.1.1.1.829-ref-mek.1.1.1.839,361151,361212,60583,60593,ref-sifre-d.344.2.24,ref-sifre-d.344.2.35,4252,4310,702,712,ref-mek.1.1.1.829,ref-mek.1.1.1.839,בדוד הוא אומר אני הוא חטאתי ואני העויתי ואלה הצאן מה עשו ,בדוד מהו אומר אנכי חטאתי ואני העויתי ואלה הצאן מה עשו ,11,12,919,4,0.12280701754385966,0.11111111111111116,ref-sifre-d,ref-mek.1.1.1,ref-mek.1.1.1.829-ref-mek.1.1.1.842
53,ref-bible.0204.24.17.10-ref-bible.0204.24.17.22,ref-mek.1.1.1.831-ref-mek.1.1.1.842,644314,644380,108911,108923,ref-bible.0204.24.17.10,ref-bible.0204.24.17.22,4262,4321,704,715,ref-mek.1.1.1.831,ref-mek.1.1.1.842,ויאמר הנה אנכי חטאתי ואנכי העויתי ואלה הצאן מה עשו תהי נא ידך ,אומר אנכי חטאתי ואני העויתי ואלה הצאן מה עשו תהי נא ידך ,13,12,786,13,0.1129032258064516,0.0,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.829-ref-mek.1.1.1.842
54,ref-bible.0312.21.17.7-ref-bible.0312.21.17.24,ref-mek.1.1.1.831-ref-mek.1.1.1.842,1499885,1499975,257726,257743,ref-bible.0312.21.17.7,ref-bible.0312.21.17.24,4262,4321,704,715,ref-mek.1.1.1.831,ref-mek.1.1.1.842,אמרתי למנות בעם ואני הוא אשר חטאתי והרע הרעותי ואלה הצאן מה עשו יהוה אלהי תהי נא ידך ,אומר אנכי חטאתי ואני העויתי ואלה הצאן מה עשו תהי נא ידך ,18,12,1289,14,0.4470588235294118,0.5625,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.829-ref-mek.1.1.1.842
55,ref-b.3.03.8a.64-ref-b.3.03.8a.75,ref-mek.1.1.1.856-ref-mek.1.1.1.872,3518362,3518420,511286,511297,ref-b.3.03.8a.64,ref-b.3.03.8a.75,4390,4480,726,738,ref-mek.1.1.1.856,ref-mek.1.1.1.872,שנאמר ויאמר אלי קום צא אל הבקעה ושם אדבר אותך ואצא אל ,לאמר צא ואמור אליהם מיד דברי ר' ישמעאל שנאמר ויצא ודבר ר' אליעזר אומר צא ואמור אליהם ,17,12,1050,22,0.6235294117647059,0.7142857142857143,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
56,ref-sifra.2.01-02.13.36-ref-sifra.2.01-02.13.47,ref-mek.1.1.1.856-ref-mek.1.1.1.880,10299,10367,1638,1649,ref-sifra.2.1-02.13.36,ref-sifra.2.1-02.13.47,4390,4523,726,745,ref-mek.1.1.1.856,ref-mek.1.1.1.880,לאמר צא ואמור להם והשיבני ומנין שהיה משה יוצא ומדבר עמהם שנאמר ,לאמר צא ואמור אליהם מיד דברי ר' ישמעאל שנאמר ויצא ודבר ר' אליעזר אומר צא ואמור אליהם והשיבני דבר שנאמר וישב משה את דברי העם ,25,12,42,1,0.6451612903225806,0.7222222222222222,ref-sifra,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
57,ref-bible.0206.2.18.4-ref-bible.0206.2.19.2,ref-mek.1.1.1.856-ref-mek.1.1.1.884,717230,717292,121198,121208,ref-bible.0206.2.18.4,ref-bible.0206.2.19.2,4390,4542,726,749,ref-mek.1.1.1.856,ref-mek.1.1.1.884,ישב ביריחו ויאמר אלהם הלוא אמרתי אליכם אל תלכו ויאמרו אנשי ,לאמר צא ואמור אליהם מיד דברי ר' ישמעאל שנאמר ויצא ודבר ר' אליעזר אומר צא ואמור אליהם והשיבני דבר שנאמר וישב משה את דברי העם אל ה' ואומר האיש ,11,29,805,15,0.7375886524822695,0.8095238095238095,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
58,ref-sifre-d.310.8.9-ref-sifre-d.310.8.15,ref-mek.1.1.1.871-ref-mek.1.1.1.882,317714,317743,53148,53154,ref-sifre-d.310.8.9,ref-sifre-d.310.8.15,4468,4529,737,747,ref-mek.1.1.1.871,ref-mek.1.1.1.882,שנאמר ואל משה אמר עלה אל ה' ,ואמור אליהם והשיבני דבר שנאמר וישב משה את דברי העם אל ה' ,12,7,827,7,0.6140350877192983,0.5833333333333333,ref-sifre-d,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
59,ref-sifre-d.355.27.10-ref-sifre-d.355.27.21,ref-mek.1.1.1.871-ref-mek.1.1.1.883,380826,380889,63983,63994,ref-sifre-d.355.27.10,ref-sifre-d.355.27.21,4468,4536,737,748,ref-mek.1.1.1.871,ref-mek.1.1.1.883,אומרת אל ישורון ישראל אומר מי כמוך באלים ה' ורוח הקודש אומרת ,ואמור אליהם והשיבני דבר שנאמר וישב משה את דברי העם אל ה' ואומר ,13,12,951,8,0.6507936507936508,0.8235294117647058,ref-sifre-d,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
60,ref-bible.0206.1.7.9-ref-bible.0206.1.8.12,ref-mek.1.1.1.871-ref-mek.1.1.1.884,714323,714418,120704,120718,ref-bible.0206.1.7.9,ref-bible.0206.1.8.12,4468,4542,737,749,ref-mek.1.1.1.871,ref-mek.1.1.1.884,וידבר אליכם את הדברים האלה ויאמרו אליו איש בעל שער ואזור עור אזור במתניו ויאמר אליה התשבי ,ואמור אליהם והשיבני דבר שנאמר וישב משה את דברי העם אל ה' ואומר האיש ,17,14,802,19,0.6222222222222222,0.7222222222222222,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
61,ref-bible.0206.22.14.20-ref-bible.0206.22.15.10,ref-mek.1.1.1.872-ref-mek.1.1.1.887,769223,769307,129755,129765,ref-bible.0206.22.14.20,ref-bible.0206.22.15.10,4475,4558,738,752,ref-mek.1.1.1.872,ref-mek.1.1.1.887,ישבת בירושלם במשנה וידברו אליה ותאמר אליהם כה אמר יהוה אלהי ישראל אמרו לאיש אשר ,אליהם והשיבני דבר שנאמר וישב משה את דברי העם אל ה' ואומר האיש לבוש הבדים אשר ,15,16,820,20,0.7,0.6842105263157895,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
62,ref-bible.0209.9.11.2-ref-bible.0209.9.11.10,ref-mek.1.1.1.873-ref-mek.1.1.1.892,994840,994888,168438,168446,ref-bible.0209.9.11.2,ref-bible.0209.9.11.10,4481,4589,739,757,ref-mek.1.1.1.873,ref-mek.1.1.1.892,האיש לבש הבדים אשר הקסת במתניו משיב דבר לאמר ,והשיבני דבר שנאמר וישב משה את דברי העם אל ה' ואומר האיש לבוש הבדים אשר קסת הסופר במתניו וגו ואומר ,9,20,987,22,0.6938775510204082,0.4705882352941176,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
63,ref-b.2.06.77a.147-ref-b.2.06.77a.155,ref-mek.1.1.1.873-ref-mek.1.1.1.892,1853682,1853731,269194,269202,ref-b.2.06.77a.147,ref-b.2.06.77a.155,4481,4589,739,757,ref-mek.1.1.1.873,ref-mek.1.1.1.892,האיש לבוש הבדים אשר הקסת במתניו משיב דבר לאמר ,והשיבני דבר שנאמר וישב משה את דברי העם אל ה' ואומר האיש לבוש הבדים אשר קסת הסופר במתניו וגו ואומר ,20,9,578,24,0.6836734693877551,0.4705882352941176,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
64,ref-b.2.06.86b.144-ref-b.2.06.86b.151,ref-mek.1.1.1.874-ref-mek.1.1.1.882,1891902,1891944,274869,274876,ref-b.2.06.86b.144,ref-b.2.06.86b.151,4490,4529,740,747,ref-mek.1.1.1.874,ref-mek.1.1.1.882,בדברים שנאמר קחו עמכם דברים ושובו אל ה' ,דבר שנאמר וישב משה את דברי העם אל ה' ,9,8,625,25,0.475,0.5,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
65,ref-sifra.5.1.36.5-ref-sifra.5.1.36.14,ref-mek.1.1.1.874-ref-mek.1.1.1.883,250705,250753,36842,36851,ref-sifra.5.1.36.5,ref-sifra.5.1.36.14,4490,4536,740,748,ref-mek.1.1.1.874,ref-mek.1.1.1.883,דבר ה' לאמר בקרבי אקדש זה דבור נאמר בסיני למשה ,דבר שנאמר וישב משה את דברי העם אל ה' ואומר ,10,10,235,2,0.6382978723404256,0.7857142857142857,ref-sifra,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
66,ref-b.2.02.87a.218-ref-b.2.02.87a.224,ref-mek.1.1.1.876-ref-mek.1.1.1.882,623971,623999,92228,92233,ref-b.2.02.87a.218,ref-b.2.02.87a.224,4501,4529,742,747,ref-mek.1.1.1.876,ref-mek.1.1.1.882,וישב משה את דברי העם אל ה' ,וישב משה את דברי העם אל ה' ,7,7,225,26,0.0,0.0,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
67,ref-bible.0313.34.22.18-ref-bible.0313.34.23.10,ref-mek.1.1.1.876-ref-mek.1.1.1.887,1584867,1584956,271479,271490,ref-bible.0313.34.22.18,ref-bible.0313.34.23.10,4501,4558,742,752,ref-mek.1.1.1.876,ref-mek.1.1.1.887,יושבת בירושלם במשנה וידברו אליה כזאת ותאמר להם כה אמר יהוה אלהי ישראל אמרו לאיש אשר ,וישב משה את דברי העם אל ה' ואומר האיש לבוש הבדים אשר ,16,12,1309,23,0.6309523809523809,0.7222222222222222,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
68,ref-bible.0209.9.3.14-ref-bible.0209.9.3.21,ref-mek.1.1.1.881-ref-mek.1.1.1.890,994094,994136,168317,168324,ref-bible.0209.9.3.14,ref-bible.0209.9.3.21,4524,4577,746,755,ref-mek.1.1.1.881,ref-mek.1.1.1.890,אל האיש הלבש הבדים אשר קסת הספר במתניו ,אל ה' ואומר האיש לבוש הבדים אשר קסת הסופר במתניו ,8,10,983,24,0.24489795918367346,0.3636363636363637,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
69,ref-bible.0209.9.2.15-ref-bible.0209.9.2.22,ref-mek.1.1.1.884-ref-mek.1.1.1.890,993950,993994,168291,168298,ref-bible.0209.9.2.15,ref-bible.0209.9.2.22,4537,4577,749,755,ref-mek.1.1.1.884,ref-mek.1.1.1.890,ואיש אחד בתוכם לבש בדים וקסת הספר במתניו ,האיש לבוש הבדים אשר קסת הסופר במתניו ,8,7,982,25,0.4146341463414634,0.5,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
70,ref-b.2.02.55a.261-ref-b.2.02.55a.268,ref-mek.1.1.1.884-ref-mek.1.1.1.890,518689,518737,76828,76835,ref-b.2.02.55a.261,ref-b.2.02.55a.268,4537,4577,749,755,ref-mek.1.1.1.884,ref-mek.1.1.1.890,ואיש אחד בתוכם לבוש הבדים וקסת הסופר במתניו ,האיש לבוש הבדים אשר קסת הסופר במתניו ,7,8,204,27,0.3409090909090909,0.33333333333333337,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
71,ref-bible.0202.4.7.15-ref-bible.0202.4.9.1,ref-mek.1.1.1.890-ref-mek.1.1.1.897,472923,473005,78809,78823,ref-bible.0202.4.7.15,ref-bible.0202.4.9.1,4570,4621,755,762,ref-mek.1.1.1.890,ref-mek.1.1.1.897,ונתתיהו בידך ויאמר אליה ברק אם תלכי עמי והלכתי ואם לא תלכי עמי לא אלך ותאמר ,במתניו וגו ואומר התשלח ברקים וילכו ויאמרו לך ,16,8,741,26,0.6710526315789473,0.8,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
72,ref-b.4.03.24b.475-ref-b.4.03.24b.481,ref-mek.1.1.1.892-ref-mek.1.1.1.898,5454401,5454443,793758,793764,ref-b.4.03.24b.475,ref-b.4.03.24b.481,4583,4626,757,763,ref-mek.1.1.1.892,ref-mek.1.1.1.898,שנאמר התשלח ברקים וילכו ויאמרו לך הננו ,ואומר התשלח ברקים וילכו ויאמרו לך הננו ,7,7,1698,28,0.07692307692307693,0.1428571428571429,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
73,ref-bible.0207.6.8.5-ref-bible.0207.6.8.14,ref-mek.1.1.1.892-ref-mek.1.1.1.899,786127,786171,132556,132564,ref-bible.0207.6.8.5,ref-bible.0207.6.8.14,4583,4632,757,764,ref-mek.1.1.1.892,ref-mek.1.1.1.899,אמר את מי אשלח ומי ילך לנו ואמר הנני שלחני ,ואומר התשלח ברקים וילכו ויאמרו לך הננו שלוחי ,10,8,830,27,0.5555555555555556,0.6363636363636364,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
74,ref-bible.0303.38.35.1-ref-bible.0303.38.35.6,ref-mek.1.1.1.893-ref-mek.1.1.1.898,1330689,1330724,228308,228313,ref-bible.0303.38.35.1,ref-bible.0303.38.35.6,4590,4626,758,763,ref-mek.1.1.1.893,ref-mek.1.1.1.898,התשלח ברקים וילכו ויאמרו לך הננו ,התשלח ברקים וילכו ויאמרו לך הננו ,6,6,1236,28,0.0,0.0,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
75,ref-b.4.03.24b.455-ref-b.4.03.24b.491,ref-mek.1.1.1.899-ref-mek.1.1.1.926,5454274,5454508,793740,793772,ref-b.4.03.24b.455,ref-b.4.03.24b.491,4627,4788,764,785,ref-mek.1.1.1.899,ref-mek.1.1.1.926,שלוחיך לא כשלוחי בשר ודם שלוחי בשר ודם ממקום שמשתלחים לשם מחזירים שליחותן אבל שלוחיך למקום שמשתלחין משם מחזירין שליחותן שנאמר התשלח ברקים וילכו ויאמרו לך הננו יבואו ויאמרו לא נאמר אלא וילכו ויאמרו מלמד שהשכינה בכל מקום ,"שלוחי הקב""ה לא כשלוחי בשר ודם ששלוחי בשר ודם צריכים לחזור אצל שולחיהם אבל לפניך אינו כן אלא התשלח ברקים וילכו וישובו לא נאמר אלא וילכו ויאמרו בכל מקום ",29,38,1697,30,0.4703196347031963,0.6129032258064516,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
76,ref-bible.0303.38.35.1-ref-bible.0303.38.35.5,ref-mek.1.1.1.917-ref-mek.1.1.1.925,1330689,1330719,228308,228312,ref-bible.0303.38.35.1,ref-bible.0303.38.35.5,4724,4778,778,784,ref-mek.1.1.1.917,ref-mek.1.1.1.925,התשלח ברקים וילכו ויאמרו לך ,התשלח ברקים וילכו וישובו לא נאמר אלא וילכו ויאמרו ,5,9,1235,29,0.48,0.4285714285714286,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.856-ref-mek.1.1.1.925
77,ref-bible.0209.9.2.1-ref-bible.0209.9.2.7,ref-mek.1.1.1.962-ref-mek.1.1.1.968,993875,993913,168277,168283,ref-bible.0209.9.2.1,ref-bible.0209.9.2.7,4984,5022,816,822,ref-mek.1.1.1.962,ref-mek.1.1.1.968,והנה ששה אנשים באים מדרך שער העליון ,והנה ששה אנשים באים מדרך שער העליון ,7,7,981,30,0.0,0.0,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.962-ref-mek.1.1.1.968
78,ref-b.2.02.55a.247-ref-b.2.02.55a.253,ref-mek.1.1.1.962-ref-mek.1.1.1.968,518614,518652,76814,76820,ref-b.2.02.55a.247,ref-b.2.02.55a.253,4984,5022,816,822,ref-mek.1.1.1.962,ref-mek.1.1.1.968,והנה ששה אנשים באים מדרך שער העליון ,והנה ששה אנשים באים מדרך שער העליון ,7,7,203,31,0.0,0.0,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.962-ref-mek.1.1.1.968
79,ref-b.2.09.31a.317-ref-b.2.09.31a.323,ref-mek.1.1.1.970-ref-mek.1.1.1.975,2272808,2272848,329987,329993,ref-b.2.09.31a.317,ref-b.2.09.31a.323,5029,5064,824,829,ref-mek.1.1.1.970,ref-mek.1.1.1.975,וכתיב וכבוד אלהי ישראל נעלה מעל הכרוב ,וכתוב אלהי ישראל נעלה מעל הכרובים ,6,7,726,32,0.21052631578947367,0.16666666666666666,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.970-ref-mek.1.1.1.975
80,ref-bible.0209.9.4.21-ref-bible.0209.9.5.5,ref-mek.1.1.1.980-ref-mek.1.1.1.986,994255,994289,168342,168347,ref-bible.0209.9.4.21,ref-bible.0209.9.5.5,5086,5125,832,838,ref-mek.1.1.1.980,ref-mek.1.1.1.986,בתוכה ולאלה אמר באזני עברו בעיר ,עבור בתוך העיר וגו' ולאלה אמר באזני ,6,7,984,32,0.6944444444444444,0.1428571428571429,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.980-ref-mek.1.1.1.986
81,ref-bible.0209.9.6.1-ref-bible.0209.9.6.5,ref-mek.1.1.1.988-ref-mek.1.1.1.992,994336,994365,168357,168361,ref-bible.0209.9.6.1,ref-bible.0209.9.6.5,5133,5163,840,844,ref-mek.1.1.1.988,ref-mek.1.1.1.992,זקן בחור ובתולה וטף ונשים ,זקן ובחור ובתולה וטף ונשים ,5,5,986,33,0.037037037037037035,0.33333333333333337,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.988-ref-mek.1.1.1.992
82,ref-bible.0204.20.17.7-ref-bible.0204.20.18.2,ref-mek.1.1.1.1027-ref-mek.1.1.1.1047,635336,635398,107288,107299,ref-bible.0204.20.17.7,ref-bible.0204.20.18.2,5360,5461,878,895,ref-mek.1.1.1.1027,ref-mek.1.1.1.1047,ויאמר אני ותאמר לו שמע דברי אמתך ויאמר שמע אנכי ותאמר לאמר ,שמעון בן עזאי אומר לאמר בקול שאתה שומע בו בו למד ר' עקיבא אומר לאמר צא ואמור להם שבזכותם היה מדבר ,12,21,778,34,0.6734693877551021,0.7647058823529411,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.1027-ref-mek.1.1.1.1067
83,ref-sifra.2.01-02.13.23-ref-sifra.2.01-02.13.47,ref-mek.1.1.1.1041-ref-mek.1.1.1.1067,10240,10367,1629,1649,ref-sifra.2.1-02.13.23,ref-sifra.2.1-02.13.47,5425,5557,889,913,ref-mek.1.1.1.1041,ref-mek.1.1.1.1067,ויהי כאשר תמו כל אנשי המלחמה למות וידבר ה' אלי  דבר אחר לאמר צא ואמור להם והשיבני ומנין שהיה משה יוצא ומדבר עמהם שנאמר ,"לאמר צא ואמור להם שבזכותם היה מדבר עמי שכל ל""ח שנה שהיה כועס על ישראל לא היה מדבר עמו שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ",27,24,39,5,0.7619047619047619,0.56,ref-sifra,ref-mek.1.1.1,ref-mek.1.1.1.1027-ref-mek.1.1.1.1067
84,ref-sifra.2.01-02.13.1-ref-sifra.2.01-02.13.42,ref-mek.1.1.1.1041-ref-mek.1.1.1.1071,10125,10339,1608,1644,ref-sifra.2.1-02.13.1,ref-sifra.2.1-02.13.42,5425,5576,889,915,ref-mek.1.1.1.1041,ref-mek.1.1.1.1071,"לאמר אמור להם דברי כבושים בשבילכם מדבר עמי שכן מצאנו שכל ל""ח שנים שהיו ישראל כמנודין לא היה מדבר עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות וידבר ה' אלי  דבר אחר לאמר צא ואמור להם והשיבני ומנין שהיה ","לאמר צא ואמור להם שבזכותם היה מדבר עמי שכל ל""ח שנה שהיה כועס על ישראל לא היה מדבר עמו שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ויאמר ה' אלי לאמר ",31,41,38,6,0.4433497536945813,0.3928571428571429,ref-sifra,ref-mek.1.1.1,ref-mek.1.1.1.1027-ref-mek.1.1.1.1067
85,ref-y.02.09.3.00.734-ref-y.02.09.3.00.752,ref-mek.1.1.1.1049-ref-mek.1.1.1.1067,1742361,1742457,265653,265670,ref-y.02.09.3.00.734,ref-y.02.09.3.00.752,5466,5557,897,913,ref-mek.1.1.1.1049,ref-mek.1.1.1.1067,"שכל ל""ח שנים שהיו ישראל כמנודים לא היה מדבר עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ","שכל ל""ח שנה שהיה כועס על ישראל לא היה מדבר עמו שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ",19,19,572,8,0.21978021978021975,0.17647058823529416,ref-y,ref-mek.1.1.1,ref-mek.1.1.1.1027-ref-mek.1.1.1.1067
86,ref-b.2.10.30b.310-ref-b.2.10.30b.322,ref-mek.1.1.1.1056-ref-mek.1.1.1.1067,2415516,2415577,351468,351479,ref-b.2.10.30b.310,ref-b.2.10.30b.322,5499,5557,903,913,ref-mek.1.1.1.1056,ref-mek.1.1.1.1067,לא היה דבור עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,לא היה מדבר עמו שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,12,13,776,33,0.1016949152542373,0.09999999999999998,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.1027-ref-mek.1.1.1.1067
87,ref-b.4.03.121a.223-ref-b.4.03.121a.235,ref-mek.1.1.1.1056-ref-mek.1.1.1.1067,5656676,5656738,823429,823440,ref-b.4.03.121a.223,ref-b.4.03.121a.235,5499,5557,903,913,ref-mek.1.1.1.1056,ref-mek.1.1.1.1067,לא היה דיבור עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,לא היה מדבר עמו שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,12,13,1733,34,0.11666666666666667,0.09999999999999998,ref-b,ref-mek.1.1.1,ref-mek.1.1.1.1027-ref-mek.1.1.1.1067
88,ref-bible.0105.2.16.1-ref-bible.0105.2.16.7,ref-mek.1.1.1.1061-ref-mek.1.1.1.1067,342328,342363,57370,57376,ref-bible.0105.2.16.1,ref-bible.0105.2.16.7,5522,5557,907,913,ref-mek.1.1.1.1061,ref-mek.1.1.1.1067,ויהי כאשר תמו כל אנשי המלחמה למות ,ויהי כאשר תמו כל אנשי המלחמה למות ,7,7,633,35,0.0,0.0,ref-bible,ref-mek.1.1.1,ref-mek.1.1.1.1027-ref-mek.1.1.1.1067
89,ref-sifra.2.01-02.12.30-ref-sifra.2.01-02.12.38,ref-mek.1.1.1.1077-ref-mek.1.1.1.1084,9625,9672,1531,1538,ref-sifra.2.1-02.12.30,ref-sifra.2.1-02.12.38,5598,5641,918,924,ref-mek.1.1.1.1077,ref-mek.1.1.1.1084,אין אני כמשיב על דברי רבי אלא כמוסיף על דבריו ,איני כמשיב על דברי ר' אלא כמוסיף על דבריו ,9,10,35,7,0.10869565217391304,0.25,ref-sifra,ref-mek.1.1.1,ref-mek.1.1.1.1077-ref-mek.1.1.1.1084
90,ref-sifra.2.01-02.12.112-ref-sifra.2.01-02.12.119,ref-mek.1.1.1.1077-ref-mek.1.1.1.1084,10010,10054,1589,1595,ref-sifra.2.1-02.12.112,ref-sifra.2.1-02.12.119,5598,5641,918,924,ref-mek.1.1.1.1077,ref-mek.1.1.1.1084,איני כמשיב על דברי רבי אלא כמוסיף על דבריו ,איני כמשיב על דברי ר' אלא כמוסיף על דבריו ,9,9,36,8,0.04651162790697674,0.25,ref-sifra,ref-mek.1.1.1,ref-mek.1.1.1.1077-ref-mek.1.1.1.1084
