,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
86,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.43.24.43-ref-sifre-d.43.25.12,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,82634,82690,13897,13909,ref-sifre-d.43.24.43,ref-sifre-d.43.25.12,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן ,14,13,86,270,0.5797101449275363,0.368421052631579,0.5072463768115942
88,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.62.4.10-ref-sifre-d.62.4.24,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,110354,110430,18471,18484,ref-sifre-d.62.4.10,ref-sifre-d.62.4.24,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן ,14,15,88,465,0.4492753623188406,0.3571428571428571,0.3188405797101449
90,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.62.4.32-ref-sifre-d.62.4.45,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,110468,110543,18491,18503,ref-sifre-d.62.4.32,ref-sifre-d.62.4.45,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,האמור להלן בית הבחירה ומה שמי האמור להלן ברכת כהנים אף שמי האמור כאן ,14,14,90,511,0.43478260869565216,0.31707317073170727,0.30434782608695654
91,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.69.1.5-ref-sifre-d.69.1.16,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,114336,114400,19133,19144,ref-sifre-d.69.1.5,ref-sifre-d.69.1.16,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,14,12,91,675,0.42028985507246375,0.4767441860465116,0.37681159420289856
93,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.86.6.7-ref-sifre-d.86.6.18,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,131321,131387,21928,21939,ref-sifre-d.86.6.7,ref-sifre-d.86.6.18,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,14,12,93,885,0.4057971014492754,0.44705882352941173,0.36231884057971014
95,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.90.2.7-ref-sifre-d.90.2.19,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,133307,133376,22278,22290,ref-sifre-d.90.2.7,ref-sifre-d.90.2.19,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,14,13,95,992,0.391304347826087,0.43023255813953487,0.36231884057971014
97,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.107.18.12-ref-sifre-d.107.18.25,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,147891,147963,24700,24713,ref-sifre-d.107.18.12,ref-sifre-d.107.18.25,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן ,14,14,97,1292,0.5,0.4725274725274725,0.38571428571428573
99,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.111.1.15-ref-sifre-d.111.1.28,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,150497,150567,25163,25176,ref-sifre-d.111.1.15,ref-sifre-d.111.1.28,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,14,14,99,1429,0.37681159420289856,0.30379746835443033,0.30434782608695654
101,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.122.3.5-ref-sifre-d.122.3.16,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,159907,159968,26771,26782,ref-sifre-d.122.3.5,ref-sifre-d.122.3.16,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,14,12,101,1556,0.34782608695652173,0.379746835443038,0.34782608695652173
103,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.138.1.9-ref-sifre-d.138.1.20,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,170608,170671,28533,28544,ref-sifre-d.138.1.9,ref-sifre-d.138.1.20,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,14,12,103,1749,0.4057971014492754,0.47058823529411764,0.37681159420289856
105,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.149.4.20-ref-sifre-d.149.4.37,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,179925,180017,30022,30035,ref-sifre-d.149.4.20,ref-sifre-d.149.4.37,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,14,18,105,1879,0.42045454545454547,0.4607843137254902,0.4090909090909091
107,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.194.6.15-ref-sifre-d.194.6.26,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,206775,206832,34507,34518,ref-sifre-d.194.6.15,ref-sifre-d.194.6.26,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,14,12,107,2077,0.37681159420289856,0.41025641025641024,0.37681159420289856
109,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.195.7.16-ref-sifre-d.195.7.27,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,207325,207382,34604,34615,ref-sifre-d.195.7.16,ref-sifre-d.195.7.27,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,14,12,109,2170,0.37681159420289856,0.41025641025641024,0.37681159420289856
111,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.261.2.28-ref-sifre-d.261.2.41,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,251795,251870,42032,42045,ref-sifre-d.261.2.28,ref-sifre-d.261.2.41,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,14,14,111,2436,0.375,0.3411764705882353,0.3333333333333333
113,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.264.1.8-ref-sifre-d.264.1.20,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,253252,253315,42297,42309,ref-sifre-d.264.1.8,ref-sifre-d.264.1.20,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,14,13,113,2531,0.36231884057971014,0.40740740740740744,0.34782608695652173
115,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.284.6.8-ref-sifre-d.284.6.24,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,268492,268578,44846,44862,ref-sifre-d.284.6.8,ref-sifre-d.284.6.24,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן גר יתום מה גר יתום האמור להלן בעושה פחות מסאתים אף גר ויתום האמור כאן ,14,17,115,2655,0.4074074074074074,0.3695652173913043,0.38271604938271603
117,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.285.4.7-ref-sifre-d.285.4.22,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,269154,269231,44959,44974,ref-sifre-d.285.4.7,ref-sifre-d.285.4.22,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף גר יתום האמור כאן ,14,16,117,2739,0.4189189189189189,0.375,0.33783783783783783
119,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.289.9.21-ref-sifre-d.289.9.32,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,275353,275407,46036,46047,ref-sifre-d.289.9.21,ref-sifre-d.289.9.32,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,14,12,119,2881,0.391304347826087,0.4285714285714286,0.37681159420289856
121,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.291.6.6-ref-sifre-d.291.6.18,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,276866,276939,46307,46319,ref-sifre-d.291.6.6,ref-sifre-d.291.6.18,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,14,13,121,2985,0.4057971014492754,0.39534883720930236,0.3188405797101449
123,ref-Sifra.2.04-00.10.7-ref-Sifra.2.04-00.10.20,ref-sifre-d.302.1.9-ref-sifre-d.302.1.20,26359,26430,3969,3982,ref-Sifra.2.4-00.10.7,ref-Sifra.2.4-00.10.20,288570,288623,48293,48304,ref-sifre-d.302.1.9,ref-sifre-d.302.1.20,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,14,12,123,3111,0.37681159420289856,0.42105263157894735,0.37681159420289856
125,ref-sifra.2.04-00.12.25-ref-sifra.2.04-00.12.31,ref-sifre-d.78.1.1-ref-sifre-d.78.1.7,26782,26824,4030,4036,ref-sifra.2.4-00.12.25,ref-sifra.2.4-00.12.31,125082,125122,20892,20898,ref-sifre-d.78.1.1,ref-sifre-d.78.1.7,ועשית עולותיך הבשר והדם הקיש הבשר לדם ,ועשית עולותיך הבשר והדם מקיש דם לבשר ,7,7,125,791,0.21052631578947367,0.07692307692307687,0.15789473684210525
127,ref-Sifra.2.04-00.12.25-ref-Sifra.2.04-00.12.49,ref-sifre-d.78.2.15-ref-sifre-d.78.3.13,26782,26920,4030,4053,ref-Sifra.2.4-00.12.25,ref-Sifra.2.4-00.12.49,125240,125393,20920,20947,ref-sifre-d.78.2.15,ref-sifre-d.78.3.13,ועשית עולותיך הבשר והדם הקיש הבשר לדם מה הדם בזריקה אף הבשר בזריקה יכול יהיה זורק ורובג תלמוד לומר וערך הכהן אותם הא כיצד זורק ,"ועשית עולותיך הבשר והדם מקיש דם לבשר בשר לדם מה דם בזריקה אף בשר בזריקה יכול יהא עומד ברחוק ועומד וזורק ת""ל וערך הכהן אותם עומד בקרוב וזורק ",25,28,127,793,0.3,0.23178807947019864,0.25
129,ref-Sifra.2.04-05.3.18-ref-Sifra.2.04-05.4.5,ref-sifre-d.78.10.15-ref-sifre-d.78.10.22,27710,27790,4177,4191,ref-Sifra.2.4-05.3.18,ref-Sifra.2.4-05.4.5,126139,126187,21068,21075,ref-sifre-d.78.10.15,ref-sifre-d.78.10.22,עולה מן הצאן מה עולת בקר טעונה הפשט אף עולת הצאן תטען הפשט אין לי אלא של אנשים ,עולותיך מה עולה טעונה הפשט ונתוח וכליל לאישים ,18,8,129,806,0.5569620253164557,0.5465116279069768,0.5569620253164557
131,ref-Sifra.2.04-05.4.28-ref-Sifra.2.04-05.4.38,ref-sifre-d.78.10.15-ref-sifre-d.78.10.20,27891,27952,4206,4215,ref-Sifra.2.4-05.4.28,ref-Sifra.2.4-05.4.38,126139,126172,21068,21073,ref-sifre-d.78.10.15,ref-sifre-d.78.10.20,העולה כל שהוא עולה טעונה הפשטה מה ראית להביאן להפשט ונתוח ,עולותיך מה עולה טעונה הפשט ונתוח ,11,6,131,803,0.5172413793103449,0.4576271186440678,0.5172413793103449
132,ref-Sifra.2.04-05.6.11-ref-Sifra.2.04-05.7.1,ref-sifre-d.78.10.15-ref-sifre-d.78.10.20,28364,28402,4276,4281,ref-Sifra.2.4-05.6.11,ref-Sifra.2.4-05.7.1,126139,126172,21068,21073,ref-sifre-d.78.10.15,ref-sifre-d.78.10.20,העולה כל שהוא עולה טעונה הפשטה ונתח ,עולותיך מה עולה טעונה הפשט ונתוח ,7,6,132,804,0.2777777777777778,0.31707317073170727,0.25
134,ref-Sifra.2.04-06.9.2-ref-Sifra.2.04-06.9.45,ref-sifre-d.78.4.6-ref-sifre-d.78.5.26,31726,31995,4812,4852,ref-Sifra.2.4-06.9.2,ref-Sifra.2.4-06.9.45,125445,125704,20955,20995,ref-sifre-d.78.4.6,ref-sifre-d.78.5.26,הכל לרבות העצמות והגידין והקרנים והטלפים והצמר שבראשי כבשים והשער שבזקן תישים יכול אפילו פירשו תלמוד לומר ועשית עולתיך הבשר והדם יכול יתלשו הגידין והעצמות ויעלה הבשר תלמוד לומר את הכל ריבה הא כיצד בזמן שהם מחוברים יעלו פירשו אפילו בראשו של מזבח ירדו ,"הכל לרבות את העצמות ואת הגידים והקרביים והקרנים והטלפים יכול אפילו שפרשו ת""ל ועשית עולותיך הבשר והדם ועשית עולותיך יכול יחלוץ גידים ועצמות ויחלוץ בשר ויעלה הדם הבשר לגבי המזבח ת""ל את הכל הא כיצד מחוברים יקריבו פרשו אפילו בראשו של מזבח ירדו ",44,43,134,795,0.464,0.15094339622641506,0.288
136,ref-Sifra.2.04-06.10.2-ref-Sifra.2.04-06.10.14,ref-sifre-d.306.36.84-ref-sifre-d.306.36.88,31997,32053,4853,4865,ref-Sifra.2.4-06.10.2,ref-Sifra.2.4-06.10.14,308494,308515,51618,51622,ref-sifre-d.306.36.84,ref-sifre-d.306.36.88,לשם עולה אשה לשם אשים ריח לשם ריח נחוח לשם נחת רוח להשם ,לה' עולה לה' מנחה לה' ,13,5,136,3195,0.7321428571428571,0.7419354838709677,0.7321428571428571
138,ref-Sifra.2.05-07.4.55-ref-Sifra.2.05-07.4.65,ref-sifre-d.71.15.6-ref-sifre-d.71.15.20,35800,35858,5415,5425,ref-Sifra.2.5-07.4.55,ref-Sifra.2.5-07.4.65,117088,117161,19598,19612,ref-sifre-d.71.15.6,ref-sifre-d.71.15.20,במים במים כל שהן במים ולא ביין ולא ביין במים ולא ,ימים ולא לתוך נהרות ולא לתוך כלים כמים ולא לתוך מים עצמם כמים מה מים ,11,15,138,743,0.6521739130434783,0.525,0.6086956521739131
140,ref-Sifra.2.05-07.7.42-ref-Sifra.2.05-07.8.12,ref-sifre-d.306.36.84-ref-sifre-d.306.36.88,36551,36606,5517,5528,ref-Sifra.2.5-07.7.42,ref-Sifra.2.5-07.8.12,308494,308515,51618,51622,ref-sifre-d.306.36.84,ref-sifre-d.306.36.88,העולות  לשם עולה אשה לשם אשים ריח לשם ריח נחוח לשם נחת ,לה' עולה לה' מנחה לה' ,12,5,140,3197,0.7454545454545455,0.7377049180327868,0.7454545454545455
141,ref-sifra.2.06-00.3.33-ref-sifra.2.06-00.4.34,ref-sifre-d.261.5.5-ref-sifre-d.261.5.36,37198,37370,5612,5638,ref-sifra.2.6-00.3.33,ref-sifra.2.6-00.4.34,252098,252257,42084,42110,ref-sifre-d.261.5.5,ref-sifre-d.261.5.36,העוף אמר ר' שמעון מה אם המקודשין שהמום פוסל בהם אין אתנן ומחיר חל עליהם העוף שאין המום פוסל בו אינו דין שלא יהיה אתנן ומחיר חל עליו תלמוד לומר לכל נדר להביא את העוף ,"העוף שהיה בדין ומה מוקדשים שהמום פוסל בהם אין אתנן ומחיר חל עליהם עוף שאין המום פוסל בו אינו דין שלא יהיה אתנן ומחיר חל עליהם ת""ל לכל נדר להביא את העוף ",35,32,141,2461,0.17575757575757575,0.14619883040935677,0.15757575757575756
143,ref-Sifra.2.06-00.7.28-ref-Sifra.2.06-00.8.3,ref-sifre-d.77.3.8-ref-sifre-d.77.4.2,37871,37930,5707,5717,ref-Sifra.2.6-00.7.28,ref-Sifra.2.6-00.8.3,124485,124559,20792,20804,ref-sifre-d.77.3.8,ref-sifre-d.77.4.2,שהן באים נדבת שנים ואינם באים נדבת צבור מה לשלמים שאינם ,שהם באים בנדר ונדבה יצאו בכור ומעשר שאין באים בנדר ונדבה יכול שאני ,11,13,143,788,0.6119402985074627,0.33783783783783783,0.47761194029850745
144,ref-Sifra.2.06-08.2.6-ref-Sifra.2.06-08.2.17,ref-sifre-d.65.5.2-ref-sifre-d.65.5.10,38501,38560,5807,5817,ref-Sifra.2.6-08.2.6,ref-Sifra.2.6-08.2.17,112733,112783,18862,18870,ref-sifre-d.65.5.2,ref-sifre-d.65.5.10,אשר יקריב קרבנו לכל נדריהם ולכל נדבותם אשר יקריבו לה'  כל ,הישר בעיניו כל הנידר ונידב קרב בבמת יחיד וכל ,11,9,144,612,0.6724137931034483,0.41538461538461535,0.5172413793103449
146,ref-Sifra.2.06-08.2.9-ref-Sifra.2.06-08.2.15,ref-sifre-d.63.2.35-ref-sifre-d.63.2.42,38517,38556,5810,5816,ref-Sifra.2.6-08.2.9,ref-Sifra.2.6-08.2.15,111158,111199,18598,18605,ref-sifre-d.63.2.35,ref-sifre-d.63.2.42,לכל נדריהם ולכל נדבותם אשר יקריבו לה' ,כל נדריכם ומלבד כל נדבותיכם אשר תתנו לה' ,7,8,146,553,0.3170731707317073,0.28260869565217395,0.24390243902439024
148,ref-Sifra.2.07-00.5.14-ref-Sifra.2.07-00.5.23,ref-sifre-d.43.25.4-ref-sifre-d.43.25.12,40905,40960,6162,6171,ref-Sifra.2.7-00.5.14,ref-Sifra.2.7-00.5.23,82650,82690,13901,13909,ref-sifre-d.43.25.4,ref-sifre-d.43.25.12,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף ,ונאמר להלן אף חרי מה חרי אף האמור להלן ,10,9,148,327,0.5,0.375,0.4423076923076923
149,ref-Sifra.2.07-00.5.14-ref-Sifra.2.07-00.5.23,ref-sifre-d.62.4.10-ref-sifre-d.62.4.21,40905,40960,6162,6171,ref-Sifra.2.7-00.5.14,ref-Sifra.2.7-00.5.23,110354,110414,18471,18481,ref-sifre-d.62.4.10,ref-sifre-d.62.4.21,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף ,ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף ,10,12,149,457,0.4,0.3538461538461538,0.3090909090909091
151,ref-Sifra.2.07-00.5.14-ref-Sifra.2.07-00.5.23,ref-sifre-d.62.4.32-ref-sifre-d.62.4.42,40905,40960,6162,6171,ref-Sifra.2.7-00.5.14,ref-Sifra.2.7-00.5.23,110468,110527,18491,18500,ref-sifre-d.62.4.32,ref-sifre-d.62.4.42,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף ,האמור להלן בית הבחירה ומה שמי האמור להלן ברכת כהנים אף ,10,11,151,496,0.4727272727272727,0.3787878787878788,0.36363636363636365
