ref-Sifra.1.1,רבי ישמעאל אומ׳ 
ref-Sifra.2.03-00.8,והלא דין הוא מה אם שלמים שכשרו לבא נקבות כזכרים לא כשרו לבא טומטום ואנדרוגניס עולה שלא כשרה לבא נקבות כזכרים אינו דין שלא תכשר לבא טומטום ואנדרוגניס לא אם אמרת בשלמים שלא כשרו לבא מן העוף תאמר בעולה שכשרה לבא מן העוף חטאת תוכיח שכשרה לבא מן העוף ולא כשרה לבא טומטום ואנדרוגניס 
ref-Sifra.2.03-00.9,לא אם אמרת בחטאת שלא כשרה לבא כל מין זכרים תאמר בעולה שכשרה לבא כל מין זכרים הבכור יוכיח שכשר לבא כל מין זכרים ולא כשר לבא טומטום ואנדרוגניס 
ref-Sifra.2.03-00.10,לא אם אמרת בבכור שקדושתו מרחם תאמר בעולה שאין קדושתה מרחם המעשר יוכיח שאין קדושתו מרחם ולא כשר לבא טומטום ואנדרוגניס 
ref-Sifra.2.03-00.11,לא אם אמרת במעשר שהוא אחד מעשרה תאמר בעולה שהוא אחד מאחד הואיל שהוא אחד מאחד תכשר לבא טומטום ואנדרוגניס תלמוד לומר זכר ולא נקבה וכשהוא אומר למטה זכר שאין תלמוד לומר אלא להוציא טומטום ואנדרוגניס 
ref-Sifra.2.03-00.12,תמים כשם שאם אינו תמים אינו לרצון כך אם אינו כענין זה אינו לרצון תמים יקריבנו תמים יקדישנו ר׳ יוסי אומר תמים יקריבנו יבקרנו ויקריבנו אמר ר׳ יוסי שמעתי בשוחט תמיד בשבת שאינו מבוקר שהוא חייב חטאת ויביא תמיד אחר 
ref-Sifra.2.03-00.13,אל פתח אהל מועד מטפל בו ומביאו אל פתח אהל מועד מהו אומר ׳יקריב יקריב׳ מנין אתה אומר נתערבה עולה בעולה עולה בתמורה עולה בחולין יקרבו תלמוד לומר ׳יקריב יקריב׳ יכול אפילו נתערבה בפסולים תלמוד לומר יקריבנו אוציא את שנתערבה בפסולים שאינם כשרים ליקרב 
ref-Sifra.2.03-00.14,ומנין אפילו נתערבה בחטאות החיצונות אוציא את שנתערבה בחטאות החיצוניות שאלו למעלה ואלו למטן ומנין אפילו נתערבו בחטאות הפנימיות אוציא את שנתערבו בחטאות הפנימיות שאלו מבפנים ואלו מבחוץ ומנין אפילו נתערב בבכור ומעשר ופסח אוציא את שנתערב בבכור ומעשר ופסח שאלו מתן ארבע ואלו מתנה אחת ומנין אפילו נתערב בשלמים ותודה אוציא את שנתערב בשלמים ובתודה שאלו קדשי קדשים ואלו קדשים קלים יכול אפילו נתערב באשם תלמוד לומר יקריבנו לבדו הוא קרב ולא שנתערב באחרים 
ref-Sifra.2.03-00.15,מה ראית לומר עולה בעולה שהוא שם אחד עולה בתמורה קרבה עולה עולה בחולין שיכול להקדיש החולין ולעשותה עולה יקריב אותו מלמד שכופין אותו יכול על כרחו תלמוד לומר לרצונו כיצד כופין אותו עד שיאמר רוצה אני 
ref-Sifra.2.03-04.1,לפני ה׳ וסמך אין סמיכה בבמה אין סמיכה בבמה  לפני ה׳ ״ לפני ה׳ אין סמיכה בבמה  לפני ה׳ ״ ואין צפון בבמה וכי איזה מדה מרובה מדת צפון או מדת סמיכה מרובה מדת צפון ממדת סמיכה שהצפון נוהג בקרבנות יחיד ובקרבנות צבור והסמיכה אינה נוהגת אלא בקרבנות יחיד אם מעטתים מצפון מרובה לא אמעטם מסמיכה מועטת אתה אומר בצד זה נתרבה צפון ונתמעטה סמיכה או בצד הזה נתרבה סמיכה ונתמעט צפון שהסמיכה נוהגת בקדשי קדשים ובקדשים קלים והצפון אינו נוהג אלא בקדשי קדשים אם מעטתים מצפון מעוטה לא אמעטם מסמיכה מרובה הא לפי שיש בצפון מה שאין בסמיכה ובסמיכה מה שאין בצפון צריך לומר לפני ה׳ וסמך ואין סמיכה בבמה צפנה לפני ה׳ צפנה לפני ה׳ ״ ואין צפונה בבמה ״לפני ה׳ וסמך ואין צפונה בבמה צפנה לפני ה׳ ״ ואין צפונה בבמה ״לפני ה׳ וסמך ה׳ וסמך אף על פי שסמך מבחוץ יחזור ויסמוך מבפנים 
ref-Sifra.2.03-04.2,וסמך ידו לא יד בנו ולא יד עבדו ולא יד שלוחו ידו על ראש ולא על גב ידו על ראש ולא על הצואר על ראש ולא על הגביים אוציא את כולם ולא אוציא את החזה ודין הוא ומה אם הראש שאינו טעון תנופה טעון סמיכה החזה שטעונה תנופה אינו דין שתטעון סמיכה תלמוד לומר על ראש ולא על החזה 
ref-Sifra.2.03-04.3,יכול אין טעון סמיכה אלא עולת נדבה עולת חובה מנין ודין הוא נאמר הבא עולת נדבה ונאמר הבא עולת חובה מה עולת נדבה טעונה סמיכה אף עולת חובה טעונה סמיכה 
ref-Sifra.2.03-04.4,לא אם אמרת בעולת נדבה שאין לה חליפין עוף לפטרה מן הסמיכה תאמר בעולת חובה שיש לה חליפין עוף לפטרה מן הסמיכה הואיל ויש לה חליפין עוף לפטרה מן הסמיכה לא תטען סמיכה תלמוד לומר ׳עולה׳ אחד עולת חובה ואחד עולת נדבה זו וזו טעונה סמיכה 
ref-Sifra.2.03-04.5,אין לי אלא עולת בקר עולת הצאן מנין ודין הוא נאמר הבא עולה מן הבקר ונאמר הבא עולה מן הצאן מה עולה מן הבקר טעונה סמיכה אף עולת הצאן טעונה סמיכה 
ref-Sifra.2.03-04.6,לא אם אמרת בבן הבקר שנתרבה בנסכים תאמר בבן הצאן שנתמעט בנסכים הואיל שנתמעט בנסכים לא יטעון סמיכה תלמוד לומר ׳עולה׳ אחד עולת הבקר ואחד עולת הצאן זו וזו טעונה סמיכה 
ref-Sifra.2.03-04.7,יכול אף עולת העוף תטעון סמיכה תלמוד לומר העולה פרט לעולת העוף 
ref-Sifra.2.03-04.8,ונרצה לו מלמד שהמקום מרצה לו ועל מה המקום רוצה לו אם תאמר דברים שחייבים עליהם מיתה ביד בית דין מיתה בידי שמים כרת בידי שמים מלקות ארבעים חטאת ואשמות הרי עונשן אמור ועל מה המקום מרצה לו על מצות עשה ועל מצות לא תעשה שיש בה קום עשה ר׳ שמעון אומר ונרצה לו לו ולזבחו אף על פי שלא סמך הזבח מרצה 
ref-Sifra.2.03-04.9,ונרצה לו לכפר במכפר איזהו מכפר זה הדם שנאמר כי הדם הוא בנפש יכפר אין לי אלא דם הטהור דם הטמא מנין כשהוא אומר ונשא אהרן את עון הקדשים איזה עון הוא נושא אם עון פיגול כבר נאמר ׳פיגול הוא לא יחשב׳ אם עון נותר כבר נאמר לא ירצה ואיזה עון הוא נושא עון טומאה שהותר מכללה לציבור 
ref-Sifra.2.03-04.10,אין לי אלא עונות דם מנין הקומץ והלבונה והקטורת ומנחת כהנים ומנחת כהן משוח ומנחת נסכים תלמור לומר לכל  קדשיהם אין לי אלא של אנשים של נשים מנין אין לי אלא של ישראל של גרים ושל עבדים מנין תלמור לומר עון הקדשים ריבה הואיל ומצינו שאין כפרה אלא בדם מה תלמוד לומר וסמך ונרצה אלא ללמד שאם עשאה לסמיכה שירי מצוה כאילו לא כפר וכפר ר׳ שמעון אומר לכפר עליו את שהוא עליו חייב באחריותו ואת שאינו עליו אינו חייב באחריותו 
ref-Sifra.2.04-00.1,וסמך ושחט במקום שסומכין שוחטין ותיכף לסמיכה שחיטה מה סמיכה בטהורים אף שחיטה בטהורים 
ref-Sifra.2.04-00.2,ושחט שחיטה כשרה בזרים בנשים ובעבדים ובטמאים ואפילו בקדשי קדשים ובלבד שלא יהיו טמאים נוגעים בבשר או אינו אלא בכהן וכי מאין באת מכלל שנאמר ואתה ובניך אתך תשמרו את כהנתכם לכל דבר המזבח יכול אף לשחיטה כשהוא אומר והקריבו בני אהרן הכהנים את הדם וזרקו מכאן ואילך מצות כהונה אבל שחיטה כשרה בכל אדם 
ref-Sifra.2.04-00.3,בן הבקר לפני השם ואין השוחט לפני ה׳ שמעון התימני אומר מנין שתהיה ידו של שוחט לפנים מן הנשחט תלמוד לומר ואין השוחט לפני ה׳ שמעון התימני אומר מנין שתהיה ידו של שוחט לפנים מן הנשחט תלמוד לומר ״ושחט את בן הבקר לפני ה׳ ״ את בן הבקר לפני ה׳ ואין השוחט לפני ה׳ שמעון התימני אומר מנין שתהיה ידו של שוחט לפנים מן הנשחט תלמוד לומר ״ושחט את בן הבקר לפני ה׳ ״ 
ref-Sifra.2.04-00.4,והקריבו זו קבלת הדם יכול זריקה כשהוא אומר וזרקו הרי זריקה אמורה הא אינו אומר כאן והקריבו זו קבלת הדם שלא תהיה אלא בכהן כשר ובכלי שרת אמר רבי עקיבא מנין לקבלת הדם שלא תהיה אלא בכהן כשר ובכלי שרת נאמר כאן ׳כיהון׳ ונאמר להלן ׳כיהון׳ מה כיהון האמור להלן בכהן כשר ובכלי שרת אף ׳כיהון׳ האמור כאן בכהן כשר ובכלי שרת 
ref-Sifra.2.04-00.5,אמר לו ר׳ טרפון עקיבא עד מתי אתה מגבב עלינו את הכתובים אקפח את בני אם לא שמעתי שיש הפרש בין קבלה לזריקה ואין לי לפרש אמר לו תרשיני לומר לפניך מה שלמדתני אמר לו אמור אמר לו קבלה לא עשה בה את המחשבה כמעשה זריקה עשה בה את המחשבה כמעשה המקבל בחוץ פטור והזורק בחוץ חייב קבלוהו טמאים אין חייבים עליו זרקוהו טמאים חייבים עליו אמר לו רבי טרפון אקפח את בני שלא הטית ימין ושמאל אני הוא ששמעתי ולא היה לי לפרש ואתה דורש ומסכים לשמועה הא כל הפורש ממך כפורש מחייו 
