baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifra,dam-lev,jac,id
ref-sifra.1.14.14-ref-sifra.1.14.39,ref-b.5.1.5.49a.12.19-ref-b.5.1.5.49a.13.22,3459,3606,ref-sifra.1.14.14,ref-sifra.1.14.39,6949486,6949648,ref-b.5.1.5.49a.12.19,ref-b.5.1.5.49a.13.22,להחזירו לכללו עד שיחזירנו הכתוב לכללו בפירוש כיצד ושחט את הכבש במקום אשר ישחט את החטאת ואת העולה במקו' הקדש שאין תלמוד לו' כי כחטאת האשם ,"להחזירו לכללו עד שיחזירנו הכתוב לכללו בפירוש כיצד ושחט את הכבש במקום אשר ישחט את החטאת ואת העולה במקום הקדש כי כחטאת האשם הוא וגו' שאין ת""ל כחטאת האשם ",26,29,5309,5308.0,68,63.0,0.15894039735099338,0.2272727272727273,4080000051
ref-sifra.1.14.11-ref-sifra.1.14.31,ref-b.5.2.5.55b.9.17-ref-b.5.2.5.55b.10.25,3446,3563,ref-sifra.1.14.11,ref-sifra.1.14.31,7312310,7312462,ref-b.5.2.5.55b.9.17,ref-b.5.2.5.55b.10.25,אין דנין אותן בכלל ופרט מתיב רב אדא בר אהבה ואמרי לה כדי וכלל ופרט המרוחקין זה מזה אין דנין אותן בכלל ופרט והתניא ושחט אותו במקום אשר ישחט העולה,אין דנין אותן בכלל ופרט מתיב רב אדא בר אהבה ואמרי לה כדי וכלל ופרט המרוחקין זה מזה אין דנין אותן בכלל ופרט והתניא ושחט אותו במקום אשר ישחט העולה,21,30,6514,6514.0,63,63.0,0.0,0.0,4080000052
ref-sifra.1.14.46-ref-sifra.1.14.51,ref-b.2.5.5.61b.6.21-ref-b.2.5.5.61b.6.25,3637,3668,ref-sifra.1.14.46,ref-sifra.1.14.51,1859022,1859043,ref-b.2.5.5.61b.6.21,ref-b.2.5.5.61b.6.25,בדבר חדש בבוהן יד ובבוהן רגל ,לו בוהן יד ובוהן רגל ,6,5,1386,1386.0,70,70.0,0.3448275862068966,0.5714285714285714,4080000053
ref-sifra.1.14.48-ref-sifra.1.14.53,ref-b.3.1.1.7a.15.8-ref-b.3.1.1.7a.15.12,3647,3681,ref-sifra.1.14.48,ref-sifra.1.14.53,2859803,2859829,ref-b.3.1.1.7a.15.8,ref-b.3.1.1.7a.15.12,בבוהן יד ובבוהן רגל ובאזן ימנית ,בבהן יד ובהן רגל הימנית ,6,5,2114,2114.0,71,70.0,0.28125,0.33333333333333337,4080000054
ref-sifra.1.14.48-ref-sifra.1.14.53,ref-b.4.4.6.45b.19.6-ref-b.4.4.6.45b.19.11,3647,3681,ref-sifra.1.14.48,ref-sifra.1.14.53,6111472,6111496,ref-b.4.4.6.45b.19.6,ref-b.4.4.6.45b.19.11,בבוהן יד ובבוהן רגל ובאזן ימנית ,בהן יד בהן רגל אזן ימנית ,6,6,4001,3999.0,72,70.0,0.21875,0.625,4080000055
ref-sifra.1.14.48-ref-sifra.1.14.53,ref-b.4.4.10.88a.10.10-ref-b.4.4.10.88a.10.15,3647,3681,ref-sifra.1.14.48,ref-sifra.1.14.53,6270921,6270946,ref-b.4.4.10.88a.10.10,ref-b.4.4.10.88a.10.15,בבוהן יד ובבוהן רגל ובאזן ימנית ,בהן יד בהן רגל אוזן ימנית ,6,6,4376,4375.0,73,70.0,0.21875,0.625,4080000056
ref-sifra.1.14.48-ref-sifra.1.14.53,ref-b.5.1.5.49a.14.8-ref-b.5.1.5.49a.14.13,3647,3681,ref-sifra.1.14.48,ref-sifra.1.14.53,6949705,6949737,ref-b.5.1.5.49a.14.8,ref-b.5.1.5.49a.14.13,בבוהן יד ובבוהן רגל ובאזן ימנית ,בבוהן יד ובוהן רגל ואזן ימנית ,6,6,5316,5316.0,74,70.0,0.0625,0.4285714285714286,4080000057
ref-sifra.1.14.48-ref-sifra.1.14.53,ref-b.5.2.1.9b.21.8-ref-b.5.2.1.9b.21.14,3647,3681,ref-sifra.1.14.48,ref-sifra.1.14.53,7165911,7165948,ref-b.5.2.1.9b.21.8,ref-b.5.2.1.9b.21.14,בבוהן יד ובבוהן רגל ובאזן ימנית ,בהן ידו הימנית ועל בהן רגלו הימנית ,6,7,6264,6264.0,75,70.0,0.5714285714285714,0.625,4080000058
ref-sifra.1.14.48-ref-sifra.1.14.53,ref-b.5.2.1.10a.5.16-ref-b.5.2.1.10a.5.22,3647,3681,ref-sifra.1.14.48,ref-sifra.1.14.53,7166280,7166317,ref-b.5.2.1.10a.5.16,ref-b.5.2.1.10a.5.22,בבוהן יד ובבוהן רגל ובאזן ימנית ,בהן ידו הימנית ועל בהן רגלו הימנית ,6,7,6269,6266.0,76,70.0,0.5714285714285714,0.625,4080000059
ref-sifra.1.18.11-ref-sifra.1.18.25,ref-b.2.5.1.4b.9.16-ref-b.2.5.1.4b.9.27,4920,4989,ref-sifra.1.18.11,ref-sifra.1.18.25,1688117,1688169,ref-b.2.5.1.4b.9.16,ref-b.2.5.1.4b.9.27,וכתוב אחד אומ' ולא יכול משח לבא אל אהל מועד הכריע כי שכן עליו הענן ,כתיב ולא יכול משה לבא אל אהל מועד כי שכן עליו הענן ,15,12,923,923.0,77,77.0,0.26865671641791045,0.5,4080000060
ref-sifra.1.18.85-ref-sifra.2.1-01.1.2,ref-b.4.4.11.110b.2.30-ref-b.4.4.11.110b.2.38,5290,5372,ref-sifra.1.18.85,ref-sifra.2.1-01.1.2,6409611,6409657,ref-b.4.4.11.110b.2.30,ref-b.4.4.11.110b.2.38,אומ' אשר נשבעתי באפי אם יבואון אל מנוחתי כשישוב אפי יבואון אל מנוחתי ויקרא וידבר ,ואמר אשר נשבעתי באפי אם יבואון אל מנוחתי דברי ,15,9,4427,4427.0,78,78.0,0.4691358024691358,0.33333333333333337,4080000061
ref-sifra.2.1-01.3.22-ref-sifra.2.1-01.3.34,ref-b.4.1.10.114b.19.5-ref-b.4.1.10.114b.19.17,5775,5844,ref-sifra.2.1-01.3.22,ref-sifra.2.1-01.3.34,5068395,5068458,ref-b.4.1.10.114b.19.5,ref-b.4.1.10.114b.19.17,לא הרי דיבור הסנה שהוא תחלה לדברות כהרי דיבור הר סיני שאינו תחלה ,ולא והרי נחיל של דבורים מסיח לפי תומו הוא שאני נחיל של דבורים ,13,13,3573,3573.0,79,79.0,0.7384615384615385,0.75,4080000062
ref-sifra.2.1-02.3.18-ref-sifra.2.1-02.4.16,ref-b.2.12.1.6a.17.13-ref-b.2.12.1.6b.1.14,7563,7663,ref-sifra.2.1-02.3.18,ref-sifra.2.1-02.4.16,2772373,2772469,ref-b.2.12.1.6a.17.13,ref-b.2.12.1.6b.1.14,אהל מועד ר' יוסי הגלילי אומר בשלשה מקומות נאמר בתורה דיבור' למשה בארץ מצרים בהר סיני באהל מועד ,בסיני ופרטות באהל מועד ורבי עקיבא אומר כללות ופרטות נאמרו בסיני ונשנו באהל מועד ונשתלשו ,18,15,1972,1972.0,81,80.0,0.7157894736842105,0.8095238095238095,4080000063
ref-sifra.2.1-02.3.18-ref-sifra.2.1-02.4.16,ref-b.3.5.7.37b.3.10-ref-b.3.5.7.37b.3.24,7563,7663,ref-sifra.2.1-02.3.18,ref-sifra.2.1-02.4.16,4026192,4026286,ref-b.3.5.7.37b.3.10,ref-b.3.5.7.37b.3.24,אהל מועד ר' יוסי הגלילי אומר בשלשה מקומות נאמר בתורה דיבור' למשה בארץ מצרים בהר סיני באהל מועד ,בסיני ופרטות באהל מועד רבי עקיבא אומר כללות ופרטות נאמרו בסיני ונשנו באהל מועד ונשתלשו ,18,15,2964,2964.0,82,80.0,0.7157894736842105,0.8095238095238095,4080000064
ref-sifra.2.1-02.3.6-ref-sifra.2.1-02.4.7,ref-b.5.1.14.115b.16.13-ref-b.5.1.14.115b.18.1,7504,7610,ref-sifra.2.1-02.3.6,ref-sifra.2.1-02.4.7,7121445,7121549,ref-b.5.1.14.115b.16.13,ref-b.5.1.14.115b.18.1,סיני באהל מועד מהו אומר וירקא אל משה מיעט את אהרן מדברות אהל מועד ר' יוסי הגלילי אומר בשלשה מקומות נאמר ,בסיני ופרטות באהל מועד רע אומר כללות ופרטות נאמרו בסיני ונשנו באהל מועד ונשתלשו בערבות מואב אמר ,21,17,6164,6164.0,80,80.0,0.625,0.8181818181818181,4080000065
ref-sifra.2.1-02.5.35-ref-sifra.2.1-02.5.50,ref-b.4.1.4.37b.3.14-ref-b.4.1.4.37b.3.32,8021,8084,ref-sifra.2.1-02.5.35,ref-sifra.2.1-02.5.50,4795582,4795692,ref-b.4.1.4.37b.3.14,ref-b.4.1.4.37b.3.32,להם יעידה לדברות תלמוד לומר      לך היתה יעידה ולא היתה יעידה ,ליה ואייעד ליה לכולהו מיני או דילמא בתר שוורים שדינן ליה ואכתי לשוורים הוא דאייעד למינא אחרינא לא אייעד ,16,19,3449,3449.0,83,83.0,0.6826923076923077,0.9444444444444444,4080000066
ref-sifra.2.1-02.5.35-ref-sifra.2.1-02.5.50,ref-b.4.1.4.37b.4.16-ref-b.4.1.4.37b.4.35,8021,8084,ref-sifra.2.1-02.5.35,ref-sifra.2.1-02.5.50,4795768,4795874,ref-b.4.1.4.37b.4.16,ref-b.4.1.4.37b.4.35,ליה ואכתי לשבת הוא דאייעד לימות החול לא אייעד או דילמא בתר אחד בשבת ושני בשבת שדינן ליה ואייעד ליה,ליה ואכתי לשבת הוא דאייעד לימות החול לא אייעד או דילמא בתר אחד בשבת ושני בשבת שדינן ליה ואייעד ליה,16,19,3452,3452.0,84,84.0,0.0,0.0,4080000067
ref-sifra.2.1-02.6.54-ref-sifra.2.1-02.7.3,ref-b.4.1.4.37b.3.15-ref-b.4.1.4.37b.3.32,8371,8423,ref-sifra.2.1-02.6.54,ref-sifra.2.1-02.7.3,4795586,4795692,ref-b.4.1.4.37b.3.15,ref-b.4.1.4.37b.3.32,ואייעד ליה לכולהו מיני או דילמא בתר שוורים שדינן ליה ואכתי לשוורים הוא דאייעד למינא אחרינא לא אייעד,ואייעד ליה לכולהו מיני או דילמא בתר שוורים שדינן ליה ואכתי לשוורים הוא דאייעד למינא אחרינא לא אייעד,11,17,3450,3450.0,86,86.0,0.0,0.0,4080000068
ref-sifra.2.1-02.9.18-ref-sifra.2.1-02.9.30,ref-b.5.7.6.26a.26.7-ref-b.5.7.6.26a.26.14,8961,9020,ref-sifra.2.1-02.9.18,ref-sifra.2.1-02.9.30,8447495,8447542,ref-b.5.7.6.26a.26.7,ref-b.5.7.6.26a.26.14,אינן בשמיעת קול תאמר ביחיד שישנו בשמיעת קול,אינן בשמיעת קול תאמר ביחיד שישנו בשמיעת קול,11,8,8754,8754.0,88,88.0,0.0,0.0,4080000069
ref-sifra.2.1-02.10.21-ref-sifra.2.1-02.10.30,ref-b.1.1.6.45a.8.20-ref-b.1.1.6.45a.8.29,9125,9181,ref-sifra.2.1-02.10.21,ref-sifra.2.1-02.10.30,240161,240218,ref-b.1.1.6.45a.8.20,ref-b.1.1.6.45a.8.29,הקול שאין תלמוד לומר הקול ומה תלמוד לומר הקול הקול ,בקול שאין תלמוד לומר בקול ומה תלמוד לומר בקול בקולו ,10,10,63,63.0,90,90.0,0.09615384615384616,0.0,4080000070
ref-sifra.2.1-02.12.66-ref-sifra.2.1-02.12.79,ref-b.3.1.4.49b.7.9-ref-b.3.1.4.49b.7.18,9796,9863,ref-sifra.2.1-02.12.66,ref-sifra.2.1-02.12.79,3000147,3000194,ref-b.3.1.4.49b.7.9,ref-b.3.1.4.49b.7.18,ר' דוסא אומר הרי הוא אומר כי לא יראני האדם וחי בחייהם אינם רואים ,רבך אמר כי לא יראני האדם וחי ואת אמרת ואראה ,14,10,2236,2236.0,91,91.0,0.5076923076923077,0.5833333333333333,4080000071
ref-sifra.2.1-02.12.121-ref-sifra.2.1-02.12.132,ref-b.3.1.4.49b.7.11-ref-b.3.1.4.49b.7.18,10036,10095,ref-sifra.2.1-02.12.121,ref-sifra.2.1-02.12.132,3000155,3000194,ref-b.3.1.4.49b.7.11,ref-b.3.1.4.49b.7.18,כי לא יראני האדם וחי אף מלאכים שחיים חיי עולם אינם רואים ,כי לא יראני האדם וחי ואת אמרת ואראה ,12,8,2237,2236.0,92,92.0,0.49122807017543857,0.6363636363636364,4080000072
ref-sifra.2.1-02.13.17-ref-sifra.2.1-02.13.30,ref-b.2.9.4.30b.12.21-ref-b.2.9.4.30b.12.34,10195,10270,ref-sifra.2.1-02.13.17,ref-sifra.2.1-02.13.30,2491273,2491348,ref-b.2.9.4.30b.12.21,ref-b.2.9.4.30b.12.34,לא היה מדבר עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות וידבר ה' אלי ,לא היה דבור עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות וידבר ה' אלי ,16,16,1833,1833.0,94,93.0,0.027777777777777776,0.0,4080000073
ref-sifra.2.1-02.13.17-ref-sifra.2.1-02.13.29,ref-b.4.3.8.121a.9.19-ref-b.4.3.8.121b.1.13,10195,10256,ref-sifra.2.1-02.13.17,ref-sifra.2.1-02.13.29,5799774,5799841,ref-b.4.3.8.121a.9.19,ref-b.4.3.8.121b.1.13,לא היה מדבר עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,מדבר לא היה דיבור עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,13,14,3846,3846.0,93,93.0,0.12307692307692308,0.0,4080000074
ref-sifra.2.1-02.13.40-ref-sifra.2.1-02.13.59,ref-b.2.5.3.28b.6.39-ref-b.2.5.3.28b.7.15,10299,10378,ref-sifra.2.1-02.13.40,ref-sifra.2.1-02.13.59,1761092,1761184,ref-b.2.5.3.28b.6.39,ref-b.2.5.3.28b.7.15,והשיבני ומנין שהיה משה יוצא ומדבר עמהם שנאמר         ומנין שהיה משה משיב ,ישיבה מהם היו במצרים ישיבה עמהם שנאמר לך ואספת את זקני ישראל היו במדבר ישיבה עמהם שנאמר ,20,17,1046,1046.0,95,95.0,0.625,0.7333333333333334,4080000075
ref-sifra.2.2-00.1.6-ref-sifra.2.2-00.1.12,ref-b.5.2.10.93a.14.12-ref-b.5.2.10.93a.14.18,10803,10845,ref-sifra.2.2-00.1.6,ref-sifra.2.2-00.1.12,7430539,7430581,ref-b.5.2.10.93a.14.12,ref-b.5.2.10.93a.14.18,בני ישראל סומכים ואין עובדי כוכבים סומכים ,בני ישראל סומכין ואין עובדי כוכבים סומכין ,7,7,7122,7122.0,96,96.0,0.047619047619047616,0.0,4080000076
ref-sifra.2.2-00.1.14-ref-sifra.2.2-00.1.25,ref-b.4.4.11.100a.18.30-ref-b.4.4.11.100b.1.8,10851,10910,ref-sifra.2.2-00.1.14,ref-sifra.2.2-00.1.25,6346500,6346592,ref-b.4.4.11.100a.18.30,ref-b.4.4.11.100b.1.8,איזו היא מדה מרובה מדת טובה מרובה או מדת פורענות הוי אומר מדה טובה מרובה ממדת פורענות במדה,איזו היא מדה מרובה מדת טובה מרובה או מדת פורענות הוי אומר מדה טובה מרובה ממדת פורענות במדה,7,9,4402,4402.0,97,97.0,0.0,0.0,4080000077
ref-sifra.2.2-00.1.108-ref-sifra.2.2-00.2.15,ref-b.2.3.10.96b.7.13-ref-b.2.3.10.96b.7.28,11379,11468,ref-sifra.2.2-00.1.108,ref-sifra.2.2-00.2.15,1238210,1238300,ref-b.2.3.10.96b.7.13,ref-b.2.3.10.96b.7.28,סומכים בני ישראל סומכים ואין בנות ישראל סומכות ר' יוסי ור' שמעון אומרים נשים סומכות רשות ,וסמך בני ישראל סומכין ואין בנות ישראל סומכות רבי יוסי ורבי שמעון אומרים נשים סומכות רשות ,16,16,429,429.0,101,99.0,0.10112359550561797,0.19999999999999996,4080000078
ref-sifra.2.2-00.1.104-ref-sifra.2.2-00.2.4,ref-b.5.2.10.93a.14.12-ref-b.5.2.10.93a.14.18,11353,11408,ref-sifra.2.2-00.1.104,ref-sifra.2.2-00.2.4,7430539,7430581,ref-b.5.2.10.93a.14.12,ref-b.5.2.10.93a.14.18,בני ישראל סומכין ואין עובדי כוכבים סומכין,בני ישראל סומכין ואין עובדי כוכבים סומכין,7,7,7123,7123.0,99,99.0,0.0,0.0,4080000079
ref-sifra.2.2-00.2.21-ref-sifra.2.2-00.2.44,ref-b.2.12.2.16b.16.6-ref-b.2.12.2.16b.16.36,11488,11616,ref-sifra.2.2-00.2.21,ref-sifra.2.2-00.2.44,2819332,2819493,ref-b.2.12.2.16b.16.6,ref-b.2.12.2.16b.16.36,אבא אלעזר היה לנו עגל זבחי שלמים והוצאנוהו לעזרת נשים וסמכו עליו הנשים לא מפני שהסמיכה בנשים אלא מפני נחת רוח של נשים יכול ,אבא אלעזר פעם אחת היה לנו עגל של זבחי שלמים והביאנוהו לעזרת נשים וסמכו עליו נשים לא מפני שסמיכה בנשים אלא כדי לעשות נחת רוח לנשים ואי סלקא דעתך סמיכה בכל ,24,31,2004,2004.0,102,102.0,0.2987012987012987,0.28,4080000080
ref-sifra.2.2-00.2.23-ref-sifra.2.2-00.2.37,ref-b.5.1.1.8b.3.13-ref-b.5.1.1.8b.5.20,11498,11586,ref-sifra.2.2-00.2.23,ref-sifra.2.2-00.2.37,6832260,6832378,ref-b.5.1.1.8b.3.13,ref-b.5.1.1.8b.5.20,היה לנו עגל זבחי שלמים והוצאנוהו לעזרת נשים וסמכו עליו הנשים לא מפני שהסמיכה בנשים ,לשמו פסול שלא לשמו כשר מנא הני מילי אמר אבוה דשמואל אמר קרא ואם מן הצאן קרבנו לזבח שלמים לה' דבר הבא מן הצאן יהא ,15,25,4857,4857.0,103,102.0,0.7345132743362832,0.84,4080000081
ref-sifra.2.2-00.2.78-ref-sifra.2.2-00.3.18,ref-b.6.7.10.66a.5.18-ref-b.6.7.10.66a.6.13,11799,11900,ref-sifra.2.2-00.2.78,ref-sifra.2.2-00.3.18,8729589,8729669,ref-b.6.7.10.66a.5.18,ref-b.6.7.10.66a.6.13,על השלמים אדם לרבות את הגרים מכם להוציא את המומרים ומה ראית לומר כן אמור אדם לרבות את המומרים מכם ,דם יוצא דברי רבי רשבג אומר דם מכה הבא מן המקור טמא ורבותינו העידו על דם המכה ,20,17,9235,9235.0,104,104.0,0.6632653061224489,0.7272727272727273,4080000082
ref-sifra.2.2-00.3.45-ref-sifra.2.2-00.3.54,ref-b.4.2.5.71b.12.36-ref-b.4.2.5.71b.13.8,12037,12085,ref-sifra.2.2-00.3.45,ref-sifra.2.2-00.3.54,5332952,5333024,ref-b.4.2.5.71b.12.36,ref-b.4.2.5.71b.13.8,מה ישראל בני מקבלי ברית אף מומרים בני מקבלי ברית ,מה אתם בני ברית אף שלוחכם בני ברית אנן לדידהו נמי מה אתם בני ברית קאמר ,10,16,3667,3667.0,105,105.0,0.5915492957746479,0.75,4080000083
ref-sifra.2.2-00.4.9-ref-sifra.2.2-00.4.16,ref-b.3.3.1.10a.13.10-ref-b.3.3.1.10a.13.17,12308,12345,ref-sifra.2.2-00.4.9,ref-sifra.2.2-00.4.16,3629039,3629078,ref-b.3.3.1.10a.13.10,ref-b.3.3.1.10a.13.17,יקריב אינו אלא רשות קרבן לה' קרבן לה' ,קרבן דילמא אמר קרבן לה' ולימא קרבן לה' ,8,8,2573,2573.0,107,106.0,0.46153846153846156,0.7777777777777778,4080000084
ref-sifra.2.2-00.4.9-ref-sifra.2.2-00.4.16,ref-b.3.3.1.10b.1.11-ref-b.3.3.1.10b.2.15,12308,12345,ref-sifra.2.2-00.4.9,ref-sifra.2.2-00.4.16,3629199,3629301,ref-b.3.3.1.10b.1.11,ref-b.3.3.1.10b.2.15,יקריב אינו אלא רשות קרבן לה' קרבן לה' ,לה' שלמים תלמוד לומר קרבן לה' וקל וחומר ומה זה שלא נתכוון אלא להזכיר שם שמים על הקרבן אמרה תורה קרבן ,8,21,2585,2575.0,108,106.0,0.7722772277227723,0.8421052631578947,4080000085
ref-sifra.2.2-00.4.1-ref-sifra.2.2-00.4.30,ref-b.5.2.10.90b.13.21-ref-b.5.2.10.90b.13.30,12270,12415,ref-sifra.2.2-00.4.1,ref-sifra.2.2-00.4.30,7420855,7420900,ref-b.5.2.10.90b.13.21,ref-b.5.2.10.90b.13.30,מן הצאן לפי שנאמר אדם כי יקריב מכם קרבן לה',מן הצאן לפי שנאמר אדם כי יקריב מכם קרבן לה',29,10,7073,7073.0,106,106.0,0.0,0.0,4080000086
ref-sifra.2.2-00.4.13-ref-sifra.2.2-00.4.16,ref-b.5.2.12.101a.4.12-ref-b.5.2.12.101a.4.17,12328,12345,ref-sifra.2.2-00.4.13,ref-sifra.2.2-00.4.16,7455044,7455072,ref-b.5.2.12.101a.4.12,ref-b.5.2.12.101a.4.17,קרבן לה' קרבן לה' ,קרבן לה' מי שאינה קריבה לה' ,4,6,7179,7179.0,109,106.0,0.39285714285714285,0.5,4080000087
ref-sifra.2.2-00.4.62-ref-sifra.2.2-00.4.75,ref-b.3.3.1.10b.1.5-ref-b.3.3.1.10b.1.16,12573,12644,ref-sifra.2.2-00.4.62,ref-sifra.2.2-00.4.75,3629172,3629228,ref-b.3.3.1.10b.1.5,ref-b.3.3.1.10b.1.16,לה' עולה' עולה לה' מנחה לה' שלמים' שלמים תלמוד לומר תלמוד לומר קרבן לה' ,לה' עולה לה' מנחה לה' תודה לה' שלמים תלמוד לומר קרבן לה' ,14,12,2580,2575.0,113,111.0,0.3333333333333333,0.30000000000000004,4080000088
ref-sifra.2.2-00.4.62-ref-sifra.2.2-00.4.68,ref-b.5.1.7.67a.3.7-ref-b.5.1.7.67a.3.23,12573,12607,ref-sifra.2.2-00.4.62,ref-sifra.2.2-00.4.68,6995589,6995675,ref-b.5.1.7.67a.3.7,ref-b.5.1.7.67a.3.23,לה' עולה' עולה לה' מנחה לה' שלמים' ,אשם ששחטו בצפון לשם שלמים יוכיח ששינה את שמו ומועלין בו ואף אתה אל תתמה על העולה ,7,17,5602,5601.0,112,111.0,0.8148148148148148,0.9375,4080000089
ref-sifra.2.2-00.4.45-ref-sifra.2.2-00.4.65,ref-b.5.1.10.89b.11.17-ref-b.5.1.10.89b.12.20,12490,12592,ref-sifra.2.2-00.4.45,ref-sifra.2.2-00.4.65,7043525,7043644,ref-b.5.1.10.89b.11.17,ref-b.5.1.10.89b.12.20,אדם קרבן לה'  שיקדים הקדשו להקרבתו דברי ר' יהודה אמר ר' שמעון מנין שלא יאמר אדם לה' עולה' עולה לה' מ,לא אלא מהא ליכא למשמע מינה איבעיא להו דם עולה ודם אשם איזה מהן קודם דם עולה קודם דקאתי מכח כליל או דילמא דם אשם קודם ,22,26,5808,5802.0,111,111.0,0.7435897435897436,0.8846153846153846,4080000090
ref-sifra.2.2-00.4.104-ref-sifra.2.2-00.4.108,ref-b.3.3.1.10b.1.11-ref-b.3.3.1.10b.1.16,12777,12800,ref-sifra.2.2-00.4.104,ref-sifra.2.2-00.4.108,3629199,3629228,ref-b.3.3.1.10b.1.11,ref-b.3.3.1.10b.1.16,לה' תלמוד לומר קרבן לה' ,לה' שלמים תלמוד לומר קרבן לה' ,5,6,2584,2575.0,114,114.0,0.2,0.19999999999999996,4080000091
ref-sifra.2.2-00.6.1-ref-sifra.2.2-00.6.22,ref-b.5.1.3.34a.15.5-ref-b.5.1.3.34a.15.29,13144,13257,ref-sifra.2.2-00.6.1,ref-sifra.2.2-00.6.22,6909795,6909921,ref-b.5.1.3.34a.15.5,ref-b.5.1.3.34a.15.29,קרבן לה' הבהמה יכול אף חיה שהיא קרויה בהמה שנאמר זאת הבהמה אשר תאכלו שור שה איל וצבי ויחמור תלמוד לומר בקר ו,קרבן לה' בהמה הייתי אומר חיה בכלל בהמה כענין שנאמר זאת הבהמה אשר תאכלו שור שה כשבים ושה עזים איל וצבי וגו' תלמוד לומר בקר ,23,25,5083,5083.0,115,115.0,0.3360655737704918,0.375,4080000092
