baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.1.1.3.5.1-ref-m.1.1.3.5.30,ref-y.1.1.3.4.15.25-ref-y.1.1.3.4.15.53,3601,3761,ref-m.1.1.3.5.1,ref-m.1.1.3.5.30,75786,75939,ref-y.1.1.3.4.15.25,ref-y.1.1.3.4.15.53,היה עומד בתפלה ונזכר שהוא בעל קרי לא יפסיק אלא יקצר ירד לטבול אם יכול לעלות ולהתכסות ולקרות עד שלא תנץ החמה יעלה ויתכסה ויקרא ואם לאו יתכסה במים ויקרא ,היה עומד בתפילה ונזכר שהוא בעל קרי לא יפסי' אלא יקצר ירד לטבול אם יכול להתכסות ולקרות עד שלא תנץ החמה יעלה ויתכסה ויקרא ואם לאו יתכסה במים ויקרא ,30,29,74,74.0,51,38.0,0.0596026490066225,0.2083333333333333,26,היה עומד ונזכר שהוא בעל קרי לא אלא יקצר ירד לטבול אם יכול ולקרות עד שלא תנץ החמה יעלה ויתכסה ויקרא ואם לאו יתכסה במים ויקרא,1070000034,30,29
ref-m.1.1.3.4.6-ref-m.1.1.3.4.17,ref-y.1.1.5.3.6.28-ref-y.1.1.5.3.6.38,3494,3563,ref-m.1.1.3.4.6,ref-m.1.1.3.4.17,123673,123753,ref-y.1.1.5.3.6.28,ref-y.1.1.5.3.6.38,ולא נתברבו לאחריהן והאחרוני' נתברכו לאחריהן ולא נתברכו לפניהן ולא נתברבו לאחריהן והאחרוני' נתברכו לאחריהן ולא נתברכו לפניהן,נתברכו לפניהן ולא נתברבו לאחריהן והאחרוני' נתברכו לאחריהן ולא נתברכו לפניהן,18,11,137,137.0,40,40.0,0.3902439024390244,0.0,11,נתברכו לפניהן ולא נתברבו לאחריהן והאחרוני' נתברכו לאחריהן ולא נתברכו לפניהן,1070000035,18,11
ref-m.1.1.3.4.8-ref-m.1.1.3.5.1,ref-y.1.1.6.5.3.87-ref-y.1.1.6.5.3.95,3502,3604,ref-m.1.1.3.4.8,ref-m.1.1.3.5.1,139301,139354,ref-y.1.1.6.5.3.87,ref-y.1.1.6.5.3.95,לפניה ולא לאחריה ועל המזון מברך לאחריו ואינו מברך לפניו רבי יהודה אומר מברך לפניהם ולאחריהם היה ,לאחר המזון טעונה ברכה לפניה ולאחריה אמרי מכיון דהן ,10,9,179,179.0,47,38.0,0.6875,0.8125,1,המזון,1070000036,15,9
ref-m.1.1.3.4.5-ref-m.1.1.3.5.1,ref-y.1.1.7.1.5.94-ref-y.1.1.7.1.5.103,3487,3604,ref-m.1.1.3.4.5,ref-m.1.1.3.5.1,146244,146299,ref-y.1.1.7.1.5.94,ref-y.1.1.7.1.5.103,מזון שאין טעון ברכה לפניו טעון ברכה לאחריו תורה שהיא,מזון שאין טעון ברכה לפניו טעון ברכה לאחריו תורה שהיא,10,10,197,197.0,39,39.0,0.0,0.0,10,מזון שאין טעון ברכה לפניו טעון ברכה לאחריו תורה שהיא,1070000037,10,10
ref-m.1.1.3.4.12-ref-m.1.1.3.4.23,ref-y.1.1.7.1.5.122-ref-y.1.1.7.1.5.130,3526,3600,ref-m.1.1.3.4.12,ref-m.1.1.3.4.23,146393,146447,ref-y.1.1.7.1.5.122,ref-y.1.1.7.1.5.130,המזון מברך לאחריו ואינו מברך לפניו רבי יהודה אומר מברך לפניהם ולאחריהם ,ברכה לאחריה טעונה ברכה לפניה מזון שטעון ברכה לאחריו ,10,9,202,201.0,49,38.0,0.5915492957746479,0.8333333333333334,1,לאחריו,1070000038,10,9
ref-m.1.1.3.4.6-ref-m.1.1.3.4.17,ref-y.1.1.9.5.19.83-ref-y.1.1.9.5.19.90,3494,3563,ref-m.1.1.3.4.6,ref-m.1.1.3.4.17,200479,200527,ref-y.1.1.9.5.19.83,ref-y.1.1.9.5.19.90,מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריו ואינו מברך לפניו ,ומברך לפניה ולאחריה ואוכל את פתו ומברך לפניה ,7,8,258,258.0,44,38.0,0.46875,0.9166666666666666,1,לפניה,1070000039,12,8
ref-m.1.1.3.4.6-ref-m.1.1.3.4.17,ref-y.2.10.3.6.2.227-ref-y.2.10.3.6.2.244,3494,3563,ref-m.1.1.3.4.6,ref-m.1.1.3.4.17,1907826,1907924,ref-y.2.10.3.6.2.227,ref-y.2.10.3.6.2.244,מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריו ואינו מברך לפניו ,הבאר ומברך לפניה ולאחריה אמר ליה ועבדין כן אמר ליה ואדיין את לזו כל השירות טעונות ברכה לפניהן ,7,14,3709,3709.0,45,38.0,0.5957446808510638,0.8235294117647058,1,לפניה,1070000040,12,14
ref-m.1.1.3.4.6-ref-m.1.1.3.4.17,ref-y.2.10.4.5.1.32-ref-y.2.10.4.5.1.42,3494,3563,ref-m.1.1.3.4.6,ref-m.1.1.3.4.17,1914460,1914539,ref-y.2.10.4.5.1.32,ref-y.2.10.4.5.1.42,ולא נתברבו לאחריהן האחרונים נתברכו לאחריהן ולא נתברכו לפניהן ולא נתברבו לאחריהן האחרונים נתברכו לאחריהן ולא נתברכו לפניהן,נתברכו לפניהן ולא נתברבו לאחריהן האחרונים נתברכו לאחריהן ולא נתברכו לפניהן,18,11,3726,3726.0,41,41.0,0.3884297520661157,0.0,11,נתברכו לפניהן ולא נתברבו לאחריהן האחרונים נתברכו לאחריהן ולא נתברכו לפניהן,1070000041,18,11
ref-m.1.1.3.6.1-ref-m.1.1.3.6.15,ref-y.1.1.3.5.18.91-ref-y.1.1.3.5.18.105,3866,3950,ref-m.1.1.3.6.1,ref-m.1.1.3.6.15,80706,80788,ref-y.1.1.3.5.18.91,ref-y.1.1.3.5.18.105,זב שראה קרי ונדה שפלטה שכבת זרע והמשמשת שראתה נדה צריכין טבילה ורבי יהודה פוטר ,זב שראה קרי ונדה שפלטה שכבת זרע והמשמשת שראתה נדה צריכה טבילה ורבי יודה פוטר ,15,15,75,75.0,52,52.0,0.0379746835443038,0.1333333333333333,13,זב שראה קרי ונדה שפלטה שכבת זרע והמשמשת שראתה נדה טבילה ורבי פוטר,1070000042,15,15
ref-m.1.1.3.6.8-ref-m.1.1.4.1.4,ref-y.1.1.3.6.3.17-ref-y.1.1.4.1.1.4,3901,3969,ref-m.1.1.3.6.8,ref-m.1.1.4.1.4,81222,81332,ref-y.1.1.3.6.3.17,ref-y.1.1.4.1.1.4,והמשמשת שראתה נדה צריכין טבילה ורבי יהודה פוטר תפלת השחר עד חצות ,והמשמשת שראתה נדה צריכה טבילה ורבי יודה פוטר הדא אמרה היא הדא היא אדא הדרן עלך מי שמתו תפילת השחר עד חצות ,12,16,76,76.0,53,52.0,0.4339622641509434,0.3333333333333333,9,והמשמשת שראתה נדה טבילה ורבי פוטר השחר עד חצות,1070000043,12,16
ref-m.1.1.4.1.21-ref-m.1.1.4.1.28,ref-y.1.1.4.1.7.120-ref-y.1.1.4.1.7.127,4048,4090,ref-m.1.1.4.1.21,ref-m.1.1.4.1.28,83779,83821,ref-y.1.1.4.1.7.120,ref-y.1.1.4.1.7.127,תפלת הערב אין לה קבע ושל מוספין כל היום ,תפילת הערב אין לה קבע ושל מוספין כל היום ,9,9,78,78.0,54,54.0,0.024390243902439,0.0,8,הערב אין לה קבע ושל מוספין כל היום,1070000044,9,9
ref-m.1.1.4.2.3-ref-m.1.1.4.2.34,ref-y.1.1.4.1.32.365-ref-y.1.1.4.1.32.397,4129,4297,ref-m.1.1.4.2.3,ref-m.1.1.4.2.34,93798,93968,ref-y.1.1.4.1.32.365,ref-y.1.1.4.1.32.397,בן הקנה היה מתפלל בכניסתו לבית המדרש וביציאתו תפלה קצרה אמרו לו מה מקום לתפלה זו אמר להם בכניסתי אני מתפלל שלא תארע תקלה על ידי וביציאתי אני נותן הודיה על חלקי ,בן הקנה היה מתפלל בכניסתו לבית המדרש וניציאתו תפילה קצרה אמרו לו מה טיבה של תפילה זו אמר להן בכניסתי אני מתפלל שלא תארע תקלה על ידי וביציאתי אני נותן הודיה על חלקי ,30,33,88,88.0,55,55.0,0.073170731707317,0.1818181818181817,24,בן הקנה היה מתפלל בכניסתו לבית המדרש קצרה זו אמר בכניסתי אני מתפלל שלא תארע תקלה על ידי וביציאתי אני נותן הודיה על חלקי,1070000045,30,33
ref-m.1.1.4.2.29-ref-m.1.1.4.2.34,ref-y.1.1.4.2.7.1-ref-y.1.1.4.2.7.6,4265,4297,ref-m.1.1.4.2.29,ref-m.1.1.4.2.34,96128,96161,ref-y.1.1.4.2.7.1,ref-y.1.1.4.2.7.6,וביציאתי אני נותן הודיה על חלקי ,וביציאתי אני נותן הודייה על חלקי ,6,6,90,90.0,56,55.0,0.0303030303030303,0.0,5,וביציאתי אני נותן על חלקי,1070000046,6,6
ref-m.1.1.4.3.1-ref-m.1.1.4.3.28,ref-y.1.1.4.2.7.17-ref-y.1.1.4.2.7.44,4298,4441,ref-m.1.1.4.3.1,ref-m.1.1.4.3.28,96211,96357,ref-y.1.1.4.2.7.17,ref-y.1.1.4.2.7.44,רבן גמליאל אומר בכל יום מתפלל אדם שמונה עשרה רבי יהושע אומר מעין שמונה עשרה רבי עקיבא אומר אם שגורה תפלתו בפיו יתפלל שמונה עשרה ואם לאו מעין ,רבן גמליאל אומר בכל יום אדם מתפלל שמונה עשרה ורבי יהושע אומר מעין שמונה עשרה רבי עקיבה אומר אם שגרה תפילתו בפיו מתפלל שמונה עשרה ואם לאו מעין ,22,20,91,91.0,57,57.0,0.1056338028169014,0.0714285714285714,13,רבן_גמליאל_אומר בכל יום אדם שמונה עשרה אם בפיו שמונה עשרה ואם לאו מעין,1070000047,22,20
ref-m.1.1.4.4.4-ref-m.1.1.4.4.9,ref-y.1.1.4.4.1.4-ref-y.1.1.4.4.1.9,4468,4502,ref-m.1.1.4.4.4,ref-m.1.1.4.4.9,100219,100255,ref-y.1.1.4.4.1.4,ref-y.1.1.4.4.1.9,העושה תפלתו קבע אין תפלתו תחנונים ,העושה תפילתו קבע אין תפילתו תחנונים ,6,6,94,94.0,58,58.0,0.0555555555555555,0.0,4,העושה קבע אין תחנונים,1070000048,6,6
ref-m.1.1.4.4.4-ref-m.1.1.4.4.36,ref-y.1.1.4.4.4.85-ref-y.1.1.4.4.4.117,4468,4645,ref-m.1.1.4.4.4,ref-m.1.1.4.4.36,101624,101806,ref-y.1.1.4.4.4.85,ref-y.1.1.4.4.4.117,העושה תפלתו קבע אין תפלתו תחנונים רבי יהושע אומר המהלך במקום סכנה מתפלל תפלה קצרה אומר הושע השם את עמך את שארית ישראל בכל פרשת העבור יהיו צרכיהם לפניך בארץ ישראל שומע תפלה ,העושה תפילתו קבע אין תפילתו תחנונים רבי יהושע אומ' המהלך במקום סכנה מתפלל תפילה קצרה מעין שמונה עשרה ואומ' הושיעה את עמך את ישראל בכל פרשת העיבור יהיו צרכיהן לפניך באי שומע תפילה ,31,31,95,95.0,59,58.0,0.2402234636871508,0.3333333333333333,18,העושה קבע אין תחנונים המהלך במקום סכנה מתפלל קצרה את עמך את ישראל בכל פרשת יהיו לפניך שומע,1070000049,31,31
ref-m.1.1.4.5.1-ref-m.1.1.4.6.1,ref-y.1.1.4.4.10.231-ref-y.1.1.4.4.10.257,4646,4770,ref-m.1.1.4.5.1,ref-m.1.1.4.6.1,104356,104483,ref-y.1.1.4.4.10.231,ref-y.1.1.4.4.10.257,היה רוכב על החמור ירד ואם אינו יכול לירד יחזיר את פניו ואם אינו יכול להחזיר את פניו יכוין את לבו כנגד בית קדש הקדשים היה ,היה רכוב על החמור ירד אם אינו יכול לירד יחזיר את פניו ואם אינו יכול להחזיר את פניו יכוין את לבו כנגד בית קדשי הקדשים תני היה ,26,27,96,96.0,60,60.0,0.056,0.0625,23,היה על החמור ירד אינו יכול לירד יחזיר את פניו ואם אינו יכול להחזיר את פניו יכוין את לבו כנגד בית הקדשים היה,1070000050,26,27
ref-m.1.1.4.6.8-ref-m.1.1.4.6.14,ref-y.1.1.4.4.10.249-ref-y.1.1.4.4.10.255,4803,4836,ref-m.1.1.4.6.8,ref-m.1.1.4.6.14,104441,104475,ref-y.1.1.4.4.10.249,ref-y.1.1.4.4.10.255,יכוין את לבו כנגד בית קדש הקדשים ,יכוין את לבו כנגד בית קדשי הקדשים ,7,7,97,96.0,66,66.0,0.0294117647058823,0.0,6,יכוין את לבו כנגד בית הקדשים,1070000051,7,7
ref-m.1.1.4.5.19-ref-m.1.1.4.7.6,ref-y.1.1.4.5.6.3-ref-y.1.1.4.5.6.47,4733,4864,ref-m.1.1.4.5.19,ref-m.1.1.4.7.6,105998,106233,ref-y.1.1.4.5.6.3,ref-y.1.1.4.5.6.47,"יכוין את לבו כנגד בית קדש הקדשים לאי זה בית קדש הקדשים ר' חייא רבא כנגד קדשי הקדשי' שלמעלן ר' שמעון בן חלפתא אמ' כנגד בית קדש הקדשים שלמטן א""ר פינחס לא פליגין בית קדשי הקדשים שלמטן מכוון כנגד בית קדש הקדשים שלמעלן מכון לשבתך",יכוין את לבו כנגד בית קדש הקדשים לאי,43,8,111,108.0,61,61.0,0.8392857142857143,0.7,8,יכוין את לבו כנגד בית קדש הקדשים לאי,1070000052,43,8
ref-m.1.1.4.5.19-ref-m.1.1.4.6.10,ref-y.1.1.4.5.7.54-ref-y.1.1.4.5.7.66,4733,4815,ref-m.1.1.4.5.19,ref-m.1.1.4.6.10,106525,106588,ref-y.1.1.4.5.7.54,ref-y.1.1.4.5.7.66,יושב בספינה או באסדא יכוין את לבו כנגד בית קדשי הקדשי' היא,היה יושב בספינה או באסדא יכוין את לבו כנגד בית קדשי הקדשי' היא,12,13,116,116.0,62,62.0,0.064516129032258,0.0,12,יושב בספינה או באסדא יכוין את לבו כנגד בית קדשי הקדשי' היא,1070000053,12,13
ref-m.1.1.4.7.6-ref-m.1.1.4.7.31,ref-y.1.1.4.5.7.84-ref-y.1.1.4.5.7.109,4861,5002,ref-m.1.1.4.7.6,ref-m.1.1.4.7.31,106676,106813,ref-y.1.1.4.5.7.84,ref-y.1.1.4.5.7.109,אין תפלת המוספין אלא בחבר עיר וחכמים אומרים בחבר עיר ושלא בחבר עיר רבי יהודה אומר משמו כל מקום שיש חבר עיר היחיד פטור מתפלת המוספין ,אין תפילת המוספין אלא בחב' עיר וחכמי' אומרי' בחבר עיר ושלא בחבר עיר ר' יהודה או' כל מקום שיש שם חבר עיר היחיד פטור מתפילת המוספין ,22,22,118,118.0,68,60.0,0.1287878787878787,0.3888888888888888,15,אין המוספין אלא עיר בחבר עיר ושלא בחבר עיר כל_מקום_שיש חבר עיר היחיד פטור המוספין,1070000054,22,22
ref-m.1.1.5.1.1-ref-m.1.1.5.1.7,ref-y.1.1.5.1.6.1-ref-y.1.1.5.1.6.7,5003,5038,ref-m.1.1.5.1.1,ref-m.1.1.5.1.7,111153,111188,ref-y.1.1.5.1.6.1,ref-y.1.1.5.1.6.7,אין עומדין להתפלל אלא מתוך כובד ראש ,אין עומדין להתפלל אלא מתוך כובד ראש ,7,7,121,121.0,69,69.0,0.0,0.0,7,אין עומדין להתפלל אלא מתוך כובד ראש,1070000055,7,7
ref-m.1.1.5.1.8-ref-m.1.1.5.1.14,ref-y.1.1.5.1.8.1-ref-y.1.1.5.1.8.7,5039,5083,ref-m.1.1.5.1.8,ref-m.1.1.5.1.14,111514,111558,ref-y.1.1.5.1.8.1,ref-y.1.1.5.1.8.7,חסידים הראשונים היו שוהים שעה אחת ומתפללים ,חסידים הראשונים היו שוהין שעה אחת ומתפללין ,7,7,122,122.0,70,70.0,0.0465116279069767,0.5,5,חסידים הראשונים היו שעה אחת,1070000056,7,7
ref-m.1.1.5.1.20-ref-m.1.1.5.1.25,ref-y.1.1.5.1.16.1-ref-y.1.1.5.1.16.6,5110,5144,ref-m.1.1.5.1.20,ref-m.1.1.5.1.25,113871,113905,ref-y.1.1.5.1.16.1,ref-y.1.1.5.1.16.6,אפילו המלך שואל בשלומו לא ישיבנו ,אפילו המלך שואל בשלומו לא ישיבנו ,6,6,126,126.0,71,71.0,0.0,0.0,6,אפילו המלך שואל בשלומו לא ישיבנו,1070000057,6,6
ref-m.1.1.5.1.20-ref-m.1.1.5.1.25,ref-y.1.1.5.1.16.25-ref-y.1.1.5.1.16.30,5110,5144,ref-m.1.1.5.1.20,ref-m.1.1.5.1.25,114000,114032,ref-y.1.1.5.1.16.25,ref-y.1.1.5.1.16.30,אפילו המלך שואל בשלומו לא ישיבנו ,אפילו מלך שואל בשלומו לא ישיבנו ,6,6,127,127.0,72,71.0,0.0303030303030303,0.3333333333333333,5,אפילו שואל בשלומו לא ישיבנו,1070000058,6,6
ref-m.1.1.5.1.24-ref-m.1.1.5.1.32,ref-y.1.1.5.1.19.49-ref-y.1.1.5.1.20.7,5135,5178,ref-m.1.1.5.1.24,ref-m.1.1.5.1.32,115211,115246,ref-y.1.1.5.1.19.49,ref-y.1.1.5.1.20.7,לא ישיבנו ואפילו נחש כרוך על עקבו לא יפסיק ,לה אפילו נחש כרוך על עקיבו לא יפסיק ,9,8,128,128.0,73,71.0,0.2325581395348837,0.1428571428571429,5,נחש כרוך על לא יפסיק,1070000059,9,8
ref-m.1.1.5.2.6-ref-m.1.1.5.2.24,ref-y.1.1.5.1.21.110-ref-y.1.1.5.1.21.129,5215,5333,ref-m.1.1.5.2.6,ref-m.1.1.5.2.24,116103,116218,ref-y.1.1.5.1.21.110,ref-y.1.1.5.1.21.129,ושואלין הגשמים בברכת השנים והבדלה בחונן הדעת רבי עקיבא אומר אומרה ברכה רביעית בפני עצמה רבי אליעזר אומר בהודאה ,ושואלין גשמים בברכ' ה שנים והבדלה בחונן הדעת ר' עקיבה או' אומרה ברכ' רביעית כפני עצמה רבי אליעזר אומר בהודאה ,15,16,129,129.0,74,74.0,0.09009009009009,0.3333333333333333,9,ושואלין והבדלה בחונן הדעת אומרה רביעית עצמה רבי_אליעזר_אומר בהודאה,1070000060,15,16
ref-m.1.1.5.2.10-ref-m.1.1.5.2.18,ref-y.1.1.5.2.10.1-ref-y.1.1.5.2.10.11,5246,5299,ref-m.1.1.5.2.10,ref-m.1.1.5.2.18,120051,120114,ref-y.1.1.5.2.10.1,ref-y.1.1.5.2.10.11,והבדלה בחונן הדעת רבי עקיבא אומר אומרה ברכה רביעית ,ואבדלה בחונן הדעת דרבי הכמ' ר' עקיבה או' אומרה ברכה רביעית ,7,9,131,131.0,75,74.0,0.2203389830508474,0.4,5,בחונן הדעת אומרה ברכה רביעית,1070000061,7,9
ref-m.1.1.5.3.1-ref-m.1.1.5.3.32,ref-y.1.1.5.2.15.61-ref-y.1.1.5.2.15.92,5334,5504,ref-m.1.1.5.3.1,ref-m.1.1.5.3.32,121715,121888,ref-y.1.1.5.2.15.61,ref-y.1.1.5.2.15.92,האומר על קן צפור יגיעו רחמיך ועל טוב יזכר שמך מודים מודים משתקין אותו העובר לפני התיבה וטעה יעבר אחר תחתיו ולא יהא סרבן באותה שעה מנין הוא מתחיל מתחלת הברכה שטעה ,האומר על קן צפור יגיעו רחמיך ועל טוב יזכר שמך מודים מודים משתקין אותו העובר לפני התיבה וטעה יעבור אחר תחתיו ולא יהא סרבן באותה שעה ומאין הוא מתחיל מתחילת ברכה שטעה ,32,32,133,133.0,76,76.0,0.0304878048780487,0.1428571428571429,28,האומר על קן צפור יגיעו רחמיך ועל טוב יזכר שמך מודים מודים משתקין אותו העובר לפני התיבה וטעה אחר תחתיו ולא יהא סרבן באותה שעה הוא מתחיל שטעה,1070000062,32,32
