baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.10.1.1-ref-sifre-n.10.1.16,ref-bible.0104.5.17.1-ref-bible.104.5.17.7,20738,20822,ref-sifre-n.10.1.1,ref-sifre-n.10.1.16,265028,265064,ref-bible.0104.5.17.1,ref-bible.0104.5.17.7,ולקח הכהן מים קדושים אין מים קדושים אלא שקדשו בכלי ואליהם אלו מי כיור בכלי חרש ,ולקח הכהן מים קדשים בכלי חרש ומן ,16,7,284,284.0,62,62.0,0.6329113924050633,0.5,5,ולקח הכהן מים בכלי חרש,5090000054,16,7
ref-sifre-n.11.1.1-ref-sifre-n.11.1.15,ref-bible.0104.5.18.1-ref-bible.104.5.18.10,22015,22097,ref-sifre-n.11.1.1,ref-sifre-n.11.1.15,265119,265170,ref-bible.0104.5.18.1,ref-bible.0104.5.18.10,והעמיד הכהן את האשה לפני ה' מקום שמעמידה בתחלה מעמידה בסוף ופרע את ראש האשה ,והעמיד הכהן את האשה לפני יהוה ופרע את ראש האשה ,15,10,285,285.0,63,63.0,0.3947368421052631,0.4166666666666666,9,והעמיד הכהן את האשה לפני ופרע את ראש האשה,5090000055,15,10
ref-sifre-n.11.1.171-ref-sifre-n.11.1.178,ref-bible.0209.23.48.5-ref-bible.209.23.49.3,22892,22939,ref-sifre-n.11.1.171,ref-sifre-n.11.1.178,1025477,1025535,ref-bible.0209.23.48.5,ref-bible.0209.23.49.3,ונוסרו כל הנשים ולא תעשינה כזמתכנה ונתן על ,ונוסרו כל הנשים ולא תעשינה כזמתכנה ונתנו זמתכנה עליכן ,8,9,1113,1113.0,64,64.0,0.2222222222222222,0.25,6,ונוסרו כל הנשים ולא תעשינה כזמתכנה,5090000056,8,9
ref-sifre-n.11.1.223-ref-sifre-n.12.1.3,ref-bible.0104.5.18.20-ref-bible.104.5.19.3,23158,23254,ref-sifre-n.11.1.223,ref-sifre-n.12.1.3,265215,265268,ref-bible.0104.5.18.20,ref-bible.0104.5.19.3,ביד הכהן דבר אחר נקראו מרים על שם סופם שממררין את הגוף ומערערים את העין והשביע אותה הכהן ,וביד הכהן יהיו מי המרים המאררים והשביע אתה הכהן ,18,9,287,285.0,65,65.0,0.550561797752809,0.8333333333333334,3,הכהן והשביע הכהן,5090000057,18,9
ref-sifre-n.12.1.22-ref-sifre-n.12.1.43,ref-bible.0104.5.21.1-ref-bible.0104.5.21.9,23358,23483,ref-sifre-n.12.1.22,ref-sifre-n.12.1.43,265429,265482,ref-bible.0104.5.21.1,ref-bible.0104.5.21.9,והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה,והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה,9,9,292,292.0,66,66.0,0.0,0.0,9,והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה,5090000058,9,9
ref-sifre-n.12.1.113-ref-sifre-n.12.1.122,ref-bible.0104.5.21.6-ref-bible.104.5.21.16,23828,23881,ref-sifre-n.12.1.113,ref-sifre-n.12.1.122,265459,265519,ref-bible.0104.5.21.6,ref-bible.0104.5.21.16,האלה כשהוא אומר יתן ה' אותך לאלה ולשבועה בתוך עמך ,האלה ואמר הכהן לאשה יתן יהוה אותך לאלה ולשבעה בתוך עמך ,10,11,294,290.0,68,68.0,0.2909090909090909,0.2222222222222222,6,האלה יתן אותך לאלה בתוך עמך,5090000059,10,11
ref-sifre-n.12.1.124-ref-sifre-n.12.1.141,ref-bible.0104.5.19.1-ref-bible.104.5.19.11,23886,23969,ref-sifre-n.12.1.124,ref-sifre-n.12.1.141,265251,265301,ref-bible.0104.5.19.1,ref-bible.0104.5.19.11,שבועה אמורה הא מה תלמוד לומר ואמר אל האשה למדה הכהן סדר שבועה אם לא שכב איש אותך ,והשביע אתה הכהן ואמר אל האשה אם לא שכב איש אתך ,15,11,289,285.0,69,69.0,0.5185185185185185,0.3333333333333333,7,ואמר אל האשה אם לא שכב איש,5090000060,15,11
ref-sifre-n.12.1.178-ref-sifre-n.12.1.183,ref-bible.0303.15.18.1-ref-bible.303.15.18.6,24173,24206,ref-sifre-n.12.1.178,ref-sifre-n.12.1.183,1306259,1306292,ref-bible.0303.15.18.1,ref-bible.0303.15.18.6,אשר חכמים הגידו ולא כחדו מאבותם ,אשר חכמים יגידו ולא כחדו מאבותם ,6,6,1207,1207.0,70,70.0,0.03125,0.0,5,אשר חכמים ולא כחדו מאבותם,5090000061,6,6
ref-sifre-n.12.1.241-ref-sifre-n.14.1.6,ref-bible.0104.5.19.19-ref-bible.0104.5.21.9,24491,24717,ref-sifre-n.12.1.241,ref-sifre-n.14.1.6,265334,265482,ref-bible.0104.5.19.19,ref-bible.0104.5.21.9,ממי המרים המאררים האלה ואת כי שטית תחת אישך וכי נטמאת ויתן איש בך את שכבתו מבלעדי אישך והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה,ממי המרים המאררים האלה ואת כי שטית תחת אישך וכי נטמאת ויתן איש בך את שכבתו מבלעדי אישך והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה,27,27,290,290.0,71,71.0,0.0,0.0,27,ממי המרים המאררים האלה ואת כי שטית תחת אישך וכי נטמאת ויתן איש בך את שכבתו מבלעדי אישך והשביע הכהן את האשה בשבעת האלה ואמר הכהן לאשה,5090000062,27,27
ref-sifre-n.14.1.56-ref-sifre-n.14.1.62,ref-bible.0104.5.21.10-ref-bible.104.5.21.16,25004,25039,ref-sifre-n.14.1.56,ref-sifre-n.14.1.62,265483,265519,ref-bible.0104.5.21.10,ref-bible.0104.5.21.16,יתן ה' אותך לאלה ולשבועה בתוך עמך ,יתן יהוה אותך לאלה ולשבעה בתוך עמך ,7,7,295,290.0,73,73.0,0.1142857142857142,0.1666666666666666,5,יתן אותך לאלה בתוך עמך,5090000063,7,7
ref-sifre-n.14.1.70-ref-sifre-n.14.1.92,ref-bible.0208.38.25.8-ref-bible.0208.38.26.1,25074,25177,ref-sifre-n.14.1.70,ref-sifre-n.14.1.92,947233,947330,ref-bible.0208.38.25.8,ref-bible.0208.38.26.1,אליך ואמרו אליך הגידה נא לנו מה דברת אל המלך אל תכחד ממנו ולא נמיתך ומה דבר אליך המלך ואמרת,אליך ואמרו אליך הגידה נא לנו מה דברת אל המלך אל תכחד ממנו ולא נמיתך ומה דבר אליך המלך ואמרת,20,20,1094,1094.0,74,74.0,0.0,0.0,20,אליך ואמרו אליך הגידה נא לנו מה דברת אל המלך אל תכחד ממנו ולא נמיתך ומה דבר אליך המלך ואמרת,5090000064,20,20
ref-sifre-n.14.1.87-ref-sifre-n.14.1.103,ref-bible.0209.40.37.1-ref-bible.0209.40.37.8,25151,25233,ref-sifre-n.14.1.87,ref-sifre-n.14.1.103,1061347,1061398,ref-bible.0209.40.37.1,ref-bible.0209.40.37.8,ואילו ואיליו לחצר החיצונה ותמרים אל אילו איליו,ואילו ואיליו לחצר החיצונה ותמרים אל אילו איליו,8,8,1124,1124.0,76,76.0,0.0,0.0,8,ואילו ואיליו לחצר החיצונה ותמרים אל אילו איליו,5090000065,8,8
ref-sifre-n.15.1.1-ref-sifre-n.15.1.15,ref-bible.0104.5.21.17-ref-bible.104.5.22.7,25523,25599,ref-sifre-n.15.1.1,ref-sifre-n.15.1.15,265520,265600,ref-bible.0104.5.21.17,ref-bible.0104.5.22.7,בתת ה' את ירכך נופלת ובאו המים המאררים האלה ר' יוסי הגלילי אומר זה בטנו ,בתת יהוה את ירכך נפלת ואת בטנך צבה ובאו המים המאררים האלה במעיך לצבות בטן ,12,15,296,296.0,78,78.0,0.5135135135135135,0.4375,7,בתת את ירכך ובאו המים המאררים האלה,5090000066,12,15
ref-sifre-n.15.1.40-ref-sifre-n.15.1.51,ref-bible.0104.5.22.6-ref-bible.104.5.22.10,25719,25778,ref-sifre-n.15.1.40,ref-sifre-n.15.1.51,265591,265618,ref-bible.0104.5.22.6,ref-bible.0104.5.22.10,בטנה וירכה של נבעלת אמור הא מה תלמוד לומר לצבות בטן ונפול ,לצבות בטן ולנפל ירך ואמרה ,9,5,297,296.0,80,79.0,0.7931034482758621,0.5555555555555556,2,לצבות בטן,5090000067,9,5
ref-sifre-n.15.1.20-ref-sifre-n.15.1.52,ref-bible.0104.5.27.14-ref-bible.0104.5.27.19,25619,25782,ref-sifre-n.15.1.20,ref-sifre-n.15.1.52,265991,266028,ref-bible.0104.5.27.14,ref-bible.0104.5.27.19,למרים וצבתה בטנה ונפלה ירכה והיתה,למרים וצבתה בטנה ונפלה ירכה והיתה,6,6,300,299.0,79,79.0,0.0,0.0,6,למרים וצבתה בטנה ונפלה ירכה והיתה,5090000068,6,6
ref-sifre-n.17.1.191-ref-sifre-n.17.1.197,ref-bible.0103.2.9.2-ref-bible.103.2.9.8,28676,28717,ref-sifre-n.17.1.191,ref-sifre-n.17.1.197,193374,193415,ref-bible.0103.2.9.2,ref-bible.0103.2.9.8,הכהן מן המנחה את אזכרתה והקטיר המזבחה ,הכהן מן המנחה את אזכרתה והקטיר המזבחה ,7,7,149,149.0,84,82.0,0.0,0.0,7,הכהן מן המנחה את אזכרתה והקטיר המזבחה,5090000069,7,7
ref-sifre-n.17.1.190-ref-sifre-n.17.1.197,ref-bible.0103.5.12.4-ref-bible.103.5.12.12,28670,28717,ref-sifre-n.17.1.190,ref-sifre-n.17.1.197,198825,198877,ref-bible.0103.5.12.4,ref-bible.0103.5.12.12,וקמץ הכהן מן המנחה את אזכרתה והקטיר המזבחה ,וקמץ הכהן ממנה מלוא קמצו את אזכרתה והקטיר המזבחה ,8,9,164,164.0,83,82.0,0.2244897959183673,0.4,6,וקמץ הכהן את אזכרתה והקטיר המזבחה,5090000070,8,9
ref-sifre-n.17.1.174-ref-sifre-n.18.1.1,ref-bible.0104.5.25.8-ref-bible.104.5.27.1,28584,28790,ref-sifre-n.17.1.174,ref-sifre-n.18.1.1,265791,265923,ref-bible.0104.5.25.8,ref-bible.0104.5.27.1,והניף את המנחה לפני ה' והקריב אותה אל המזבח למד על מנחת סוטה שטעונה הנפה והגשה וקמץ הכהן מן המנחה את אזכרתה והקטיר המזבחה זו הקטרת הקומץ שקרויה אזכרה ואחר ישקה את האשה לענין שאמרנו והשקה ,והניף את המנחה לפני יהוה והקריב אתה אל המזבח וקמץ הכהן מן המנחה את אזכרתה והקטיר המזבחה ואחר ישקה את האשה את המים והשקה ,36,24,298,298.0,82,82.0,0.4117647058823529,0.4827586206896551,20,והניף את המנחה לפני והקריב אל המזבח וקמץ הכהן מן המנחה את אזכרתה והקטיר המזבחה ואחר ישקה את האשה והשקה,5090000071,36,24
ref-sifre-n.18.1.42-ref-sifre-n.18.1.52,ref-bible.0101.7.23.1-ref-bible.101.7.23.11,29000,29050,ref-sifre-n.18.1.42,ref-sifre-n.18.1.52,12293,12342,ref-bible.0101.7.23.1,ref-bible.0101.7.23.11,וימח את כל היקום אשר על פני האדמה מאדם עד בהמה ,וימח את כל היקום אשר על פני האדמה מאדם עד בהמה ,11,8,3,3.0,85,85.0,0.0638297872340425,0.3636363636363636,7,וימח את כל היקום מאדם עד בהמה,5090000072,11,8
ref-sifre-n.18.1.63-ref-sifre-n.18.1.69,ref-bible.0101.19.11.1-ref-bible.101.19.11.7,29111,29150,ref-sifre-n.18.1.63,ref-sifre-n.18.1.69,30979,31018,ref-bible.0101.19.11.1,ref-bible.0101.19.11.7,ואת האנשים אשר פתח הבית הכו בסנורים ,ואת האנשים אשר פתח הבית הכו בסנורים ,7,7,10,10.0,86,86.0,0.0,0.0,7,ואת האנשים אשר פתח הבית הכו בסנורים,5090000073,7,7
ref-sifre-n.18.1.94-ref-sifre-n.18.1.101,ref-bible.0105.13.16.1-ref-bible.105.13.16.9,29300,29336,ref-sifre-n.18.1.94,ref-sifre-n.18.1.101,368793,368834,ref-bible.0105.13.16.1,ref-bible.0105.13.16.9,הכה תכה את יושבי העיר ההיא לפי חרב ,הכה תכה את ישבי העיר ההוא ההיא לפי חרב ,8,9,885,885.0,88,87.0,0.1538461538461538,0.0,7,הכה תכה את העיר ההיא לפי חרב,5090000074,8,9
ref-sifre-n.18.1.92-ref-sifre-n.18.1.101,ref-bible.0202.21.10.11-ref-bible.202.21.10.20,29291,29336,ref-sifre-n.18.1.92,ref-sifre-n.18.1.101,515723,515770,ref-bible.0202.21.10.11,ref-bible.0202.21.10.20,אתה אומר הכה תכה את יושבי העיר ההיא לפי חרב ,אותם לאמר לכו והכיתם את יושבי יבש גלעד לפי חרב ,10,10,978,978.0,87,87.0,0.4042553191489361,0.5,4,את יושבי לפי חרב,5090000075,10,10
ref-sifre-n.18.1.177-ref-sifre-n.18.1.181,ref-bible.0208.4.2.7-ref-bible.208.4.2.11,29807,29835,ref-sifre-n.18.1.177,ref-sifre-n.18.1.181,872601,872629,ref-bible.0208.4.2.7,ref-bible.0208.4.2.11,והתברכו בו גוים ובו יתהללו ,והתברכו בו גוים ובו יתהללו ,5,5,1072,1072.0,89,89.0,0.0,0.0,5,והתברכו בו גוים ובו יתהללו,5090000076,5,5
ref-sifre-n.18.1.183-ref-sifre-n.18.1.190,ref-bible.0101.12.3.5-ref-bible.101.12.4.2,29843,29893,ref-sifre-n.18.1.183,ref-sifre-n.18.1.190,19451,19488,ref-bible.0101.12.3.5,ref-bible.0101.12.4.2,ונברכו בך כל משפחות האדמה ובזרעך ואומר ויברכם ,ונברכו בך כל משפחת האדמה וילך אברם ,8,7,4,4.0,91,90.0,0.2826086956521739,0.5,4,ונברכו בך כל האדמה,5090000077,8,7
ref-sifre-n.18.1.183-ref-sifre-n.18.1.188,ref-bible.0101.28.14.10-ref-bible.101.28.14.15,29843,29878,ref-sifre-n.18.1.183,ref-sifre-n.18.1.188,53453,53487,ref-bible.0101.28.14.10,ref-bible.0101.28.14.15,ונברכו בך כל משפחות האדמה ובזרעך ,ונברכו בך כל משפחת האדמה ובזרעך ,6,6,19,19.0,90,90.0,0.0303030303030303,0.0,5,ונברכו בך כל האדמה ובזרעך,5090000078,6,6
ref-sifre-n.20.1.22-ref-sifre-n.20.1.27,ref-bible.0104.5.29.4-ref-bible.104.5.29.9,31100,31129,ref-sifre-n.20.1.22,ref-sifre-n.20.1.27,266115,266144,ref-bible.0104.5.29.4,ref-bible.0104.5.29.9,אשר תשטה אשה תחת אישה ונטמאה ,אשר תשטה אשה תחת אישה ונטמאה ,6,6,301,301.0,92,92.0,0.0,0.0,6,אשר תשטה אשה תחת אישה ונטמאה,5090000079,6,6
ref-sifre-n.20.1.101-ref-sifre-n.21.1.6,ref-bible.0104.5.29.7-ref-bible.104.5.30.7,31505,31559,ref-sifre-n.20.1.101,ref-sifre-n.21.1.6,266128,266174,ref-bible.0104.5.29.7,ref-bible.0104.5.30.7,תחת אישה להוציא את הארוסה איש אשר תעבור עליו רוח קנאה ,תחת אישה ונטמאה או איש אשר תעבר עליו רוח קנאה ,11,10,302,301.0,93,93.0,0.2222222222222222,0.3636363636363636,7,תחת אישה איש אשר עליו רוח קנאה,5090000080,11,10
ref-sifre-n.21.1.38-ref-sifre-n.21.1.59,ref-bible.0104.5.18.1-ref-bible.104.5.18.21,31701,31809,ref-sifre-n.21.1.38,ref-sifre-n.21.1.59,265119,265226,ref-bible.0104.5.18.1,ref-bible.0104.5.18.21,והעמיד הכהן את האשה לפני ה' ופרע את ראש האשה ונתן על כפיה את מנחה הזכרון מנחת קנאו היא ועשה לה הכהן ,והעמיד הכהן את האשה לפני יהוה ופרע את ראש האשה ונתן על כפיה את מנחת הזכרון מנחת קנאת הוא וביד הכהן ,22,21,286,285.0,95,94.0,0.12,0.3333333333333333,16,והעמיד הכהן את האשה לפני ופרע את ראש האשה ונתן על כפיה את הזכרון מנחת הכהן,5090000081,22,21
ref-sifre-n.21.1.30-ref-sifre-n.21.1.42,ref-bible.0104.5.30.1-ref-bible.104.5.30.14,31664,31728,ref-sifre-n.21.1.30,ref-sifre-n.21.1.42,266145,266210,ref-bible.0104.5.30.1,ref-bible.0104.5.30.14,או איש אשר תעבור עליו חובה ולא רשות והעמיד הכהן את האשה לפני ,או איש אשר תעבר עליו רוח קנאה וקנא את אשתו והעמיד את האשה לפני ,13,14,303,301.0,94,94.0,0.3015873015873015,0.5,8,או איש אשר עליו והעמיד את האשה לפני,5090000082,13,14
ref-sifre-n.21.1.97-ref-sifre-n.21.1.105,ref-bible.0104.5.31.1-ref-bible.104.5.31.8,31977,32024,ref-sifre-n.21.1.97,ref-sifre-n.21.1.105,266250,266291,ref-bible.0104.5.31.1,ref-bible.0104.5.31.8,ונקה ונקה האיש מעון והאשה ההיא תשא את עונה ,ונקה האיש מעון והאשה ההוא תשא את עונה ,9,8,305,305.0,96,96.0,0.1395348837209302,0.0,7,ונקה האיש מעון והאשה תשא את עונה,5090000083,9,8
ref-sifre-n.21.1.150-ref-sifre-n.21.1.160,ref-bible.0104.5.31.1-ref-bible.0104.5.31.8,32261,32320,ref-sifre-n.21.1.150,ref-sifre-n.21.1.160,266250,266291,ref-bible.0104.5.31.1,ref-bible.0104.5.31.8,ונקה האיש מעון והאשה ההוא תשא את עונה,ונקה האיש מעון והאשה ההוא תשא את עונה,8,8,306,306.0,99,99.0,0.0,0.0,8,ונקה האיש מעון והאשה ההוא תשא את עונה,5090000084,8,8
ref-sifre-n.21.1.143-ref-sifre-n.21.1.160,ref-bible.0205.18.24.8-ref-bible.0205.18.24.18,32224,32320,ref-sifre-n.21.1.143,ref-sifre-n.21.1.160,698308,698369,ref-bible.0205.18.24.8,ref-bible.0205.18.24.18,אשר יענה באש הוא האלהים ויען כל העם ויאמרו,והיה האלהים אשר יענה באש הוא האלהים ויען כל העם ויאמרו,9,11,1022,1022.0,97,97.0,0.2222222222222222,0.0,9,אשר יענה באש הוא האלהים ויען כל העם ויאמרו,5090000085,9,11
ref-sifre-n.21.1.164-ref-sifre-n.21.1.189,ref-bible.0210.4.13.17-ref-bible.0210.4.15.3,32340,32471,ref-sifre-n.21.1.164,ref-sifre-n.21.1.189,1083807,1083960,ref-bible.0210.4.13.17,ref-bible.0210.4.15.3,תזנינה בנותיכם וכלותיכם תנאפנה לא אפקוד על בנותיכם כי תזנינה ועל כלותיכם כי תנאפנה כי הם עם הזנות יפרדו ועם הקדשות יזבחו ועם לא יבין ילבט אם זנה אתה,תזנינה בנותיכם וכלותיכם תנאפנה לא אפקוד על בנותיכם כי תזנינה ועל כלותיכם כי תנאפנה כי הם עם הזנות יפרדו ועם הקדשות יזבחו ועם לא יבין ילבט אם זנה אתה,29,29,1132,1132.0,101,101.0,0.0,0.0,29,תזנינה בנותיכם וכלותיכם תנאפנה לא אפקוד על בנותיכם כי תזנינה ועל כלותיכם כי תנאפנה כי הם עם הזנות יפרדו ועם הקדשות יזבחו ועם לא יבין ילבט אם זנה אתה,5090000086,29,29
ref-sifre-n.21.1.201-ref-sifre-n.22.1.29,ref-bible.0104.5.31.1-ref-bible.104.6.2.15,32525,32685,ref-sifre-n.21.1.201,ref-sifre-n.22.1.29,266250,266383,ref-bible.0104.5.31.1,ref-bible.0104.6.2.15,ונקה האיש מעון מעון ההוא וידבר ה' אל משה לאמר דבר אל בני ישראל ואמרת אליהם איש או אשה כי יפליא לנדר נדר נזיר להזיר לה' למה נאמרה פרשה זו לפי שהוא אומר איש ,ונקה האיש מעון והאשה ההוא תשא את עונה וידבר יהוה אל משה לאמר דבר אל בני ישראל ואמרת אלהם איש או אשה כי יפלא לנדר נדר נזיר להזיר ,20,19,308,305.0,103,103.0,0.4387096774193548,0.631578947368421,9,ונקה האיש מעון ההוא כי לנדר נדר נזיר להזיר,5090000087,20,19
ref-sifre-n.22.1.15-ref-sifre-n.22.1.37,ref-bible.0104.30.3.1-ref-bible.0104.30.3.9,32616,32720,ref-sifre-n.22.1.15,ref-sifre-n.22.1.37,321935,321974,ref-bible.0104.30.3.1,ref-bible.0104.30.3.9,איש כי ידר נדר ליהוה או השבע שבעה לאסר,איש כי ידר נדר ליהוה או השבע שבעה לאסר,9,9,703,703.0,104,104.0,0.0,0.0,9,איש כי ידר נדר ליהוה או השבע שבעה לאסר,5090000088,9,9
ref-sifre-n.22.1.91-ref-sifre-n.22.1.108,ref-bible.0104.21.9.1-ref-bible.104.21.9.15,32984,33080,ref-sifre-n.22.1.91,ref-sifre-n.22.1.108,302446,302516,ref-bible.0104.21.9.1,ref-bible.0104.21.9.15,לעשות נשים כאנשים שהיה בדין מה אם במקום שעשה קטנים כגדולים לא עשה נשים כאנשים כאן שלא עשה ,ויעש משה נחש נחשת וישמהו על הנס והיה אם נשך הנחש את איש והביט אל ,18,15,633,633.0,106,106.0,0.7,0.8181818181818181,1,אם,5090000089,18,15
ref-sifre-n.22.1.104-ref-sifre-n.22.1.136,ref-bible.0105.23.20.1-ref-bible.0105.23.21.4,33055,33226,ref-sifre-n.22.1.104,ref-sifre-n.22.1.136,386303,386375,ref-bible.0105.23.20.1,ref-bible.0105.23.21.4,לא תשיך לאחיך נשך כסף נשך אכל נשך כל דבר אשר ישך לנכרי תשיך ולאחיך לא תשיך לאחיך נשך כסף נשך אכל נשך כל דבר אשר ישך לנכרי תשיך ולאחיך לא,לא תשיך לאחיך נשך כסף נשך אכל נשך כל דבר אשר ישך לנכרי תשיך ולאחיך לא תשיך לאחיך נשך כסף נשך אכל נשך כל דבר אשר ישך לנכרי תשיך ולאחיך לא,31,31,904,904.0,107,107.0,0.0,0.0,31,לא תשיך לאחיך נשך כסף נשך אכל נשך כל דבר אשר ישך לנכרי תשיך ולאחיך לא תשיך לאחיך נשך כסף נשך אכל נשך כל דבר אשר ישך לנכרי תשיך ולאחיך לא,5090000090,31,31
