,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-mek,dam-lev,jac,id
48,61,ref-b.5.5.9.33a.2.1-ref-b.5.5.9.33a.2.8,ref-mek.1.2.1.201-ref-mek.1.2.1.213,8224457,8224503,1156891,1156898,ref-b.5.5.9.33a.2.1,ref-b.5.5.9.33a.2.8,7631,7711,1276,1288,ref-mek.1.2.1.201,ref-mek.1.2.1.213,ולא מנו שמיטין ויובלות והכתיב מקץ שבע שנים ,ולא לשנים ולא לשמטין ויובלות ולא לנטיעה ולא לירקות שנאמר מקץ שבע שנים ,7,12,3205.0,61.0,0.4714285714285714,0.4545454545454546,3050000049
49,62,ref-b.2.8.1.12b.11.22-ref-b.2.8.1.12b.11.27,ref-mek.1.2.1.211-ref-mek.1.2.1.216,2278762,2278793,311957,314122,ref-b.2.8.1.12b.11.22,ref-b.2.8.1.12b.11.27,7698,7729,1286,1293,ref-mek.1.2.1.211,ref-mek.1.2.1.216,מקץ שבע שנים במועד שנת השמטה אמר קרא מקץ שבע שנים במועד שנת השמטה,מקץ שנאמר מקץ שבע שנים במועד שנת השמטה,65,38,858.0,61.0,0.4153846153846154,0.33333333333333337,3050000050
50,64,ref-b.2.3.5.53b.21.13-ref-b.2.3.5.53b.21.30,ref-mek.1.2.1.229-ref-mek.1.2.1.261,1108048,1108126,151790,151807,ref-b.2.3.5.53b.21.13,ref-b.2.3.5.53b.21.30,7791,7963,1302,1332,ref-mek.1.2.1.229,ref-mek.1.2.1.261,והייתי מהלך בה אמרה לי תינוקת אחת רבי לא שדה היא זו אמרתי לה לא דרך כבושה היא ,האמור לך לא לשנים ולא לשמטין ויובלות לנטיעה ולירקות החדש הזה לכם לא מנה בו אדם הראשון אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא ,17,30,382.0,64.0,0.7278481012658228,0.88,3050000051
51,65,ref-b.3.7.1.17b.5.9-ref-b.3.7.1.17b.5.21,ref-mek.1.2.1.240-ref-mek.1.2.1.262,4441109,4441169,612749,612954,ref-b.3.7.1.17b.5.9,ref-b.3.7.1.17b.5.21,7861,7968,1313,1335,ref-mek.1.2.1.240,ref-mek.1.2.1.262,אתה אומר לך ולא ליורש או אינו אלא לך ולא לבן כשהוא אומר לך ולא ליורש אתה אומר לך ולא ליורש או אינו אלא לך ולא לבן,לכם לא מנה בו אדם הראשון אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא אומר,113,101,1687.0,64.0,0.6548672566371682,0.5833333333333333,3050000052
52,67,ref-b.2.1.19.134a.15.24-ref-b.2.1.19.134a.15.41,ref-mek.1.2.1.243-ref-mek.1.2.1.265,835930,836014,116439,116456,ref-b.2.1.19.134a.15.24,ref-b.2.1.19.134a.15.41,7872,7982,1318,1338,ref-mek.1.2.1.243,ref-mek.1.2.1.265,שהוא אדום אמרתי לה המתיני לו עד שיבלע בו דמו המתינה לו עד שנבלע בו דמו ומלה אותו ,בו אדם הראשון אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא אומר ראשון הוא לכם ,17,20,361.0,64.0,0.6952380952380952,0.8,3050000053
53,68,ref-b.2.6.3.40a.9.16-ref-b.2.6.3.40a.9.28,ref-mek.1.2.1.246-ref-mek.1.2.1.265,2067357,2067425,285552,285560,ref-b.2.6.3.40a.9.16,ref-b.2.6.3.40a.9.28,7887,7982,1321,1338,ref-mek.1.2.1.246,ref-mek.1.2.1.265,אתה אומר לאכלה ולא למלוגמא או אינו אלא ולא לכבוסה כשהוא אומר לכם ,אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא אומר ראשון הוא לכם ,8,17,777.0,64.0,0.45054945054945056,0.5,3050000054
54,69,ref-b.2.6.2.29a.10.4-ref-b.2.6.2.29a.10.30,ref-mek.1.2.1.283-ref-mek.1.2.1.312,2037905,2038055,281520,281545,ref-b.2.6.2.29a.10.4,ref-b.2.6.2.29a.10.30,8090,8260,1356,1384,ref-mek.1.2.1.283,ref-mek.1.2.1.312,שהחמה לוקה סימן רע לגוים לבנה לוקה סימן רע לשונאיהם של ישראל מפני שישראל מונין ללבנה וגוים לחמה לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,וכשהחמה לוקה סימן רע לגויים שהם מונים לחמה וכשהלבנה לוקה סימן רע לשונאיהם של ישראל שהם מונים ללבנה ר' אומר כשהחמה לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,25,28,773.0,69.0,0.2641509433962264,0.34782608695652173,3050000055
55,70,ref-b.2.6.2.29a.9.8-ref-b.2.6.2.29a.9.12,ref-mek.1.2.1.284-ref-mek.1.2.1.296,2037743,2037775,281494,281498,ref-b.2.6.2.29a.9.8,ref-b.2.6.2.29a.9.12,8099,8178,1357,1369,ref-mek.1.2.1.284,ref-mek.1.2.1.296,לוקין סימן רע לשונאיהם של ישראל ,לוקה סימן רע לגויים שהם מונים לחמה וכשהלבנה לוקה סימן רע לשונאיהם של ישראל ,4,12,772.0,69.0,0.5733333333333334,0.4545454545454546,3050000056
56,71,ref-b.2.6.2.29a.10.22-ref-b.2.6.2.29a.10.30,ref-mek.1.2.1.319-ref-mek.1.2.1.327,2038008,2038055,281537,281545,ref-b.2.6.2.29a.10.22,ref-b.2.6.2.29a.10.30,8298,8346,1389,1397,ref-mek.1.2.1.319,ref-mek.1.2.1.327,לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,לוקים במזרח סימן רע ליושבי מזרח במערב סימן רע ,8,8,773.0,71.0,0.043478260869565216,0.0,3050000057
57,72,ref-b.2.1.24.156a.12.33-ref-b.2.1.24.156a.12.41,ref-mek.1.2.1.340-ref-mek.1.2.1.348,926243,926289,128771,128779,ref-b.2.1.24.156a.12.33,ref-b.2.1.24.156a.12.41,8409,8456,1406,1414,ref-mek.1.2.1.340,ref-mek.1.2.1.348,אל דרך הגוים אל תלמדו ומאותות השמים אל תחתו ,אל דרך הגוים אל תלמודו ומאותות השמים אל תחתו ,8,8,374.0,72.0,0.022222222222222223,0.0,3050000058
58,73,ref-b.2.6.2.29a.12.26-ref-b.2.6.2.29a.12.39,ref-mek.1.2.1.340-ref-mek.1.2.1.348,2038414,2038481,281599,281609,ref-b.2.6.2.29a.12.26,ref-b.2.6.2.29a.12.39,8409,8456,1406,1414,ref-mek.1.2.1.340,ref-mek.1.2.1.348,אלו שנאמר כה אמר ה' אל דרך הגוים אל תלמדו ומאותות השמים אל תחתו ,אל דרך הגוים אל תלמודו ומאותות השמים אל תחתו ,10,8,775.0,72.0,0.328125,0.30000000000000004,3050000059
59,74,ref-b.2.8.1.21a.8.23-ref-b.2.8.1.21a.8.28,ref-mek.1.2.2.21-ref-mek.1.2.2.29,2309308,2309336,318527,318531,ref-b.2.8.1.21a.8.23,ref-b.2.8.1.21a.8.28,8565,8609,1430,1436,ref-mek.1.2.2.21,ref-mek.1.2.2.29,שמור את חדש האביב שמור אביב ,שמור את חדש האביב וגו' שמור את הפסח לאביב ,4,6,878.0,74.0,0.3333333333333333,0.33333333333333337,3050000060
60,75,ref-b.4.4.1.13b.2.31-ref-b.4.4.1.13b.2.36,ref-mek.1.2.2.21-ref-mek.1.2.2.29,5971551,5971579,829923,829927,ref-b.4.4.1.13b.2.31,ref-b.4.4.1.13b.2.36,8565,8609,1430,1436,ref-mek.1.2.2.21,ref-mek.1.2.2.29,שמור את חדש האביב שמור אביב ,שמור את חדש האביב וגו' שמור את הפסח לאביב ,4,6,2194.0,74.0,0.3333333333333333,0.33333333333333337,3050000061
61,76,ref-b.1.1.9.63a.26.16-ref-b.1.1.9.63a.27.11,ref-mek.1.2.2.102-ref-mek.1.2.2.112,350043,350139,49252,49265,ref-b.1.1.9.63a.26.16,ref-b.1.1.9.63a.27.11,8954,9014,1497,1505,ref-mek.1.2.2.102,ref-mek.1.2.2.112,שאתה מעבר שנים וקובע חדשים בחוץ לארץ אמר להם והלא עקיבא בן יוסף היה מעבר שנים וקובע חדשים ,אתה מעבר והדין נותן הואיל וחדש מתעבר ושנה מתעברת מה החדש ,13,8,210.0,76.0,0.6444444444444445,0.7777777777777778,3050000062
62,77,ref-b.2.12.2.17b.7.17-ref-b.2.12.2.17b.7.26,ref-mek.1.2.2.111-ref-mek.1.2.2.121,2821381,2821430,391986,391995,ref-b.2.12.2.17b.7.17,ref-b.2.12.2.17b.7.26,9006,9055,1504,1514,ref-mek.1.2.2.111,ref-mek.1.2.2.121,מה חדש למנוייו אף עצרת למנוייה מאי לאו גמר מחדש ,מה החדש אחד ממנויו אף שנה אחת ממנויה אי מה חדש ,9,10,1076.0,76.0,0.4791666666666667,0.625,3050000063
63,78,ref-b.2.12.2.17b.7.17-ref-b.2.12.2.17b.7.26,ref-mek.1.2.2.197-ref-mek.1.2.2.206,2821381,2821430,391986,391995,ref-b.2.12.2.17b.7.17,ref-b.2.12.2.17b.7.26,9398,9446,1573,1582,ref-mek.1.2.2.197,ref-mek.1.2.2.206,מה חדש למנוייו אף עצרת למנוייה מאי לאו גמר מחדש ,מה החדש אחד ממנויו אף השנה אחד ממנויה מה חדש ,9,9,1076.0,78.0,0.5625,0.5714285714285714,3050000064
64,79,ref-b.2.8.1.7a.17.25-ref-b.2.8.1.7a.17.31,ref-mek.1.2.2.258-ref-mek.1.2.2.265,2262517,2262557,309796,309802,ref-b.2.8.1.7a.17.25,ref-b.2.8.1.7a.17.31,9700,9741,1628,1635,ref-mek.1.2.2.258,ref-mek.1.2.2.265,מניסן דכתיב ראשון הוא לכם לחדשי השנה ,ראשון הוא לכם לחדשי השנה שלא יעשה ניסן ,6,7,846.0,79.0,0.6666666666666666,0.5555555555555556,3050000065
65,80,ref-b.2.8.1.7a.4.9-ref-b.2.8.1.7a.4.17,ref-mek.1.2.2.282-ref-mek.1.2.2.288,2260675,2260716,311650,311658,ref-b.2.8.1.7a.4.9,ref-b.2.8.1.7a.4.17,9828,9856,1651,1657,ref-mek.1.2.2.282,ref-mek.1.2.2.288,ראשון הוא לכם לחדשי השנה דברו אל כל עדת ,ראשון הוא לכם דברו אל כל עדת ,8,6,844.0,80.0,0.275,0.2857142857142857,3050000066
66,81,ref-b.4.4.1.16a.11.4-ref-b.4.4.1.16a.11.25,ref-mek.1.4.1.12-ref-mek.1.4.1.30,5982421,5982519,831503,831519,ref-b.4.4.1.16a.11.4,ref-b.4.4.1.16a.11.25,9923,10019,1668,1679,ref-mek.1.4.1.12,ref-mek.1.4.1.30,דבר קשה אתה אומר דבר קשה או אינו אלא דבריו של גדול כשהוא אומר את הדבר הקשה יביאון אל משה הרי דבר ,מדברים היו והלא כבר נאמר ואתה תדבר אל בני ישראל לאמר ומה תלמוד לומר דברו אלא כשהיה משה מדבר ,16,11,2199.0,81.0,0.6494845360824743,0.625,3050000067
67,82,ref-b.2.1.7.70a.3.29-ref-b.2.1.7.70a.3.42,ref-mek.1.4.1.109-ref-mek.1.4.1.118,595549,595620,82711,83293,ref-b.2.1.7.70a.3.29,ref-b.2.1.7.70a.3.42,10455,10504,1743,1753,ref-mek.1.4.1.109,ref-mek.1.4.1.118,כל עדת בני ישראל אלה הדברים וגו' ששת ימים תעשה מלאכה דברים הדברים אלה הדברים אלו כל עדת בני ישראל אלה הדברים וגו' ששת ימים תעשה מלאכה דברים הדברים,כאלו שניהם מדברים דברו אל כל עדת בני ישראל הדבור ישראל,146,54,283.0,82.0,0.6712328767123288,0.5454545454545454,3050000068
68,84,ref-b.5.3.2.35b.9.7-ref-b.5.3.2.35b.10.12,ref-mek.1.4.2.21-ref-mek.1.4.2.33,7585752,7585872,1065695,1065718,ref-b.5.3.2.35b.9.7,ref-b.5.3.2.35b.10.12,11304,11374,1842,1852,ref-mek.1.4.2.21,ref-mek.1.4.2.33,"מכשיר והלא שחיטה מכשרת ה""ק להן וכי דם בלבד מכשיר אף שחיטה נמי מכשרת תש ר""ש אומר דם המת אינו מכשיר מאי לאו הא דם שחיטה ","שאינו כשר לשחיטה כשר ללקיחה י""ד שהוא כשר לשחיטה אינו דין שיהא כשר ",23,10,3045.0,84.0,0.6440677966101694,0.9047619047619048,3050000069
69,85,ref-b.5.1.4.37a.12.5-ref-b.5.1.4.37a.13.10,ref-mek.1.4.2.62-ref-mek.1.4.2.81,6919032,6919128,970200,970213,ref-b.5.1.4.37a.12.5,ref-b.5.1.4.37a.13.10,11528,11633,1874,1892,ref-mek.1.4.2.62,ref-mek.1.4.2.81,לה כוליה בבכור היינו דכתיב ובשרם יהיה לך אלא לרבי יוסי דמוקי ליה נמי במעשר ופסח מעשר ופסח ,עשר בעשור לחדש להוציא פסח דורות שפסח מצרים מקחו מבעשור ופסח דורות מקחו כל זמן ויקחו להם וכי כלן היו ,13,18,2796.0,85.0,0.8,0.7727272727272727,3050000070
70,86,ref-b.2.4.9.96a.7.16-ref-b.2.4.9.96a.7.21,ref-mek.1.4.2.63-ref-mek.1.4.2.71,1602848,1602884,218560,218565,ref-b.2.4.9.96a.7.16,ref-b.2.4.9.96a.7.21,11532,11585,1875,1883,ref-mek.1.4.2.63,ref-mek.1.4.2.71,מבעשור ואין פסח דורות מקחו מבעשור ,בעשור לחדש להוציא פסח דורות שפסח מצרים מקחו מבעשור ,5,8,552.0,85.0,0.4117647058823529,0.5555555555555556,3050000071
71,87,ref-b.4.3.8.109b.5.12-ref-b.4.3.8.109b.6.3,ref-mek.1.4.2.107-ref-mek.1.4.2.126,5775382,5775450,802577,802588,ref-b.4.3.8.109b.5.12,ref-b.4.3.8.109b.6.3,11756,11868,1916,1935,ref-mek.1.4.2.107,ref-mek.1.4.2.126,משפחת אם אינה קרויה משפחה דכתיב למשפחתם לבית אבתם ומשפחת אם אינה ,לבית אבות אין לבית אבות אלא למשפחות שנאמר למשפחותם לבית אבותם והרי שהיו עשר משפחות לבית אב אחד שומע אני ,11,19,2135.0,87.0,0.5769230769230769,0.736842105263158,3050000072
72,88,ref-b.3.1.7.68a.11.11-ref-b.3.1.7.68a.12.15,ref-mek.1.4.2.107-ref-mek.1.4.3.3,3066338,3066424,422934,422971,ref-b.3.1.7.68a.11.11,ref-b.3.1.7.68a.12.15,11756,11923,1916,1947,ref-mek.1.4.2.107,ref-mek.1.4.3.3,תיכול ההיא מושבה אל בית אביה כנעוריה מלחם אביה תאכל נפקא מדקאמר תיכול ההיא מושבה אל בית אביה כנעוריה מלחם אביה תאכל נפקא מדקאמר רחמנא ושבה אל בית,לבית אבות אין לבית אבות אלא למשפחות שנאמר למשפחותם לבית אבותם והרי שהיו עשר משפחות לבית אב אחד שומע אני שה אחד לכולם תלמוד לומר שה לבית שה לבית אבות ואם ימעט,145,157,1161.0,87.0,0.7579617834394905,0.9259259259259259,3050000073
73,90,ref-b.2.4.8.90a.11.4-ref-b.2.4.8.90a.12.8,ref-mek.1.4.3.1-ref-mek.1.4.3.12,1582394,1582463,217219,217232,ref-b.2.4.8.90a.11.4,ref-b.2.4.8.90a.12.8,11908,11972,1945,1954,ref-mek.1.4.3.1,ref-mek.1.4.3.12,בממנה זונה על פסחו ורבי היא מאי רבי דתניא אם ימעט הבית מהיות משה ,ואם ימעט הבית מהיות משה בא הכתוב ללמדך שלעולם נמנין על הפסח ,13,9,546.0,87.0,0.8153846153846154,0.5714285714285714,3050000074
74,91,ref-b.5.6.6.30b.19.4-ref-b.5.6.6.30b.19.14,ref-mek.1.4.3.1-ref-mek.1.4.3.12,8326978,8327035,1171520,1171528,ref-b.5.6.6.30b.19.4,ref-b.5.6.6.30b.19.14,11908,11972,1943,1952,ref-mek.1.4.3.1,ref-mek.1.4.3.12,בממנה על פסחו ורבי היא דתניא ואם ימעט הבית מהיות משה ,ואם ימעט הבית מהיות משה בא הכתוב ללמדך שלעולם נמנין על הפסח ,8,9,3256.0,87.0,0.7833333333333333,0.5384615384615384,3050000075
75,92,ref-b.2.4.5.60b.10.7-ref-b.2.4.5.60b.10.15,ref-mek.1.4.3.9-ref-mek.1.4.3.17,1471506,1471556,200433,201824,ref-b.2.4.5.60b.10.7,ref-b.2.4.5.60b.10.15,11950,12002,1949,1959,ref-mek.1.4.3.9,ref-mek.1.4.3.17,עלויה דתנן נמנין ומושכין את ידיהם ממנו עד שישחט ומימני עלויה דתנן נמנין ומושכין את ידיהם ממנו עד,שלעולם נמנין על הפסח ומושכים ידיהם ממנו עד שישחט עד שישחט,96,57,484.0,87.0,0.6354166666666666,0.4545454545454546,3050000076
76,93,ref-b.2.4.8.89a.21.18-ref-b.2.4.8.89a.22.6,ref-mek.1.4.3.9-ref-mek.1.4.3.17,1578776,1578825,216670,216677,ref-b.2.4.8.89a.21.18,ref-b.2.4.8.89a.22.6,11950,12002,1951,1959,ref-mek.1.4.3.9,ref-mek.1.4.3.17,עליו חבורה אחרת נמנין ומושכין את ידיהן עד שישחט ,שלעולם נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,7,8,536.0,87.0,0.5714285714285714,0.5833333333333333,3050000077
77,95,ref-b.2.4.8.89a.18.26-ref-b.2.4.8.89a.18.31,ref-mek.1.4.3.10-ref-mek.1.4.3.17,1578588,1578623,216646,216651,ref-b.2.4.8.89a.18.26,ref-b.2.4.8.89a.18.31,11958,12002,1952,1959,ref-mek.1.4.3.10,ref-mek.1.4.3.17,נמנין ומושכין ידיהן ממנו עד שישחט ,נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,5,7,533.0,87.0,0.23809523809523808,0.5,3050000078
78,96,ref-b.2.4.8.89a.24.4-ref-b.2.4.8.89a.24.7,ref-mek.1.4.3.10-ref-mek.1.4.3.17,1578996,1579019,215232,216704,ref-b.2.4.8.89a.24.4,ref-b.2.4.8.89a.24.7,11958,12002,1950,1959,ref-mek.1.4.3.10,ref-mek.1.4.3.17,נמנין ומושכין את ידיהן ממנו עד שישחט לימנות דברי הכל עד שישחט דאמר קרא במכסת נפשת והדר תכסו תניא נמי הכי,נמנין על נמנין על הפסח ומושכים ידיהם ממנו עד שישחט,104,50,539.0,87.0,0.7307692307692307,0.8,3050000079
79,98,ref-b.2.5.5.49b.5.7-ref-b.2.5.5.49b.5.12,ref-mek.1.4.3.10-ref-mek.1.4.3.17,1824034,1824069,251591,251596,ref-b.2.5.5.49b.5.7,ref-b.2.5.5.49b.5.12,11958,12002,1952,1959,ref-mek.1.4.3.10,ref-mek.1.4.3.17,נמנין ומושכין ידיהן ממנו עד שישחט ,נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,5,7,656.0,87.0,0.23809523809523808,0.5,3050000080
80,99,ref-b.3.6.3.25a.10.33-ref-b.3.6.3.25a.10.38,ref-mek.1.4.3.10-ref-mek.1.4.3.17,4149669,4149704,573368,573373,ref-b.3.6.3.25a.10.33,ref-b.3.6.3.25a.10.38,11958,12002,1952,1959,ref-mek.1.4.3.10,ref-mek.1.4.3.17,נמנין ומושכין ידיהן ממנו עד שישחט ,נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,5,7,1594.0,87.0,0.23809523809523808,0.5,3050000081
81,100,ref-b.2.4.8.89a.23.20-ref-b.2.4.8.89a.24.16,ref-mek.1.4.3.106-ref-mek.1.4.3.115,1578960,1579065,216697,216711,ref-b.2.4.8.89a.23.20,ref-b.2.4.8.89a.24.16,12460,12518,2025,2034,ref-mek.1.4.3.106,ref-mek.1.4.3.115,במכסת נפשת והדר תכסו תניא נמי הכי נמנין ומושכין את ידיהן ממנו עד שישחט רבי שמעון אומר נמנין עד שישחט ,במכסת נפשות אין מכסת אלא מנין שישחטנו למנוייו ואם שחטו ,14,9,539.0,100.0,0.6237623762376238,0.8636363636363636,3050000082
82,101,ref-b.5.1.2.23a.2.4-ref-b.5.1.2.23a.2.18,ref-mek.1.4.3.106-ref-mek.1.4.3.119,6879184,6879269,964659,964673,ref-b.5.1.2.23a.2.4,ref-b.5.1.2.23a.2.18,12460,12539,2023,2036,ref-mek.1.4.3.106,ref-mek.1.4.3.119,במכסת נפשות מלמד שאין הפסח נשחט אלא למנוייו שחטו שלא למנוייו יכול יהא כעובר על ,במכסת נפשות אין מכסת אלא מנין שישחטנו למנוייו ואם שחטו שלא למנוייו עבר על ,14,13,2793.0,100.0,0.4430379746835443,0.5,3050000083
83,102,ref-b.2.4.5.61a.8.7-ref-b.2.4.5.61a.9.16,ref-mek.1.4.3.108-ref-mek.1.4.3.132,1472568,1472685,200587,201990,ref-b.2.4.5.61a.8.7,ref-b.2.4.5.61a.9.16,12473,12602,2025,2049,ref-mek.1.4.3.108,ref-mek.1.4.3.132,שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר במכסת תכסו הכתוב שנה עליו שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר במכסת תכסו הכתוב שנה,אין מכסת אלא מנין שישחטנו למנוייו ואם שחטו שלא למנוייו עבר על מצוה שומע אני שיהא כשר תלמוד לומר איש לפי אכלו תכוסו שנה עליו,210,123,489.0,100.0,0.6619047619047619,0.52,3050000084
84,103,ref-b.2.4.7.78b.7.6-ref-b.2.4.7.78b.7.28,ref-mek.1.4.3.108-ref-mek.1.4.3.132,1534924,1535047,209244,210707,ref-b.2.4.7.78b.7.6,ref-b.2.4.7.78b.7.28,12473,12602,2025,2049,ref-mek.1.4.3.108,ref-mek.1.4.3.132,שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר איש לפי אכלו תכסו הכתוב שנה עליו שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר איש לפי אכלו,אין מכסת אלא מנין שישחטנו למנוייו ואם שחטו שלא למנוייו עבר על מצוה שומע אני שיהא כשר תלמוד לומר איש לפי אכלו תכוסו שנה עליו,209,123,509.0,100.0,0.6507177033492823,0.45833333333333337,3050000085
85,106,ref-b.2.4.8.89a.18.26-ref-b.2.4.8.89a.18.31,ref-mek.1.4.3.210-ref-mek.1.4.3.218,1578588,1578623,216646,216651,ref-b.2.4.8.89a.18.26,ref-b.2.4.8.89a.18.31,13009,13058,2105,2112,ref-mek.1.4.3.210,ref-mek.1.4.3.218,נמנין ומושכין ידיהן ממנו עד שישחט ,שנמנים על הפסח ומושכים את ידיהם ממנו עד שישחט ,5,7,533.0,106.0,0.32608695652173914,0.6,3050000086
86,107,ref-b.2.4.8.89a.22.1-ref-b.2.4.8.89a.22.6,ref-mek.1.4.3.210-ref-mek.1.4.3.218,1578792,1578825,216673,216677,ref-b.2.4.8.89a.22.1,ref-b.2.4.8.89a.22.6,13009,13058,2105,2112,ref-mek.1.4.3.210,ref-mek.1.4.3.218,נמנין ומושכין את ידיהן עד שישחט ,שנמנים על הפסח ומושכים את ידיהם ממנו עד שישחט ,4,7,536.0,106.0,0.3695652173913043,0.5,3050000087
