baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-t,baseOrder,grp-ref-m,dam-lev,jac,id
ref-m.1.1.9.5.12-ref-m.1.1.9.5.45,ref-t.1.1.6.7.7-ref-t.1.1.6.7.38,10800,10971,ref-m.1.1.9.5.12,ref-m.1.1.9.5.45,29415,29570,ref-t.1.1.6.7.7,ref-t.1.1.6.7.38,ואהבת את ה' אלהיך בכל לבבך ובכל נפשך ובכל מאדך בכל לבבך בשני יצריך ביצר טוב וביצר רע ובכל נפשך אפילו הוא נוטל את נפשך ובכל מאדך בכל ממונך דבר אחר בכל מאדך בכל ,ואהבת את ייי אליך בכל לבבך בשני יצריך ביצר טוב וביצר רע ובכל נפשך ואפי' הוא נוטל את נפשך וכן הוא או' כי עליך הורגנו כל היום דבר אחר בכל נפשך בכל ,34,32,76,76.0,69,69.0,0.4088050314465409,0.34615384615384615,1020000051
ref-m.1.1.9.5.70-ref-m.1.1.9.5.79,ref-t.1.1.6.19.1-ref-t.1.1.6.19.12,11087,11148,ref-m.1.1.9.5.70,ref-m.1.1.9.5.79,32729,32794,ref-t.1.1.6.19.1,ref-t.1.1.6.19.12,לא יכנס להר הבית במקלו ובמנעלו ובפונדתו ובאבק שעל רגליו ,לא יכנס אדם להר הבית במעות צרורין לו בסדינו ובאבק שעל רגליו ,10,12,89,89.0,70,70.0,0.31666666666666665,0.5384615384615384,1020000052
ref-m.1.1.9.5.86-ref-m.1.1.9.5.110,ref-t.1.1.6.21.1-ref-t.1.1.6.21.22,11187,11332,ref-m.1.1.9.5.86,ref-m.1.1.9.5.110,33172,33291,ref-t.1.1.6.21.1,ref-t.1.1.6.21.22,כל חותם ברכות שהיו במקדש היו עד העולם משקלקלו המינין יאמרו אין עולם אלא אחד התקינו שיהיו או' מן העולם ועד העולם,כל חותם ברכות שהיו במקדש היו עד העולם משקלקלו המינין יאמרו אין עולם אלא אחד התקינו שיהיו או' מן העולם ועד העולם,23,22,90,90.0,71,71.0,0.0,0.0,1020000053
ref-m.1.1.9.5.118-ref-m.1.1.9.5.144,ref-t.1.1.6.23.12-ref-t.1.1.6.23.30,11366,11501,ref-m.1.1.9.5.118,ref-m.1.1.9.5.144,33641,33729,ref-t.1.1.6.23.12,ref-t.1.1.6.23.30,והנה בעז בא מבית לחם ויאמר לקוצרים ה' עמכם ויאמרו לו יברכך ה' ואומר ה' עמך גבור החיל ואומר אל תבוז כי זקנה אמך ואומר עת לעשות ,והנה בעז בא מבית לחם וגו' ואו' ייי עמך גבור החיל ואו' אל תבוז כי זקנה אמך עת לעשות ,27,19,92,92.0,73,73.0,0.38095238095238093,0.26315789473684215,1020000054
ref-m.1.2.1.1.5-ref-m.1.2.1.1.11,ref-t.1.2.1.1.4-ref-t.1.2.1.1.10,11574,11632,ref-m.1.2.1.1.5,ref-m.1.2.1.1.11,34452,34511,ref-t.1.2.1.1.4,ref-t.1.2.1.1.10,שיעור הפאה והבכורים והראיון וגמילות חסדים ותלמוד תורה ,שיעור הפיאה והבכורים והראיון וגמילות חסדים ותלמוד תורה ,8,8,94,94.0,74,74.0,0.01818181818181818,0.0,1020000055
ref-m.1.2.1.1.15-ref-m.1.2.1.1.23,ref-t.1.2.1.2.6-ref-t.1.2.1.2.11,11643,11701,ref-m.1.2.1.1.15,ref-m.1.2.1.1.23,34614,34653,ref-t.1.2.1.2.6,ref-t.1.2.1.2.11,שאדם אוכל פירותיהן בעולם הזה והקרן קיימת לו לעולם הבא ,אדם בעולם הזה והקרן קיימת לעולם הבא ,10,7,95,95.0,75,75.0,0.3333333333333333,0.4444444444444444,1020000056
ref-m.1.2.1.1.16-ref-m.1.2.1.1.23,ref-t.3.7.5.16.15-ref-t.3.7.5.16.22,11649,11701,ref-m.1.2.1.1.16,ref-m.1.2.1.1.23,725294,725347,ref-t.3.7.5.16.15,ref-t.3.7.5.16.22,אוכל פירותיהן בעולם הזה והקרן קיימת לו לעולם הבא ,שאוכלין שכר עמלה בעולם הזה והקרן קיימת לעולם הבא ,9,9,4481,4480.0,76,75.0,0.2653061224489796,0.5,1020000057
ref-m.1.2.1.3.1-ref-m.1.2.1.3.23,ref-t.1.2.1.5.1-ref-t.1.2.1.5.44,11894,12014,ref-m.1.2.1.3.1,ref-m.1.2.1.3.23,35211,35428,ref-t.1.2.1.5.1,ref-t.1.2.1.5.44,נותן אדם פיאה מבתחילה ובאמצעה ובסוף ואם נתן בין בתחילה בין באמצע בין בסוף יצא ר' שמעון או' אם נתן בין בתחילה בין באמצע בין בסוף הרי זו פיאה וצריך שיתן בסוף כשיעור ר' יהודה או' אם שייר קלח אחד סומך לו משם פאה,נותן אדם פיאה מבתחילה ובאמצעה ובסוף ואם נתן בין בתחילה בין באמצע בין בסוף יצא ר' שמעון או' אם נתן בין בתחילה בין באמצע בין בסוף הרי זו פיאה וצריך שיתן בסוף כשיעור ר' יהודה או' אם שייר קלח אחד סומך לו משם פאה,23,44,97,97.0,77,77.0,0.0,0.0,1020000058
ref-m.1.2.2.1.1-ref-m.1.2.2.2.6,ref-t.1.2.1.8.1-ref-t.1.2.1.8.33,12593,12849,ref-m.1.2.2.1.1,ref-m.1.2.2.2.6,36499,36711,ref-t.1.2.1.8.1,ref-t.1.2.1.8.33,ואלו מפסיקין לפאה הנחל והשלולית ודרך היחיד ודרך הרבים ושביל הרבים ושביל היחיד הקבוע בימות החמה ובימות הגשמים והבור והניר וזרע אחר והקוצר לשחת מפסיק דברי רבי מאיר וחכמים אומרים אינו מפסיק אלא אם כן חרש אמת המים שאינה יכולה להקצר כאחת ,אילו מפסיקין לפיאה הנחל והשלולית דרך היחיד ודרך הרבים ושביל היחיד ושביל הרבים הקבוע בימות החמה ובימות הגשמים הבור והניר וזרע וקוצר לשחת ושלשה תלמים של פתיח ואמת המים שאינה יכולה ליקצר כאחת ,42,33,102,102.0,79,79.0,0.2832618025751073,0.32352941176470584,1020000059
ref-m.1.2.2.6.21-ref-m.1.2.2.6.30,ref-t.6.12.2.16.82-ref-t.6.12.2.16.96,13565,13630,ref-m.1.2.2.6.21,ref-m.1.2.2.6.30,1539291,1539388,ref-t.6.12.2.16.82,ref-t.6.12.2.16.96,שקבל מאבא שקבל מן הזוגות שקבלו מן הנביאים הלכה למשה מסיני ,מקבלני מרבן יוחנן בן זכיי שקיבל מן הזוגות וזוגות מן הנביאים ונביאים ממשה הלכה למשה מסיני ,11,16,11113,11112.0,80,80.0,0.42696629213483145,0.41666666666666663,1020000060
ref-m.1.2.2.7.6-ref-m.1.2.2.7.11,ref-t.1.2.1.8.52-ref-t.1.2.1.8.57,13744,13776,ref-m.1.2.2.7.6,ref-m.1.2.2.7.11,36803,36836,ref-t.1.2.1.8.52,ref-t.1.2.1.8.57,קרסמוה נמלים שברתה הרוח או בהמה ,קירסמוה נמלים שברתה הרוח או בהמה ,6,6,103,103.0,81,81.0,0.030303030303030304,0.0,1020000061
ref-m.1.2.2.7.13-ref-m.1.2.2.8.21,ref-t.1.2.1.9.1-ref-t.1.2.1.9.12,13783,13944,ref-m.1.2.2.7.13,ref-m.1.2.2.8.21,36883,36943,ref-t.1.2.1.9.1,ref-t.1.2.1.9.12,קצר חציה ומכר את הקצור קצר חציה והקדיש את הקצור נותן פאה,קצר חציה ומכר את הקצור קצר חציה והקדיש את הקצור נותן פאה,30,12,104,104.0,83,83.0,0.0,0.0,1020000062
ref-m.1.2.2.7.13-ref-m.1.2.2.8.1,ref-t.4.2.7.1.75-ref-t.4.2.7.1.82,13783,13840,ref-m.1.2.2.7.13,ref-m.1.2.2.8.1,814578,814620,ref-t.4.2.7.1.75,ref-t.4.2.7.1.82,קצר חציה וקצרו לסטים חציה פטורה שחובת הפאה בקמה קצרוה ,קמה לקצור בשתי סלעים קצר חציה והניח חציה ,10,8,4919,4919.0,82,82.0,0.6481481481481481,0.7,1020000063
ref-m.1.2.2.8.27-ref-m.1.2.3.1.27,ref-t.1.2.1.9.27-ref-t.1.2.1.9.36,13973,14136,ref-m.1.2.2.8.27,ref-m.1.2.3.1.27,37015,37065,ref-t.1.2.1.9.27,ref-t.1.2.1.9.36,ואם היו ראשי שורות מעורבין נותן פאה מאחת על הכל,ואם היו ראשי שורות מעורבין נותן פאה מאחת על הכל,26,10,106,106.0,85,85.0,0.0,0.0,1020000064
ref-m.1.2.3.3.18-ref-m.1.2.3.4.1,ref-t.1.2.1.10.16-ref-t.1.2.1.10.51,14440,14524,ref-m.1.2.3.3.18,ref-m.1.2.3.4.1,37178,37368,ref-t.1.2.1.10.16,ref-t.1.2.1.10.51,המידל לתוך ביתו נותן מן המשואר על הכל,ומן הפיאה וחייב בעוללות אם שייר נותן מן המשואר על מה ששייר והמידל נותן מן המשוייר על מה ששייר אמ' ר' יהודה במה דברים אמורים במידל לשוק אבל המידל לתוך ביתו נותן מן המשואר על הכל,15,36,110,110.0,87,87.0,0.7897727272727273,0.6363636363636364,1020000065
ref-m.1.2.3.7.1-ref-m.1.2.3.8.7,ref-t.1.2.1.12.1-ref-t.1.2.1.13.7,15234,15475,ref-m.1.2.3.7.1,ref-m.1.2.3.8.7,37461,37673,ref-t.1.2.1.12.1,ref-t.1.2.1.13.7,שנתן נתן וגובה כתובתה מן השאר הכותב נכסיו לעבדו יצא בן חורין שייר,הכותב נכסיו לבניו וכתב לאשתו קרקע כל שהו איבדה כתובתה אמ' ר' יוסי במה דברים אמורים בזמן שקבלה עליה לשם כתובתה אבל לא קבליה לשם כתובתה מה שנתן נתן וגובה כתובתה מן השאר הכותב נכסיו לעבדו יצא בן חורין שייר,19,40,119,118.0,90,90.0,0.6782178217821783,0.6206896551724138,1020000066
ref-m.1.2.3.8.23-ref-m.1.2.3.8.34,ref-t.1.2.1.13.18-ref-t.1.2.1.13.28,15542,15607,ref-m.1.2.3.8.23,ref-m.1.2.3.8.34,37717,37779,ref-t.1.2.1.13.18,ref-t.1.2.1.13.28,שיאמר הרי כל נכסי נתונין לאיש פלוני עבדי חוץ מאחד מרבוא שבהם ,הרי האומר כל נכסיי נתונין לפלוני עבדי חוץ מאחד מרובו שבהן ,12,11,121,121.0,95,93.0,0.26229508196721313,0.3571428571428571,1020000067
ref-m.1.2.3.8.20-ref-m.1.2.3.8.34,ref-t.4.3.9.10.16-ref-t.4.3.9.11.23,15530,15607,ref-m.1.2.3.8.20,ref-m.1.2.3.8.34,871303,871503,ref-t.4.3.9.10.16,ref-t.4.3.9.11.23,וחצי נכסיי לפל' עבדי זכו בנכסים וקנו עצמן בני חורין האומ' כל נכסיי נתונין לפל' עבדי,נכסיי לפל' עבדי וחצי נכסיי לפל' עבדי זכו בנכסים וקנו עצמן בני חורין האומ' כל נכסיי נתונין לפל' עבדי והשאר לשיני זכה שיני בראשון ר' שמעון או' כל נכסיי נתונין לפל' עבדי חוץ מאחד מרובו שבהן,12,36,5172,5172.0,93,93.0,0.553763440860215,0.40909090909090906,1020000068
ref-m.1.2.4.3.1-ref-m.1.2.4.3.10,ref-t.1.2.2.1.1-ref-t.1.2.2.1.10,15879,15922,ref-m.1.2.4.3.1,ref-m.1.2.4.3.10,37956,37998,ref-t.1.2.2.1.1,ref-t.1.2.2.1.10,נטל מקצת פאה וזרקה על השאר אין לו בה כלום ,נטל מקצת פאה וזרק על השאר אין לו בה כלום ,10,10,122,122.0,97,97.0,0.023809523809523808,0.0,1020000069
ref-m.1.2.4.6.9-ref-m.1.2.4.6.20,ref-t.1.2.1.10.11-ref-t.1.2.1.10.20,16311,16376,ref-m.1.2.4.6.9,ref-m.1.2.4.6.20,37152,37208,ref-t.1.2.1.10.11,ref-t.1.2.1.10.20,פטור מן הלקט ומן השכחה ומן הפאה רבי יהודה מחייב בשכחה שאין ,ופטור מן הפרט מן השכחה ומן הפיאה וחייב בעוללות אם ,12,10,109,108.0,100,98.0,0.4067796610169492,0.5384615384615384,1020000070
ref-m.1.2.4.6.5-ref-m.1.2.4.6.15,ref-t.1.2.1.11.7-ref-t.1.2.1.11.14,16290,16347,ref-m.1.2.4.6.5,ref-m.1.2.4.6.15,37402,37444,ref-t.1.2.1.11.7,ref-t.1.2.1.11.14,שדהו ואחר כך נתגייר פטור מן הלקט ומן השכחה ומן הפאה ,שדהו פטור מן הלקט ומן השכחה ומן הפיאה ,11,8,113,113.0,98,98.0,0.3076923076923077,0.30000000000000004,1020000071
ref-m.1.2.4.6.9-ref-m.1.2.4.6.15,ref-t.1.2.2.10.20-ref-t.1.2.2.10.26,16311,16347,ref-m.1.2.4.6.9,ref-m.1.2.4.6.15,39118,39152,ref-t.1.2.2.10.20,ref-t.1.2.2.10.26,פטור מן הלקט ומן השכחה ומן הפאה ,פטור מן הלקט מן השכחה ומן הפאה ,7,7,123,123.0,99,98.0,0.03125,0.0,1020000072
ref-m.1.2.4.6.11-ref-m.1.2.4.7.8,ref-t.1.2.3.7.7-ref-t.1.2.3.7.27,16319,16445,ref-m.1.2.4.6.11,ref-m.1.2.4.7.8,43411,43517,ref-t.1.2.3.7.7,ref-t.1.2.3.7.27,לקט שכחה ופיאה מה שאין כן בעומר העומר שיש בו סאתים ושכחו אין זו שכחה,ובעומר יותר מבקמה שהקמה יש לה לקט שכחה ופיאה מה שאין כן בעומר העומר שיש בו סאתים ושכחו אין זו שכחה,11,21,150,150.0,102,102.0,0.30612244897959184,0.3076923076923077,1020000073
ref-m.1.2.4.6.10-ref-m.1.2.4.6.15,ref-t.1.4.7.10.5-ref-t.1.4.7.10.10,16316,16347,ref-m.1.2.4.6.10,ref-m.1.2.4.6.15,117365,117394,ref-t.1.4.7.10.5,ref-t.1.4.7.10.10,מן הלקט ומן השכחה ומן הפאה ,מן הלקט מן השכחה ומן הפאה ,6,6,611,608.0,101,98.0,0.037037037037037035,0.0,1020000074
ref-m.1.2.4.8.5-ref-m.1.2.4.8.14,ref-t.1.7.3.14.5-ref-t.1.7.3.14.14,16524,16587,ref-m.1.2.4.8.5,ref-m.1.2.4.8.14,189229,189288,ref-t.1.7.3.14.5,ref-t.1.7.3.14.14,עד שלא באו לעונת המעשרות ופדאן חייבין משבאו לעונת המעשרות ,עד שלא באו לעונת המעשרות פטור משבאו לעונת המעשרות חייב ,10,10,1040,1038.0,104,104.0,0.27586206896551724,0.25,1020000075
ref-m.1.2.4.9.22-ref-m.1.2.4.9.29,ref-t.1.2.2.10.22-ref-t.1.2.2.11.7,16792,16841,ref-m.1.2.4.9.22,ref-m.1.2.4.9.29,39126,39211,ref-t.1.2.2.10.22,ref-t.1.2.2.11.7,הלקט מן השכחה ומן הפאה וחייב במעשרות הלקט והשכחה והפאה של נכרי חייב במעשרות,הלקט מן השכחה ומן הפאה וחייב במעשרות הלקט והשכחה והפאה של נכרי חייב במעשרות,8,11,128,128.0,107,107.0,0.0,0.0,1020000076
ref-m.1.2.4.9.5-ref-m.1.2.4.9.24,ref-t.4.1.11.3.40-ref-t.4.1.11.3.51,16700,16812,ref-m.1.2.4.9.5,ref-m.1.2.4.9.24,780826,780894,ref-t.4.1.11.3.40,ref-t.4.1.11.3.51,האומר תנו שדה פלני לעניים לקט שכחה ופיאה לעניי אותה העיר לעניי,האומר תנו שדה פלני לעניים לקט שכחה ופיאה לעניי אותה העיר לעניי,20,8,4775,4775.0,105,105.0,0.0,0.0,1020000077
ref-m.1.2.5.4.9-ref-m.1.2.5.4.15,ref-t.1.2.2.17.12-ref-t.1.2.2.18.2,17801,17841,ref-m.1.2.5.4.9,ref-m.1.2.5.4.15,40126,40172,ref-t.1.2.2.17.12,ref-t.1.2.2.18.2,לקט שכחה ופאה ומעשר עני יטול וכשיחזור ,לקט שכחה ופיאה וחייב במעשרות עניים המחזרין ,7,7,133,132.0,109,109.0,0.46511627906976744,0.4444444444444444,1020000078
ref-m.1.2.5.5.17-ref-m.1.2.5.5.27,ref-t.4.2.9.19.18-ref-t.4.2.9.20.2,17993,18046,ref-m.1.2.5.5.17,ref-m.1.2.5.5.27,830601,830698,ref-t.4.2.9.19.18,ref-t.4.2.9.20.2,חלקו מעשר עני וזה נותן לזה חלקו מעשר עני המקבל שדה ,חולק ונותן לו זה מכניס חלקו וזה מכניס חלקו זה מכניס חלקו לעיר וזה מכניס חלקו לעיר המקבל שדה ,11,19,4980,4980.0,110,110.0,0.5760869565217391,0.6,1020000079
ref-m.1.2.5.7.1-ref-m.1.2.5.7.8,ref-t.1.2.3.1.115-ref-t.1.2.3.1.121,18454,18501,ref-m.1.2.5.7.1,ref-m.1.2.5.7.8,41490,41534,ref-t.1.2.3.1.115,ref-t.1.2.3.1.121,העומר ששכחוהו פועלים ולא שכחו בעל הבית שכחו ,העומר ששכחוהו פועלין אין שכחה עד שישכחוהו ,8,7,136,136.0,111,111.0,0.29545454545454547,0.5,1020000080
ref-m.1.2.6.2.1-ref-m.1.2.6.2.8,ref-t.1.2.3.2.20-ref-t.1.2.3.2.26,19039,19090,ref-m.1.2.6.2.1,ref-m.1.2.6.2.8,41779,41828,ref-t.1.2.3.2.20,ref-t.1.2.3.2.26,העומר שהוא סמוך לגפה ולגדיש לבקר ולכלים ושכחו ,העומרין הסמוך לגפא ולגדיש לבקר ולכלי' ושכחו ,8,7,137,137.0,112,112.0,0.15217391304347827,0.33333333333333337,1020000081
ref-m.1.2.6.3.6-ref-m.1.2.6.3.15,ref-t.1.2.3.2.39-ref-t.1.2.3.2.60,19171,19230,ref-m.1.2.6.3.6,ref-m.1.2.6.3.15,41889,42006,ref-t.1.2.3.2.39,ref-t.1.2.3.2.60,מודים באילו שאין שכחה על מה נחלקו על העומר שהחזיק בו להוליכו לעיר ונתנו בצד גדר ושכחו שבית שמאי או' אין שכחה,מודים באילו שאין שכחה על מה נחלקו על העומר שהחזיק בו להוליכו לעיר ונתנו בצד גדר ושכחו שבית שמאי או' אין שכחה,10,17,139,139.0,114,114.0,0.0,0.0,1020000082
ref-m.1.2.6.3.6-ref-m.1.2.6.3.15,ref-t.1.2.3.3.1-ref-t.1.2.3.3.17,19171,19230,ref-m.1.2.6.3.6,ref-m.1.2.6.3.15,42125,42222,ref-t.1.2.3.3.1,ref-t.1.2.3.3.17,העומר שהחזיק בו להוליכו אל העיר ושכחו מודים שאינו שכחה ,העומר שהחזיק בו להוליכו לעיר ונתנו על גב חבירו ושכח את שניהם התחתון שכחה והעליון אינה שכחה ,10,17,141,141.0,116,113.0,0.4945054945054945,0.7058823529411764,1020000083
ref-m.1.2.6.3.3-ref-m.1.2.6.3.15,ref-t.1.2.3.4.5-ref-t.1.2.3.4.16,19150,19230,ref-m.1.2.6.3.3,ref-m.1.2.6.3.15,42322,42385,ref-t.1.2.3.4.5,ref-t.1.2.3.4.16,העומר שכנגדו מוכיח העומר שהחזיק בו להוליכו אל העיר ושכחו מודים שאינו שכחה ,ושכח אחד מהן אין שכחה עד שיעמר כל סביביו העומר שכנגדו מוכיח ,13,12,142,142.0,113,113.0,0.7162162162162162,0.6666666666666667,1020000084
ref-m.1.2.6.4.51-ref-m.1.2.6.5.6,ref-t.1.2.3.1.72-ref-t.1.2.3.1.81,19523,19565,ref-m.1.2.6.4.51,ref-m.1.2.6.5.6,41260,41320,ref-t.1.2.3.1.72,ref-t.1.2.3.1.81,אינו שכחה שני עומרים שכחה ושלשה אינן שכחה ,אני שהפועלין שכיחין את העומר במקום פלוני ושכחוהו אין שכחה ,8,10,135,135.0,117,117.0,0.5344827586206896,0.7,1020000085
ref-m.1.2.6.4.51-ref-m.1.2.6.5.36,ref-t.1.2.3.5.6-ref-t.1.2.3.5.44,19523,19729,ref-m.1.2.6.4.51,ref-m.1.2.6.5.36,42534,42733,ref-t.1.2.3.5.6,ref-t.1.2.3.5.44,שכחה שלש אין שכחה שני עמרין המובדלות זה מזה שכחה שלשה,שכחה שלש אין שכחה שני עמרין המובדלות זה מזה שכחה שלשה,14,11,143,143.0,118,118.0,0.0,0.0,1020000086
ref-m.1.2.6.6.1-ref-m.1.2.6.6.7,ref-t.1.2.3.7.19-ref-t.1.2.3.7.27,19789,19825,ref-m.1.2.6.6.1,ref-m.1.2.6.6.7,43471,43517,ref-t.1.2.3.7.19,ref-t.1.2.3.7.27,העומר שיש בו סאתים ושכחו אינו שכחה ,בעומר העומר שיש בו סאתים ושכחו אין זו שכחה ,7,9,152,150.0,122,122.0,0.20930232558139536,0.33333333333333337,1020000087
ref-m.1.2.6.8.1-ref-m.1.2.6.8.17,ref-t.1.2.3.6.7-ref-t.1.2.3.6.17,20293,20375,ref-m.1.2.6.8.1,ref-m.1.2.6.8.17,43139,43194,ref-t.1.2.3.6.7,ref-t.1.2.3.6.17,הקמה מצלת את העומר ואת הקמה העומר אינו מציל לא את העומר ולא את הקמה איזו היא ,שהקמה מצלת את העומר כך העומר מציל את הקמה ודין הוא ,17,11,149,149.0,123,123.0,0.45454545454545453,0.5454545454545454,1020000088
ref-m.1.2.6.10.6-ref-m.1.2.6.10.26,ref-t.1.2.3.8.5-ref-t.1.2.3.8.13,20637,20762,ref-m.1.2.6.10.6,ref-m.1.2.6.10.26,43563,43616,ref-t.1.2.3.8.5,ref-t.1.2.3.8.13,וכן באגודי השום ואגודות השום והבצלים אין להם שכחה וכל הטמונים בארץ כגון הלוף והשום והבצלים רבי יהודה אומר אין להם ,וכן אגודי השום ואגודות השום והבצלים אין להן שכחה ,21,9,155,155.0,124,124.0,0.5789473684210527,0.6666666666666667,1020000089
ref-m.1.2.7.1.1-ref-m.1.2.7.1.13,ref-t.1.2.3.9.1-ref-t.1.2.3.9.11,20944,21010,ref-m.1.2.7.1.1,ref-m.1.2.7.1.13,44292,44347,ref-t.1.2.3.9.1,ref-t.1.2.3.9.11,כל זית שיש לו שם בשדה אפילו כזית הנטופה בשעתו ושכחו אינו שכחה ,כל הזית שיש לו בשדה כזית נטופה בשעתו שכחו אין שכחה ,13,11,156,156.0,125,125.0,0.22580645161290322,0.4545454545454546,1020000090
ref-m.1.2.7.2.10-ref-m.1.2.7.2.18,ref-t.1.2.3.7.21-ref-t.1.2.3.7.31,21268,21314,ref-m.1.2.7.2.10,ref-m.1.2.7.2.18,43485,43534,ref-t.1.2.3.7.21,ref-t.1.2.3.7.31,שיש בו סאתים ושכחו אין זו שכחה עד שיהא בו סאתים,שיש בו סאתים ושכחו אין זו שכחה עד שיהא בו סאתים,7,11,154,153.0,129,129.0,0.0,0.0,1020000091
ref-m.1.2.7.1.40-ref-m.1.2.7.2.38,ref-t.1.2.3.9.7-ref-t.1.2.3.10.12,21166,21416,ref-m.1.2.7.1.40,ref-m.1.2.7.2.38,44321,44521,ref-t.1.2.3.9.7,ref-t.1.2.3.10.12,ושכחו הרי זו שכחה עד שיהא בו הזית סאתים הזית שהוא עוד שלש שורות של שני מלבנין ושכחו אין,נטופה בשעתו שכחו אין שכחה במה דברים אמורים בזמן שלא התחיל בו אבל אם התחיל בו ושכחו הרי זו שכחה עד שיהא בו הזית סאתים הזית שהוא עוד שלש שורות של שני מלבנין ושכחו אין שכחה במה דברים אמורים בזמן ש,12,41,157,157.0,126,126.0,0.5492227979274611,0.4,1020000092
