,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifre-n,dam-lev,jac,id
47,61,ref-y.3.5.3.4.3.39-ref-y.3.5.3.4.3.48,ref-sifre-n.8.1.352-ref-sifre-n.8.1.369,2282475,2282518,341522,341529,ref-y.3.5.3.4.3.39,ref-y.3.5.3.4.3.48,19263,19356,2884,2896,ref-sifre-n.8.1.352,ref-sifre-n.8.1.369,מנחת זכרון יש לה זכות מזכרת עון אין,מזכרת עון מזכרת זכות מנין תלמוד לומר מנחת זכרון מכל מקום ר' ישמעאל,8,13,1067.0,61.0,0.6818181818181818,0.6153846153846154,4070000048
48,63,ref-y.3.5.3.4.3.25-ref-y.3.5.3.4.3.33,ref-sifre-n.8.1.396-ref-sifre-n.8.1.408,2282403,2282454,341512,341519,ref-y.3.5.3.4.3.25,ref-y.3.5.3.4.3.33,19482,19543,2916,2925,ref-sifre-n.8.1.396,ref-sifre-n.8.1.408,מידת הפורענות מעוטה הרי היא מזכרת מידת הטוב מרובה ,מדת טובה אם מדת פורענות מעטה הרי היא מזכרת עון מדה טובה מרובה ,7,9,1066.0,63.0,0.3387096774193548,0.30000000000000004,4070000049
49,64,ref-y.3.5.3.5.1.6-ref-y.3.5.3.5.1.17,ref-sifre-n.8.1.516-ref-sifre-n.8.1.526,2286298,2286358,342122,342130,ref-y.3.5.3.5.1.6,ref-y.3.5.3.5.1.17,20053,20109,3021,3031,ref-sifre-n.8.1.516,ref-sifre-n.8.1.526,אין הזכות תולה במים המרי' כו' הלכה ה' רבי,אומר אין זכות תולה במים המרים אם אתה אומר שהזכות תולה,9,11,1076.0,64.0,0.49056603773584906,0.7,4070000050
50,66,ref-y.4.6.8.1.12.156-ref-y.4.6.8.1.12.169,ref-sifre-n.10.1.164-ref-sifre-n.10.1.178,3405038,3405115,512939,512950,ref-y.4.6.8.1.12.156,ref-y.4.6.8.1.12.169,21563,21637,3252,3262,ref-sifre-n.10.1.164,ref-sifre-n.10.1.178,שהחמירה בו התורה אינו חייב עד שימשוך שומר חנם שהיקילה בו התורה אפילו משך ,קלה עשה בה בית המקדש כמשכן סוטה חמורה דין הוא שנעשה בה בית המקדש כמשכן ,11,10,2015.0,66.0,0.7671232876712328,1.0,4070000051
51,67,ref-y.4.6.8.1.12.191-ref-y.4.6.8.1.12.204,ref-sifre-n.10.1.164-ref-sifre-n.10.1.178,3405217,3405294,512972,512982,ref-y.4.6.8.1.12.191,ref-y.4.6.8.1.12.204,21563,21637,3252,3262,ref-sifre-n.10.1.164,ref-sifre-n.10.1.178,שהיקלה בו התורה אינו חייב עד שימשוך נושא שכר שהחמירה בו התורה כיון שמשך ,קלה עשה בה בית המקדש כמשכן סוטה חמורה דין הוא שנעשה בה בית המקדש כמשכן ,10,10,2016.0,66.0,0.7361111111111112,1.0,4070000052
52,68,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.17,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,427265,427323,65727,65739,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.17,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,12,9,87.0,68.0,0.3684210526315789,0.4285714285714286,4070000053
53,69,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.81,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,779725,779780,117346,117357,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.81,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,11,9,203.0,68.0,0.3888888888888889,0.6,4070000054
54,70,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.12,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,873523,873573,130993,131002,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.12,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,9,9,268.0,68.0,0.3469387755102041,0.625,4070000055
55,71,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.47,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1290200,1290271,191425,191437,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.47,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,12,9,337.0,68.0,0.4626865671641791,0.4285714285714286,4070000056
56,72,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1416081,1416145,210478,210489,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,11,9,419.0,68.0,0.4098360655737705,0.5555555555555556,4070000057
57,73,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.174,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1477978,1478052,220139,220149,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.174,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,10,9,447.0,68.0,0.4647887323943662,0.6666666666666667,4070000058
58,74,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1493692,1493742,222458,222467,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,9,9,484.0,68.0,0.32653061224489793,0.4285714285714286,4070000059
59,75,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1561422,1561476,232775,232784,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,9,9,551.0,68.0,0.22641509433962265,0.33333333333333337,4070000060
60,76,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.20,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1595673,1595752,237661,237673,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.20,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,12,9,587.0,68.0,0.5324675324675324,0.6923076923076923,4070000061
61,77,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1641869,1641919,244676,244685,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,9,9,636.0,68.0,0.32653061224489793,0.4285714285714286,4070000062
62,78,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1642172,1642222,244727,244736,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,9,9,657.0,68.0,0.3469387755102041,0.4285714285714286,4070000063
63,79,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.81,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1836010,1836083,274157,274170,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.81,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,13,9,715.0,68.0,0.45714285714285713,0.6,4070000064
64,80,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.103,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,1930736,1930993,288522,288570,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.103,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר שמחה מה שמחה האמורה נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן",נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן,49,11,795.0,68.0,0.7759562841530054,0.7894736842105263,4070000065
65,81,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.47,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,2056186,2056416,307668,307707,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.47,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן,40,10,905.0,68.0,0.708029197080292,0.7333333333333334,4070000066
66,83,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.48,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,2318253,2318321,346996,347008,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.48,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,12,9,1093.0,68.0,0.417910447761194,0.33333333333333337,4070000067
67,84,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.54,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,2327493,2327563,348416,348428,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.54,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,12,9,1128.0,68.0,0.5074626865671642,0.5555555555555556,4070000068
68,85,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,2327701,2327768,348445,348457,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,12,9,1151.0,68.0,0.4375,0.6363636363636364,4070000069
69,86,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,2983586,2983647,447692,447703,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,11,9,1523.0,68.0,0.3793103448275862,0.5,4070000070
70,87,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.45,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,3154598,3154821,474171,474208,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.45,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן,38,10,1594.0,68.0,0.7045454545454546,0.6923076923076923,4070000071
71,89,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.42,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,3211011,3211083,483022,483035,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.42,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,13,9,1706.0,68.0,0.4788732394366197,0.7272727272727273,4070000072
72,90,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.40,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,3223732,3223812,485174,485188,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.40,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,14,9,1740.0,68.0,0.48717948717948717,0.6363636363636364,4070000073
73,91,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.51,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,3226750,3226829,485629,485643,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.51,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,14,9,1767.0,68.0,0.5324675324675324,0.6666666666666667,4070000074
74,92,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,3229067,3229139,485975,485989,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,14,9,1793.0,68.0,0.5352112676056338,0.5555555555555556,4070000075
75,93,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.51,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,3336498,3336564,502694,502704,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.51,21732,21780,3276,3285,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,10,9,1934.0,68.0,0.4461538461538462,0.6666666666666667,4070000076
76,94,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.105,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,14071,14133,2226,2238,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.105,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,12,10,2.0,68.0,0.39344262295081966,0.5555555555555556,4070000077
77,95,ref-y.1.1.7.3.5.67-ref-y.1.1.7.3.5.82,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,152037,152114,23867,23877,ref-y.1.1.7.3.5.67,ref-y.1.1.7.3.5.82,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה בני ישראל שנאמר להלן עשרה אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,10,10,55.0,68.0,0.47368421052631576,0.5555555555555556,4070000078
78,96,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.128,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,665158,665252,100672,100689,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.128,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,17,10,139.0,68.0,0.5054945054945055,0.6666666666666667,4070000079
79,97,ref-y.2.10.4.4.5.15-ref-y.2.10.4.4.5.53,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,1912984,1913174,285754,285786,ref-y.2.10.4.4.5.15,ref-y.2.10.4.4.5.53,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן עדה ונאמר להלן עד מתי לעדה הרעה הזאת מה עדה האמורה להלן עשרה אף כאן נאמר כאן תוך ונאמר להלן ויבאו בני ישראל לשבור בתוך הבאים מה תוך שנאמר להלן,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן,33,11,754.0,68.0,0.7019867549668874,0.75,4070000080
80,99,ref-y.2.10.4.4.5.69-ref-y.2.10.4.4.5.81,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,1913238,1913298,285795,285805,ref-y.2.10.4.4.5.69,ref-y.2.10.4.4.5.81,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה להלן עשר' אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,10,10,762.0,68.0,0.48333333333333334,0.5,4070000081
81,100,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.125,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,1928666,1928730,288237,288249,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.125,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,12,10,767.0,68.0,0.3333333333333333,0.5,4070000082
82,103,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.77,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,2206411,2206483,329792,329806,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.77,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,14,10,987.0,68.0,0.4647887323943662,0.6363636363636364,4070000083
83,104,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.140,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,2879134,2879199,431636,431648,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.140,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,12,10,1477.0,68.0,0.3333333333333333,0.5555555555555556,4070000084
84,105,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.147,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,3157857,3157962,474652,474668,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.147,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,16,10,1647.0,68.0,0.6116504854368932,0.6666666666666667,4070000085
85,106,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.70,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,3323464,3323537,500689,500703,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.70,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,14,10,1901.0,68.0,0.4861111111111111,0.6,4070000086
86,107,ref-y.4.6.4.1.6.11-ref-y.4.6.4.1.6.27,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,3368298,3368369,507438,507448,ref-y.4.6.4.1.6.11,ref-y.4.6.4.1.6.27,21732,21784,3276,3286,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן שני ונאמר להלן על פי שנים עדים מה להלן על פי שנים עדים אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,10,10,2002.0,68.0,0.5070422535211268,0.5555555555555556,4070000087
87,108,ref-y.4.4.3.9.5.9-ref-y.4.4.3.9.5.23,ref-sifre-n.10.1.196-ref-sifre-n.10.1.215,3187797,3187862,479402,479415,ref-y.4.4.3.9.5.9,ref-y.4.4.3.9.5.23,21732,21824,3276,3294,ref-sifre-n.10.1.196,ref-sifre-n.10.1.215,נאמר כאן שני ונאמר להלן שני מה להלן על פי שני' עדי' אף כאן על פי ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן עפר על פני המים אף כאן להלן עפר על פני ,13,18,1697.0,68.0,0.4444444444444444,0.5,4070000088
