,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-mek,dam-lev,jac,id
47,60,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.106,ref-mek.1.7.2.107-ref-mek.1.7.2.118,14071,14138,2226,2239,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.106,21242,21294,3397,3408,ref-mek.1.7.2.107,ref-mek.1.7.2.118,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן חצות,לילה ונאמר להלן לילה מה להלן עד חצות אף כאן עד חצות,14,12,7.0,60.0,0.36923076923076925,0.33333333333333337,4050000048
48,62,ref-y.4.4.3.9.5.12-ref-y.4.4.3.9.5.26,ref-mek.1.7.2.108-ref-mek.1.7.2.117,3187810,3187872,479405,479417,ref-y.4.4.3.9.5.12,ref-y.4.4.3.9.5.26,21247,21289,3398,3407,ref-mek.1.7.2.108,ref-mek.1.7.2.117,ונאמר להלן שני מה להלן על פי שני' עדי' אף כאן על פי שני' עדי' ,ונאמר להלן לילה מה להלן עד חצות אף כאן עד ,12,9,1220.0,60.0,0.4838709677419355,0.6363636363636364,4050000049
49,63,ref-y.2.3.7.2.1.3-ref-y.2.3.7.2.1.15,ref-mek.1.7.3.1-ref-mek.1.7.3.10,1327369,1327420,196952,196964,ref-y.2.3.7.2.1.3,ref-y.2.3.7.2.1.15,21295,21339,3409,3418,ref-mek.1.7.3.1,ref-mek.1.7.3.10,צלי אש לא צלי שפוד לא צלי קדירה לא צלי אסכלה לא צלי ,צלי אש ולא צלי שפוד ולא צלי אסכלה ולא צלי ,12,9,421.0,63.0,0.28846153846153844,0.33333333333333337,4050000050
50,64,ref-y.2.3.2.4.6.3-ref-y.2.3.2.4.7.8,ref-mek.1.7.3.84-ref-mek.1.7.3.106,1258002,1258131,186711,186730,ref-y.2.3.2.4.6.3,ref-y.2.3.2.4.7.8,21692,21814,3476,3494,ref-mek.1.7.3.84,ref-mek.1.7.3.106,יוצאין ידי חובתן בחלה ובתרומה וישראל במעשר שני בפסח תלמוד לומר תאכלו מצות ריבה יכול יצאו ידי חובתן כביכורים תלמוד,מצות ומרור הן יוצאין ידי חובתן בפסח תלמוד לומר יאכלוהו אין לי אלא בזמן שאין להם מצה ומרור יוצאין,20,19,380.0,64.0,0.6548672566371682,0.6666666666666667,4050000051
51,65,ref-y.2.10.1.12.5.135-ref-y.2.10.1.12.5.156,ref-mek.1.7.3.84-ref-mek.1.7.3.106,1883857,1883986,281278,281297,ref-y.2.10.1.12.5.135,ref-y.2.10.1.12.5.156,21692,21814,3476,3494,ref-mek.1.7.3.84,ref-mek.1.7.3.106,יוצאין ידי חובתן בחלה ובתרומה וישראל במעשר שני בפסח תלמוד לומר תאכלו מצות ריבה יכול יצאו ידי חובתן בביכורים תלמוד,מצות ומרור הן יוצאין ידי חובתן בפסח תלמוד לומר יאכלוהו אין לי אלא בזמן שאין להם מצה ומרור יוצאין,20,19,632.0,64.0,0.6548672566371682,0.6666666666666667,4050000052
52,68,ref-y.2.1.1.11.2.20-ref-y.2.1.1.11.2.28,ref-mek.1.7.3.162-ref-mek.1.7.4.4,919817,919860,137892,137898,ref-y.2.1.1.11.2.20,ref-y.2.1.1.11.2.28,22092,22125,3541,3547,ref-mek.1.7.3.162,ref-mek.1.7.4.4,לאוכלו אין את יכול דכתיב אל תאכלו ממנו נא ,נאכלים אכילת שבע אל תאכלו ממנו נא ,6,6,290.0,68.0,0.35714285714285715,0.5,4050000053
53,69,ref-y.2.1.7.2.38.69-ref-y.2.1.7.2.38.74,ref-mek.1.7.4.1-ref-mek.1.7.4.10,1009489,1009517,151011,151016,ref-y.2.1.7.2.38.69,ref-y.2.1.7.2.38.74,22109,22151,3544,3553,ref-mek.1.7.4.1,ref-mek.1.7.4.10,אל תאכלו ממנו נא ובשל מבושל ,אל תאכלו ממנו נא אין נא אלא חי ובשל מבושל ,5,9,321.0,68.0,0.3333333333333333,0.19999999999999996,4050000054
54,70,ref-y.2.3.2.7.2.2-ref-y.2.3.2.7.2.12,ref-mek.1.7.4.46-ref-mek.1.7.4.56,1262751,1262805,187382,187390,ref-y.2.3.2.7.2.2,ref-y.2.3.2.7.2.12,22322,22377,3582,3590,ref-mek.1.7.4.46,ref-mek.1.7.4.56,ובשל מבושל במים אין לי אלא מים מניין לרבות שאר משקין ,המבושל ובשל מבושל במים אין לי אלא מים שאר כל המשקין ,8,8,392.0,70.0,0.39622641509433965,0.5555555555555556,4050000055
55,71,ref-y.2.3.2.7.2.32-ref-y.2.3.2.7.2.42,ref-mek.1.7.4.67-ref-mek.1.7.4.79,1262901,1262959,187399,187407,ref-y.2.3.2.7.2.32,ref-y.2.3.2.7.2.42,22423,22496,3595,3606,ref-mek.1.7.4.67,ref-mek.1.7.4.79,מים שאינן מפיגין טעמן את אמר אסור שאר משקין שמפיגין טעמן ,מים שאינן מפיגין טעמן הרי הן אסורין בבישול שאר המשקין שהן מגיפין טעמן ,8,11,393.0,71.0,0.3,0.6666666666666667,4050000056
56,72,ref-y.2.3.7.2.6.107-ref-y.2.3.7.2.6.114,ref-mek.1.7.4.104-ref-mek.1.7.4.113,1328224,1328254,197095,197101,ref-y.2.3.7.2.6.107,ref-y.2.3.7.2.6.114,22618,22658,3624,3632,ref-mek.1.7.4.104,ref-mek.1.7.4.113,אמר אל תאכלו ממנו כי אם צלי אש ,אומר אני אקרא אל תאכלו ממנו כי אם צלי אש ,6,8,425.0,72.0,0.24390243902439024,0.2222222222222222,4050000057
57,73,ref-y.2.1.7.2.38.67-ref-y.2.1.7.2.38.82,ref-mek.1.7.4.104-ref-mek.1.7.4.119,1009479,1009552,151009,151023,ref-y.2.1.7.2.38.67,ref-y.2.1.7.2.38.82,22618,22689,3624,3636,ref-mek.1.7.4.104,ref-mek.1.7.4.119,דמר אסור אל תאכלו ממנו נא ובשל מבושל במים ומאן דמר מותר כי אם צלי אש ,אומר אני אקרא אל תאכלו ממנו כי אם צלי אש ומה תלמוד לומר נא ובשל מבושל ,14,12,321.0,72.0,0.6,0.5,4050000058
58,74,ref-y.2.3.7.2.6.82-ref-y.2.3.7.2.6.90,ref-mek.1.7.4.107-ref-mek.1.7.4.113,1328107,1328142,197076,197082,ref-y.2.3.7.2.6.82,ref-y.2.3.7.2.6.90,22632,22658,3627,3632,ref-mek.1.7.4.107,ref-mek.1.7.4.113,אילו אמר לא תאכלו ממנו כי אם צלי אש ,אל תאכלו ממנו כי אם צלי אש ,6,5,424.0,72.0,0.25,0.1428571428571429,4050000059
59,75,ref-y.2.3.7.2.6.59-ref-y.2.3.7.2.6.70,ref-mek.1.7.4.107-ref-mek.1.7.4.117,1328002,1328050,197058,197067,ref-y.2.3.7.2.6.59,ref-y.2.3.7.2.6.70,22632,22677,3627,3634,ref-mek.1.7.4.107,ref-mek.1.7.4.117,אילו אמר לא תאכלו ממנו כי אם צלי אש ולא נאמר נא ,אל תאכלו ממנו כי אם צלי אש ומה תלמוד לומר נא ,9,7,422.0,72.0,0.375,0.125,4050000060
60,76,ref-y.2.3.7.2.6.162-ref-y.2.3.7.2.6.171,ref-mek.1.7.4.124-ref-mek.1.7.4.130,1328493,1328541,197137,197146,ref-y.2.3.7.2.6.162,ref-y.2.3.7.2.6.171,22708,22744,3639,3645,ref-mek.1.7.4.124,ref-mek.1.7.4.130,בשעה שהוא בקום אכול צלי הוא בבל תאכל נא בשעה ,השעה שהוא אכול צלי ובשעה שהוא נא ,9,6,426.0,76.0,0.4666666666666667,0.5,4050000061
61,77,ref-y.2.2.3.1.6.30-ref-y.2.2.3.1.6.38,ref-mek.1.7.4.147-ref-mek.1.7.4.155,1137299,1137350,169386,169393,ref-y.2.2.3.1.6.30,ref-y.2.2.3.1.6.38,22833,22886,3658,3665,ref-mek.1.7.4.147,ref-mek.1.7.4.155,אמ' שהצלוי קרוי מבושל שנאמר ויבשלו את הפסח באש ,צלי שנאמר ובשלת ואכלת ואומר ויבשלו את הפסח באש ,7,7,325.0,77.0,0.44680851063829785,0.5833333333333333,4050000062
62,78,ref-y.2.3.7.2.6.64-ref-y.2.3.7.2.6.72,ref-mek.1.7.4.176-ref-mek.1.7.4.183,1328025,1328061,197062,197069,ref-y.2.3.7.2.6.64,ref-y.2.3.7.2.6.72,23009,23041,3682,3688,ref-mek.1.7.4.176,ref-mek.1.7.4.183,כי אם צלי אש ולא נאמר נא הייתי אומר ,כי אם צלי אש למה נאמר הייתי אומר ,7,6,422.0,78.0,0.16666666666666666,0.16666666666666663,4050000063
63,79,ref-y.2.1.2.1.10.66-ref-y.2.1.2.1.10.81,ref-mek.1.7.5.29-ref-mek.1.7.5.52,922274,922354,138244,138259,ref-y.2.1.2.1.10.66,ref-y.2.1.2.1.10.81,23267,23377,3723,3741,ref-mek.1.7.5.29,ref-mek.1.7.5.52,"בוקר והנותר ממנו עד בוקר באש תשרופו אחר שני בקרים אחר בוקרו של ט""ו ואחר בוקרו",באש תשרפו עד בקר למה נאמר אלא בא הכתוב ליתן תחום לבוקרו של בקר דבר אחר מה תלמוד לומר,16,19,291.0,79.0,0.6547619047619048,0.6842105263157895,4050000064
64,80,ref-y.2.3.7.10.2.8-ref-y.2.3.7.10.2.24,ref-mek.1.7.5.29-ref-mek.1.7.5.52,1344196,1344282,199568,199583,ref-y.2.3.7.10.2.8,ref-y.2.3.7.10.2.24,23267,23377,3723,3741,ref-mek.1.7.5.29,ref-mek.1.7.5.52,בוקר והנות' ממנו עד בוקר באש תשרופו אחר שני בקרים אחר בוקרו של ארבעה עשר ואחר,באש תשרפו עד בקר למה נאמר אלא בא הכתוב ליתן תחום לבוקרו של בקר דבר אחר מה תלמוד לומר,16,19,433.0,79.0,0.6666666666666666,0.7,4050000065
65,81,ref-y.1.1.1.1.15.71-ref-y.1.1.1.1.15.84,ref-mek.1.7.5.32-ref-mek.1.7.5.42,4158,4219,643,651,ref-y.1.1.1.1.15.71,ref-y.1.1.1.1.15.84,23281,23331,3726,3734,ref-mek.1.7.5.32,ref-mek.1.7.5.42,ליתן תחום לבוקרו של בוקר אמר רבי יוסי בי,בקר למה נאמר אלא בא הכתוב ליתן תחום לבוקרו,9,9,1.0,79.0,0.8333333333333334,0.5454545454545454,4050000066
66,85,ref-y.1.1.1.1.15.68-ref-y.1.1.1.1.15.82,ref-mek.1.7.5.133-ref-mek.1.7.5.147,4141,4209,640,649,ref-y.1.1.1.1.15.68,ref-y.1.1.1.1.15.82,23747,23814,3789,3799,ref-mek.1.7.5.133,ref-mek.1.7.5.147,בבקר בבוקר כדי ליתן תחום לבוקרו של בוקר אמר רבי יוסי בי ר' בון אם ,בקר בא הכתוב ליתן תחום לבקרו של בקר ר' יצחק אומר אינו צריך ומה אם ,9,10,1.0,85.0,0.45454545454545453,0.4,4050000067
67,86,ref-y.2.1.2.1.20.97-ref-y.2.1.2.1.20.110,ref-mek.1.7.5.146-ref-mek.1.7.5.157,925671,925755,138784,138797,ref-y.2.1.2.1.20.97,ref-y.2.1.2.1.20.110,23807,23865,3798,3809,ref-mek.1.7.5.146,ref-mek.1.7.5.157,ומה דמר אין מדליקין בההן היורא דהוא סכנה מתני' אין מדליקין בשמן שריפה ביום טוב ,"ומה אם חמץ שהוא בבל יראה ובבל ימצא אין שריפתו דוחה יו""ט ",13,11,294.0,85.0,0.6455696202531646,0.8947368421052632,4050000068
68,87,ref-y.2.3.2.1.11.15-ref-y.2.3.2.1.11.29,ref-mek.1.7.5.148-ref-mek.1.7.5.163,1247338,1247415,185198,185211,ref-y.2.3.2.1.11.15,ref-y.2.3.2.1.11.29,23815,23897,3800,3815,ref-mek.1.7.5.148,ref-mek.1.7.5.163,ונותר שאינו כל יראה ובל ימצא אינו אלא בשריפה חמץ שהוא בבל יראה וכל ימצא ,"חמץ שהוא בבל יראה ובבל ימצא אין שריפתו דוחה יו""ט נותר שאינו בבל יראה ובבל ימצא ",13,15,360.0,85.0,0.4810126582278481,0.625,4050000069
69,88,ref-y.3.5.1.7.4.49-ref-y.3.5.1.7.4.63,ref-mek.1.8.1.330-ref-mek.1.8.1.336,2258261,2258352,337697,337711,ref-y.3.5.1.7.4.49,ref-y.3.5.1.7.4.63,25663,25706,4085,4091,ref-mek.1.8.1.330,ref-mek.1.8.1.336,לצבות בטן ולנפיל ירך לבועל וצבתה בטנה ונפלה יריכה לאשה הדעת מברעת ירך התחילה בעבירה,וצבתה בטנה ונפלה יריכה אבר שהתחיל בעברה,15,7,791.0,88.0,0.5421686746987951,0.6428571428571428,4050000070
70,90,ref-y.3.5.3.4.3.23-ref-y.3.5.3.4.3.34,ref-mek.1.8.1.453-ref-mek.1.8.1.469,2282397,2282471,341510,341520,ref-y.3.5.3.4.3.23,ref-y.3.5.3.4.3.34,26322,26422,4192,4204,ref-mek.1.8.1.453,ref-mek.1.8.1.469,מה אם מידת הפורענות מעוטה הרי היא מזכרת מידת הטוב מרובה על אחת כמה וכמה א,"מהם והלא דברים קל וחומר ומה מדת פורענות מעוטה אמר הקב""ה לעשות ועשה מדה טובה מרובה על אחת כמה וכמה ו",10,12,817.0,90.0,0.43434343434343436,0.5263157894736843,4050000071
71,91,ref-y.3.5.1.7.4.88-ref-y.3.5.1.7.4.107,ref-mek.1.8.1.453-ref-mek.1.8.2.3,2258466,2258572,337728,337744,ref-y.3.5.1.7.4.88,ref-y.3.5.1.7.4.107,26322,26436,4192,4207,ref-mek.1.8.1.453,ref-mek.1.8.2.3,מה אם מידת הפורענות מעוטה אבר אחד לוקה ושאר כל האיברים מרגישין מידת הטובה המרובה על אחת כמה וכמה הלכה ,"מהם והלא דברים קל וחומר ומה מדת פורענות מעוטה אמר הקב""ה לעשות ועשה מדה טובה מרובה על אחת כמה וכמה והיה הדם לכם ",16,15,793.0,90.0,0.5765765765765766,0.64,4050000072
72,92,ref-y.4.3.8.1.5.1-ref-y.4.3.8.1.5.19,ref-mek.1.8.2.30-ref-mek.1.8.2.40,3108655,3108727,467208,467219,ref-y.4.3.8.1.5.1,ref-y.4.3.8.1.5.19,26563,26616,4226,4234,ref-mek.1.8.2.30,ref-mek.1.8.2.40,בן אין לי אלא בן בן בת מניין תלמוד לומר בן מכל מקום בת אין לי אלא בת בן ,בהם אין לי אלא בתים שיאכלו בהם בתים שהיו יושבים בהם ,11,8,1180.0,92.0,0.6111111111111112,0.8181818181818181,4050000073
73,93,ref-y.1.1.1.5.22.89-ref-y.1.1.1.5.22.100,ref-mek.1.8.3.20-ref-mek.1.8.3.33,28322,28381,4508,4518,ref-y.1.1.1.5.22.89,ref-y.1.1.1.5.22.100,27761,27833,4430,4440,ref-mek.1.8.3.20,ref-mek.1.8.3.33,עד שדרשה בן זומא שנאמר למען תזכור את יום צאתך מארץ מצרים ,אומר ויאמר משה אל העם זכור את היום הזה אשר יצאתם ממצרים וגומר עדין ,10,10,44.0,93.0,0.6716417910447762,0.8636363636363636,4050000074
74,94,ref-y.1.9.2.1.4.149-ref-y.1.9.2.1.4.157,ref-mek.1.8.3.47-ref-mek.1.8.3.55,777028,777074,116942,116949,ref-y.1.9.2.1.4.149,ref-y.1.9.2.1.4.157,27914,27961,4452,4459,ref-mek.1.8.3.47,ref-mek.1.8.3.55,ממחרת הפסח יצאו בני ישראל ביד רמה לעיני כל ,ממחרת הפסח יצאו בני ישראל ביד רמה אימתי אכלו ,7,7,245.0,94.0,0.13333333333333333,0.36363636363636365,4050000075
75,95,ref-y.2.1.7.2.1.70-ref-y.2.1.7.2.1.76,ref-mek.1.8.3.89-ref-mek.1.8.3.95,992163,992201,148577,148583,ref-y.2.1.7.2.1.70,ref-y.2.1.7.2.1.76,28124,28160,4483,4489,ref-mek.1.8.3.89,ref-mek.1.8.3.95,ימים תאכל מצות וביום השביעי עצרת לה' ,ימים תאכל מצוה וביום השביעי חג לה' ,6,6,310.0,95.0,0.13513513513513514,0.25,4050000076
76,96,ref-y.1.9.1.1.4.62-ref-y.1.9.1.1.4.74,ref-mek.1.9.1.27-ref-mek.1.9.1.33,758268,758335,114306,114317,ref-y.1.9.1.1.4.62,ref-y.1.9.1.1.4.74,29053,29095,4609,4615,ref-mek.1.9.1.27,ref-mek.1.9.1.33,אלא חמשת המינין בלבד ודבוות' אין לך מגרר עם כולן אלא חטים ושעורים ,אלו חמשת המינין ואלו הם החטים והשעורים ,11,6,239.0,96.0,0.5,0.5833333333333333,4050000077
77,97,ref-y.1.9.1.1.1.34-ref-y.1.9.1.1.1.40,ref-mek.1.9.1.32-ref-mek.1.9.1.37,757159,757205,114180,114186,ref-y.1.9.1.1.1.34,ref-y.1.9.1.1.1.40,29079,29126,4614,4619,ref-mek.1.9.1.32,ref-mek.1.9.1.37,חיטין ושעורין בלבד כוסמין שיבולת שועל ושיפון ,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,6,5,237.0,96.0,0.28888888888888886,0.375,4050000078
78,98,ref-y.1.9.1.1.10.92-ref-y.1.9.1.1.10.98,ref-mek.1.9.1.32-ref-mek.1.9.1.37,760043,760091,114555,114561,ref-y.1.9.1.1.10.92,ref-y.1.9.1.1.10.98,29079,29126,4614,4619,ref-mek.1.9.1.32,ref-mek.1.9.1.37,החטים מן הכתוב וכוסמין ושיבולת שועל והשיפון ,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,6,5,240.0,96.0,0.2727272727272727,0.375,4050000079
79,99,ref-y.2.1.7.2.12.27-ref-y.2.1.7.2.12.34,ref-mek.1.9.1.175-ref-mek.1.9.1.183,996596,996639,149234,149241,ref-y.2.1.7.2.12.27,ref-y.2.1.7.2.12.34,29874,29916,4708,4716,ref-mek.1.9.1.175,ref-mek.1.9.1.183,בכלל היית' ויצאת מן הכלל לחילוק על הכלל ,בכלל היה ויצא מוצא מן הכלל ללמד על הכלל ,7,8,317.0,99.0,0.3,0.625,4050000080
80,100,ref-y.4.4.7.5.2.17-ref-y.4.4.7.5.2.24,ref-mek.1.9.1.175-ref-mek.1.9.1.183,3228289,3228328,485878,485885,ref-y.4.4.7.5.2.17,ref-y.4.4.7.5.2.24,29874,29916,4708,4716,ref-mek.1.9.1.175,ref-mek.1.9.1.183,בכלל היו ויצאו מן הכלל לחלוק על הכלל ,בכלל היה ויצא מוצא מן הכלל ללמד על הכלל ,7,8,1299.0,99.0,0.2,0.33333333333333337,4050000081
81,101,ref-y.2.3.2.1.14.7-ref-y.2.3.2.1.14.30,ref-mek.1.9.1.333-ref-mek.1.9.1.380,1248720,1248851,185435,185457,ref-y.2.3.2.1.14.7,ref-y.2.3.2.1.14.30,30641,30893,4811,4853,ref-mek.1.9.1.333,ref-mek.1.9.1.380,חמץ אסור באכילה ונותר אסור באכילה מה זה בשריפה אף זה בשריפה אמרו לו נבילה תוכיח שהיא אסורה באכילה ואינה בשריפה אמר להן,"בכל דבר הרי אתה דן נותר אסור באכילה וחמץ אסור באכילה מה נותר בשריפה אף חמץ בשריפה אם למדת נותר שאינו אלא בשריפה אף חמץ לא יהא אלא בשריפה נבלה תוכיח שהיא אסורה באכילה ואינה בשריפה היא תוכיח על חמץ אע""פ שהוא אסור",23,43,363.0,101.0,0.5190476190476191,0.6086956521739131,4050000082
82,103,ref-y.2.3.2.1.14.86-ref-y.2.3.2.1.14.98,ref-mek.1.9.1.353-ref-mek.1.9.1.368,1249172,1249250,185495,185505,ref-y.2.3.2.1.14.86,ref-y.2.3.2.1.14.98,30742,30832,4829,4842,ref-mek.1.9.1.353,ref-mek.1.9.1.368,יוכיח שהוא אסו' באכילה ובחנייה וחייבין עליו כרת ואינו בשריפה אמר,שאינו אלא בשריפה אף חמץ לא יהא אלא בשריפה נבלה תוכיח שהיא אסורה באכילה,11,14,369.0,101.0,0.7571428571428571,0.8333333333333334,4050000083
83,106,ref-y.2.3.2.1.14.84-ref-y.2.3.2.1.14.98,ref-mek.1.9.1.392-ref-mek.1.9.1.405,1249161,1249250,185493,185505,ref-y.2.3.2.1.14.84,ref-y.2.3.2.1.14.98,30950,31023,4861,4872,ref-mek.1.9.1.392,ref-mek.1.9.1.405,שור הנסקל יוכיח שהוא אסו' באכילה ובחנייה וחייבין עליו כרת ואינו בשריפה אמר להן חמץ ,שאינו אלא בשריפה אף חמץ לא יהא אלא בשריפה והרי שור הנסקל יוכיח שהוא ,12,11,369.0,106.0,0.7469879518072289,0.6666666666666667,4050000084
84,107,ref-y.2.3.2.1.14.47-ref-y.2.3.2.1.14.58,ref-mek.1.9.1.392-ref-mek.1.9.1.421,1248948,1249017,185468,185477,ref-y.2.3.2.1.14.47,ref-y.2.3.2.1.14.58,30950,31109,4861,4885,ref-mek.1.9.1.392,ref-mek.1.9.1.421,שור הנסקל יוביח שהוא אסור באכילה ובהנייה ואינו בשריפה אמר להן חמץ ,"שאינו אלא בשריפה אף חמץ לא יהא אלא בשריפה והרי שור הנסקל יוכיח שהוא אסור בהנאה ואינו בשריפה הוא יוכיח על חמץ אע""פ שהוא אסור בהנאה לא יהא בשרפה אמרת ",9,24,368.0,106.0,0.6824324324324325,0.631578947368421,4050000085
85,108,ref-y.2.3.2.1.14.15-ref-y.2.3.2.1.14.30,ref-mek.1.9.1.394-ref-mek.1.9.1.409,1248763,1248851,185443,185457,ref-y.2.3.2.1.14.15,ref-y.2.3.2.1.14.30,30961,31050,4863,4875,ref-mek.1.9.1.394,ref-mek.1.9.1.409,בשריפה אף זה בשריפה אמרו לו נבילה תוכיח שהיא אסורה באכילה ואינה בשריפה אמר להן חמץ ,בשריפה אף חמץ לא יהא אלא בשריפה והרי שור הנסקל יוכיח שהוא אסור בהנאה ואינו בשריפה ,14,12,363.0,106.0,0.5060240963855421,0.625,4050000086
86,109,ref-y.2.3.2.1.14.83-ref-y.2.3.2.1.14.98,ref-mek.1.9.1.435-ref-mek.1.9.1.449,1249157,1249250,185492,185505,ref-y.2.3.2.1.14.83,ref-y.2.3.2.1.14.98,31174,31247,4893,4905,ref-mek.1.9.1.435,ref-mek.1.9.1.449,חלב שור הנסקל יוכיח שהוא אסו' באכילה ובחנייה וחייבין עליו כרת ואינו בשריפה אמר להן חמץ ,שאינו אלא בשריפה אף חמץ לא יהא אלא בשרפה והרי חלב של שור הנסקל יוכיח ,13,12,369.0,109.0,0.7471264367816092,0.7,4050000087
87,110,ref-y.2.3.2.1.14.79-ref-y.2.3.2.1.14.94,ref-mek.1.9.1.475-ref-mek.1.9.1.518,1249140,1249230,185490,185501,ref-y.2.3.2.1.14.79,ref-y.2.3.2.1.14.94,31391,31649,4926,4963,ref-mek.1.9.1.475,ref-mek.1.9.1.518,כרת אמרו לו והרי חלב שור הנסקל יוכיח שהוא אסו' באכילה ובחנייה,"אסור באכילה ובהנאה וחייבין עליו כרת והזמן גרם וחמץ אסור באכילה ואסור בהנאה וחייבין עליו כרת והזמן גרם ואל תאמר נבלה תוכיח שאע""פ שאסורה באכילה אינה אסורה בהנאה ולא שור הנסקל יוכיח שאע""פ שהוא אסור בהנאה אין חייבים",12,38,369.0,110.0,0.7677725118483413,0.76,4050000088
88,112,ref-y.2.3.2.1.14.21-ref-y.2.3.2.1.14.26,ref-mek.1.9.1.495-ref-mek.1.9.1.508,1248793,1248831,185448,185453,ref-y.2.3.2.1.14.21,ref-y.2.3.2.1.14.26,31513,31597,4941,4954,ref-mek.1.9.1.495,ref-mek.1.9.1.508,נבילה תוכיח שהיא אסורה באכילה ואינה ,"נבלה תוכיח שאע""פ שאסורה באכילה אינה אסורה בהנאה ולא שור הנסקל יוכיח שאע""פ שהוא ",5,13,363.0,110.0,0.620253164556962,0.5,4050000089
