baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.1.2.1.178-ref-mek.1.2.1.186,ref-b.2.8.1.4b.11.37-ref-b.2.8.1.4b.11.51,7496,7549,ref-mek.1.2.1.178,ref-mek.1.2.1.186,2254070,2254151,ref-b.2.8.1.4b.11.37,ref-b.2.8.1.4b.11.51,תלמוד לומר חג המצות וחג השבועות וחג הסכות נמצינו ,תלמוד לומר בחג המצות ובחג השבועות ובחג הסוכות מקיש חג השבועות לחג המצות מה חג ,9,15,830,830.0,60,60.0,0.4871794871794871,0.4444444444444444,4,תלמוד לומר חג השבועות,3080000048,9,15
ref-mek.1.2.1.210-ref-mek.1.2.1.216,ref-b.2.8.1.12b.11.20-ref-b.2.8.1.12b.11.27,7691,7729,ref-mek.1.2.1.210,ref-mek.1.2.1.216,2278754,2278793,ref-b.2.8.1.12b.11.20,ref-b.2.8.1.12b.11.27,אמר קרא מקץ שבע שנים במועד שנת השמטה,אמר קרא מקץ שבע שנים במועד שנת השמטה,8,8,858,858.0,62,62.0,0.0,0.0,8,אמר קרא מקץ שבע שנים במועד שנת השמטה,3080000049,8,8
ref-mek.1.2.1.201-ref-mek.1.2.1.213,ref-b.5.5.9.33a.2.1-ref-b.5.5.9.33a.2.8,7631,7711,ref-mek.1.2.1.201,ref-mek.1.2.1.213,8224457,8224503,ref-b.5.5.9.33a.2.1,ref-b.5.5.9.33a.2.8,ולא לשנים ולא לשמטין ויובלות ולא לנטיעה ולא לירקות שנאמר מקץ שבע שנים ,ולא מנו שמיטין ויובלות והכתיב מקץ שבע שנים ,13,8,3205,3205.0,61,61.0,0.4714285714285714,0.4545454545454546,5,ולא ויובלות מקץ שבע שנים,3080000050,13,8
ref-mek.1.2.1.243-ref-mek.1.2.1.265,ref-b.2.1.19.134a.15.24-ref-b.2.1.19.134a.15.41,7872,7982,ref-mek.1.2.1.243,ref-mek.1.2.1.265,835930,836014,ref-b.2.1.19.134a.15.24,ref-b.2.1.19.134a.15.41,בו אדם הראשון אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא אומר ראשון הוא לכם ,שהוא אדום אמרתי לה המתיני לו עד שיבלע בו דמו המתינה לו עד שנבלע בו דמו ומלה אותו ,23,18,361,361.0,67,64.0,0.7142857142857143,0.8125,2,בו בו,3080000051,23,18
ref-mek.1.2.1.229-ref-mek.1.2.1.261,ref-b.2.3.5.53b.21.13-ref-b.2.3.5.53b.21.30,7791,7963,ref-mek.1.2.1.229,ref-mek.1.2.1.261,1108048,1108126,ref-b.2.3.5.53b.21.13,ref-b.2.3.5.53b.21.30,האמור לך לא לשנים ולא לשמטין ויובלות לנטיעה ולירקות החדש הזה לכם לא מנה בו אדם הראשון אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא ,והייתי מהלך בה אמרה לי תינוקת אחת רבי לא שדה היא זו אמרתי לה לא דרך כבושה היא ,33,18,382,382.0,64,64.0,0.7278481012658228,0.8846153846153846,2,לא לא,3080000052,33,18
ref-mek.1.2.1.246-ref-mek.1.2.1.265,ref-b.2.6.3.40a.9.16-ref-b.2.6.3.40a.9.28,7887,7982,ref-mek.1.2.1.246,ref-mek.1.2.1.265,2067357,2067425,ref-b.2.6.3.40a.9.16,ref-b.2.6.3.40a.9.28,אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא אומר ראשון הוא לכם ,אתה אומר לאכלה ולא למלוגמא או אינו אלא ולא לכבוסה כשהוא אומר לכם ,20,13,777,777.0,68,64.0,0.4725274725274725,0.5,7,אתה אומר או_אינו_אלא ולא כשהוא אומר לכם,3080000053,20,13
ref-mek.1.2.1.240-ref-mek.1.2.1.262,ref-b.3.7.1.17b.5.6-ref-b.3.7.1.17b.5.21,7861,7968,ref-mek.1.2.1.240,ref-mek.1.2.1.262,4441094,4441169,ref-b.3.7.1.17b.5.6,ref-b.3.7.1.17b.5.21,אתה אומר לך ולא ליורש או אינו אלא לך ולא לבן כשהוא אומר,לך ולא ליורש אתה אומר לך ולא ליורש או אינו אלא לך ולא לבן כשהוא אומר,13,16,1687,1687.0,65,65.0,0.1911764705882352,0.0,11,אתה אומר לך ולא ליורש או_אינו_אלא לך ולא לבן כשהוא אומר,3080000054,13,16
ref-mek.1.2.1.284-ref-mek.1.2.1.296,ref-b.2.6.2.29a.9.8-ref-b.2.6.2.29a.9.12,8099,8178,ref-mek.1.2.1.284,ref-mek.1.2.1.296,2037743,2037775,ref-b.2.6.2.29a.9.8,ref-b.2.6.2.29a.9.12,לוקה סימן רע לגויים שהם מונים לחמה וכשהלבנה לוקה סימן רע לשונאיהם של ישראל ,לוקין סימן רע לשונאיהם של ישראל ,14,6,772,772.0,70,69.0,0.5733333333333334,0.5833333333333333,5,סימן רע לשונאיהם של ישראל,3080000055,14,6
ref-mek.1.2.1.283-ref-mek.1.2.1.312,ref-b.2.6.2.29a.10.4-ref-b.2.6.2.29a.10.30,8090,8260,ref-mek.1.2.1.283,ref-mek.1.2.1.312,2037905,2038055,ref-b.2.6.2.29a.10.4,ref-b.2.6.2.29a.10.30,וכשהחמה לוקה סימן רע לגויים שהם מונים לחמה וכשהלבנה לוקה סימן רע לשונאיהם של ישראל שהם מונים ללבנה ר' אומר כשהחמה לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,שהחמה לוקה סימן רע לגוים לבנה לוקה סימן רע לשונאיהם של ישראל מפני שישראל מונין ללבנה וגוים לחמה לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,30,27,773,773.0,69,69.0,0.2641509433962264,0.4166666666666666,19,לוקה סימן רע לוקה סימן רע לשונאיהם של ישראל ללבנה לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע,3080000056,30,27
ref-mek.1.2.1.319-ref-mek.1.2.1.327,ref-b.2.6.2.29a.10.22-ref-b.2.6.2.29a.10.30,8298,8346,ref-mek.1.2.1.319,ref-mek.1.2.1.327,2038008,2038055,ref-b.2.6.2.29a.10.22,ref-b.2.6.2.29a.10.30,לוקים במזרח סימן רע ליושבי מזרח במערב סימן רע ,לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,9,9,774,773.0,71,71.0,0.0434782608695652,0.25,8,במזרח סימן רע ליושבי מזרח במערב סימן רע,3080000057,9,9
ref-mek.1.2.1.340-ref-mek.1.2.1.348,ref-b.2.1.24.156a.12.33-ref-b.2.1.24.156a.12.41,8409,8456,ref-mek.1.2.1.340,ref-mek.1.2.1.348,926243,926289,ref-b.2.1.24.156a.12.33,ref-b.2.1.24.156a.12.41,אל דרך הגוים אל תלמודו ומאותות השמים אל תחתו ,אל דרך הגוים אל תלמדו ומאותות השמים אל תחתו ,9,9,374,374.0,72,72.0,0.0222222222222222,0.0,8,אל דרך הגוים אל ומאותות השמים אל תחתו,3080000058,9,9
ref-mek.1.2.1.340-ref-mek.1.2.1.348,ref-b.2.6.2.29a.12.26-ref-b.2.6.2.29a.12.39,8409,8456,ref-mek.1.2.1.340,ref-mek.1.2.1.348,2038414,2038481,ref-b.2.6.2.29a.12.26,ref-b.2.6.2.29a.12.39,אל דרך הגוים אל תלמודו ומאותות השמים אל תחתו ,אלו שנאמר כה אמר ה' אל דרך הגוים אל תלמדו ומאותות השמים אל תחתו ,9,14,775,775.0,73,72.0,0.328125,0.125,8,אל דרך הגוים אל ומאותות השמים אל תחתו,3080000059,9,14
ref-mek.1.2.2.21-ref-mek.1.2.2.29,ref-b.2.8.1.21a.8.23-ref-b.2.8.1.21a.8.28,8565,8609,ref-mek.1.2.2.21,ref-mek.1.2.2.29,2309308,2309336,ref-b.2.8.1.21a.8.23,ref-b.2.8.1.21a.8.28,שמור את חדש האביב וגו' שמור את הפסח לאביב ,שמור את חדש האביב שמור אביב ,9,6,878,878.0,74,74.0,0.3333333333333333,0.3333333333333333,5,שמור את חדש האביב שמור,3080000060,9,6
ref-mek.1.2.2.21-ref-mek.1.2.2.29,ref-b.4.4.1.13b.2.31-ref-b.4.4.1.13b.2.36,8565,8609,ref-mek.1.2.2.21,ref-mek.1.2.2.29,5971551,5971579,ref-b.4.4.1.13b.2.31,ref-b.4.4.1.13b.2.36,שמור את חדש האביב וגו' שמור את הפסח לאביב ,שמור את חדש האביב שמור אביב ,9,6,2194,2194.0,75,74.0,0.3333333333333333,0.3333333333333333,5,שמור את חדש האביב שמור,3080000061,9,6
ref-mek.1.2.2.102-ref-mek.1.2.2.112,ref-b.1.1.9.63a.26.16-ref-b.1.1.9.63a.27.11,8954,9014,ref-mek.1.2.2.102,ref-mek.1.2.2.112,350043,350139,ref-b.1.1.9.63a.26.16,ref-b.1.1.9.63a.27.11,אתה מעבר והדין נותן הואיל וחדש מתעבר ושנה מתעברת מה החדש ,שאתה מעבר שנים וקובע חדשים בחוץ לארץ אמר להם והלא עקיבא בן יוסף היה מעבר שנים וקובע חדשים ,11,18,210,210.0,76,76.0,0.6666666666666666,0.9411764705882352,1,מעבר,3080000062,11,18
ref-mek.1.2.2.111-ref-mek.1.2.2.121,ref-b.2.12.2.17b.7.17-ref-b.2.12.2.17b.7.26,9006,9055,ref-mek.1.2.2.111,ref-mek.1.2.2.121,2821381,2821430,ref-b.2.12.2.17b.7.17,ref-b.2.12.2.17b.7.26,מה החדש אחד ממנויו אף שנה אחת ממנויה אי מה חדש ,מה חדש למנוייו אף עצרת למנוייה מאי לאו גמר מחדש ,11,10,1076,1076.0,77,76.0,0.4791666666666667,0.625,2,מה חדש,3080000063,11,10
ref-mek.1.2.2.197-ref-mek.1.2.2.206,ref-b.2.12.2.17b.7.17-ref-b.2.12.2.17b.7.26,9398,9446,ref-mek.1.2.2.197,ref-mek.1.2.2.206,2821381,2821430,ref-b.2.12.2.17b.7.17,ref-b.2.12.2.17b.7.26,מה החדש אחד ממנויו אף השנה אחד ממנויה מה חדש ,מה חדש למנוייו אף עצרת למנוייה מאי לאו גמר מחדש ,10,10,1077,1076.0,78,78.0,0.5625,0.5714285714285714,2,מה חדש,3080000064,10,10
ref-mek.1.2.2.258-ref-mek.1.2.2.265,ref-b.2.8.1.7a.17.25-ref-b.2.8.1.7a.17.31,9700,9741,ref-mek.1.2.2.258,ref-mek.1.2.2.265,2262517,2262557,ref-b.2.8.1.7a.17.25,ref-b.2.8.1.7a.17.31,ראשון הוא לכם לחדשי השנה שלא יעשה ניסן ,מניסן דכתיב ראשון הוא לכם לחדשי השנה ,8,7,846,846.0,79,79.0,0.6666666666666666,0.5555555555555556,5,ראשון הוא לכם לחדשי השנה,3080000065,8,7
ref-mek.1.2.2.282-ref-mek.1.2.2.288,ref-b.2.8.1.7a.4.9-ref-b.2.8.1.7a.4.17,9828,9856,ref-mek.1.2.2.282,ref-mek.1.2.2.288,2260675,2260716,ref-b.2.8.1.7a.4.9,ref-b.2.8.1.7a.4.17,ראשון הוא לכם דברו אל כל עדת ,ראשון הוא לכם לחדשי השנה דברו אל כל עדת ,7,9,844,844.0,80,80.0,0.275,0.2857142857142857,7,ראשון הוא לכם דברו אל כל עדת,3080000066,7,9
ref-mek.1.4.1.12-ref-mek.1.4.1.30,ref-b.4.4.1.16a.11.4-ref-b.4.4.1.16a.11.25,9923,10019,ref-mek.1.4.1.12,ref-mek.1.4.1.30,5982421,5982519,ref-b.4.4.1.16a.11.4,ref-b.4.4.1.16a.11.25,מדברים היו והלא כבר נאמר ואתה תדבר אל בני ישראל לאמר ומה תלמוד לומר דברו אלא כשהיה משה מדבר ,דבר קשה אתה אומר דבר קשה או אינו אלא דבריו של גדול כשהוא אומר את הדבר הקשה יביאון אל משה הרי דבר ,19,22,2203,2199.0,81,81.0,0.711340206185567,0.6666666666666667,1,משה,3080000067,19,22
ref-mek.1.4.1.109-ref-mek.1.4.1.118,ref-b.2.1.7.70a.3.29-ref-b.2.1.7.70a.3.44,10455,10504,ref-mek.1.4.1.109,ref-mek.1.4.1.118,595549,595632,ref-b.2.1.7.70a.3.29,ref-b.2.1.7.70a.3.44,כל עדת בני ישראל אלה הדברים וגו' ששת ימים תעשה מלאכה דברים הדברים אלה הדברים אלו,כל עדת בני ישראל אלה הדברים וגו' ששת ימים תעשה מלאכה דברים הדברים אלה הדברים אלו,16,16,285,284.0,82,82.0,0.0,0.0,16,כל עדת בני ישראל אלה הדברים וגו' ששת ימים תעשה מלאכה דברים הדברים אלה הדברים אלו,3080000068,16,16
ref-mek.1.4.2.21-ref-mek.1.4.2.33,ref-b.5.3.2.35b.9.7-ref-b.5.3.2.35b.10.12,11304,11374,ref-mek.1.4.2.21,ref-mek.1.4.2.33,7585752,7585872,ref-b.5.3.2.35b.9.7,ref-b.5.3.2.35b.10.12,"שאינו כשר לשחיטה כשר ללקיחה י""ד שהוא כשר לשחיטה אינו דין שיהא כשר ","מכשיר והלא שחיטה מכשרת ה""ק להן וכי דם בלבד מכשיר אף שחיטה נמי מכשרת תש ר""ש אומר דם המת אינו מכשיר מאי לאו הא דם שחיטה ",13,26,3045,3045.0,84,84.0,0.6610169491525424,0.9545454545454546,0,,3080000069,13,26
ref-mek.1.4.2.63-ref-mek.1.4.2.71,ref-b.2.4.9.96a.7.16-ref-b.2.4.9.96a.7.21,11532,11585,ref-mek.1.4.2.63,ref-mek.1.4.2.71,1602848,1602884,ref-b.2.4.9.96a.7.16,ref-b.2.4.9.96a.7.21,בעשור לחדש להוציא פסח דורות שפסח מצרים מקחו מבעשור ,מבעשור ואין פסח דורות מקחו מבעשור ,9,6,552,552.0,86,85.0,0.4117647058823529,0.6,4,פסח דורות מקחו מבעשור,3080000070,9,6
ref-mek.1.4.2.62-ref-mek.1.4.2.81,ref-b.5.1.4.37a.12.5-ref-b.5.1.4.37a.13.10,11528,11633,ref-mek.1.4.2.62,ref-mek.1.4.2.81,6919032,6919128,ref-b.5.1.4.37a.12.5,ref-b.5.1.4.37a.13.10,עשר בעשור לחדש להוציא פסח דורות שפסח מצרים מקחו מבעשור ופסח דורות מקחו כל זמן ויקחו להם וכי כלן היו ,לה כוליה בבכור היינו דכתיב ובשרם יהיה לך אלא לרבי יוסי דמוקי ליה נמי במעשר ופסח מעשר ופסח ,20,18,2796,2796.0,85,85.0,0.82,0.8095238095238095,1,ופסח,3080000071,20,18
ref-mek.1.4.3.9-ref-mek.1.4.3.17,ref-b.2.4.5.60b.10.6-ref-b.2.4.5.60b.10.15,11950,12002,ref-mek.1.4.3.9,ref-mek.1.4.3.17,1471498,1471556,ref-b.2.4.5.60b.10.6,ref-b.2.4.5.60b.10.15,עלויה דתנן נמנין ומושכין את ידיהם ממנו עד שישחט,ומימני עלויה דתנן נמנין ומושכין את ידיהם ממנו עד שישחט,9,10,484,484.0,92,92.0,0.1296296296296296,0.0999999999999999,9,עלויה דתנן נמנין ומושכין את ידיהם ממנו עד שישחט,3080000072,9,10
ref-mek.1.4.3.10-ref-mek.1.4.3.17,ref-b.2.4.8.89a.18.26-ref-b.2.4.8.89a.18.31,11958,12002,ref-mek.1.4.3.10,ref-mek.1.4.3.17,1578588,1578623,ref-b.2.4.8.89a.18.26,ref-b.2.4.8.89a.18.31,נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,נמנין ומושכין ידיהן ממנו עד שישחט ,8,6,533,533.0,95,87.0,0.238095238095238,0.6,4,נמנין ממנו עד שישחט,3080000073,8,6
ref-mek.1.4.3.9-ref-mek.1.4.3.17,ref-b.2.4.8.89a.21.18-ref-b.2.4.8.89a.22.6,11950,12002,ref-mek.1.4.3.9,ref-mek.1.4.3.17,1578776,1578825,ref-b.2.4.8.89a.21.18,ref-b.2.4.8.89a.22.6,שלעולם נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,עליו חבורה אחרת נמנין ומושכין את ידיהן עד שישחט ,9,9,536,536.0,93,87.0,0.5714285714285714,0.7142857142857143,3,נמנין עד שישחט,3080000074,9,9
ref-mek.1.4.3.10-ref-mek.1.4.3.17,ref-b.2.4.8.89a.23.13-ref-b.2.4.8.89a.24.10,11958,12002,ref-mek.1.4.3.10,ref-mek.1.4.3.17,1578923,1579034,ref-b.2.4.8.89a.23.13,ref-b.2.4.8.89a.24.10,לימנות דברי הכל עד שישחט דאמר קרא במכסת נפשת והדר תכסו תניא נמי הכי נמנין ומושכין את ידיהן ממנו עד שישחט,לימנות דברי הכל עד שישחט דאמר קרא במכסת נפשת והדר תכסו תניא נמי הכי נמנין ומושכין את ידיהן ממנו עד שישחט,21,21,539,539.0,96,96.0,0.0,0.0,19,לימנות דברי הכל עד שישחט דאמר קרא במכסת נפשת והדר תכסו תניא_נמי_הכי נמנין ומושכין את ידיהן ממנו עד שישחט,3080000075,21,21
ref-mek.1.4.3.1-ref-mek.1.4.3.12,ref-b.2.4.8.90a.11.4-ref-b.2.4.8.90a.12.8,11908,11972,ref-mek.1.4.3.1,ref-mek.1.4.3.12,1582394,1582463,ref-b.2.4.8.90a.11.4,ref-b.2.4.8.90a.12.8,ואם ימעט הבית מהיות משה בא הכתוב ללמדך שלעולם נמנין על הפסח ,בממנה זונה על פסחו ורבי היא מאי רבי דתניא אם ימעט הבית מהיות משה ,12,14,546,546.0,90,87.0,0.8461538461538461,0.5,4,ימעט הבית מהיות משה,3080000076,12,14
ref-mek.1.4.3.10-ref-mek.1.4.3.17,ref-b.2.5.5.49b.5.7-ref-b.2.5.5.49b.5.12,11958,12002,ref-mek.1.4.3.10,ref-mek.1.4.3.17,1824034,1824069,ref-b.2.5.5.49b.5.7,ref-b.2.5.5.49b.5.12,נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,נמנין ומושכין ידיהן ממנו עד שישחט ,8,6,656,656.0,98,87.0,0.238095238095238,0.6,4,נמנין ממנו עד שישחט,3080000077,8,6
ref-mek.1.4.2.107-ref-mek.1.4.3.3,ref-b.3.1.7.68a.11.11-ref-b.3.1.7.68a.12.15,11756,11923,ref-mek.1.4.2.107,ref-mek.1.4.3.3,3066338,3066424,ref-b.3.1.7.68a.11.11,ref-b.3.1.7.68a.12.15,תיכול ההיא מושבה אל בית אביה כנעוריה מלחם אביה תאכל נפקא מדקאמר רחמנא ושבה אל בית,תיכול ההיא מושבה אל בית אביה כנעוריה מלחם אביה תאכל נפקא מדקאמר רחמנא ושבה אל בית,16,16,1161,1161.0,88,88.0,0.0,0.0,16,תיכול ההיא מושבה אל בית אביה כנעוריה מלחם אביה תאכל נפקא מדקאמר רחמנא ושבה אל בית,3080000078,16,16
ref-mek.1.4.3.10-ref-mek.1.4.3.17,ref-b.3.6.3.25a.10.33-ref-b.3.6.3.25a.10.38,11958,12002,ref-mek.1.4.3.10,ref-mek.1.4.3.17,4149669,4149704,ref-b.3.6.3.25a.10.33,ref-b.3.6.3.25a.10.38,נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,נמנין ומושכין ידיהן ממנו עד שישחט ,8,6,1594,1594.0,99,87.0,0.238095238095238,0.6,4,נמנין ממנו עד שישחט,3080000079,8,6
ref-mek.1.4.2.107-ref-mek.1.4.2.126,ref-b.4.3.8.109b.5.12-ref-b.4.3.8.109b.6.3,11756,11868,ref-mek.1.4.2.107,ref-mek.1.4.2.126,5775382,5775450,ref-b.4.3.8.109b.5.12,ref-b.4.3.8.109b.6.3,לבית אבות אין לבית אבות אלא למשפחות שנאמר למשפחותם לבית אבותם והרי שהיו עשר משפחות לבית אב אחד שומע אני ,משפחת אם אינה קרויה משפחה דכתיב למשפחתם לבית אבתם ומשפחת אם אינה ,20,12,2135,2135.0,87,87.0,0.5769230769230769,0.6666666666666667,1,לבית,3080000080,20,12
ref-mek.1.4.3.1-ref-mek.1.4.3.12,ref-b.5.6.6.30b.19.4-ref-b.5.6.6.30b.19.14,11908,11972,ref-mek.1.4.3.1,ref-mek.1.4.3.12,8326978,8327035,ref-b.5.6.6.30b.19.4,ref-b.5.6.6.30b.19.14,ואם ימעט הבית מהיות משה בא הכתוב ללמדך שלעולם נמנין על הפסח ,בממנה על פסחו ורבי היא דתניא ואם ימעט הבית מהיות משה ,12,11,3256,3256.0,91,87.0,0.8,0.4166666666666666,5,ואם ימעט הבית מהיות משה,3080000081,12,11
ref-mek.1.4.3.108-ref-mek.1.4.3.132,ref-b.2.4.5.61a.8.7-ref-b.2.4.5.61a.9.16,12473,12602,ref-mek.1.4.3.108,ref-mek.1.4.3.132,1472568,1472685,ref-b.2.4.5.61a.8.7,ref-b.2.4.5.61a.9.16,שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר במכסת תכסו הכתוב שנה עליו,שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר במכסת תכסו הכתוב שנה עליו,21,21,489,489.0,102,102.0,0.0,0.0,21,שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר במכסת תכסו הכתוב שנה עליו,3080000082,21,21
ref-mek.1.4.3.108-ref-mek.1.4.3.132,ref-b.2.4.7.78b.7.6-ref-b.2.4.7.78b.7.28,12473,12602,ref-mek.1.4.3.108,ref-mek.1.4.3.132,1534924,1535047,ref-b.2.4.7.78b.7.6,ref-b.2.4.7.78b.7.28,שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר איש לפי אכלו תכסו הכתוב שנה עליו,שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר איש לפי אכלו תכסו הכתוב שנה עליו,23,23,509,509.0,103,103.0,0.0,0.0,19,שאין הפסח נשחט אלא למנויו יכול שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד_לומר_איש_לפי_אכלו תכסו הכתוב שנה עליו,3080000083,23,23
ref-mek.1.4.3.106-ref-mek.1.4.3.115,ref-b.2.4.8.89a.23.20-ref-b.2.4.8.89a.24.16,12460,12518,ref-mek.1.4.3.106,ref-mek.1.4.3.115,1578960,1579065,ref-b.2.4.8.89a.23.20,ref-b.2.4.8.89a.24.16,במכסת נפשות אין מכסת אלא מנין שישחטנו למנוייו ואם שחטו ,במכסת נפשת והדר תכסו תניא נמי הכי נמנין ומושכין את ידיהן ממנו עד שישחט רבי שמעון אומר נמנין עד שישחט ,10,20,542,539.0,100,100.0,0.6336633663366337,0.85,1,במכסת,3080000084,10,20
ref-mek.1.4.3.106-ref-mek.1.4.3.119,ref-b.5.1.2.23a.2.4-ref-b.5.1.2.23a.2.18,12460,12539,ref-mek.1.4.3.106,ref-mek.1.4.3.119,6879184,6879269,ref-b.5.1.2.23a.2.4,ref-b.5.1.2.23a.2.18,במכסת נפשות אין מכסת אלא מנין שישחטנו למנוייו ואם שחטו שלא למנוייו עבר על ,במכסת נפשות מלמד שאין הפסח נשחט אלא למנוייו שחטו שלא למנוייו יכול יהא כעובר על ,14,15,2793,2793.0,101,100.0,0.4430379746835443,0.5294117647058824,8,במכסת נפשות אלא למנוייו שחטו שלא למנוייו על,3080000085,14,15
ref-mek.1.4.3.210-ref-mek.1.4.3.222,ref-b.2.4.5.60b.10.6-ref-b.2.4.5.60b.11.3,13009,13081,ref-mek.1.4.3.210,ref-mek.1.4.3.222,1471498,1471571,ref-b.2.4.5.60b.10.6,ref-b.2.4.5.60b.11.3,שנמנים על הפסח ומושכים את ידיהם ממנו עד שישחט ובלבד שלא יניח הפסח ,ומימני עלויה דתנן נמנין ומושכין את ידיהם ממנו עד שישחט איבעיא להו פסח ,13,13,485,484.0,112,106.0,0.4285714285714285,0.5882352941176471,5,את ידיהם ממנו עד שישחט,3080000086,13,13
