baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.17.6.1-ref-sifre-d.17.6.13,ref-y.4.4.1.1.28.40-ref-y.4.4.1.1.28.50,21313,21380,ref-sifre-d.17.6.1,ref-sifre-d.17.6.13,3137873,3137927,ref-y.4.4.1.1.28.40,ref-y.4.4.1.1.28.50,וכן ביהושפט הוא אומר ויאמר לשופטים ראו מה אתם עשיתם כי לא לאדם ,וכן יהושפט אומר לשופטים ראו מה אתם עושים כי לא לאדם ,13,11,2321,2321.0,58,58.0,0.2063492063492063,0.2222222222222222,9,וכן אומר לשופטים ראו מה אתם כי לא לאדם,6070000047,13,11
ref-sifre-d.21.1.18-ref-sifre-d.21.1.28,ref-y.4.3.3.5.1.67-ref-y.4.3.3.5.1.82,23884,23933,ref-sifre-d.21.1.18,ref-sifre-d.21.1.28,3089859,3089929,ref-y.4.3.3.5.1.67,ref-y.4.3.3.5.1.82,"שאמר לחבירו מכור לי חמורך זה א""ל הן נותן אתה לי ",אמר לו אתה נתתו לי במתנה אתה מכרתו לי אינה חזקה אתה אמרת לי למוכרו לי ,11,4,2287,2284.0,59,59.0,0.6571428571428571,0.875,3,לי אתה לי,6070000048,11,16
ref-sifre-d.23.2.11-ref-sifre-d.23.2.20,ref-y.3.5.9.6.2.151-ref-y.3.5.9.6.2.162,24821,24872,ref-sifre-d.23.2.11,ref-sifre-d.23.2.20,2350784,2350840,ref-y.3.5.9.6.2.151,ref-y.3.5.9.6.2.162,שנאמר עלה נעלה וירשנו אותה כי יכול נוכל לה ואומר ,ויאמר עלה נעלה וירשנו אותה כי ובול נוכל לה עד כאן אמ' ,10,12,1884,1884.0,60,60.0,0.2222222222222222,0.5,7,עלה נעלה וירשנו אותה כי נוכל לה,6070000049,10,12
ref-sifre-d.24.4.8-ref-sifre-d.24.4.23,ref-y.2.9.2.5.1.141-ref-y.2.9.2.5.1.157,25690,25787,ref-sifre-d.24.4.8,ref-sifre-d.24.4.23,1773244,1773339,ref-y.2.9.2.5.1.141,ref-y.2.9.2.5.1.157,וישמעו הכנענים וכל יושבי הארץ ונסבו עלינו והכריתו את שמינו מן הארץ ומה תעשה לשמך הגדול ,וישמעו הבנעני וכל יושבי הארץ ונסבו עלינו והכריתו את שמינו מן הארץ ומה תעשה ל שמך הגדול ,16,17,1079,1079.0,61,61.0,0.0344827586206896,0.125,14,וישמעו וכל יושבי הארץ ונסבו עלינו והכריתו את שמינו מן הארץ ומה תעשה הגדול,6070000050,16,17
ref-sifre-d.25.1.14-ref-sifre-d.25.1.28,ref-y.2.1.1.2.3.100-ref-y.2.1.1.2.3.112,25852,25936,ref-sifre-d.25.1.14,ref-sifre-d.25.1.28,898356,898424,ref-y.2.1.1.2.3.100,ref-y.2.1.1.2.3.112,בן בנו כאלו הוא שומעה מהר סיני ומה טעמא והודעתם לבניך ולבני בניך,בן בנו כאלו הוא שומעה מהר סיני ומה טעמא והודעתם לבניך ולבני בניך,13,13,627,627.0,62,62.0,0.0,0.0,13,בן בנו כאלו הוא שומעה מהר סיני ומה טעמא והודעתם לבניך ולבני בניך,6070000051,13,13
ref-sifre-d.25.1.14-ref-sifre-d.25.1.28,ref-y.3.7.1.7.3.92-ref-y.3.7.1.7.3.103,25852,25936,ref-sifre-d.25.1.14,ref-sifre-d.25.1.28,2870978,2871043,ref-y.3.7.1.7.3.92,ref-y.3.7.1.7.3.103,"מבן בנו כאילו הוא שומעה מהר סיני מ""ט והודעת' לבניך ולבני בניך","מבן בנו כאילו הוא שומעה מהר סיני מ""ט והודעת' לבניך ולבני בניך",12,12,2113,2113.0,64,64.0,0.0,0.0,12,"מבן בנו כאילו הוא שומעה מהר סיני מ""ט והודעת' לבניך ולבני בניך",6070000052,12,12
ref-sifre-d.25.2.3-ref-sifre-d.25.3.2,ref-y.2.4.3.1.2.170-ref-y.2.4.3.1.2.186,25963,26016,ref-sifre-d.25.2.3,ref-sifre-d.25.3.2,1514963,1515049,ref-y.2.4.3.1.2.170,ref-y.2.4.3.1.2.186,רבי יונה קומי רבי ורמיה רבי ישמעאל ורבי עקיבה זאת אומרת בן עזאי חבר ותלמיד היה דרבי,רבי יונה קומי רבי ורמיה רבי ישמעאל ורבי עקיבה זאת אומרת בן עזאי חבר ותלמיד היה דרבי,17,17,872,872.0,66,66.0,0.0,0.0,14,רבי יונה קומי רבי ורמיה רבי_ישמעאל_ורבי_עקיבה זאת אומרת בן עזאי חבר ותלמיד היה דרבי,6070000053,17,17
ref-sifre-d.26.7.25-ref-sifre-d.26.7.47,ref-y.2.9.1.1.13.24-ref-y.2.9.1.1.13.41,28825,28956,ref-sifre-d.26.7.25,ref-sifre-d.26.7.47,1744610,1744711,ref-y.2.9.1.1.13.24,ref-y.2.9.1.1.13.41,בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבודה ויזעקו שועה מנין שנאמר ותעל שועתם נאקה מנין וישמע אלהים את נאקתם ,בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבודה ויזעקו מתוך צרה וישמע אלהים את נאקתם ,23,18,1070,1068.0,68,68.0,0.2520325203252032,0.3478260869565217,16,בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבודה ויזעקו וישמע אלהים את נאקתם,6070000054,23,18
ref-sifre-d.26.7.58-ref-sifre-d.26.7.66,ref-y.1.1.4.1.7.73-ref-y.1.1.4.1.7.80,29000,29039,ref-sifre-d.26.7.58,ref-sifre-d.26.7.66,83530,83567,ref-y.1.1.4.1.7.73,ref-y.1.1.4.1.7.80,אל תשא בעדם רנה פגיעה מנין ואל תפגע בי ,אל תשא בעדם רינה ותפילה ואל תפגע בי ,9,8,84,84.0,69,69.0,0.2564102564102564,0.375,6,אל תשא בעדם ואל תפגע בי,6070000055,9,8
ref-sifre-d.26.9.49-ref-sifre-d.26.9.57,ref-y.2.3.7.4.2.60-ref-y.2.3.7.4.2.67,29730,29772,ref-sifre-d.26.9.49,ref-sifre-d.26.9.57,1329675,1329708,ref-y.2.3.7.4.2.60,ref-y.2.3.7.4.2.67,"וידבר משה לפני ה' שאין ת""ל לאמר ומה ת""ל ","או' מה ת""ל וידבר משה את מועדי ה' ",9,8,755,755.0,70,70.0,0.75,0.6,3,וידבר משה ה',6070000056,9,8
ref-sifre-d.27.1.2-ref-sifre-d.27.1.13,ref-y.2.3.10.4.1.32-ref-y.2.3.10.4.1.40,30274,30331,ref-sifre-d.27.1.2,ref-sifre-d.27.1.13,1380768,1380813,ref-y.2.3.10.4.1.32,ref-y.2.3.10.4.1.40,אלהים אתה החלות אתה התרת לי נדרי בשעה שאמרת לי לך הוצא ,אלהינו אותנו אף אתה אמור לו בחוזק יד הוציאנו ,12,9,774,774.0,71,71.0,0.6545454545454545,0.9375,1,אתה,6070000057,12,9
ref-sifre-d.27.3.236-ref-sifre-d.27.3.242,ref-y.3.5.1.8.10.264-ref-y.3.5.1.8.10.270,32044,32076,ref-sifre-d.27.3.236,ref-sifre-d.27.3.242,2262787,2262819,ref-y.3.5.1.8.10.264,ref-y.3.5.1.8.10.270,כי אם גלה סודו אל עבדיו הנביאים ,כי אם גלה סודו אל עבדיו הנביאים ,7,7,1654,1653.0,72,72.0,0.0,0.0,7,כי אם גלה סודו אל עבדיו הנביאים,6070000058,7,7
ref-sifre-d.28.3.23-ref-sifre-d.28.3.28,ref-y.2.1.9.3.6.30-ref-y.2.1.9.3.6.50,33368,33402,ref-sifre-d.28.3.23,ref-sifre-d.28.3.28,1034538,1034646,ref-y.2.1.9.3.6.30,ref-y.2.1.9.3.6.50,אם יחיו חטאיכם כשנים כשני אבות בשלג ילבינו יותר מיכן כצמר יהיו אמר רבי יודן בר פזי אם יהיו חטאיכם כשנים,אם יחיו חטאיכם כשנים כשני אבות בשלג ילבינו יותר מיכן כצמר יהיו אמר רבי יודן בר פזי אם יהיו חטאיכם כשנים,21,21,660,660.0,74,74.0,0.0,0.0,18,אם יחיו חטאיכם כשנים כשני אבות בשלג ילבינו יותר מיכן כצמר יהיו אמר_רבי_יודן_בר פזי אם יהיו חטאיכם כשנים,6070000059,21,21
ref-sifre-d.28.3.22-ref-sifre-d.28.3.28,ref-y.2.1.9.3.6.61-ref-y.2.1.9.3.6.70,33361,33402,ref-sifre-d.28.3.22,ref-sifre-d.28.3.28,1034711,1034759,ref-y.2.1.9.3.6.61,ref-y.2.1.9.3.6.70,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,אמרי אם יהיו חטאיו של אדם כפי שניו כשלג ולבינו ,2,10,664,663.0,73,73.0,0.3191489361702128,0.75,3,אם יהיו כשלג,6070000060,7,10
ref-sifre-d.28.3.23-ref-sifre-d.28.3.28,ref-y.2.5.6.5.2.26-ref-y.2.5.6.5.2.34,33368,33402,ref-sifre-d.28.3.23,ref-sifre-d.28.3.28,1466318,1466373,ref-y.2.5.6.5.2.26,ref-y.2.5.6.5.2.34,אם יהיו חטאיכם כשנים כשלג ילבינו ,אם יהיו חטאיכם כשנים כשני אבות הראשונים כשלג ילבינו ,1,9,808,807.0,76,73.0,0.3653846153846153,0.375,6,אם יהיו חטאיכם כשנים כשלג ילבינו,6070000061,6,9
ref-sifre-d.29.2.28-ref-sifre-d.29.2.36,ref-y.3.2.7.7.2.141-ref-y.3.2.7.7.2.151,33643,33681,ref-sifre-d.29.2.28,ref-sifre-d.29.2.36,2463070,2463126,ref-y.3.2.7.7.2.141,ref-y.3.2.7.7.2.151,הולך לו אצל רבו שיתיר לו נדרו מה עליך ,שלא תלך אצל הזקן ויתיר לה את נדרה וקידושין חלין עליה ,9,11,1945,1945.0,77,77.0,0.5283018867924528,0.8571428571428572,1,אצל,6070000062,9,11
ref-sifre-d.29.2.28-ref-sifre-d.29.2.36,ref-y.3.7.2.4.2.149-ref-y.3.7.2.4.2.159,33643,33681,ref-sifre-d.29.2.28,ref-sifre-d.29.2.36,2897609,2897664,ref-y.3.7.2.4.2.149,ref-y.3.7.2.4.2.159,הולך לו אצל רבו שיתיר לו נדרו מה עליך ,שלא תלך אצל חזקן ויתיר לה את נדרה וקידושין חלין עליה ,9,11,2186,2186.0,78,77.0,0.5283018867924528,0.8571428571428572,1,אצל,6070000063,9,11
ref-sifre-d.29.3.89-ref-sifre-d.29.3.93,ref-y.1.1.4.4.10.23-ref-y.1.1.4.4.10.27,34125,34151,ref-sifre-d.29.3.89,ref-sifre-d.29.3.93,103282,103308,ref-y.1.1.4.4.10.23,ref-y.1.1.4.4.10.27,ויסב חזקיהו פניו אל הקיר ,ויסב חזקיהו פניו אל הקיר ,5,5,87,87.0,79,79.0,0.0,0.0,5,ויסב חזקיהו פניו אל הקיר,6070000064,5,5
ref-sifre-d.29.3.89-ref-sifre-d.29.3.94,ref-y.4.4.10.2.6.175-ref-y.4.4.10.2.7.7,34125,34159,ref-sifre-d.29.3.89,ref-sifre-d.29.3.94,3286733,3286780,ref-y.4.4.10.2.6.175,ref-y.4.4.10.2.7.7,ויסב חזקיהו פניו אל הקיר ויתפלל ,ויסב דכתיב ויסב חזקיהו פניו אל הקיר ויתפלל ,1,3,2691,2691.0,80,79.0,0.2558139534883721,0.1428571428571429,6,ויסב חזקיהו פניו אל הקיר ויתפלל,6070000065,6,8
ref-sifre-d.29.5.27-ref-sifre-d.29.5.48,ref-y.1.1.4.5.3.13-ref-y.1.1.4.5.3.41,34468,34603,ref-sifre-d.29.5.27,ref-sifre-d.29.5.48,104893,105070,ref-y.1.1.4.5.3.13,ref-y.1.1.4.5.3.41,עלה מכאן אמרו העומדים בחוצה לארץ הופכים פניהם כנגד ארץ ישראל ומתפללים שנא' והתפללו אליך דרך ארצם העומדים בארץ ישראל הופכים פניהם ,למעלן שנאמר והתפללו אלה' העומדים ומתפללין בחוצה לארץ הופבין את פניהן כלפי ארץ ישר' ומה טעם והתפלל אליך דרך אשר נתת לאבותם העומדין ומתפללי' בארץ ישר' הופכין את פניהן ,22,29,89,89.0,81,81.0,0.4666666666666667,0.8181818181818181,7,העומדים בחוצה לארץ ארץ אליך דרך בארץ,6070000066,22,29
ref-sifre-d.29.5.84-ref-sifre-d.29.5.89,ref-y.1.1.4.4.10.249-ref-y.1.1.4.4.10.255,34827,34860,ref-sifre-d.29.5.84,ref-sifre-d.29.5.89,104441,104475,ref-y.1.1.4.4.10.249,ref-y.1.1.4.4.10.255,מכוונים לבם כנגד בית קדשי הקדשים ,יכוין את לבו כנגד בית קדשי הקדשים ,6,7,88,88.0,83,82.0,0.2058823529411764,0.5,4,כנגד בית קדשי הקדשים,6070000067,6,7
ref-sifre-d.29.5.77-ref-sifre-d.29.5.94,ref-y.1.1.4.5.3.80-ref-y.1.1.4.5.3.88,34782,34893,ref-sifre-d.29.5.77,ref-sifre-d.29.5.94,105291,105339,ref-y.1.1.4.5.3.80,ref-y.1.1.4.5.3.88,ויתפללו אל הבית הזה העומדים בבית המקדש מכוונים לבם כנגד בית קדשי הקדשים ומתפללים שנא' ויתפלל את המקום ,בית קדשי הקדשי' ומה טעם והתפללו אל המקום הזה ,18,9,90,90.0,82,82.0,0.7254901960784313,0.6666666666666667,3,בית קדשי המקום,6070000068,18,9
ref-sifre-d.29.5.84-ref-sifre-d.29.5.89,ref-y.1.1.4.5.6.3-ref-y.1.1.4.5.6.9,34827,34860,ref-sifre-d.29.5.84,ref-sifre-d.29.5.89,105998,106031,ref-y.1.1.4.5.6.3,ref-y.1.1.4.5.6.9,מכוונים לבם כנגד בית קדשי הקדשים ,יכוין את לבו כנגד בית קדש הקדשים ,6,7,92,92.0,84,82.0,0.2424242424242424,0.5,3,כנגד בית הקדשים,6070000069,6,7
ref-sifre-d.29.5.84-ref-sifre-d.29.5.89,ref-y.1.1.4.5.7.59-ref-y.1.1.4.5.7.65,34827,34860,ref-sifre-d.29.5.84,ref-sifre-d.29.5.89,106551,106584,ref-y.1.1.4.5.7.59,ref-y.1.1.4.5.7.65,מכוונים לבם כנגד בית קדשי הקדשים ,יכוין את לבו כנגד בית קדשי הקדשי' ,6,7,93,93.0,85,82.0,0.2352941176470588,0.6666666666666667,3,כנגד בית קדשי,6070000070,6,7
ref-sifre-d.29.5.96-ref-sifre-d.29.5.116,ref-y.1.1.4.5.3.98-ref-y.1.1.4.5.3.120,34899,35026,ref-sifre-d.29.5.96,ref-sifre-d.29.5.116,105388,105534,ref-y.1.1.4.5.3.98,ref-y.1.1.4.5.3.120,נמצאו עומדים בצפון פניהם לדרום בדרום פניהם לצפון במזרח פניהם במערב במערב פניהם למזרח נמצאו כל ישראל מתפללים אל מקום אחד ,נמצאו העומדין בצפון פניהן לדרום העומדין לדרום פניהם לצפון העומדים במזרח פניהן למערב למערב פניהן למזרח נמצאו כל ישר' מתפללין אל מקום אחד ,21,23,91,91.0,86,86.0,0.1985294117647058,0.375,12,נמצאו בצפון לדרום פניהם לצפון במזרח למזרח נמצאו כל אל מקום אחד,6070000071,21,23
ref-sifre-d.29.7.9-ref-sifre-d.29.7.13,ref-y.4.4.2.6.7.55-ref-y.4.4.2.6.7.59,35378,35400,ref-sifre-d.29.7.9,ref-sifre-d.29.7.13,3175749,3175771,ref-y.4.4.2.6.7.55,ref-y.4.4.2.6.7.59,ויקרא משה להושע בן נון ,ויקרא משה להושע בן נון ,5,5,2414,2414.0,87,87.0,0.0,0.0,5,ויקרא משה להושע בן נון,6070000072,5,5
ref-sifre-d.29.9.39-ref-sifre-d.29.9.48,ref-y.1.11.2.2.2.23-ref-y.1.11.2.2.2.27,35757,35804,ref-sifre-d.29.9.39,ref-sifre-d.29.9.48,869921,869944,ref-y.1.11.2.2.2.23,ref-y.1.11.2.2.2.27,לפני ארון ה' עד הערב ויאמר יהושע אהה ה' אלהים ,ואמרת לפני ה' אלהיך עד ,10,5,582,582.0,88,88.0,0.782608695652174,0.7,3,לפני ה' עד,6070000073,10,5
ref-sifre-d.29.9.73-ref-sifre-d.29.9.86,ref-y.3.5.3.7.2.26-ref-y.3.5.3.7.2.55,35906,35982,ref-sifre-d.29.9.73,ref-sifre-d.29.9.86,2289987,2290148,ref-y.3.5.3.7.2.26,ref-y.3.5.3.7.2.55,עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיה שעבר עבירה ואינו מתחלל לא אם אמרת באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת,עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיה שעבר עבירה ואינו מתחלל לא אם אמרת באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת,30,30,1690,1690.0,89,89.0,0.0,0.0,28,עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיה שעבר עבירה ואינו מתחלל לא_אם_אמרת באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת,6070000074,30,30
ref-sifre-d.29.9.73-ref-sifre-d.29.9.86,ref-y.4.5.1.1.3.21-ref-y.4.5.1.1.3.50,35906,35982,ref-sifre-d.29.9.73,ref-sifre-d.29.9.86,3317003,3317165,ref-y.4.5.1.1.3.21,ref-y.4.5.1.1.3.50,עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיח שעבר עביר' ואינו מתחלל לא אם אמרת' באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת,עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיח שעבר עביר' ואינו מתחלל לא אם אמרת' באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת,30,30,2713,2713.0,91,91.0,0.0,0.0,28,עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיח שעבר עביר' ואינו מתחלל לא_אם_אמרת' באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת,6070000075,30,30
ref-sifre-d.31.1.1-ref-sifre-d.31.1.5,ref-y.1.1.1.5.2.30-ref-y.1.1.1.5.2.34,36398,36420,ref-sifre-d.31.1.1,ref-sifre-d.31.1.5,21351,21370,ref-y.1.1.1.5.2.30,ref-y.1.1.1.5.2.34,שמע ישראל ה' אלהינו ה' ,ה' אלהיך שמע יש' ה' ,5,5,46,46.0,93,93.0,0.6521739130434783,0.6666666666666667,2,ה' ה',6070000076,5,5
ref-sifre-d.31.1.1-ref-sifre-d.31.1.12,ref-y.1.1.3.3.2.4-ref-y.1.1.3.3.2.14,36398,36449,ref-sifre-d.31.1.1,ref-sifre-d.31.1.12,70007,70054,ref-y.1.1.3.3.2.4,ref-y.1.1.3.3.2.14,שמע ישראל ה' אלהינו ה' אחד למה נאמר לפי שנא' דבר אל ,שמע ישראל ה' אלהינו ה' אחד את שאין לו אדון אלא ,7,6,71,68.0,95,93.0,0.3461538461538461,0.4545454545454546,6,שמע ישראל ה' אלהינו ה' אחד,6070000077,12,11
ref-sifre-d.31.1.1-ref-sifre-d.31.1.6,ref-y.2.3.4.9.2.15-ref-y.2.3.4.9.2.21,36398,36424,ref-sifre-d.31.1.1,ref-sifre-d.31.1.6,1286565,1286591,ref-y.2.3.4.9.2.15,ref-y.2.3.4.9.2.21,שמע ישראל ה' אלהינו ה' אחד ,שמע ישראל ה' אלה נו ה' אחד ,1,7,703,703.0,94,93.0,0.037037037037037,0.3333333333333333,5,שמע ישראל ה' ה' אחד,6070000078,6,7
ref-sifre-d.31.1.44-ref-sifre-d.31.1.52,ref-y.3.3.7.3.1.55-ref-y.3.3.7.3.1.64,36598,36647,ref-sifre-d.31.1.44,ref-sifre-d.31.1.52,2577118,2577177,ref-y.3.3.7.3.1.55,ref-y.3.3.7.3.1.64,תצא ממני פסולת כדרך שיצא מאבותי אברהם יצא ממנו ,היוצא ממנו להתכסות כדרכו מותר ביוצא ממנו נדר ביוצא ממנו ,9,10,1980,1980.0,96,96.0,0.5,0.7272727272727273,1,ממנו,6070000079,9,10
ref-sifre-d.31.4.8-ref-sifre-d.31.4.25,ref-y.2.9.4.5.3.14-ref-y.2.9.4.5.3.29,37833,37949,ref-sifre-d.31.4.8,ref-sifre-d.31.4.25,1814790,1814890,ref-y.2.9.4.5.3.14,ref-y.2.9.4.5.3.29,צום הרביעי וצום החמישי וצום השביעי וצום העשירי יהיו לבית יהודה לששון ולשמחה ולמועדים טובים צום הרביעי זה ,צום הרביעי וצום החמישי וצום השביעי וצום העשירי יהיה לבית ישראל לששון ולשמחה צום הרביעי זה ,11,9,1091,1091.0,97,97.0,0.1904761904761904,0.3076923076923077,14,צום הרביעי וצום החמישי וצום השביעי וצום העשירי לבית לששון ולשמחה צום הרביעי זה,6070000080,18,16
ref-sifre-d.31.4.8-ref-sifre-d.31.4.27,ref-y.2.9.4.5.5.14-ref-y.2.9.4.5.5.28,37833,37960,ref-sifre-d.31.4.8,ref-sifre-d.31.4.27,1816250,1816339,ref-y.2.9.4.5.5.14,ref-y.2.9.4.5.5.28,"צום הרביעי וצום החמישי וצום השביעי וצום העשירי יהיו לבית יהודה לששון ולשמחה ולמועדים טובים צום הרביעי זה י""ז בתמוז ",צום הרביעי וצום החמישי וצום השביעי וצום העשירי וגו' צום הרביעי זה שבעה עשר בתמוז ,13,8,1095,1095.0,98,97.0,0.408695652173913,0.5333333333333333,12,צום הרביעי וצום החמישי וצום השביעי וצום העשירי צום הרביעי זה בתמוז,6070000081,20,15
ref-sifre-d.31.4.38-ref-sifre-d.31.4.63,ref-y.2.9.4.5.3.47-ref-y.2.9.4.5.3.64,38015,38153,ref-sifre-d.31.4.38,ref-sifre-d.31.4.63,1815000,1815097,ref-y.2.9.4.5.3.47,ref-y.2.9.4.5.3.64,צום החמישי זה תשעה באב שבו חרב בית המקדש בראשונה ובשנייה ולמה נקרא שמו חמישי שהוא חודש חמישי צום השביעי זה ג' בתשרי שבו נהרג גדליה ,צום החמישי זה תשעה באב שבו חרב הכית בראשונה ובשנייה צום השביעי זה שלשה בתשרי שנהרג בו גדליה ,26,18,1092,1092.0,99,99.0,0.4122137404580153,0.5,14,צום החמישי זה תשעה באב שבו חרב בראשונה ובשנייה צום השביעי זה בתשרי גדליה,6070000082,26,18
ref-sifre-d.31.4.38-ref-sifre-d.31.4.64,ref-y.2.9.4.5.5.42-ref-y.2.9.4.5.5.61,38015,38162,ref-sifre-d.31.4.38,ref-sifre-d.31.4.64,1816430,1816540,ref-y.2.9.4.5.5.42,ref-y.2.9.4.5.5.61,צום החמישי זה תשעה באב שבו חרב בית המקדש בראשונה ובשנייה ולמה נקרא שמו חמישי שהוא חודש חמישי צום השביעי זה ג' בתשרי שבו נהרג גדליה בן אחיקם ,צום החמישי זה תשעה באב שבו חרב חבית בראשונה ובשנייה צום השביעי זה שלש' בתשרי יום שנהרג בו גדליה בן אחיקם ,28,21,1096,1096.0,100,99.0,0.3785714285714285,0.4814814814814815,16,צום החמישי זה תשעה באב שבו חרב בראשונה ובשנייה צום השביעי זה בתשרי גדליה בן אחיקם,6070000083,28,21
