baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-t,dam-lev,jac,id
ref-t.1.1.2.9.5-ref-t.1.1.2.9.11,ref-y.1.1.1.4.3.105-ref-y.1.1.1.4.3.113,6169,6221,ref-t.1.1.2.9.5,ref-t.1.1.2.9.11,20767,20819,ref-y.1.1.1.4.3.105,ref-y.1.1.1.4.3.113,ומברכין לפניה ולאחריה ואוכלין פיתן ומברכין לפניה ,מברך שתים לפניה ואחת לאחריה ובערב מברך שתים לפניה ,7,9,41,41.0,61,60.0,0.52,0.9,2070000040
ref-t.1.1.2.9.5-ref-t.1.1.2.9.11,ref-y.1.1.3.3.10.65-ref-y.1.1.3.3.10.76,6169,6221,ref-t.1.1.2.9.5,ref-t.1.1.2.9.11,71757,71826,ref-y.1.1.3.3.10.65,ref-y.1.1.3.3.10.76,ומברכין לפניה ולאחריה ואוכלין פיתן ומברכין לפניה ,מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריה ואינו מברך לפניה ,7,12,132,132.0,62,60.0,0.515625,0.9090909090909091,2070000041
ref-t.1.1.2.9.4-ref-t.1.1.2.9.11,ref-y.1.1.3.4.2.30-ref-y.1.1.3.4.2.46,6165,6221,ref-t.1.1.2.9.4,ref-t.1.1.2.9.11,72026,72119,ref-y.1.1.3.4.2.30,ref-y.1.1.3.4.2.46,שמע ומברכין לפניה ולאחריה ואוכלין פיתן ומברכין לפניה ,מברך לא לפניה ולא לאחריה דברי רבי מאיר וחכמים אומ' קורא את שמע ומשמיע לאזניו ומברך לפניה ,8,17,140,138.0,60,60.0,0.6629213483146067,0.8333333333333334,2070000042
ref-t.1.1.2.9.5-ref-t.1.1.2.9.11,ref-y.1.1.5.3.6.28-ref-y.1.1.5.3.6.38,6169,6221,ref-t.1.1.2.9.5,ref-t.1.1.2.9.11,123673,123753,ref-y.1.1.5.3.6.28,ref-y.1.1.5.3.6.38,ומברכין לפניה ולאחריה ואוכלין פיתן ומברכין לפניה ,נתברכו לפניהן ולא נתברבו לאחריהן והאחרוני' נתברכו לאחריהן ולא נתברכו לפניהן ,7,11,214,214.0,63,60.0,0.5526315789473685,1.0,2070000043
ref-t.1.1.2.9.5-ref-t.1.1.2.9.16,ref-y.1.1.9.5.19.83-ref-y.1.1.9.5.19.95,6169,6254,ref-t.1.1.2.9.5,ref-t.1.1.2.9.16,200479,200558,ref-y.1.1.9.5.19.83,ref-y.1.1.9.5.19.95,ומברכין לפניה ולאחריה ואוכלין פיתן ומברכין לפניה ולאחרי' ומתפללין שלשה פעמים של ,ומברך לפניה ולאחריה ואוכל את פתו ומברך לפניה ולאחריה ומתפלל שלשה פעמים של ,12,13,414,411.0,65,60.0,0.175,0.33333333333333337,2070000044
ref-t.1.1.2.9.5-ref-t.1.1.2.9.11,ref-y.2.10.4.5.1.32-ref-y.2.10.4.5.1.42,6169,6221,ref-t.1.1.2.9.5,ref-t.1.1.2.9.11,1914460,1914539,ref-y.2.10.4.5.1.32,ref-y.2.10.4.5.1.42,ומברכין לפניה ולאחריה ואוכלין פיתן ומברכין לפניה ,נתברכו לפניהן ולא נתברבו לאחריהן האחרונים נתברכו לאחריהן ולא נתברכו לפניהן ,7,11,5008,5006.0,64,60.0,0.56,1.0,2070000045
ref-t.1.1.2.10.1-ref-t.1.1.2.10.6,ref-y.2.6.2.4.4.193-ref-y.2.6.2.4.4.198,6293,6327,ref-t.1.1.2.10.1,ref-t.1.1.2.10.6,1594181,1594213,ref-y.2.6.2.4.4.193,ref-y.2.6.2.4.4.198,השושבינין וכל בני חופה פטורין מן ,שושבינין וכל בני חופה פטורין מן ,6,6,4333,4331.0,66,66.0,0.030303030303030304,0.0,2070000046
ref-t.1.1.2.10.2-ref-t.1.1.2.10.13,ref-y.4.1.3.5.1.139-ref-y.4.1.3.5.1.152,6304,6372,ref-t.1.1.2.10.2,ref-t.1.1.2.10.13,2974636,2974702,ref-y.4.1.3.5.1.139,ref-y.4.1.3.5.1.152,וכל בני חופה פטורין מן התפילה ומן התפלין כל שבעת הימים וחייבי' ,ונפל אפילו מאה כולן חייבין אית תניי תני כולן פטורין אמ' ר' לא מאן ,12,14,8407,8395.0,67,66.0,0.7727272727272727,0.8888888888888888,2070000047
ref-t.1.1.2.11.18-ref-t.1.1.2.11.37,ref-y.1.1.3.2.4.7-ref-y.1.1.3.2.4.24,6512,6624,ref-t.1.1.2.11.18,ref-t.1.1.2.11.37,69285,69391,ref-y.1.1.3.2.4.7,ref-y.1.1.3.2.4.24,שורה אחת העומדים לשם כבוד חיבין לשם אבל פטורין ירדו להספד הרואין את הפנים פטורין שאין רואין את הפנים חיבין ,שורה אחת העומדין משום כבוד חייבין משו' אבל פטורין ירדו לספד הרואים פנים פטורין ושאינן רואין פנים חייבין ,20,18,128,128.0,68,68.0,0.18691588785046728,0.25,2070000048
ref-t.1.1.2.11.20-ref-t.1.1.2.11.37,ref-y.4.4.2.2.5.7-ref-y.4.4.2.2.5.23,6521,6624,ref-t.1.1.2.11.20,ref-t.1.1.2.11.37,3166952,3167053,ref-y.4.4.2.2.5.7,ref-y.4.4.2.2.5.23,העומדים לשם כבוד חיבין לשם אבל פטורין ירדו להספד הרואין את הפנים פטורין שאין רואין את הפנים חיבין ,עומדין בשורה משום כבוד חייבין משום אבל פטורין ירדו לספד הרואין פנים פטורין ושאין רואין פנים חייבין ,18,17,9108,9108.0,69,68.0,0.24242424242424243,0.15384615384615385,2070000049
ref-t.1.1.2.11.42-ref-t.1.1.2.11.47,ref-y.1.1.1.2.6.71-ref-y.1.1.1.2.6.76,6653,6692,ref-t.1.1.2.11.42,ref-t.1.1.2.11.47,16480,16520,ref-y.1.1.1.2.6.71,ref-y.1.1.1.2.6.76,מפסיקין לקרית שמע ואין מפסיקין לתפלה ,מפסיקין לקרית שמע ואין מפסיקין לתפילה ,6,6,26,24.0,73,70.0,0.02631578947368421,0.0,2070000050
ref-t.1.1.2.11.38-ref-t.1.1.2.11.52,ref-y.1.1.3.2.2.2-ref-y.1.1.3.2.2.17,6625,6725,ref-t.1.1.2.11.38,ref-t.1.1.2.11.52,68733,68840,ref-y.1.1.3.2.2.2,ref-y.1.1.3.2.2.17,"ההספד וכל העסוקין בהספד מפסיקין לק""ש ואם מפסיקין לתפילה מעש' היה והפסיקו רבותינו לקרית שמע ולתפילה","ההספד וכל העסוקין בהספד מפסיקין לק""ש ואם מפסיקין לתפילה מעש' היה והפסיקו רבותינו לקרית שמע ולתפילה",13,16,124,123.0,70,70.0,0.0,0.0,2070000051
ref-t.1.1.2.11.42-ref-t.1.1.2.11.51,ref-y.1.11.3.3.11.15-ref-y.1.11.3.3.11.30,6653,6721,ref-t.1.1.2.11.42,ref-t.1.1.2.11.51,879170,879271,ref-y.1.11.3.3.11.15,ref-y.1.11.3.3.11.30,מפסיקין לקרית שמע ואין מפסיקין לתפילה,תפילין ומזהיות מפסיקין לקרית שמע ואין מפסיקין לתפילה רבי חנניה בן עקביה אומר כשם שמפסיקין לקרית,6,16,2423,2423.0,74,74.0,0.6105263157894737,0.6666666666666667,2070000052
ref-t.1.1.2.11.42-ref-t.1.1.2.11.47,ref-y.2.1.1.2.9.5-ref-y.2.1.1.2.9.10,6653,6692,ref-t.1.1.2.11.42,ref-t.1.1.2.11.47,899938,899980,ref-y.2.1.1.2.9.5,ref-y.2.1.1.2.9.10,מפסיקין לקרית שמע ואין מפסיקין לתפלה ,ומפסיקין לקרית שמע ואין מפסיקין לתפילה ,6,6,2453,2453.0,75,75.0,0.05128205128205128,0.19999999999999996,2070000053
ref-t.1.1.2.11.43-ref-t.1.1.2.11.53,ref-y.2.1.1.2.9.25-ref-y.2.1.1.2.9.41,6661,6733,ref-t.1.1.2.11.43,ref-t.1.1.2.11.53,900044,900129,ref-y.2.1.1.2.9.25,ref-y.2.1.1.2.9.41,לקרית שמע ואין מפסיקין לתפלה מעשה שהפסיקו רבותינו לקרית שמע ולתפלה ,קרית שמע זמנה קבוע תפילה אין זמנה קבוע אמר רבי יוסה קרית שמע אינה צריכה כוונה ותפילה ,11,17,2456,2456.0,79,75.0,0.6235294117647059,0.8,2070000054
ref-t.1.1.2.11.42-ref-t.1.1.2.11.51,ref-y.2.1.1.2.10.130-ref-y.2.1.1.2.10.145,6653,6721,ref-t.1.1.2.11.42,ref-t.1.1.2.11.51,900969,901070,ref-y.2.1.1.2.10.130,ref-y.2.1.1.2.10.145,מפסיקין לקרית שמע ואין מפסיקין לתפילה,תפילין ומזוזות מפסיקין לקרית שמע ואין מפסיקין לתפילה רבי חנניה בן עקיבה אומר כשם שמפסיקין לקרית,6,16,2458,2458.0,76,76.0,0.6105263157894737,0.6666666666666667,2070000055
ref-t.1.1.2.11.39-ref-t.1.1.2.11.52,ref-y.4.4.2.2.3.3-ref-y.4.4.2.2.3.16,6632,6725,ref-t.1.1.2.11.39,ref-t.1.1.2.11.52,3166532,3166621,ref-y.4.4.2.2.3.3,ref-y.4.4.2.2.3.16,וכל העסוקין בהספד מפסיקין לקרית שמע ואין מפסיקין לתפלה מעשה שהפסיקו רבותינו לקרית שמע ,וכל העסוקין בהספד מפסיקין לקרית שמע ולא לתפילה מעשה היה והפסיקי רבותינו לקרית שמע ,14,14,9107,9107.0,72,70.0,0.20930232558139536,0.18181818181818177,2070000056
ref-t.1.1.2.12.1-ref-t.1.1.2.12.8,ref-y.1.1.3.4.3.2-ref-y.1.1.3.4.3.9,6734,6771,ref-t.1.1.2.12.1,ref-t.1.1.2.12.8,72133,72171,ref-y.1.1.3.4.3.2,ref-y.1.1.3.4.3.9,בעל קרי חולה שנתן עליו תשעת קבין מים ,בעל קרי חולה שנפלו עליו תשעת קבין מים ,8,8,144,144.0,80,80.0,0.07894736842105263,0.2857142857142857,2070000057
ref-t.1.1.2.12.19-ref-t.1.1.2.12.28,ref-y.1.1.3.4.3.29-ref-y.1.1.3.4.3.38,6817,6872,ref-t.1.1.2.12.19,ref-t.1.1.2.12.28,72272,72328,ref-y.1.1.3.4.3.29,ref-y.1.1.3.4.3.38,עד שיבא בארבעים סאה ר' יהודה או' ארבעים סאה מכל מקום ,עד שיבא בארבעים סאה רבי יודה אומר ארבעים סאה מכל מקום ,11,11,146,146.0,81,81.0,0.09259259259259259,0.36363636363636365,2070000058
ref-t.1.1.2.12.30-ref-t.1.1.2.12.60,ref-y.1.1.3.4.10.20-ref-y.1.1.3.4.10.56,6873,7079,ref-t.1.1.2.12.30,ref-t.1.1.2.12.60,74183,74388,ref-y.1.1.3.4.10.20,ref-y.1.1.3.4.10.56,הזבין והזבות והנדות והיולדות מותרין לקרות בתורה בנביאים ובכתובים ולשנות במשנה במדרש בהלכות ובאגדות ובעלי קריין אסורין בכולן ר' יוסה או' אבל שונה הוא בהלכות הרגילות ובלבד שלא יציע את המשנה ,זבין וזבות נדות ויולדות קורין בתורה ושונין מדרש והלכות והגדות ובעל קרי אסור בכולן רבי אבא בר אחא בשם רבי שונה הלכות ואינו שונה הגדות תני בשם רבי יוסי שונה הילכות רגיליות ובלבד שלא יציע את המשנה ,31,37,152,151.0,83,82.0,0.5412371134020618,0.5428571428571429,2070000059
ref-t.1.1.2.12.52-ref-t.1.1.2.12.60,ref-y.2.1.1.4.14.21-ref-y.2.1.1.4.14.28,7027,7079,ref-t.1.1.2.12.52,ref-t.1.1.2.12.60,911489,911534,ref-y.2.1.1.4.14.21,ref-y.2.1.1.4.14.28,שונה הוא בהלכות הרגילות ובלבד שלא יציע את המשנה ,שונה הלכות רוגליות ובלבד שלא יציע את משנתו ,9,8,2486,2486.0,84,82.0,0.22916666666666666,0.2222222222222222,2070000060
ref-t.1.1.2.12.30-ref-t.1.1.2.12.34,ref-y.2.3.9.3.4.55-ref-y.2.3.9.3.4.61,6873,6912,ref-t.1.1.2.12.30,ref-t.1.1.2.12.34,1368772,1368812,ref-y.2.3.9.3.4.55,ref-y.2.3.9.3.4.61,הזבין והזבות והנדות והיולדות מותרין ,זבים וזבות נדות ויולדות את שאינו מותר ,5,7,3564,3563.0,82,82.0,0.4473684210526316,0.5714285714285714,2070000061
ref-t.1.1.2.13.1-ref-t.1.1.2.13.27,ref-y.1.1.3.4.2.15-ref-y.1.1.3.4.2.47,7080,7220,ref-t.1.1.2.13.1,ref-t.1.1.2.13.27,71953,72128,ref-y.1.1.3.4.2.15,ref-y.1.1.3.4.2.47,בעל קרי שאי' לו מים לטבול הרי זה קור' את שמע ואינו משמיע לאזנו ואינו מברך לא לפניה ולא לאחריה דברי רבי מאיר וחכמים אומ' קורא את שמע ומשמיע לאזניו ומברך לפניה ולאחריה,בעל קרי שאי' לו מים לטבול הרי זה קור' את שמע ואינו משמיע לאזנו ואינו מברך לא לפניה ולא לאחריה דברי רבי מאיר וחכמים אומ' קורא את שמע ומשמיע לאזניו ומברך לפניה ולאחריה,27,20,138,138.0,85,85.0,0.0,0.0,2070000062
ref-t.1.1.2.14.36-ref-t.1.1.2.14.48,ref-y.6.7.3.3.1.63-ref-y.6.7.3.3.1.73,7567,7637,ref-t.1.1.2.14.36,ref-t.1.1.2.14.48,3582626,3582687,ref-y.6.7.3.3.1.63,ref-y.6.7.3.3.1.73,בשומי ענן לבושו וערפל חתולתו לבושו זה השפיר וערפל חתולתו זו,בשומי ענן לבושו וערפל חתולתו לבושו זה השפיר וערפל חתולתו זו,12,10,10161,10161.0,88,88.0,0.0,0.0,2070000063
ref-t.1.1.2.15.44-ref-t.1.1.2.16.12,ref-y.1.1.3.5.6.2-ref-y.1.1.3.5.6.14,7963,8051,ref-t.1.1.2.15.44,ref-t.1.1.2.16.12,76963,77037,ref-y.1.1.3.5.6.2,ref-y.1.1.3.5.6.14,הקטנים הרי זה מותר קטן שיכול לוכל כזית דגן פורשין מצואתו וממימי רגליו ארבע אמות אין ,קטן שהוא יכול לאכול כזית דגן פורשין מצואתו וממימי רגליו ארבע אמות ואם ,16,13,153,153.0,92,92.0,0.27380952380952384,0.33333333333333337,2070000064
ref-t.1.1.2.16.3-ref-t.1.1.2.16.10,ref-y.1.1.3.5.6.17-ref-y.1.1.3.5.6.27,7994,8047,ref-t.1.1.2.16.3,ref-t.1.1.2.16.10,77048,77112,ref-y.1.1.3.5.6.17,ref-y.1.1.3.5.6.27,לוכל כזית דגן פורשין מצואתו וממימי רגליו ארבע אמות ,לוכל כזית דגן אין פורשין לא מצואתו ולא ממימי רגליו ארבע אמות ,9,12,159,159.0,93,92.0,0.16393442622950818,0.2727272727272727,2070000065
ref-t.1.1.2.15.31-ref-t.1.1.2.15.44,ref-y.3.7.4.11.1.141-ref-y.3.7.4.11.1.166,7890,7970,ref-t.1.1.2.15.31,ref-t.1.1.2.15.44,2951175,2951318,ref-y.3.7.4.11.1.141,ref-y.3.7.4.11.1.166,זה ישן בכסותו וזה ישן בכסותו תני שנים שהילישיני' במיטה אחת זה מתכסה בכסות עצמו וקורא וזה מתכסה בכסות עצמו וקורא אם היו בנו ובתו קטנים,זה ישן בכסותו וזה ישן בכסותו תני שנים שהילישיני' במיטה אחת זה מתכסה בכסות עצמו וקורא וזה מתכסה בכסות עצמו וקורא אם היו בנו ובתו קטנים,14,26,8289,8289.0,90,90.0,0.0,0.0,2070000066
ref-t.1.1.2.16.20-ref-t.1.1.2.16.57,ref-y.1.1.3.5.9.1-ref-y.1.1.3.5.9.33,8089,8270,ref-t.1.1.2.16.20,ref-t.1.1.2.16.57,77903,78058,ref-y.1.1.3.5.9.1,ref-y.1.1.3.5.9.33,שנתן לתוכן עורות גרף של רעי ושל מימי רגלים עמו בבית הרי זה מרחיק ארבע אמות וקורא שלפני המטה אם נתן לתוכן מים כל שהן יקרא ואם לאו לא יקרא ר' או' אם נתן לתוכן רביעית מים יקרא ,תני גרף אחד של ריעי ואחד של מים צריך להרחיק ממנו ד' אמות ושלפני המטה נתן לתוכו מים בל שהוא וקרא ואם לאו לא יקרא ר' זכאי אמ' נתן לתוכו רביעית מים יקרא ,38,33,161,161.0,94,94.0,0.3815028901734104,0.6129032258064516,2070000067
ref-t.1.1.2.16.87-ref-t.1.1.2.16.95,ref-y.1.1.3.5.9.69-ref-y.1.1.3.5.9.77,8416,8459,ref-t.1.1.2.16.87,ref-t.1.1.2.16.95,78233,78277,ref-y.1.1.3.5.9.69,ref-y.1.1.3.5.9.77,לא יקרא עד שיכסנו או עד שיניחנו תחת המטה ,לא יקרא עד שיכסנו או עד שיניחנו תחת המיטה ,9,9,163,163.0,95,95.0,0.023809523809523808,0.0,2070000068
ref-t.1.1.2.18.3-ref-t.1.1.2.18.10,ref-y.1.1.2.3.17.2-ref-y.1.1.2.3.17.17,8597,8642,ref-t.1.1.2.18.3,ref-t.1.1.2.18.10,42464,42546,ref-y.1.1.2.3.17.2,ref-y.1.1.2.3.17.17,אדם ויתפלל והוא צריך לנקביו שנ' הכון לקראת ,אידי בר' שמעון בשם רבי יוחנן לא יעמוד אדם ויתפלל וצריך לנקביו מה טעם הכון לקרא' ,8,16,82,82.0,97,96.0,0.5875,0.6875,2070000069
ref-t.1.1.2.19.1-ref-t.1.1.2.19.18,ref-y.2.10.3.1.2.34-ref-y.2.10.3.1.2.45,8654,8739,ref-t.1.1.2.19.1,ref-t.1.1.2.19.18,1896832,1896888,ref-y.2.10.3.1.2.34,ref-y.2.10.3.1.2.45,לא יטיל מים עד שיהלך ארבע אמות וכן המיטיל מים אל יתפלל,לא יטיל מים עד שיהלך ארבע אמות וכן המיטיל מים אל יתפלל,16,12,4960,4960.0,98,98.0,0.0,0.0,2070000070
ref-t.1.1.2.17.22-ref-t.1.1.2.19.3,ref-y.3.6.3.2.3.165-ref-y.3.6.3.2.3.184,8569,8665,ref-t.1.1.2.17.22,ref-t.1.1.2.19.3,2636735,2636834,ref-y.3.6.3.2.3.165,ref-y.3.6.3.2.3.184,כל אותו מקום ויקרא לא יעמוד אדם ויתפלל והוא צריך לנקביו שנ' הכון לקראת אליך ישראל לא יטיל אדם ,כל אותו המקום ולא מצאו אדם ששמו כשמו אלא משום חומר הוא בעריות והא תנינן הלכו ולא מצאו שם אדם ,19,20,7340,7340.0,96,96.0,0.6382978723404256,0.8181818181818181,2070000071
ref-t.1.1.2.20.1-ref-t.1.1.2.20.66,ref-y.1.1.2.3.9.2-ref-y.1.1.2.3.9.63,8804,9168,ref-t.1.1.2.20.1,ref-t.1.1.2.20.66,39539,39879,ref-y.1.1.2.3.9.2,ref-y.1.1.2.3.9.63,"נכנס למרחץ מקום שבני אדם עומדין לבושין יש שם מקרא ותפילין ואין צ""ל שאילת שלום נותן תפילין ואינו צ""ל שלא יחלוץ מקום שרוב בני אדם רגילין להיות עומדין ערומין אין שם שאילת שלום ואין צ""ל מקרא ותפילה וחולץ תפיליו ואין צ""ל שלא יתן מקצהן ערומין ומקצתן לבושין יש שם שאילת שלום ואין שם לא מקרא ולא תפילה ואינו חולץ תפיליו ואינו נותן","נכנס למרחץ מקום שבני אדם עומדין לבושין יש שם מקרא ותפילין ואין צ""ל שאילת שלום נותן תפילין ואינו צ""ל שלא יחלוץ מקום שרוב בני אדם רגילין להיות עומדין ערומין אין שם שאילת שלום ואין צ""ל מקרא ותפילה וחולץ תפיליו ואין צ""ל שלא יתן מקצהן ערומין ומקצתן לבושין יש שם שאילת שלום ואין שם לא מקרא ולא תפילה ואינו חולץ תפיליו ואינו נותן",64,60,74,74.0,100,100.0,0.0,0.0,2070000072
ref-t.1.1.3.1.49-ref-t.1.1.3.1.60,ref-y.1.1.4.1.15.101-ref-y.1.1.4.1.16.9,9548,9602,ref-t.1.1.3.1.49,ref-t.1.1.3.1.60,86088,86145,ref-y.1.1.4.1.15.101,ref-y.1.1.4.1.16.9,עד פלג המנחה כמה הוא פלג המנחה אחת עשרה שעה חסר רביע ,עד דלא תסקון וכמה הוא פלג המנחה אחת עשרה שעות חסר רביע ,12,12,168,168.0,102,102.0,0.18181818181818182,0.33333333333333337,2070000073
ref-t.1.1.3.4.38-ref-t.1.1.3.4.49,ref-y.1.1.5.5.2.47-ref-y.1.1.5.5.2.60,10221,10280,ref-t.1.1.3.4.38,ref-t.1.1.3.4.49,126664,126740,ref-y.1.1.5.5.2.47,ref-y.1.1.5.5.2.60,שיכוין את לבו אבא שאול או' סימן לתפלה תכין לבם תקשיב אזנך ,כוונתה את לבך בתפילה תהא מבושר שנשמעה תפילתך ומה טעם תבין לבם תקשיב אזניך ,12,14,225,225.0,103,103.0,0.527027027027027,0.736842105263158,2070000074
