baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-mek.1.9.1.511-ref-mek.1.9.1.524,ref-sifre-d.76.7.30-ref-sifre-d.76.8.6,31610,31683,ref-mek.1.9.1.511,ref-mek.1.9.1.524,123363,123551,ref-sifre-d.76.7.30,ref-sifre-d.76.8.6,"יוכיחו שחייבים על זריעתן ואין חייבים על אכילתן ואף אתה אל תתמה על בשר בחלב שאעפ""י שחייבים על בשולו לא יהיו חייבים על אכילתו ת""ל לא תאכלו לרבות בשר בחלב רבי_אליעזר_אומר ומה פסח שאין","יוכיחו שחייבים על זריעתן ואין חייבים על אכילתן ואף אתה אל תתמה על בשר בחלב שאעפ""י שחייבים על בשולו לא יהיו חייבים על אכילתו ת""ל לא תאכלו לרבות בשר בחלב רבי_אליעזר_אומר ומה פסח שאין",12,16,329,329.0,59,59.0,0.0,0.0,180,"יוכיחו שחייבים על זריעתן ואין חייבים על אכילתן ואף אתה אל תתמה על בשר בחלב שאעפ""י שחייבים על בשולו לא יהיו חייבים על אכילתו ת""ל לא תאכלו לרבות בשר בחלב רבי_אליעזר_אומר ומה פסח שאין",3060000046
ref-mek.1.9.1.528-ref-mek.1.9.1.535,ref-sifre-d.36.2.76-ref-sifre-d.36.2.83,31699,31745,ref-mek.1.9.1.528,ref-mek.1.9.1.535,51438,51486,ref-sifre-d.36.2.76,ref-sifre-d.36.2.83,אלמוד דבר מדבר ואדון דבר מדבר אמור דבר שהוא ,אלמוד דבר מדבר ואדון דבר מדבר אלמוד דבר שהוא ,9,9,129,129.0,61,61.0,0.044444444444444446,0.16666666666666663,43,אלמוד דבר מדבר ואדון דבר מדבר אמו דבר שהוא ,3060000047
ref-mek.1.10.1.3-ref-mek.1.10.1.34,ref-sifre-d.63.1.20-ref-sifre-d.63.1.29,33002,33169,ref-mek.1.10.1.3,ref-mek.1.10.1.34,110620,110669,ref-sifre-d.63.1.20,ref-sifre-d.63.1.29,אלה מועדי ה' אשר תקראו אותם מקראי קדש להקריב אשה,אלה מועדי ה' אשר תקראו אותם מקראי קדש להקריב אשה,20,10,292,291.0,62,62.0,0.0,0.0,48,אלה מועדי ה' אשר תקראו אותם מקראי קדש להקריב אשה,3060000048
ref-mek.1.10.1.305-ref-mek.1.10.1.320,ref-sifre-d.260.3.10-ref-sifre-d.260.3.40,34565,34641,ref-mek.1.10.1.305,ref-mek.1.10.1.320,250494,250648,ref-sifre-d.260.3.10,ref-sifre-d.260.3.40,קלה אתה מוזהר עליה בישראל קדש חמור אינו_דין_שיהא מוזהר עליו בישראל או חילוף אם קדש חמור אי אתה מוזהר עליו בכנענים קדשה קלה אינו_דין_שלא תהיה מוזהר עליה,קלה אתה מוזהר עליה בישראל קדש חמור אינו_דין_שיהא מוזהר עליו בישראל או חילוף אם קדש חמור אי אתה מוזהר עליו בכנענים קדשה קלה אינו_דין_שלא תהיה מוזהר עליה,14,25,724,724.0,64,64.0,0.0,0.0,151,קלה אתה מוזהר עליה בישראל קדש חמור אינו_דין_שיהא מוזהר עליו בישראל או חילוף אם קדש חמור אי אתה מוזהר עליו בכנענים קדשה קלה אינו_דין_שלא תהיה מוזהר עליה,3060000049
ref-mek.1.10.1.305-ref-mek.1.10.1.331,ref-sifre-d.260.3.55-ref-sifre-d.260.3.67,34565,34695,ref-mek.1.10.1.305,ref-mek.1.10.1.331,250715,250777,ref-sifre-d.260.3.55,ref-sifre-d.260.3.67,חמורה אינו מוזהר על מלאכת גוי במלאכתך יום טוב הקל דין_הוא_שלא יהא מוזהר על מלאכת גוי במלאכתך תלמוד_לומר_כל_מלאכה_לא_יעשה_בהם אם ,אם קדשה קלה אתה מוזהר עליה בישראל קדש חמור לא תהיה מוזהר עליו ,19,13,726,726.0,66,64.0,0.7578125,0.6875,37,ה א מוזהר עלי ביל דשלא יה מוזהר עליו ,3060000050
ref-mek.1.10.1.305-ref-mek.1.10.1.337,ref-sifre-d.260.3.79-ref-sifre-d.260.3.105,34565,34722,ref-mek.1.10.1.305,ref-mek.1.10.1.337,250835,250968,ref-sifre-d.260.3.79,ref-sifre-d.260.3.105,חמורה אינו מוזהר על מלאכת גוי במלאכתך יום טוב הקל דין_הוא_שלא יהא מוזהר על מלאכת גוי במלאכתך תלמוד_לומר_כל_מלאכה_לא_יעשה_בהם אם יום טוב הנקל אתה מוזהר על ,חמור אתה מוזהר עליו בישראל אבל קדשה קלה אי אתה מוזהר עליה בישראל או קדשה קלה אי אתה מוזהר עליה בכנענית אבל קדש חמור אתה מוזהר עליה ,25,27,727,727.0,67,64.0,0.6233766233766234,0.7222222222222222,73,חמור א מוזהר עלי בי בל דשל יא מוזהר על א ו לא תמוהליה י ב ק אתה מוזהר על ,3060000051
ref-mek.1.11.3.41-ref-mek.1.11.3.46,ref-sifre-d.43.6.20-ref-sifre-d.43.6.26,39075,39108,ref-mek.1.11.3.41,ref-mek.1.11.3.46,76186,76216,ref-sifre-d.43.6.20,ref-sifre-d.43.6.26,ה' אלהיך מעשר דגנך תירושך ויצהרך ,ה' על דגן ועל תירוש ועל יצהר ,6,7,179,179.0,70,68.0,0.5151515151515151,0.9,20,ה' ע דג תירוש ויצהר ,3060000052
ref-mek.1.11.3.29-ref-mek.1.11.3.46,ref-sifre-d.72.5.20-ref-sifre-d.72.5.27,39009,39108,ref-mek.1.11.3.29,ref-mek.1.11.3.46,117405,117451,ref-sifre-d.72.5.20,ref-sifre-d.72.5.27,לא תאכלו בכל מושבותיכם תאכלו מצות למה_נאמר_לפי_שנאמר ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,15,8,319,319.0,68,68.0,0.5773195876288659,0.625,41,לא תוכל אכולשריך מעשר דגנך תירושך ויצהרך ,3060000053
ref-mek.1.11.3.29-ref-mek.1.11.3.46,ref-sifre-d.147.2.18-ref-sifre-d.147.2.25,39009,39108,ref-mek.1.11.3.29,ref-mek.1.11.3.46,176534,176580,ref-sifre-d.147.2.18,ref-sifre-d.147.2.25,לא תאכלו בכל מושבותיכם תאכלו מצות למה_נאמר_לפי_שנאמר ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,15,8,535,535.0,69,68.0,0.5773195876288659,0.625,41,לא תוכל אכולשריך מעשר דגנך תירושך ויצהרך ,3060000054
ref-mek.1.11.3.93-ref-mek.1.11.3.103,ref-sifre-d.215.1.18-ref-sifre-d.215.1.30,39364,39423,ref-mek.1.11.3.93,ref-mek.1.11.3.103,216991,217057,ref-sifre-d.215.1.18,ref-sifre-d.215.1.30,יצאו אלו שאינן נאכלין בכל מושבותיכם משמע מוציא אני את אלו ,כמשמעו משמע מוציא את אלו ומוציא את היבמה מוציא אני את אלו שאין ,11,13,629,629.0,71,71.0,0.6190476190476191,0.6153846153846154,32,ו שי א ל ווי מ מוציא אני את אלו ,3060000055
ref-mek.1.12.1.74-ref-mek.1.12.1.80,ref-sifre-d.346.1.24-ref-sifre-d.346.1.31,40289,40327,ref-mek.1.12.1.74,ref-mek.1.12.1.80,362572,362615,ref-sifre-d.346.1.24,ref-sifre-d.346.1.31,לזקנים שנאמר לך ואספת את זקני ישראל ,זקנים שנאמר אספה לי שבעים איש מזקני ישראל ,7,8,1026,1026.0,72,72.0,0.35714285714285715,0.8461538461538461,29,זקנים שנאמר אספ א זקני ישראל ,3060000056
ref-mek.1.12.1.146-ref-mek.1.12.1.158,ref-sifre-d.129.1.4-ref-sifre-d.129.1.11,40657,40732,ref-mek.1.12.1.146,ref-mek.1.12.1.158,164673,164714,ref-sifre-d.129.1.4,ref-sifre-d.129.1.11,שהיא נקנית במשיכה ושחטו את הפסח מצוה שישחטנו לשמו אבל שחטו שלא לשמו ,שתהא שחיטתו לשם פסח שאם שחטו שלא לשמו ,13,8,488,488.0,73,73.0,0.5882352941176471,0.7142857142857143,31,שתה שחטו  פסח שא שחטו שלא לשמו ,3060000057
ref-mek.1.12.2.345-ref-mek.1.12.3.3,ref-sifre-d.33.4.36-ref-sifre-d.33.4.40,42757,42779,ref-mek.1.12.2.345,ref-mek.1.12.3.3,45433,45450,ref-sifre-d.33.4.36,ref-sifre-d.33.4.40,ה' וגו' ועבר ה' לנגוף ,ה' כי אם ה' יגפנו ,5,5,84,84.0,74,74.0,0.5454545454545454,0.8571428571428572,11,ה'   ה' גו ,3060000058
ref-mek.1.12.3.126-ref-mek.1.12.3.132,ref-sifre-d.352.7.33-ref-sifre-d.352.7.39,43405,43440,ref-mek.1.12.3.126,ref-mek.1.12.3.132,368952,368987,ref-sifre-d.352.7.33,ref-sifre-d.352.7.39,ויקרא אברהם שם המקום ההוא ה' יראה ,ויקרא אברהם שם המקום ההוא ה' יראה ,7,7,1035,1034.0,75,75.0,0.0,0.0,34,ויקרא אברהם שם המקום ההוא ה' יראה ,3060000059
ref-mek.1.12.3.200-ref-mek.1.12.3.210,ref-sifre-d.172.5.42-ref-sifre-d.172.5.51,43798,43864,ref-mek.1.12.3.200,ref-mek.1.12.3.210,192483,192537,ref-sifre-d.172.5.42,ref-sifre-d.172.5.51,מי גרם עונותינו שנאמר כי עונותיכם היו מבדילים ביניכם ובין אלהיהם ,ומי גרם כי אם עונותיכם היו מבדילים ביניכם לבין אלהיכם ,11,10,561,561.0,77,76.0,0.26153846153846155,0.5,49,מי גרם י א עונותיכם היו מבדילים ביניכם בין אלהים ,3060000060
ref-mek.1.12.3.200-ref-mek.1.12.3.209,ref-sifre-d.173.2.54-ref-sifre-d.173.2.62,43798,43857,ref-mek.1.12.3.200,ref-mek.1.12.3.209,192998,193045,ref-sifre-d.173.2.54,ref-sifre-d.173.2.62,מי גרם עונותינו שנאמר כי עונותיכם היו מבדילים ביניכם ובין ,ומי גרם כי אם עונותיכם היו מבדילים ביניכם לבין ,10,9,564,564.0,76,76.0,0.27586206896551724,0.4,43,מי גרם י א עונותיכם היו מבדילים ביניכם בין ,3060000061
ref-mek.1.12.4.6-ref-mek.1.12.4.14,ref-sifre-d.129.6.3-ref-sifre-d.129.6.11,43926,43972,ref-mek.1.12.4.6,ref-mek.1.12.4.14,165012,165055,ref-sifre-d.129.6.3,ref-sifre-d.129.6.11,פסח דורות שלא יביא אלא מן הכבשים ומן העזים ,והלא אין פסח בא אלא מן הכבשים ומן העזים ,9,9,498,492.0,78,78.0,0.32558139534883723,0.33333333333333337,32,ולא יבא אלא מן הכבשים ומן העזים ,3060000062
ref-mek.1.13.1.63-ref-mek.1.13.1.73,ref-sifre-d.52.4.110-ref-sifre-d.52.4.121,44439,44492,ref-mek.1.13.1.63,ref-mek.1.13.1.73,101555,101612,ref-sifre-d.52.4.110,ref-sifre-d.52.4.121,כאשר דבר והיכן דבר את אימתי אשלח לפניך והמותי את כל ,כאשר דבר לכם והיכן דבר את אימתי אשלח לפניך והמותי את כל ,11,12,265,265.0,80,79.0,0.07142857142857142,0.11111111111111116,52,כאשר דבר והיכן דבר את אימתי אשלח לפניך והמותי את כל ,3060000063
ref-mek.1.13.1.62-ref-mek.1.13.1.91,ref-sifre-d.75.1.1-ref-sifre-d.75.2.5,44436,44579,ref-mek.1.13.1.62,ref-mek.1.13.1.91,120168,120262,ref-sifre-d.75.1.1,ref-sifre-d.75.2.5,כי ירחיב ה' אלהיך את גבולך עשה_מצוה_האמורה_בענין_שבשכרה ירחיב ה' את גבולך כאשר דבר לך ומה דבר,כי ירחיב ה' אלהיך את גבולך עשה_מצוה_האמורה_בענין_שבשכרה ירחיב ה' את גבולך כאשר דבר לך ומה דבר,24,16,323,323.0,79,79.0,0.0,0.0,93,כי ירחיב ה' אלהיך את גבולך עשה_מצוה_האמורה_בענין_שבשכרה ירחיב ה' את גבולך כאשר דבר לך ומה דבר,3060000064
ref-mek.1.13.1.81-ref-mek.1.13.1.87,ref-sifre-d.184.1.13-ref-sifre-d.184.2.1,44528,44561,ref-mek.1.13.1.81,ref-mek.1.13.1.87,197228,197250,ref-sifre-d.184.1.13,ref-sifre-d.184.2.1,ירחיב ה' אלהיך את גבולך וגו' כאשר ,ירחיב ה' את גבולך כאשר ,7,5,572,572.0,82,79.0,0.3235294117647059,0.2857142857142857,23,ירחיב ה' את גבולך כאשר ,3060000065
ref-mek.1.13.2.65-ref-mek.1.13.2.69,ref-sifre-d.301.9.3-ref-sifre-d.301.9.7,46413,46442,ref-mek.1.13.2.65,ref-mek.1.13.2.69,285122,285151,ref-sifre-d.301.9.3,ref-sifre-d.301.9.7,שנאמר רבבה כצמח בשדה נתתיך ,שנאמר רבבה כצמח השדה נתתיך ,5,5,839,837.0,83,83.0,0.037037037037037035,0.33333333333333337,26,שנאמר רבבה כצמח שדה נתתיך ,3060000066
ref-mek.1.14.1.112-ref-mek.1.14.1.120,ref-sifre-d.124.1.1-ref-sifre-d.124.1.21,47669,47717,ref-mek.1.14.1.112,ref-mek.1.14.1.120,160307,160407,ref-sifre-d.124.1.1,ref-sifre-d.124.1.21,כל הבכור וגו' מגיד הכתוב שהבכור נאכל כל שנתו אין_לי_אלא בכור תם בעל מום מנין_תלמוד_לומר כל הבכור,כל הבכור וגו' מגיד הכתוב שהבכור נאכל כל שנתו אין_לי_אלא בכור תם בעל מום מנין_תלמוד_לומר כל הבכור,7,15,474,474.0,84,84.0,0.0,0.0,96,כל הבכור וגו' מגיד הכתוב שהבכור נאכל כל שנתו אין_לי_אלא בכור תם בעל מום מנין_תלמוד_לומר כל הבכור,3060000067
ref-mek.1.14.2.290-ref-mek.1.14.2.295,ref-sifre-d.41.27.33-ref-sifre-d.41.27.38,50109,50148,ref-mek.1.14.2.290,ref-mek.1.14.2.295,72273,72312,ref-sifre-d.41.27.33,ref-sifre-d.41.27.38,וכמקרבים לגובא לדניאל בקל עציב זעיק ,ובמקרביה לגובא לדניאל בקל עציב זעיק ,6,6,170,170.0,86,86.0,0.05555555555555555,0.2857142857142857,34,ומקרבי לגובא לדניאל בקל עציב זעיק ,3060000068
ref-mek.1.14.6.113-ref-mek.1.14.6.117,ref-sifre-d.301.9.8-ref-sifre-d.301.9.12,52119,52152,ref-mek.1.14.6.113,ref-mek.1.14.6.117,285152,285184,ref-sifre-d.301.9.8,ref-sifre-d.301.9.12,ותרבי ותגדלי ותבואי בעדי עדיים ,ותרבי ותגדלי ותבאי בעדי עדיים ,5,5,840,840.0,87,87.0,0.03225806451612903,0.0,30,ותרבי ותגדלי ותבאי בעדי עדיים ,3060000069
ref-mek.1.14.6.122-ref-mek.1.14.6.150,ref-sifre-d.120.1.34-ref-sifre-d.120.2.13,52173,52319,ref-mek.1.14.6.122,ref-mek.1.14.6.150,158241,158371,ref-sifre-d.120.1.34,ref-sifre-d.120.2.13,כנפי יונה נחפה בכסף זו ביזת מצרים ואברותיה בירקרק חרוץ זו ביזת הים תורי זהב נעשה לך זו ביזת הים עם נקודות הכסף זו ביזת מצרים,כנפי יונה נחפה בכסף זו ביזת מצרים ואברותיה בירקרק חרוץ זו ביזת הים תורי זהב נעשה לך זו ביזת הים עם נקודות הכסף זו ביזת מצרים,27,24,450,450.0,88,88.0,0.0,0.0,124,כנפי יונה נחפה בכסף זו ביזת מצרים ואברותיה בירקרק חרוץ זו ביזת הים תורי זהב נעשה לך זו ביזת הים עם נקודות הכסף זו ביזת מצרים,3060000070
ref-mek.1.15.1.65-ref-mek.1.15.1.69,ref-sifre-d.314.3.6-ref-sifre-d.314.3.10,52652,52676,ref-mek.1.15.1.65,ref-mek.1.15.1.69,322423,322447,ref-sifre-d.314.3.6,ref-sifre-d.314.3.10,ואשא אתכם על כנפי נשרים ,ואשא אתכם על כנפי נשרים ,5,5,934,932.0,90,90.0,0.0,0.0,24,ואשא אתכם על כנפי נשרים ,3060000071
ref-mek.1.15.1.177-ref-mek.1.15.1.184,ref-sifre-d.321.16.90-ref-sifre-d.321.16.101,53246,53283,ref-mek.1.15.1.177,ref-mek.1.15.1.184,334291,334348,ref-sifre-d.321.16.90,ref-sifre-d.321.16.101,מלחמה וגו' על כן יאמר בספר מלחמות ה' ,במלחמתה של תורה וכן_הוא_אומר על כן יאמר בספר מלחמות ה' ,8,10,953,953.0,91,91.0,0.36363636363636365,0.5,35,מלחמה וו על כן יאמר בספר מלחמות ה' ,3060000072
ref-mek.1.15.4.146-ref-mek.1.15.4.158,ref-sifre-d.148.9.3-ref-sifre-d.148.10.14,54998,55064,ref-mek.1.15.4.146,ref-mek.1.15.4.158,178470,178587,ref-sifre-d.148.9.3,ref-sifre-d.148.10.14,אשר חלק ה' אלהיך אותם להאיר לכל העמים אשר לא צויתי לאומות לעבדם ,אשר לא צויתי כשהוא אומר לעובדם להביא את המשתף רבי יוסי_הגלילי_אומר מכלל שנאמר אשר חלק ה'_א_להיך אותם לכל העמים ,13,19,536,536.0,92,92.0,0.6756756756756757,0.6363636363636364,41,אשר ל ה אלהי את הר לכל מ אשר ל י אות לעם ,3060000073
ref-mek.1.16.2.43-ref-mek.1.16.2.55,ref-sifre-d.244.4.44-ref-sifre-d.244.4.59,57619,57676,ref-mek.1.16.2.43,ref-mek.1.16.2.55,243497,243571,ref-sifre-d.244.4.44,ref-sifre-d.244.4.59,ונאמר להלן אז מה להלן מילת זכרים אף כאן מילת זכרים אי מה ,ונאמר להלן אשר_לא_אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן ,13,14,701,686.0,93,93.0,0.547945205479452,0.5454545454545454,37,ונאמר להלן א מה ן מים אף ן מיל ים א  ,3060000074
ref-mek.1.16.3.52-ref-mek.1.16.3.67,ref-sifre-d.106.3.58-ref-sifre-d.106.3.66,58610,58698,ref-mek.1.16.3.52,ref-mek.1.16.3.67,144798,144847,ref-sifre-d.106.3.58,ref-sifre-d.106.3.66,שמיעט בו הכתוב זמן אכילתו לאוכליו לכך פסל בו את הערל תאמר בתרומה שריבה זמן אכילתה ,מיעט זמן אכילתו תאמר במעשר שני שריבה זמן אכילתו ,16,9,401,401.0,94,94.0,0.524390243902439,0.75,40,מיעט זמן אכילתו תאמר במ שריבה זמן אכילת ,3060000075
ref-mek.1.16.6.83-ref-mek.1.16.6.95,ref-sifre-d.244.4.44-ref-sifre-d.244.4.59,61095,61152,ref-mek.1.16.6.83,ref-mek.1.16.6.95,243497,243571,ref-sifre-d.244.4.44,ref-sifre-d.244.4.59,ונאמר להלן אז מה להלן מילת עבדים אף כאן מילת עבדים אי מה ,ונאמר להלן אשר_לא_אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן ,13,14,702,686.0,95,95.0,0.547945205479452,0.5454545454545454,37,ונאמר להלן א מה ן מים אף ן מיל ים א  ,3060000076
ref-mek.1.17.2.9-ref-mek.1.17.2.19,ref-sifre-d.130.7.1-ref-sifre-d.130.7.7,65487,65553,ref-mek.1.17.2.9,ref-mek.1.17.2.19,165980,166014,ref-sifre-d.130.7.1,ref-sifre-d.130.7.7,שמזכירים יציאת מצרים בימים בלילות מנין שנאמר למען תזכור את יום ,למען תזכור את יום צאתך מארץ מצרים ,11,7,501,501.0,96,96.0,0.7301587301587301,0.6153846153846154,22,מזכר את ים ת מאר מרים ,3060000077
ref-mek.1.17.2.9-ref-mek.1.17.2.53,ref-sifre-d.130.7.20-ref-sifre-d.130.7.59,65487,65735,ref-mek.1.17.2.9,ref-mek.1.17.2.53,166069,166283,ref-sifre-d.130.7.20,ref-sifre-d.130.7.59,ולא זכיתי שתאמר יציאת מצרים בלילות עד שדרשה בן זומא שנאמר למען תזכור את יום צאתך מארץ מצרים כל ימי חייך ימי חייך הימים כל ימי חייך הלילות וחכמים אומרים ימי חייך העולם הזה כל ימי חייך להביא לימות המשיח,ולא זכיתי שתאמר יציאת מצרים בלילות עד שדרשה בן זומא שנאמר למען תזכור את יום צאתך מארץ מצרים כל ימי חייך ימי חייך הימים כל ימי חייך הלילות וחכמים אומרים ימי חייך העולם הזה כל ימי חייך להביא לימות המשיח,45,40,502,502.0,97,97.0,0.0,0.0,200,ולא זכיתי שתאמר יציאת מצרים בלילות עד שדרשה בן זומא שנאמר למען תזכור את יום צאתך מארץ מצרים כל ימי חייך ימי חייך הימים כל ימי חייך הלילות וחכמים אומרים ימי חייך העולם הזה כל ימי חייך להביא לימות המשיח,3060000078
ref-mek.1.17.2.12-ref-mek.1.17.2.35,ref-sifre-d.161.2.2-ref-sifre-d.161.3.1,65509,65638,ref-mek.1.17.2.12,ref-mek.1.17.2.35,185233,185288,ref-sifre-d.161.2.2,ref-sifre-d.161.3.1,בו כל ימי חייו ימי חייו הימים כל ימי חייו הלילות למען,בו כל ימי חייו ימי חייו הימים כל ימי חייו הלילות למען,19,12,545,545.0,99,99.0,0.0,0.0,53,בו כל ימי חייו ימי חייו הימים כל ימי חייו הלילות למען,3060000079
