baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.1.2.7.1.39-ref-m.1.2.7.2.18,ref-sifre-d.284.6.30-ref-sifre-d.284.6.48,21158,21314,ref-m.1.2.7.1.39,ref-m.1.2.7.2.18,268219,268312,ref-sifre-d.284.6.30,ref-sifre-d.284.6.48,זית שיש בו סאתים ושכחו אינו שכחה זית שהוא עומד בין ג' שורות של שני מלבנין ושכחו אינו שכחה,זית שיש בו סאתים ושכחו אינו שכחה זית שהוא עומד בין ג' שורות של שני מלבנין ושכחו אינו שכחה,19,19,778,778.0,46,46.0,0.0,0.0,19,זית שיש בו סאתים ושכחו אינו שכחה זית שהוא עומד בין ג' שורות של שני מלבנין ושכחו אינו שכחה,1060000041,19,19
ref-m.1.2.7.2.35-ref-m.1.2.7.2.44,ref-sifre-d.282.3.11-ref-sifre-d.282.3.26,21399,21443,ref-m.1.2.7.2.35,ref-m.1.2.7.2.44,265496,265562,ref-sifre-d.282.3.11,ref-sifre-d.282.3.26,ושכחת עומר כל זמן שיש לו קציר יש לו עומר ויש לו שכחה יש לו שכחה,ושכחת עומר כל זמן שיש לו קציר יש לו עומר ויש לו שכחה יש לו שכחה,16,16,745,745.0,54,54.0,0.0,0.0,16,ושכחת עומר כל זמן שיש לו קציר יש לו עומר ויש לו שכחה יש לו שכחה,1060000042,16,16
ref-m.1.2.7.3.30-ref-m.1.2.7.3.41,ref-sifre-d.284.3.23-ref-sifre-d.284.3.33,21634,21685,ref-m.1.2.7.3.30,ref-m.1.2.7.3.41,267971,268018,ref-sifre-d.284.3.23,ref-sifre-d.284.3.33,הרי זה גוזל את העניים על זה נאמר אל תסג גבול עולים ,הרי זה גוזל העניים על זה נאמר אל תסג גבול עולם ,12,11,774,773.0,56,56.0,0.1176470588235294,0.3333333333333333,7,הרי זה גוזל העניים אל תסג גבול,1060000043,12,11
ref-m.1.2.7.4.1-ref-m.1.2.7.4.13,ref-sifre-d.285.2.3-ref-sifre-d.285.2.15,21686,21739,ref-m.1.2.7.4.1,ref-m.1.2.7.4.13,268435,268488,ref-sifre-d.285.2.3,ref-sifre-d.285.2.15,איזוהי עוללת כל שאין לה לא כתף ולא נטף אם יש לה כתף ,איזו היא עוללות כל שאין לו לא כתף ולא נטף יש לה כתף ,13,13,783,782.0,57,57.0,0.1538461538461538,0.25,7,כל שאין לא כתף ולא נטף כתף,1060000044,13,13
ref-m.1.2.7.4.24-ref-m.1.2.7.4.38,ref-sifre-d.283.5.14-ref-sifre-d.283.5.28,21790,21855,ref-m.1.2.7.4.24,ref-m.1.2.7.4.38,267171,267233,ref-sifre-d.283.5.14,ref-sifre-d.283.5.28,אם נקרצת עם האשכול הרי היא של בעל הבית ואם לאו הרי היא של עניים ,אם נקצרת עם הקמה הרי היא של בעל הבית ואם לאו הרי היא של עניים ,15,15,769,767.0,58,58.0,0.125,0.4545454545454546,8,אם עם הרי היא של_בעל_הבית היא של עניים,1060000045,15,15
ref-m.1.2.7.4.28-ref-m.1.2.7.4.38,ref-sifre-d.285.2.23-ref-sifre-d.285.2.33,21810,21855,ref-m.1.2.7.4.28,ref-m.1.2.7.4.38,268519,268563,ref-sifre-d.285.2.23,ref-sifre-d.285.2.33,הרי היא של בעל הבית ואם לאו הרי היא של עניים ,הרי היא של בעל הבית ואם לאו הרי הם של עניים ,11,11,785,784.0,59,58.0,0.0888888888888888,0.3333333333333333,5,הרי היא של_בעל_הבית של עניים,1060000046,11,11
ref-m.1.2.7.7.24-ref-m.1.2.7.7.34,ref-sifre-d.285.1.19-ref-sifre-d.285.2.5,22317,22374,ref-m.1.2.7.7.24,ref-m.1.2.7.7.34,268410,268450,ref-sifre-d.285.1.19,ref-sifre-d.285.2.5,עוללות אמר לו רבי עקיבא וכרמך לא תעולל אפילו כולו עוללות ,וכרמך לא תעולל לא תעולל איזו היא עוללות ,11,8,782,782.0,60,60.0,0.5263157894736842,0.5714285714285714,4,וכרמך לא תעולל עוללות,1060000047,11,8
ref-m.1.2.7.8.23-ref-m.1.2.7.8.36,ref-sifre-d.285.3.13-ref-sifre-d.285.3.31,22577,22658,ref-m.1.2.7.8.23,ref-m.1.2.7.8.36,268621,268734,ref-sifre-d.285.3.13,ref-sifre-d.285.3.31,איזה היא שכחה בעריס כל שאינו יכול לפשוט את ידו וליטלה וברגליות משיעבור הימנה ,איזו היא שכחה בעריס גפן כסוכה כל שאינו יכול לפשוט את ידו לאחור וליטלה וברגליותסרוחה על הארץ משיעבור הימנה ,14,19,787,787.0,61,61.0,0.2830188679245283,0.368421052631579,12,היא שכחה בעריס כל שאינו יכול לפשוט את ידו וליטלה משיעבור הימנה,1060000048,14,19
ref-m.1.2.8.5.2-ref-m.1.2.8.5.20,ref-sifre-d.110.3.10-ref-sifre-d.110.3.18,23395,23495,ref-m.1.2.8.5.2,ref-m.1.2.8.5.20,149911,149957,ref-sifre-d.110.3.10,ref-sifre-d.110.3.18,פוחתים לעני בגורן מחצי קב חטים או קב שעורים,פוחתים לעני בגורן מחצי קב חטים או קב שעורים,9,9,261,261.0,62,62.0,0.0,0.0,9,פוחתים לעני בגורן מחצי קב חטים או קב שעורים,1060000049,9,9
ref-m.1.2.8.5.2-ref-m.1.2.8.5.20,ref-sifre-d.303.2.11-ref-sifre-d.303.2.19,23395,23495,ref-m.1.2.8.5.2,ref-m.1.2.8.5.20,288863,288909,ref-sifre-d.303.2.11,ref-sifre-d.303.2.19,פוחתים לעני בגורן מחצי קב חטים או קב שעורים,פוחתים לעני בגורן מחצי קב חטים או קב שעורים,9,9,893,893.0,63,63.0,0.0,0.0,9,פוחתים לעני בגורן מחצי קב חטים או קב שעורים,1060000050,9,9
ref-m.1.4.4.7.1-ref-m.1.4.4.7.15,ref-sifre-d.297.12.13-ref-sifre-d.297.12.44,41998,42080,ref-m.1.4.4.7.1,ref-m.1.4.4.7.15,282725,282890,ref-sifre-d.297.12.13,ref-sifre-d.297.12.44,הנוטע בתוך שלו ומבריך בתוך של יחיד או בתוך של רבים ומבריך מתוך של רבים או מתוך של יחיד לתוך שלו והנוטע בתוך שלו ומבריך בתוך שלו ודרך הרבים ודרך היחיד באמצע,הנוטע בתוך שלו ומבריך בתוך של יחיד או בתוך של רבים ומבריך מתוך של רבים או מתוך של יחיד לתוך שלו והנוטע בתוך שלו ומבריך בתוך שלו ודרך הרבים ודרך היחיד באמצע,32,32,872,872.0,66,66.0,0.0,0.0,32,הנוטע בתוך שלו ומבריך בתוך של יחיד או בתוך של רבים ומבריך מתוך של רבים או מתוך של יחיד לתוך שלו והנוטע בתוך שלו ומבריך בתוך שלו ודרך הרבים ודרך היחיד באמצע,1060000051,32,32
ref-m.1.4.5.7.6-ref-m.1.4.5.7.16,ref-sifre-d.230.5.7-ref-sifre-d.230.5.16,43915,43975,ref-m.1.4.5.7.6,ref-m.1.4.5.7.16,231641,231696,ref-sifre-d.230.5.7,ref-sifre-d.230.5.16,לזרע שיצא עם הזבלים או עם המים הזורע והרוח מסערתו,לזרע שיצא עם הזבלים או עם המים הזורע והרוח מסערתו,10,10,615,614.0,68,68.0,0.0,0.0,10,לזרע שיצא עם הזבלים או עם המים הזורע והרוח מסערתו,1060000052,10,10
ref-m.1.4.5.8.1-ref-m.1.4.5.8.7,ref-sifre-d.230.6.3-ref-sifre-d.230.6.9,44072,44111,ref-m.1.4.5.8.1,ref-m.1.4.5.8.7,231762,231801,ref-sifre-d.230.6.3,ref-sifre-d.230.6.9,המקיים קוצים בכרם רבי אליעזר אומר קדש ,המקיים קוצים בכרם רבי אליעזר אומר קדש ,7,7,616,616.0,70,70.0,0.0,0.0,5,המקיים קוצים בכרם רבי_אליעזר_אומר קדש,1060000053,7,7
ref-m.1.4.7.7.24-ref-m.1.4.7.7.41,ref-sifre-d.230.4.7-ref-sifre-d.230.4.14,47390,47502,ref-m.1.4.7.7.24,ref-m.1.4.7.7.41,231551,231606,ref-sifre-d.230.4.7,ref-sifre-d.230.4.14,מאימתי מלאה מתקדשת משתשריש וענבים משיעשו,מאימתי מלאה מתקדשת משתשריש וענבים משיעשו,6,6,611,611.0,71,71.0,0.0,0.0,6,מאימתי מלאה מתקדשת משתשריש וענבים משיעשו,1060000054,6,6
ref-m.1.4.7.7.24-ref-m.1.4.7.7.31,ref-sifre-d.230.7.3-ref-sifre-d.230.7.10,47390,47446,ref-m.1.4.7.7.24,ref-m.1.4.7.7.31,231875,231933,ref-sifre-d.230.7.3,ref-sifre-d.230.7.10,מאימתי תבואה מתקדשת משתשריש וענבים משיעשו כפול הלבן ,מאימתי התבואה מתקדשת משתשריש וענבים משיעשו כפול הלבן ,8,8,617,617.0,73,71.0,0.0188679245283018,0.0,7,מאימתי מתקדשת משתשריש וענבים משיעשו כפול הלבן,1060000055,8,8
ref-m.1.4.8.4.2-ref-m.1.4.8.4.14,ref-sifre-d.231.3.8-ref-sifre-d.231.3.17,48143,48218,ref-m.1.4.8.4.2,ref-m.1.4.8.4.14,232952,233012,ref-sifre-d.231.3.8,ref-sifre-d.231.3.17,קושרין את הסוס לא לצדדי הקרון ולא לאחר הקרון ולא את הלובדקים לגמלים ,לקושר הסוס בצדי הקרון או לאחר הקרון או הדולפקיס לגמלים ,13,10,618,618.0,75,75.0,0.3235294117647059,0.6666666666666667,5,הסוס הקרון לאחר הקרון לגמלים,1060000056,13,10
ref-m.1.4.9.8.11-ref-m.1.4.9.9.2,ref-sifre-d.232.1.14-ref-sifre-d.232.1.32,49876,49980,ref-m.1.4.9.8.11,ref-m.1.4.9.9.2,233077,233178,ref-sifre-d.232.1.14,ref-sifre-d.232.1.32,שעטנז דבר שהוא שוע טווי ונוז רבי שמעון בן אלעזר אומר נלוז ומליז הוא את אביו שבשמים עליו לבדים אסורים ,שעטנז דבר שהוא שוע טוי ונוז רבי שמעון בן אלעזר אומר נלוז ומליז את אביו שבשמים עליו הלבדים אסורים ,20,19,619,619.0,76,76.0,0.099009900990099,0.3809523809523809,12,שעטנז דבר שהוא שוע ונוז נלוז ומליז את אביו שבשמים עליו אסורים,1060000057,20,19
ref-m.1.4.9.9.28-ref-m.1.4.9.9.44,ref-sifre-d.232.4.9-ref-sifre-d.232.4.23,50108,50185,ref-m.1.4.9.9.28,ref-m.1.4.9.9.44,233615,233684,ref-sifre-d.232.4.9,ref-sifre-d.232.4.23,קושר לא יקשור סרט של צמר בשל פשתן לחגור בו את מתניו אף על פי שהרצועה באמצע ,יקשור סרט של צמר ושל פשתן לחגור בו את מתניו אף על פי שהרצועה באמצע ,17,15,624,624.0,77,77.0,0.12,0.0,12,יקשור סרט של צמר פשתן לחגור בו את מתניו אף_על_פי שהרצועה באמצע,1060000058,17,15
ref-m.1.5.2.7.1-ref-m.1.5.2.7.4,ref-sifre-d.105.8.28-ref-sifre-d.105.8.34,53039,53073,ref-m.1.5.2.7.1,ref-m.1.5.2.7.4,143089,143136,ref-sifre-d.105.8.28,ref-sifre-d.105.8.34,האורז והדוחן והפרגין והשומשמין ,האורז ואת הדוחן ואת הפרגים ואת השומשומים ,4,7,240,240.0,78,78.0,0.2926829268292683,0.7142857142857143,1,האורז,1060000059,4,7
ref-m.1.5.6.1.5-ref-m.1.5.6.1.19,ref-sifre-d.51.5.32-ref-sifre-d.51.5.44,59696,59777,ref-m.1.5.6.1.5,ref-m.1.5.6.1.19,99472,99538,ref-sifre-d.51.5.32,ref-sifre-d.51.5.44,שהחזיקו עולי בבל מארץ ישראל ועד כזיב לא נאכל ולא נעבד וכל שהחזיקו עולי מצרים ,שהחזיקו עולי בבל מארץ מצרים עד כזיב לא נאכל ולא נעבד עולי מצרים ,15,13,96,96.0,80,79.0,0.2207792207792207,0.0909090909090909,11,שהחזיקו עולי בבל מארץ כזיב לא נאכל ולא נעבד עולי מצרים,1060000060,15,13
ref-m.1.5.6.1.5-ref-m.1.5.6.1.15,ref-sifre-d.51.5.45-ref-sifre-d.51.6.8,59696,59752,ref-m.1.5.6.1.5,ref-m.1.5.6.1.15,99539,99595,ref-sifre-d.51.5.45,ref-sifre-d.51.6.8,שהחזיקו עולי בבל מארץ ישראל ועד כזיב לא נאכל ולא נעבד ,נאכל ולא נעבד תחום ארץ ישראל ועד מקום שהחזיקו עולי בבל ,11,11,97,97.0,79,79.0,0.6,0.25,3,נאכל ולא נעבד,1060000061,11,11
ref-m.1.5.10.1.1-ref-m.1.5.10.1.42,ref-sifre-d.112.1.8-ref-sifre-d.112.4.9,66443,66669,ref-m.1.5.10.1.1,ref-m.1.5.10.1.42,151475,151784,ref-sifre-d.112.1.8,ref-sifre-d.112.4.9,בשביעית יאמר לו משמט אני במתנה וזה דבר השמיטה מכאן אמרו שביעית משמטת מלוה ואין יובל משמט מלוה שהיה בדין ומה שמיטה שאינה מוציאה העבדים משמט מלוה,"בשביעית יאמר לו משמט אני במתנה וזה דבר השמיטה מכאן אמרו שביעית משמטת מלוה ואין יובל משמט מלוה שהיה בדין ומה שמיטה שאינה מוציאה העבדים משמט מלוה יובל שמוציא העבדים אינו דין שישמט מלוה ת""ל וזה דבר השמיטה שמיטה משמטת מלוה ואין יובל משמט מלוה ק""וקל וחומרלשמיטה שתוציא עבדים ומה יובל שאינו משמט מלוה",27,54,271,271.0,81,81.0,0.5136054421768708,0.3478260869565217,25,בשביעית יאמר לו משמט אני במתנה וזה דבר השמיטה מכאן אמרו שביעית משמטת מלוה ואין יובל משמט מלוה שהיה_בדין_ומה שמיטה שאינה מוציאה העבדים משמט מלוה,1060000062,27,54
ref-m.1.5.10.2.25-ref-m.1.5.10.3.7,ref-sifre-d.112.1.11-ref-sifre-d.112.4.8,66821,66923,ref-m.1.5.10.2.25,ref-m.1.5.10.3.7,151492,151779,ref-sifre-d.112.1.11,ref-sifre-d.112.4.8,"משמט אני במתנה וזה דבר השמיטה מכאן אמרו שביעית משמטת מלוה ואין יובל משמט מלוה שהיה בדין ומה שמיטה שאינה מוציאה העבדים משמט מלוה יובל שמוציא העבדים אינו דין שישמט מלוה ת""ל וזה דבר השמיטה שמיטה משמטת מלוה ואין יובל משמט מלוה ק""וקל וחומרלשמיטה שתוציא עבדים ומה יובל שאינו משמט","משמט אני במתנה וזה דבר השמיטה מכאן אמרו שביעית משמטת מלוה ואין יובל משמט מלוה שהיה בדין ומה שמיטה שאינה מוציאה העבדים משמט מלוה יובל שמוציא העבדים אינו דין שישמט מלוה ת""ל וזה דבר השמיטה שמיטה משמטת מלוה ואין יובל משמט מלוה ק""וקל וחומרלשמיטה שתוציא עבדים ומה יובל שאינו משמט",50,50,273,273.0,84,84.0,0.0,0.0,48,"משמט אני במתנה וזה דבר השמיטה מכאן אמרו שביעית משמטת מלוה ואין יובל משמט מלוה שהיה_בדין_ומה שמיטה שאינה מוציאה העבדים משמט מלוה יובל שמוציא העבדים אינו דין שישמט מלוה ת""ל וזה דבר השמיטה שמיטה משמטת מלוה ואין יובל משמט מלוה ק""וקל וחומרלשמיטה שתוציא עבדים ומה יובל שאינו משמט",1060000063,50,50
ref-m.1.5.10.2.27-ref-m.1.5.10.3.3,ref-sifre-d.113.2.16-ref-sifre-d.113.3.8,66832,66905,ref-m.1.5.10.2.27,ref-m.1.5.10.3.3,152395,152478,ref-sifre-d.113.2.16,ref-sifre-d.113.3.8,המלוה על המשכון אין שביעית משמטת ואת אחיך תשמט ידך ולא המוסר שטרותיו לבית דין,המלוה על המשכון אין שביעית משמטת ואת אחיך תשמט ידך ולא המוסר שטרותיו לבית דין,15,15,276,276.0,86,86.0,0.0,0.0,15,המלוה על המשכון אין שביעית משמטת ואת אחיך תשמט ידך ולא המוסר שטרותיו לבית דין,1060000064,15,15
ref-m.1.5.10.3.23-ref-m.1.5.10.3.30,ref-sifre-d.117.1.1-ref-sifre-d.117.3.6,67007,67040,ref-m.1.5.10.3.23,ref-m.1.5.10.3.30,154816,154870,ref-sifre-d.117.1.1,ref-sifre-d.117.3.6,השמר לך פן יהיה דבר עם לבבך בליעל ,השמר לך בלא תעשה פן בלא תעשה פן יהיה דבר עם לבבך בליעל ,8,13,289,289.0,88,88.0,0.3818181818181818,0.25,7,השמר לך יהיה דבר עם לבבך בליעל,1060000065,8,13
ref-m.1.5.10.3.32-ref-m.1.5.10.4.26,ref-sifre-d.113.3.32-ref-sifre-d.113.3.58,67048,67212,ref-m.1.5.10.3.32,ref-m.1.5.10.4.26,152598,152756,ref-sifre-d.113.3.32,ref-sifre-d.113.3.58,התקין הלל לפרוזבול זהו גופו של פרוזבול מוסר אני לכם איש פלוני ופלוני הדיינים שבמקום פלוני שכל חוב שיש לי שאגבנו כל זמן שארצה והדיינים חותמין למטה או העדים ,והתקין פרוזבול וזהו גופו של פרוזבול מוסרני אני לכם פלוני ופלוני הדיינים שבמקום פלוני כל חוב שיש לי שאגבנו כל זמן שארצה והדיינים חותמים למטה או העדים ,29,27,280,280.0,89,89.0,0.0967741935483871,0.28,21,גופו של פרוזבול אני לכם פלוני ופלוני הדיינים שבמקום פלוני חוב שיש לי שאגבנו כל זמן שארצה והדיינים למטה או העדים,1060000066,29,27
ref-m.1.5.10.8.1-ref-m.1.5.10.8.19,ref-sifre-d.112.1.1-ref-sifre-d.112.1.12,67784,67873,ref-m.1.5.10.8.1,ref-m.1.5.10.8.19,151437,151500,ref-sifre-d.112.1.1,ref-sifre-d.112.1.12,וזה דבר השמיטה מכאן אמרו המחזיר חוב בשביעית יאמר לו משמט אני,וזה דבר השמיטה מכאן אמרו המחזיר חוב בשביעית יאמר לו משמט אני,12,12,269,269.0,90,90.0,0.0,0.0,12,וזה דבר השמיטה מכאן אמרו המחזיר חוב בשביעית יאמר לו משמט אני,1060000067,12,12
ref-m.1.5.10.8.22-ref-m.1.5.10.8.45,ref-sifre-d.181.1.3-ref-sifre-d.181.2.2,67884,67998,ref-m.1.5.10.8.22,ref-m.1.5.10.8.45,195733,195821,ref-sifre-d.181.1.3,ref-sifre-d.181.2.2,וזה דבר הרוצח מכאן אמרו רוצח שגלה מעירו לעיר מקלט ידבר ויאמר רוצח אני מכלל שנאמר,וזה דבר הרוצח מכאן אמרו רוצח שגלה מעירו לעיר מקלט ידבר ויאמר רוצח אני מכלל שנאמר,16,16,420,420.0,92,92.0,0.0,0.0,16,וזה דבר הרוצח מכאן אמרו רוצח שגלה מעירו לעיר מקלט ידבר ויאמר רוצח אני מכלל שנאמר,1060000068,16,16
ref-m.1.6.1.4.22-ref-m.1.6.1.5.22,ref-sifre-d.72.7.13-ref-sifre-d.72.7.28,68692,68826,ref-m.1.6.1.4.22,ref-m.1.6.1.5.22,117598,117680,ref-sifre-d.72.7.13,ref-sifre-d.72.7.28,ממנו כלום מנין הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון ולא הורם ממנו,ממנו כלום מנין הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון ולא הורם ממנו,10,10,156,156.0,94,94.0,0.0,0.0,16,ממנו כלום מנין הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון ולא הורם ממנו,1060000069,16,16
