baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.1.3.5.16.10-ref-t.1.3.5.17.2,ref-bible.0103.25.37.4-ref-bible.0103.25.38.15,73125,73170,ref-t.1.3.5.16.10,ref-t.1.3.5.17.2,245491,245597,ref-bible.0103.25.37.4,ref-bible.0103.25.38.15,תתן לו בנשך ובמרבית לא תתן אכלך אני יהוה אלהיכם אשר הוצאתי אתכם מארץ מצרים לתת לכם את ארץ כנען להיות לכם,תתן לו בנשך ובמרבית לא תתן אכלך אני יהוה אלהיכם אשר הוצאתי אתכם מארץ מצרים לתת לכם את ארץ כנען להיות לכם,16,16,311,311.0,63,63.0,0.0,0.0,16,תתן לו בנשך ובמרבית לא תתן אכלך אני_יהוה_אלהיכם אשר הוצאתי אתכם_מארץ_מצרים לתת לכם את_ארץ_כנען להיות לכם,2090000052,22,22
ref-t.1.3.5.18.37-ref-t.1.3.5.18.45,ref-bible.0101.15.3.6-ref-bible.101.15.4.8,73421,73461,ref-t.1.3.5.18.37,ref-t.1.3.5.18.45,23834,23902,ref-bible.0101.15.3.6,ref-bible.0101.15.4.8,שיאמר לו הילך סלע זו ותנם לבן בתי כהן ,נתתה זרע והנה בן ביתי יורש אתי והנה דבר יהוה אליו לאמר לא יירשך זה ,9,15,15,15.0,65,65.0,0.7761194029850746,0.7857142857142857,0,,2090000053,9,15
ref-t.1.3.5.20.64-ref-t.1.3.5.20.70,ref-bible.0215.3.10.5-ref-bible.215.3.11.4,74429,74472,ref-t.1.3.5.20.64,ref-t.1.3.5.20.70,1116301,1116333,ref-bible.0215.3.10.5,ref-bible.0215.3.11.4,ועליהן אמ' הכתו' ראשיה בשחד ישפטו וכהניה ,בעולה ראשיה בשחד ישפטו וכהניה ,7,5,907,907.0,66,66.0,0.3414634146341463,0.5,4,ראשיה בשחד ישפטו וכהניה,2090000054,7,5
ref-t.1.3.5.20.82-ref-t.1.3.5.20.86,ref-bible.0215.3.12.1-ref-bible.215.3.12.5,74536,74560,ref-t.1.3.5.20.82,ref-t.1.3.5.20.86,1116425,1116449,ref-bible.0215.3.12.1,ref-bible.0215.3.12.5,לכן בגללכם ציון שדה תחרש ,לכן בגללכם ציון שדה תחרש ,5,5,908,908.0,67,67.0,0.0,0.0,5,לכן בגללכם ציון שדה תחרש,2090000055,5,5
ref-t.1.4.1.6.44-ref-t.1.4.1.7.17,ref-bible.0104.15.19.5-ref-bible.0104.15.20.7,88849,88988,ref-t.1.4.1.6.44,ref-t.1.4.1.7.17,289166,289225,ref-bible.0104.15.19.5,ref-bible.0104.15.20.7,תרימו תרומה ליהוה ראשית ערסתכם חלה תרימו תרומה כתרומת גרן,תרימו תרומה ליהוה ראשית ערסתכם חלה תרימו תרומה כתרומת גרן,10,10,365,365.0,68,68.0,0.0,0.0,10,תרימו תרומה ליהוה ראשית ערסתכם חלה תרימו תרומה כתרומת גרן,2090000056,10,10
ref-t.1.4.2.8.31-ref-t.1.4.2.8.43,ref-bible.0209.23.28.15-ref-bible.209.23.29.9,93011,93082,ref-t.1.4.2.8.31,ref-t.1.4.2.8.43,1024076,1024133,ref-bible.0209.23.28.15,ref-bible.0209.23.29.9,ממנה עראי ועושה אותה תרומה ומעשרות על מקום אחר שיגיע לעיר הגיע לעיר ,מהם ועשו אותך בשנאה ולקחו כל יגיעך ועזבוך עירם ועריה ,13,10,856,856.0,70,70.0,0.6617647058823529,0.8666666666666667,0,,2090000057,13,10
ref-t.1.4.2.12.55-ref-t.1.4.2.12.61,ref-bible.0104.34.5.6-ref-bible.0104.34.6.7,94142,94180,ref-t.1.4.2.12.55,ref-t.1.4.2.12.61,332514,332572,ref-bible.0104.34.5.6,ref-bible.0104.34.6.7,וגבול ים והיה לכם הים הגדול וגבול,והיו תוצאתיו הימה וגבול ים והיה לכם הים הגדול וגבול,1,4,420,420.0,71,71.0,0.3529411764705882,0.1999999999999999,7,וגבול ים והיה לכם הים הגדול וגבול,2090000058,7,10
ref-t.1.4.2.12.55-ref-t.1.4.2.12.61,ref-bible.0201.15.11.15-ref-bible.201.15.12.4,94142,94180,ref-t.1.4.2.12.55,ref-t.1.4.2.12.61,442608,442653,ref-bible.0201.15.11.15,ref-bible.0201.15.12.4,וגבול ים והיה לכם הים הגדול וגבול ,והיו תצאות הגבול ימה וגבול ים הימה הגדול ,1,8,559,559.0,72,71.0,0.6341463414634146,0.4,3,וגבול ים הגדול,2090000059,7,8
ref-t.1.4.3.18.28-ref-t.1.4.3.18.44,ref-bible.0104.18.26.19-ref-bible.0104.18.28.2,99508,99595,ref-t.1.4.3.18.28,ref-t.1.4.3.18.44,297438,297528,ref-bible.0104.18.26.19,ref-bible.0104.18.28.2,ממנו תרומת יהוה מעשר מן המעשר ונחשב לכם תרומתכם כדגן מן הגרן וכמלאה מן היקב כן תרימו,ממנו תרומת יהוה מעשר מן המעשר ונחשב לכם תרומתכם כדגן מן הגרן וכמלאה מן היקב כן תרימו,17,17,375,375.0,74,74.0,0.0,0.0,17,ממנו תרומת יהוה מעשר מן המעשר ונחשב לכם תרומתכם כדגן מן הגרן וכמלאה מן היקב כן תרימו,2090000060,17,17
ref-t.1.4.3.19.55-ref-t.1.4.4.1.1,ref-bible.0104.18.28.14-ref-bible.104.18.29.3,100254,100298,ref-t.1.4.3.19.55,ref-t.1.4.4.1.1,297585,297642,ref-bible.0104.18.28.14,ref-bible.0104.18.29.3,ונתתם ממנו את תרומת ייי לאהרן הכהן התורם ,ונתתם ממנו את תרומת יהוה לאהרן הכהן מכל מתנתיכם תרימו ,8,10,377,377.0,76,76.0,0.3333333333333333,0.2222222222222222,6,ונתתם ממנו את תרומת לאהרן הכהן,2090000061,8,10
ref-t.1.4.4.14.62-ref-t.1.4.4.15.5,ref-bible.0209.48.12.1-ref-bible.209.48.12.7,104337,104393,ref-t.1.4.4.14.62,ref-t.1.4.4.15.5,1078178,1078219,ref-bible.0209.48.12.1,ref-bible.0209.48.12.7,נתרמה בקדושה וזו נתרמה בקדושה היתה לו ערימה מודחת רצה ,והיתה להם תרומיה מתרומת הארץ קדש קדשים ,10,7,890,890.0,77,77.0,0.7407407407407407,0.6,0,,2090000062,10,7
ref-t.1.4.5.5.13-ref-t.1.4.5.6.11,ref-bible.0209.45.12.6-ref-bible.209.45.13.5,105754,105834,ref-t.1.4.5.5.13,ref-t.1.4.5.6.11,1072209,1072285,ref-bible.0209.45.12.6,ref-bible.0209.45.13.5,תרומה נתכוון לתרום אחד מששים ועלה בידו מחמשים מארבעים משלשים מעשרים מעשרה ,חמשה ועשרים שקלים עשרה וחמשה שקל המנה יהיה לכם זאת התרומה אשר תרימו ששית ,12,14,884,884.0,78,78.0,0.7702702702702703,0.8421052631578947,0,,2090000063,12,14
ref-t.1.4.5.8.11-ref-t.1.4.5.8.17,ref-bible.0104.31.30.2-ref-bible.104.31.30.8,106673,106706,ref-t.1.4.5.8.11,ref-t.1.4.5.8.17,325054,325086,ref-bible.0104.31.30.2,ref-bible.0104.31.30.8,בני ישראל תקח אחד אחוז מן החמשים ,בני ישראל תקח אחד אחז מן החמשים ,7,7,412,412.0,79,79.0,0.0303030303030303,0.0,6,בני ישראל תקח אחד מן החמשים,2090000064,7,7
ref-t.1.4.5.8.46-ref-t.1.4.5.8.55,ref-bible.0209.45.13.1-ref-bible.209.45.13.10,106848,106910,ref-t.1.4.5.8.46,ref-t.1.4.5.8.55,1072259,1072319,ref-bible.0209.45.13.1,ref-bible.0209.45.13.10,זאת התרומה אשר תרימו ששית האיפה מחומר החטים וששיתם האיפה ,זאת התרומה אשר תרימו ששית האיפה מחמר החטים וששיתם האיפה ,10,10,885,884.0,80,80.0,0.0175438596491228,0.0,9,זאת התרומה אשר תרימו ששית האיפה החטים וששיתם האיפה,2090000065,10,10
ref-t.1.4.6.4.120-ref-t.1.4.6.4.139,ref-bible.0102.12.7.13-ref-bible.102.12.9.2,112032,112148,ref-t.1.4.6.4.120,ref-t.1.4.6.4.139,127629,127709,ref-bible.0102.12.7.13,ref-bible.0102.12.9.2,שאכל את הטמא כולם במיתה ובאוכלי תרומה לכהנים טהור שאכל את הטהור במצותו טהור שאכל את הטמא בעשה וטמא שאכל ,יאכלו אתו בהם ואכלו את הבשר בלילה הזה צלי אש ומצות על מררים יאכלהו אל תאכלו ,20,16,80,80.0,82,81.0,0.6634615384615384,0.9090909090909092,1,את,2090000066,20,16
ref-t.1.4.6.4.115-ref-t.1.4.6.4.137,ref-bible.0105.12.15.16-ref-bible.105.12.17.3,112004,112136,ref-t.1.4.6.4.115,ref-t.1.4.6.4.137,366090,366175,ref-bible.0105.12.15.16,ref-bible.0105.12.17.3,וטמא שאכל את הטהור וטמא שאכל את הטמא כולם במיתה ובאוכלי תרומה לכהנים טהור שאכל את הטהור במצותו טהור שאכל את הטמא בעשה ,הטמא והטהור יאכלנו כצבי וכאיל רק הדם לא תאכלו על הארץ תשפכנו כמים לא תוכל לאכל ,18,16,453,453.0,81,81.0,0.6440677966101694,0.9047619047619048,1,הטמא,2090000067,23,16
ref-t.1.4.9.1.92-ref-t.1.4.9.1.103,ref-bible.0202.14.4.1-ref-bible.202.14.4.12,125387,125445,ref-t.1.4.9.1.92,ref-t.1.4.9.1.103,497841,497901,ref-bible.0202.14.4.1,ref-bible.0202.14.4.12,ואביו ואמו לא ידעו כי מייי הוא כי תאנה הוא מבקש מפלשתים ,ואביו ואמו לא ידעו כי מיהוה היא כי תאנה הוא מבקש מפלשתים ,12,12,587,587.0,83,83.0,0.0701754385964912,0.0,10,ואביו ואמו לא ידעו כי כי תאנה הוא מבקש מפלשתים,2090000068,12,12
ref-t.1.5.1.3.50-ref-t.1.5.1.3.60,ref-bible.0310.7.18.1-ref-bible.310.7.20.6,133552,133601,ref-t.1.5.1.3.50,ref-t.1.5.1.3.60,1405195,1405283,ref-bible.0310.7.18.1,ref-bible.0310.7.20.6,בני חמש סלעים בני חמש תאנים בני שש וזתים בני שבע ,בני אדניקם שש מאות ששים ושבעה בני בגוי אלפים ששים ושבעה בני עדין שש מאות חמשים וחמשה ,11,17,1067,1067.0,84,84.0,0.6705882352941176,0.7142857142857143,4,בני בני בני שש,2090000069,11,17
ref-t.1.5.4.2.21-ref-t.1.5.4.2.27,ref-bible.0208.32.14.21-ref-bible.208.32.14.27,143548,143585,ref-t.1.5.4.2.21,ref-t.1.5.4.2.27,930736,930773,ref-bible.0208.32.14.21,ref-bible.0208.32.14.27,ונתתם בכלי חרש למען יעמדו ימים רבים ,ונתתם בכלי חרש למען יעמדו ימים רבים ,7,7,830,830.0,85,85.0,0.0,0.0,7,ונתתם בכלי חרש למען יעמדו ימים רבים,2090000070,7,7
ref-t.1.5.5.1.20-ref-t.1.5.5.1.24,ref-bible.0103.25.7.4-ref-bible.103.25.7.8,148378,148404,ref-t.1.5.5.1.20,ref-t.1.5.5.1.24,243461,243487,ref-bible.0103.25.7.4,ref-bible.0103.25.7.8,בארצך תהיה כל תבואתה לאכל ,בארצך תהיה כל תבואתה לאכל ,5,5,302,302.0,86,86.0,0.0,0.0,5,בארצך תהיה כל תבואתה לאכל,2090000071,5,5
ref-t.1.5.5.20.27-ref-t.1.5.5.20.31,ref-bible.0103.25.7.4-ref-bible.103.25.7.8,151062,151088,ref-t.1.5.5.20.27,ref-t.1.5.5.20.31,243461,243487,ref-bible.0103.25.7.4,ref-bible.0103.25.7.8,בארצך תהיה כל תבואתה לאכל ,בארצך תהיה כל תבואתה לאכל ,5,5,303,302.0,87,87.0,0.0,0.0,5,בארצך תהיה כל תבואתה לאכל,2090000072,5,5
ref-t.1.5.7.11.25-ref-t.1.5.7.11.34,ref-bible.0201.13.17.1-ref-bible.201.13.17.11,157165,157221,ref-t.1.5.7.11.25,ref-t.1.5.7.11.34,439066,439124,ref-bible.0201.13.17.1,ref-bible.0201.13.17.11,חשבון וכל עריה שבמישור דיבון ובמות בעל ובית בעל מעון ,חשבון וכל עריה אשר במישר דיבון ובמות בעל ובית בעל מעון ,10,11,558,558.0,88,88.0,0.0727272727272727,0.2727272727272727,9,חשבון וכל עריה דיבון ובמות בעל ובית בעל מעון,2090000073,10,11
ref-t.1.5.7.11.64-ref-t.1.5.7.11.70,ref-bible.0205.10.27.7-ref-bible.205.10.27.13,157381,157422,ref-t.1.5.7.11.64,ref-t.1.5.7.11.70,676482,676522,ref-bible.0205.10.27.7,ref-bible.0205.10.27.13,ואת הארזים נתן כשקמים אשר בשפלה לרוב ,ואת הארזים נתן כשקמים אשר בשפלה לרב ,7,7,688,688.0,89,89.0,0.027027027027027,0.0,6,ואת הארזים נתן כשקמים אשר בשפלה,2090000074,7,7
ref-t.1.5.7.11.64-ref-t.1.5.7.11.70,ref-bible.0313.1.15.9-ref-bible.313.1.15.15,157381,157422,ref-t.1.5.7.11.64,ref-t.1.5.7.11.70,1516615,1516655,ref-bible.0313.1.15.9,ref-bible.0313.1.15.15,ואת הארזים נתן כשקמים אשר בשפלה לרוב ,ואת הארזים נתן כשקמים אשר בשפלה לרב ,7,7,1178,1178.0,90,89.0,0.027027027027027,0.0,6,ואת הארזים נתן כשקמים אשר בשפלה,2090000075,7,7
ref-t.1.5.7.11.64-ref-t.1.5.7.11.70,ref-bible.0313.9.27.7-ref-bible.313.9.27.13,157381,157422,ref-t.1.5.7.11.64,ref-t.1.5.7.11.70,1532979,1533019,ref-bible.0313.9.27.7,ref-bible.0313.9.27.13,ואת הארזים נתן כשקמים אשר בשפלה לרוב ,ואת הארזים נתן כשקמים אשר בשפלה לרב ,7,7,1190,1190.0,91,89.0,0.027027027027027,0.0,6,ואת הארזים נתן כשקמים אשר בשפלה,2090000076,7,7
ref-t.1.5.7.12.14-ref-t.1.5.7.12.28,ref-bible.0101.49.27.1-ref-bible.101.49.27.9,157490,157568,ref-t.1.5.7.12.14,ref-t.1.5.7.12.28,103248,103293,ref-bible.0101.49.27.1,ref-bible.0101.49.27.9,בנימן זאב יטרף זו ארצו שחוטפת בבקר יאכל עד זה יריחו שמוקדמת ולערב יחלק שלל ,בנימין זאב יטרף בבקר יאכל עד ולערב יחלק שלל ,15,9,71,71.0,92,92.0,0.44,0.3571428571428571,8,זאב יטרף בבקר יאכל עד ולערב יחלק שלל,2090000077,15,9
ref-t.1.5.8.6.42-ref-t.1.5.8.6.51,ref-bible.0105.15.2.3-ref-bible.105.15.2.11,160479,160525,ref-t.1.5.8.6.42,ref-t.1.5.8.6.51,371033,371074,ref-bible.0105.15.2.3,ref-bible.0105.15.2.11,משמיטין שנ' שמוט כל בעל משה ידו אשר ישה ברעהו ,השמטה שמוט כל בעל משה ידו אשר ישה ברעהו ,10,9,473,473.0,93,93.0,0.1739130434782608,0.2222222222222222,8,שמוט כל בעל משה ידו אשר ישה ברעהו,2090000078,10,9
ref-t.1.6.1.4.17-ref-t.1.6.1.4.25,ref-bible.0205.2.29.19-ref-bible.205.2.30.2,162241,162287,ref-t.1.6.1.4.17,ref-t.1.6.1.4.25,651199,651225,ref-bible.0205.2.29.19,ref-bible.0205.2.30.2,הלכו וקצצום באו ושאלו ביבנה אמרו מי פגע בכם ,לאמר לך פגע בו ויבא בניהו ,9,6,661,661.0,94,94.0,0.7272727272727273,0.8,1,פגע,2090000079,9,6
ref-t.1.6.5.6.38-ref-t.1.6.5.6.49,ref-bible.0205.1.33.9-ref-bible.205.1.33.20,176211,176268,ref-t.1.6.5.6.38,ref-t.1.6.5.6.49,646869,646926,ref-bible.0205.1.33.9,ref-bible.0205.1.33.20,והרכבתם את שלמה בני על הפרדה אשר לי והורדתם אתי אל גחון ,והרכבתם את שלמה בני על הפרדה אשר לי והורדתם אתו אל גחון ,12,12,653,652.0,95,95.0,0.0178571428571428,0.0,11,והרכבתם את שלמה בני על הפרדה אשר לי והורדתם אל גחון,2090000080,12,12
ref-t.1.8.5.24.26-ref-t.1.8.5.24.34,ref-bible.0207.38.2.1-ref-bible.207.38.3.5,214745,214789,ref-t.1.8.5.24.26,ref-t.1.8.5.24.34,827140,827204,ref-bible.0207.38.2.1,ref-bible.0207.38.3.5,ויסב חזקיהו פניו וגו' ויאמר אנא ייי זכר נא ,ויסב חזקיהו פניו אל הקיר ויתפלל אל יהוה ויאמר אנה יהוה זכר נא ,9,8,788,788.0,96,96.0,0.4032258064516129,0.5454545454545454,5,ויסב חזקיהו פניו זכר נא,2090000081,9,13
ref-t.1.8.5.25.10-ref-t.1.8.5.25.15,ref-bible.0301.85.12.1-ref-bible.301.85.12.6,214844,214876,ref-t.1.8.5.25.10,ref-t.1.8.5.25.15,1212054,1212086,ref-bible.0301.85.12.1,ref-bible.0301.85.12.6,אמת מארץ תצמח וצדק משמים נשקף ,אמת מארץ תצמח וצדק משמים נשקף ,1,1,972,972.0,97,97.0,0.0,0.0,6,אמת מארץ תצמח וצדק משמים נשקף,2090000082,6,6
ref-t.1.8.5.27.7-ref-t.1.8.5.27.13,ref-bible.0105.33.28.1-ref-bible.105.33.28.7,215023,215060,ref-t.1.8.5.27.7,ref-t.1.8.5.27.13,409843,409879,ref-bible.0105.33.28.1,ref-bible.0105.33.28.7,וישכון ישראל בטח בדד עין יעקב אל ארץ ,וישכן ישראל בטח בדד עין יעקב אל ארץ ,8,8,525,525.0,98,98.0,0.027027027027027,0.0,7,ישראל בטח בדד עין יעקב אל ארץ,2090000083,8,8
ref-t.1.11.2.10.34-ref-t.1.11.2.10.41,ref-bible.0301.30.2.1-ref-bible.301.30.2.8,227678,227717,ref-t.1.11.2.10.34,ref-t.1.11.2.10.41,1169437,1169476,ref-bible.0301.30.2.1,ref-bible.0301.30.2.8,ארוממך ייי כי דליתני ולא שמחת אויבי לי ,ארוממך יהוה כי דליתני ולא שמחת איבי לי ,8,8,945,945.0,99,99.0,0.1025641025641025,0.0,6,ארוממך כי דליתני ולא שמחת לי,2090000084,8,8
ref-t.2.1.1.21.35-ref-t.2.1.1.21.40,ref-bible.0102.20.9.1-ref-bible.102.20.9.6,231683,231714,ref-t.2.1.1.21.35,ref-t.2.1.1.21.40,145207,145237,ref-bible.0102.20.9.1,ref-bible.0102.20.9.6,ששת ימים תעבוד ועשית כל מלאכתך ,ששת ימים תעבד ועשית כל מלאכתך ,6,1,97,97.0,100,100.0,0.032258064516129,0.0,5,ששת ימים ועשית כל מלאכתך,2090000085,6,6
ref-t.2.1.1.21.35-ref-t.2.1.1.21.55,ref-bible.0102.35.1.15-ref-bible.102.35.2.7,231683,231789,ref-t.2.1.1.21.35,ref-t.2.1.1.21.55,177243,177291,ref-bible.0102.35.1.15,ref-bible.0102.35.2.7,ששת ימים תעבוד ועשית כל מלאכתך שתהא כל מלאכתך גמורה מערב שבת ובית הלל או' ששת ימים תעבד מלאכה עושה אתה ,לעשת אתם ששת ימים תעשה מלאכה וביום השביעי יהיה ,21,9,150,150.0,102,100.0,0.7087378640776699,0.7777777777777778,3,ששת ימים מלאכה,2090000086,21,9
ref-t.2.1.1.21.35-ref-t.2.1.1.21.40,ref-bible.0105.5.13.1-ref-bible.105.5.13.6,231683,231714,ref-t.2.1.1.21.35,ref-t.2.1.1.21.40,350812,350842,ref-bible.0105.5.13.1,ref-bible.0105.5.13.6,ששת ימים תעבוד ועשית כל מלאכתך ,ששת ימים תעבד ועשית כל מלאכתך ,6,1,445,445.0,101,100.0,0.032258064516129,0.0,5,ששת ימים ועשית כל מלאכתך,2090000087,6,6
ref-t.2.1.6.7.50-ref-t.2.1.6.8.4,ref-bible.0206.1.4.16-ref-bible.0206.1.6.10,246094,246169,ref-t.2.1.6.7.50,ref-t.2.1.6.8.4,713177,713281,ref-bible.0206.1.4.16,ref-bible.0206.1.6.10,ויאמר אליהם מה זה שבתם ויאמרו אליו איש עלה לקראתנו ויאמר אלינו לכו שובו אל,אליה וישובו המלאכים אליו ויאמר אליהם מה זה שבתם ויאמרו אליו איש עלה לקראתנו ויאמר אלינו לכו שובו אל,15,19,724,724.0,104,104.0,0.2525252525252525,0.0833333333333333,15,ויאמר אליהם מה זה שבתם ויאמרו אליו איש עלה לקראתנו ויאמר אלינו לכו שובו אל,2090000088,15,19
ref-t.2.1.6.7.50-ref-t.2.1.6.8.11,ref-bible.0206.1.8.1-ref-bible.0206.1.9.10,246094,246207,ref-t.2.1.6.7.50,ref-t.2.1.6.8.11,713502,713626,ref-bible.0206.1.8.1,ref-bible.0206.1.9.10,ויאמר אליה התשבי הוא וישלח אליו שר חמשים וחמשיו ויעל אליו והנה ישב על,ויאמרו אליו איש בעל שער ואזור עור אזור במתניו ויאמר אליה התשבי הוא וישלח אליו שר חמשים וחמשיו ויעל אליו והנה ישב על,14,23,726,726.0,106,106.0,0.4,0.3333333333333333,14,ויאמר אליה התשבי הוא וישלח אליו שר חמשים וחמשיו ויעל אליו והנה ישב על,2090000089,14,23
ref-t.2.1.6.7.44-ref-t.2.1.6.8.3,ref-bible.0220.1.3.1-ref-bible.0220.1.4.2,246062,246166,ref-t.2.1.6.7.44,ref-t.2.1.6.8.3,1131189,1131278,ref-bible.0220.1.3.1,ref-bible.0220.1.4.2,ואמרת אלהם כה אמר יהוה צבאות שובו אלי נאם יהוה צבאות ואשוב אליכם אמר יהוה צבאות אל תהיו,ואמרת אלהם כה אמר יהוה צבאות שובו אלי נאם יהוה צבאות ואשוב אליכם אמר יהוה צבאות אל תהיו,18,18,915,915.0,103,103.0,0.0,0.0,11,ואמרת אלהם כה_אמר_יהוה_צבאות שובו אלי נאם_יהוה_צבאות ואשוב אליכם אמר_יהוה_צבאות אל תהיו,2090000090,18,18
ref-t.2.1.7.4.19-ref-t.2.1.7.4.24,ref-bible.0210.4.12.1-ref-bible.210.4.12.6,247729,247759,ref-t.2.1.7.4.19,ref-t.2.1.7.4.24,1083660,1083689,ref-bible.0210.4.12.1,ref-bible.0210.4.12.6,עמי בעצו ושאל ומקלו יגיד לו ,עמי בעצו ישאל ומקלו יגיד לו ,6,6,896,896.0,109,109.0,0.0357142857142857,0.0,5,עמי בעצו ומקלו יגיד לו,2090000091,6,6
ref-t.2.1.8.22.15-ref-t.2.1.8.23.9,ref-bible.0101.36.43.4-ref-bible.101.37.1.1,253769,253833,ref-t.2.1.8.22.15,ref-t.2.1.8.23.9,73333,73395,ref-bible.0101.36.43.4,ref-bible.0101.37.1.1,לעשות מסיפס מנין למאדים בשבת שהוא חייב שנ' ועורת אלים מאדמים ,עירם אלה אלופי אדום למשבתם בארץ אחזתם הוא עשו אבי אדום וישב ,11,12,61,61.0,110,110.0,0.7049180327868853,1.0,0,,2090000092,11,12
ref-t.2.1.8.29.6-ref-t.2.1.8.29.15,ref-bible.0202.15.14.12-ref-bible.202.15.14.24,254423,254487,ref-t.2.1.8.29.6,ref-t.2.1.8.29.15,500596,500673,ref-bible.0202.15.14.12,ref-bible.0202.15.14.24,ותהיינה העבותים אשר על זרועותיו כפשתים וימסו אסיריו מעל ידיו ,ותהיינה העבתים אשר על זרועותיו כפשתים אשר בערו באש וימסו אסוריו מעל ידיו ,10,13,592,592.0,111,111.0,0.2054794520547945,0.1818181818181817,8,ותהיינה אשר על זרועותיו כפשתים וימסו מעל ידיו,2090000093,10,13
