baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.1.8.1.273-ref-mek.1.8.1.372,ref-sifre-n.18.1.32-ref-sifre-n.18.1.141,25355,25902,ref-mek.1.8.1.273,ref-mek.1.8.1.372,28940,29579,ref-sifre-n.18.1.32,ref-sifre-n.18.1.141,וימח את כל היקום אשר על פני האדמה מאדם עד בהמה מי שהתחיל בעבירה ממנו התחילה הפורענות כיוצא בו אתה אומר ואת האנשים אשר פתח הבית הכו בסנורים מי שהתחיל בעבירה ממנו התחילה הפורענות כיוצא בו אתה אומר ואכבדה בפרעה ובכל חילו,אבר שהתחיל בעבירה ממנו תתחיל הפורענות אף כאן וצבתה בטנה ונפלה ירכה אבר שהתחיל בעבירה הוא התחיל בפורענות והלא דברים קל וחומר אם מדת פורענות ממועטת אבר שהתחיל בעבירה ממנו התחילה הפורענות קל וחומר למדת הטובה מרובה והיתה האשה לאלה,36,32,71,71.0,49,49.0,0.6061946902654868,0.8205128205128205,9,שהתחיל בעבירה ממנו הפורענות שהתחיל בעבירה ממנו התחילה הפורענות,3050000038,36,32
ref-mek.1.8.1.459-ref-mek.1.8.1.468,ref-sifre-n.8.1.392-ref-sifre-n.8.1.408,26351,26405,ref-mek.1.8.1.459,ref-mek.1.8.1.468,19461,19543,ref-sifre-n.8.1.392,ref-sifre-n.8.1.408,"מדת פורענות מעוטה אמר הקב""ה לעשות ועשה מדה טובה מרובה ",מדת פורענות הוי אומר מדת טובה אם מדת פורענות מעטה הרי היא מזכרת עון מדה טובה מרובה ,10,15,26,25.0,61,61.0,0.5060240963855421,0.5,5,מדת פורענות מדה טובה מרובה,3050000039,10,15
ref-mek.1.8.2.163-ref-mek.1.8.2.172,ref-sifre-n.115.1.398-ref-sifre-n.115.1.407,27244,27289,ref-mek.1.8.2.163,ref-mek.1.8.2.172,172018,172066,ref-sifre-n.115.1.398,ref-sifre-n.115.1.407,על בתי בניו במצרים שנאמר קול דודי הנה זה בא ,על בתי אבותינו במצרים שנאמר קול דודי הנה זה בא ,10,10,548,548.0,62,62.0,0.0851063829787234,0.1111111111111111,9,על בתי במצרים שנאמר קול דודי הנה זה בא,3050000040,10,10
ref-mek.1.8.3.113-ref-mek.1.8.3.136,ref-sifre-n.151.1.69-ref-sifre-n.151.1.77,28241,28367,ref-mek.1.8.3.113,ref-mek.1.8.3.136,262949,262993,ref-sifre-n.151.1.69,ref-sifre-n.151.1.77,הוא הואיל וזה קרוי מקרא קודש וזה קרוי מקרא,הוא הואיל וזה קרוי מקרא קודש וזה קרוי מקרא,9,9,827,827.0,63,63.0,0.0,0.0,9,הוא הואיל וזה קרוי מקרא קודש וזה קרוי מקרא,3050000041,9,9
ref-mek.1.8.3.179-ref-mek.1.8.3.198,ref-sifre-n.147.2.5-ref-sifre-n.147.2.18,28594,28695,ref-mek.1.8.3.179,ref-mek.1.8.3.198,259898,259969,ref-sifre-n.147.2.5,ref-sifre-n.147.2.18,טעון חגיגה ר' יוסי הגלילי אומר הרי הוא אומר שבעת ימים תחוג לה' אלהיך להביא ז' ימי הפסח שיטענו חגיגה ,ימים למה נאמר שהיה בדין הואיל וחג טעון חגיגה והפסח טעון חגיגה מה החג ,12,10,825,824.0,65,65.0,0.74,0.7857142857142857,3,טעון חגיגה חגיגה,3050000042,12,10
ref-mek.1.8.3.216-ref-mek.1.8.3.225,ref-sifre-n.147.2.4-ref-sifre-n.147.2.14,28777,28830,ref-mek.1.8.3.216,ref-mek.1.8.3.225,259893,259950,ref-sifre-n.147.2.4,ref-sifre-n.147.2.14,שבעת ימים תחוג לה' להביא שבעת ימי הפסח שיטענו חגיגה ,שבעת ימים למה נאמר שהיה בדין הואיל וחג טעון חגיגה והפסח ,10,7,824,824.0,66,66.0,0.6428571428571429,0.6666666666666667,3,שבעת ימים חגיגה,3050000043,10,7
ref-mek.1.9.1.20-ref-mek.1.9.1.51,ref-sifre-n.110.1.127-ref-sifre-n.110.1.148,29021,29219,ref-mek.1.9.1.20,ref-mek.1.9.1.51,156837,156979,ref-sifre-n.110.1.127,ref-sifre-n.110.1.148,חטים ושעורים וכוסמין ושבולת שועל ושיפון יצאו אורז ודוחן והפרגים והשומשומים שאין באים לידי חימוץ אלא לידי סרחון,חמשת המינים ואלו הן חטים ושעורים וכוסמין,18,7,498,498.0,68,68.0,0.7818181818181819,0.8,3,חטים ושעורים וכוסמין,3050000044,18,7
ref-mek.1.9.1.32-ref-mek.1.9.1.37,ref-sifre-n.142.5.13-ref-sifre-n.142.5.22,29079,29126,ref-mek.1.9.1.32,ref-mek.1.9.1.37,254568,254628,ref-sifre-n.142.5.13,ref-sifre-n.142.5.22,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,החטים או אינו אלא מן השעורים וכוסמים ושבולת שועל ושיפון ,6,8,802,802.0,71,67.0,0.2678571428571428,0.25,4,החטים ושבולת שועל ושיפון,3050000045,6,8
ref-mek.1.9.1.14-ref-mek.1.9.1.51,ref-sifre-n.146.1.33-ref-sifre-n.146.1.65,28995,29219,ref-mek.1.9.1.14,ref-mek.1.9.1.51,259205,259401,ref-sifre-n.146.1.33,ref-sifre-n.146.1.65,עליו חמץ לא אמרתי אלא דבר הבא לידי מצה וחמץ ואי זה זה אלו חמשת המינין ואלו הם החטים והשעורים והכוסמים ושבולת שועל ושיפון יצאו האורז והדוחן והפרגון והקטנית והשומשמין שאין באין לידי חמץ ומצה אלא לידי סרחון ,עליו חמץ לא אמרתי אלא הבא לידי מצה וחמץ אלו חמשת המינים ואלו הם החטים והשעורים והכוסמים ושבולת שועל ושיפון יצא אורז ודוחן והשומשמים והפרגוס שאינן באים לידי מצה וחמץ אלא לידי סרחון ,34,31,820,818.0,67,67.0,0.2156862745098039,0.4193548387096774,21,עליו חמץ לא_אמרתי_אלא הבא לידי מצה וחמץ אלו חמשת ואלו הם החטים והשעורים והכוסמים ושבולת שועל ושיפון לידי אלא לידי סרחון,3050000046,34,31
ref-mek.1.9.1.175-ref-mek.1.9.1.184,ref-sifre-n.1.4.25-ref-sifre-n.1.4.33,29874,29919,ref-mek.1.9.1.175,ref-mek.1.9.1.184,1938,1979,ref-sifre-n.1.4.25,ref-sifre-n.1.4.33,בכלל היה ויצא מוצא מן הכלל ללמד על הכלל מה ,היה בכלל ויצא מן הכלל ולמד על הכלל מה ,10,9,3,1.0,73,72.0,0.2790697674418604,0.0,7,היה ויצא מן הכלל על הכלל מה,3050000047,10,9
ref-mek.1.9.1.175-ref-mek.1.9.1.184,ref-sifre-n.34.1.98-ref-sifre-n.34.1.106,29874,29919,ref-mek.1.9.1.175,ref-mek.1.9.1.184,58534,58574,ref-sifre-n.34.1.98,ref-sifre-n.34.1.106,בכלל היה ויצא מוצא מן הכלל ללמד על הכלל מה ,היה בכלל ויצא מן הכלל לימד על הכלל מה ,10,9,183,181.0,74,72.0,0.2790697674418604,0.3333333333333333,7,היה ויצא מן הכלל על הכלל מה,3050000048,10,9
ref-mek.1.9.1.175-ref-mek.1.9.1.180,ref-sifre-n.69.2.270-ref-sifre-n.69.2.275,29874,29902,ref-mek.1.9.1.175,ref-mek.1.9.1.180,94951,94977,ref-sifre-n.69.2.270,ref-sifre-n.69.2.275,בכלל היה ויצא מוצא מן הכלל ,היה בכלל יצא מוצא מן הכלל ,6,6,316,316.0,72,72.0,0.3333333333333333,0.0,4,היה מוצא מן הכלל,3050000049,6,6
ref-mek.1.9.1.175-ref-mek.1.9.1.184,ref-sifre-n.107.1.284-ref-sifre-n.107.1.293,29874,29919,ref-mek.1.9.1.175,ref-mek.1.9.1.184,147581,147626,ref-sifre-n.107.1.284,ref-sifre-n.107.1.293,בכלל היה ויצא מוצא מן הכלל ללמד על הכלל מה ,היה בכלל ויצא מוצא מן הכלל ללמד על הכלל מה ,10,10,468,467.0,75,72.0,0.1860465116279069,0.0,9,היה ויצא מוצא מן הכלל ללמד על הכלל מה,3050000050,10,10
ref-mek.1.9.1.175-ref-mek.1.9.1.184,ref-sifre-n.107.2.761-ref-sifre-n.107.2.769,29874,29919,ref-mek.1.9.1.175,ref-mek.1.9.1.184,151623,151663,ref-sifre-n.107.2.761,ref-sifre-n.107.2.769,בכלל היה ויצא מוצא מן הכלל ללמד על הכלל מה ,היה בכלל ויצא מן הכלל לימד על הכלל מה ,10,9,477,476.0,76,72.0,0.2790697674418604,0.3333333333333333,7,היה ויצא מן הכלל על הכלל מה,3050000051,10,9
ref-mek.1.9.1.527-ref-mek.1.9.1.562,ref-sifre-n.6.1.301-ref-sifre-n.6.1.330,31695,31879,ref-mek.1.9.1.527,ref-mek.1.9.1.562,12577,12720,ref-sifre-n.6.1.301,ref-sifre-n.6.1.330,ואדון דבר מדבר אלמד דבר מדבר ששוה בג' דרכים מדבר ששוה בג' דרכים ואל אלמד דבר השוה בג' דרכים מדבר שלא שוה אלא בדרך א' או בב',אלמד דבר מדבר ואדון דבר מדבר אלמד דבר מדבר ששוה בג' דרכים מדבר ששוה בג' דרכים ואל אלמד דבר השוה בג' דרכים מדבר שלא שוה אלא בדרך א' או בב',27,30,21,21.0,79,79.0,0.1021897810218978,0.0,27,ואדון דבר מדבר אלמד דבר מדבר ששוה בג' דרכים מדבר ששוה בג' דרכים ואל אלמד דבר השוה בג' דרכים מדבר שלא שוה אלא בדרך א' או בב',3050000052,27,30
ref-mek.1.9.1.527-ref-mek.1.9.1.562,ref-sifre-n.60.1.261-ref-sifre-n.60.1.289,31695,31879,ref-mek.1.9.1.527,ref-mek.1.9.1.562,85349,85495,ref-sifre-n.60.1.261,ref-sifre-n.60.1.289,ואדון דבר מדבר אלמד דבר ששוה בשלשה דרכים מדבר ששוה בשלשה דרכים ואל אלמד דבר ששוה בג' דרכים מדבר שלא שוה אלא בדרך אחד או בב',אלמד דבר מדבר ואדון דבר מדבר אלמד דבר ששוה בשלשה דרכים מדבר ששוה בשלשה דרכים ואל אלמד דבר ששוה בג' דרכים מדבר שלא שוה אלא בדרך אחד או בב',26,29,272,272.0,80,80.0,0.1021897810218978,0.0,26,ואדון דבר מדבר אלמד דבר ששוה בשלשה דרכים מדבר ששוה בשלשה דרכים ואל אלמד דבר ששוה בג' דרכים מדבר שלא שוה אלא בדרך אחד או בב',3050000053,26,29
ref-mek.1.9.1.528-ref-mek.1.9.1.546,ref-sifre-n.118.1.801-ref-sifre-n.118.1.817,31699,31802,ref-mek.1.9.1.528,ref-mek.1.9.1.546,192842,192940,ref-sifre-n.118.1.801,ref-sifre-n.118.1.817,אלמוד דבר מדבר ואדון דבר מדבר אמור דבר שהוא שוה בד' דרכים מדבר ששוה בד' דרכים ואל אלמוד דבר שהוא ,אלמוד דבר מדבר ואדון דבר מדבר אלמוד דבר שהוא קדשים קלים מדבר שהוא קדשים ואל אלמוד דבר שהוא ,20,18,665,665.0,81,77.0,0.2061855670103092,0.5454545454545454,13,אלמוד דבר מדבר ואדון דבר מדבר דבר שהוא מדבר ואל אלמוד דבר שהוא,3050000054,20,18
ref-mek.1.9.1.527-ref-mek.1.9.1.533,ref-sifre-n.118.1.828-ref-sifre-n.118.1.843,31695,31730,ref-mek.1.9.1.527,ref-mek.1.9.1.533,192985,193074,ref-sifre-n.118.1.828,ref-sifre-n.118.1.843,אלמוד דבר מדבר ואדון דבר מדבר אלמוד דבר שמתנה לכהן מדבר שמתנה לכהן ואל אלמוד דבר,אלמוד דבר מדבר ואדון דבר מדבר אלמוד דבר שמתנה לכהן מדבר שמתנה לכהן ואל אלמוד דבר,16,16,666,666.0,77,77.0,0.0,0.0,16,אלמוד דבר מדבר ואדון דבר מדבר אלמוד דבר שמתנה לכהן מדבר שמתנה לכהן ואל אלמוד דבר,3050000055,16,16
ref-mek.1.9.1.663-ref-mek.1.9.1.689,ref-sifre-n.110.1.127-ref-sifre-n.110.1.148,32362,32530,ref-mek.1.9.1.663,ref-mek.1.9.1.689,156837,156979,ref-sifre-n.110.1.127,ref-sifre-n.110.1.148,חמשת המינים ואלו הן חטים ושעורים וכוסמין ושבולת שועל ושיפון יצאו אורז ודוחן והפרגים והשומשומים שאין באים לידי חימוץ אלא לידי סרחון,חמשת המינים ואלו הן חטים ושעורים וכוסמין ושבולת שועל ושיפון יצאו אורז ודוחן והפרגים והשומשומים שאין באים לידי חימוץ אלא לידי סרחון,22,22,501,501.0,85,85.0,0.0,0.0,22,חמשת המינים ואלו הן חטים ושעורים וכוסמין ושבולת שועל ושיפון יצאו אורז ודוחן והפרגים והשומשומים שאין באים לידי חימוץ אלא לידי סרחון,3050000056,22,22
ref-mek.1.9.1.655-ref-mek.1.9.1.689,ref-sifre-n.146.1.33-ref-sifre-n.146.1.65,32325,32530,ref-mek.1.9.1.655,ref-mek.1.9.1.689,259205,259401,ref-sifre-n.146.1.33,ref-sifre-n.146.1.65,עליו חמץ לא אמרתי אלא שהוא בא לידי חמוץ ומצה ואי זה הוא זהו חמשת המינין החטים והשעורים והכוסמים שבולת שועל שיפון יצאו האורז והדוחן והפרגון והשומשומים שאין באין לידי מצה וחמץ אלא לידי סרחון ,עליו חמץ לא אמרתי אלא הבא לידי מצה וחמץ אלו חמשת המינים ואלו הם החטים והשעורים והכוסמים ושבולת שועל ושיפון יצא אורז ודוחן והשומשמים והפרגוס שאינן באים לידי מצה וחמץ אלא לידי סרחון ,33,31,821,818.0,84,84.0,0.2645502645502645,0.4137931034482759,15,עליו חמץ לא_אמרתי_אלא לידי חמשת החטים והשעורים והכוסמים שועל לידי מצה וחמץ אלא לידי סרחון,3050000057,33,31
ref-mek.1.9.1.690-ref-mek.1.9.1.698,ref-sifre-n.70.1.74-ref-sifre-n.70.1.82,32531,32590,ref-mek.1.9.1.690,ref-mek.1.9.1.698,95513,95574,ref-sifre-n.70.1.74,ref-sifre-n.70.1.82,ונכרתה אין הכרתה אלא הפסקה הנפש ההיא מזידה דברי ר' עקיבא ,ונכרתה אין ונכרתה אלא הפסקה הנפש ההיא מזידה דברי ר' עקיבא ,11,11,319,319.0,88,87.0,0.0344827586206896,0.0999999999999999,10,ונכרתה אין אלא הפסקה הנפש ההיא מזידה דברי ר' עקיבא,3050000058,11,11
ref-mek.1.9.1.690-ref-mek.1.9.1.697,ref-sifre-n.112.2.163-ref-sifre-n.112.2.170,32531,32576,ref-mek.1.9.1.690,ref-mek.1.9.1.697,166269,166314,ref-sifre-n.112.2.163,ref-sifre-n.112.2.170,ונכרתה אין הכרתה אלא הפסקה הנפש ההיא מזידה ,ונכרתה אין הכרתה אלא הפסקה הנפש ההוא מזידה ,8,8,535,535.0,87,87.0,0.0232558139534883,0.0,7,ונכרתה אין הכרתה אלא הפסקה הנפש מזידה,3050000059,8,8
ref-mek.1.10.1.1-ref-mek.1.10.1.9,ref-sifre-n.147.1.1-ref-sifre-n.147.1.9,32988,33045,ref-mek.1.10.1.1,ref-mek.1.10.1.9,259402,259459,ref-sifre-n.147.1.1,ref-sifre-n.147.1.9,ביום הראשון מקרא קדש כבדהו במאכל ובמשתה ובכסות נקייה ,וביום הראשון מקרא קודש ארעו במאכל ובמשתה ובכסות נקיה ,9,9,822,818.0,89,89.0,0.1320754716981132,0.3636363636363636,5,הראשון מקרא במאכל ובמשתה ובכסות,3050000060,9,9
ref-mek.1.10.1.204-ref-mek.1.10.1.216,ref-sifre-n.151.1.69-ref-sifre-n.151.1.77,34074,34145,ref-mek.1.10.1.204,ref-mek.1.10.1.216,262949,262993,ref-sifre-n.151.1.69,ref-sifre-n.151.1.77,קרויין מקרא קדש לכך מותרין במלאכה תאמר בחולו של מועד שהוא קרוי מקרא ,הוא הואיל וזה קרוי מקרא קודש וזה קרוי מקרא ,11,9,829,827.0,90,90.0,0.6176470588235294,0.8181818181818181,3,מקרא קרוי מקרא,3050000061,11,9
ref-mek.1.10.2.182-ref-mek.1.10.2.205,ref-sifre-n.151.1.69-ref-sifre-n.151.1.78,36729,36852,ref-mek.1.10.2.182,ref-mek.1.10.2.205,262949,262998,ref-sifre-n.151.1.69,ref-sifre-n.151.1.78,הוא הואיל וזה קרוי מקרא קודש וזה קרוי מקרא קודש,הוא הואיל וזה קרוי מקרא קודש וזה קרוי מקרא קודש,10,10,830,830.0,91,91.0,0.0,0.0,10,הוא הואיל וזה קרוי מקרא קודש וזה קרוי מקרא קודש,3050000062,10,10
ref-mek.1.11.2.289-ref-mek.1.11.2.297,ref-sifre-n.70.1.74-ref-sifre-n.70.1.82,38583,38641,ref-mek.1.11.2.289,ref-mek.1.11.2.297,95513,95574,ref-sifre-n.70.1.74,ref-sifre-n.70.1.82,ונכרתה אין הכרתה אלא הפסק הנפש ההיא מזידה דברי ר' עקיבא ,ונכרתה אין ונכרתה אלא הפסקה הנפש ההיא מזידה דברי ר' עקיבא ,11,11,320,319.0,94,93.0,0.0517241379310344,0.0999999999999999,9,ונכרתה אין אלא הנפש ההיא מזידה דברי ר' עקיבא,3050000063,11,11
ref-mek.1.11.2.289-ref-mek.1.11.2.296,ref-sifre-n.112.2.163-ref-sifre-n.112.2.170,38583,38627,ref-mek.1.11.2.289,ref-mek.1.11.2.296,166269,166314,ref-sifre-n.112.2.163,ref-sifre-n.112.2.170,ונכרתה אין הכרתה אלא הפסק הנפש ההיא מזידה ,ונכרתה אין הכרתה אלא הפסקה הנפש ההוא מזידה ,8,8,536,535.0,93,93.0,0.0465116279069767,0.0,6,ונכרתה אין הכרתה אלא הנפש מזידה,3050000064,8,8
ref-mek.1.11.3.39-ref-mek.1.11.3.42,ref-sifre-n.23.1.210-ref-sifre-n.23.1.213,39063,39083,ref-mek.1.11.3.39,ref-mek.1.11.3.42,35630,35650,ref-sifre-n.23.1.210,ref-sifre-n.23.1.213,ואכלת לפני ה' אלהיך ,ואכלת לפני ה' אלהיך ,4,4,100,100.0,96,95.0,0.0,0.0,4,ואכלת לפני ה' אלהיך,3050000065,4,4
ref-mek.1.11.3.39-ref-mek.1.11.3.42,ref-sifre-n.23.1.227-ref-sifre-n.23.1.230,39063,39083,ref-mek.1.11.3.39,ref-mek.1.11.3.42,35717,35737,ref-sifre-n.23.1.227,ref-sifre-n.23.1.230,ואכלת לפני ה' אלהיך ,ואכלת לפני ה' אלהיך ,4,4,101,101.0,97,95.0,0.0,0.0,4,ואכלת לפני ה' אלהיך,3050000066,4,4
ref-mek.1.11.3.34-ref-mek.1.11.3.42,ref-sifre-n.23.1.243-ref-sifre-n.23.1.250,39039,39083,ref-mek.1.11.3.34,ref-mek.1.11.3.42,35798,35838,ref-sifre-n.23.1.243,ref-sifre-n.23.1.250,מצות למה נאמר לפי שנאמר ואכלת לפני ה' אלהיך ,מצוה ומה אני מקיים ואכלת לפני ה' אלהיך ,6,6,102,102.0,95,95.0,0.2954545454545454,0.5,4,ואכלת לפני ה' אלהיך,3050000067,6,6
