baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.6.2.31-ref-sifre-d.6.2.40,ref-b.2.8.1.3b.6.23-ref-b.2.8.1.3b.6.33,10876,10925,ref-sifre-d.6.2.31,ref-sifre-d.6.2.40,2249987,2250043,ref-b.2.8.1.3b.6.23,ref-b.2.8.1.3b.6.33,אשר בלבנון שלח אל הארז אשר בלבנון לאמר תנה לנו ,אשר תשלחני אל יהודה אל עיר קברות אבותי ואבננה ויאמר לי ,10,11,705,705.0,53,53.0,0.6545454545454545,0.7857142857142857,2,אשר אל,6080000044,10,11
ref-sifre-d.6.2.31-ref-sifre-d.6.2.40,ref-b.3.5.8.43a.11.15-ref-b.3.5.8.43a.12.1,10876,10925,ref-sifre-d.6.2.31,ref-sifre-d.6.2.40,4046867,4046938,ref-b.3.5.8.43a.11.15,ref-b.3.5.8.43a.12.1,אשר בלבנון שלח אל הארז אשר בלבנון לאמר תנה לנו ,אשר בנה לקח וירש וניתן לו במתנה מנין תלמוד לומר מי האיש אשר בנה בית ,10,13,1727,1720.0,54,53.0,0.6911764705882353,0.8666666666666667,2,אשר אשר,6080000045,10,13
ref-sifre-d.6.3.12-ref-sifre-d.6.3.17,ref-b.2.1.9.89b.3.58-ref-b.2.1.9.89b.3.63,11137,11171,ref-sifre-d.6.3.12,ref-sifre-d.6.3.17,657593,657627,ref-b.2.1.9.89b.3.58,ref-b.2.1.9.89b.3.63,אם יהיו חטאיכם כשנים כשלג ילבינו ,אם יהיו חטאיכם כשנים כשלג ילבינו ,1,1,231,231.0,56,55.0,0.0,0.0,6,אם יהיו חטאיכם כשנים כשלג ילבינו,6080000046,6,6
ref-sifre-d.6.3.11-ref-sifre-d.6.3.17,ref-b.2.5.6.67a.10.29-ref-b.2.5.6.67a.10.35,11130,11171,ref-sifre-d.6.3.11,ref-sifre-d.6.3.17,1874059,1874100,ref-b.2.5.6.67a.10.29,ref-b.2.5.6.67a.10.35,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,2,2,592,592.0,55,55.0,0.0,0.0,7,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו,6080000047,7,7
ref-sifre-d.7.1.1-ref-sifre-d.7.1.23,ref-b.3.1.1.15b.2.27-ref-b.3.1.1.15b.3.9,11678,11793,ref-sifre-d.7.1.1,ref-sifre-d.7.1.23,2884911,2885029,ref-b.3.1.1.15b.2.27,ref-b.3.1.1.15b.3.9,אמר לי הולך לו זיתים והולכתי לו ראה אותן שהן לחין אמר לי אין אני אוכל זיתים באתי והודעתי את אבא אמר לי לך ואמור לו,אמר לי הולך לו זיתים והולכתי לו ראה אותן שהן לחין אמר לי אין אני אוכל זיתים באתי והודעתי את אבא אמר לי לך ואמור לו,26,26,1111,1111.0,57,57.0,0.0,0.0,26,אמר לי הולך לו זיתים והולכתי לו ראה אותן שהן לחין אמר לי אין אני אוכל זיתים באתי והודעתי את אבא אמר לי לך ואמור לו,6080000048,26,26
ref-sifre-d.8.1.17-ref-sifre-d.8.1.22,ref-b.4.4.11.92a.20.9-ref-b.4.4.11.92a.20.12,11913,11940,ref-sifre-d.8.1.17,ref-sifre-d.8.1.22,6295051,6295072,ref-b.4.4.11.92a.20.9,ref-b.4.4.11.92a.20.12,נאמר חבקוק ג עריה תעור קשתך ,שנאמר עריה תעור קשתך ,6,4,2951,2951.0,59,59.0,0.3214285714285714,0.5714285714285714,3,עריה תעור קשתך,6080000049,6,4
ref-sifre-d.8.1.92-ref-sifre-d.8.1.99,ref-b.2.1.16.118b.1.9-ref-b.2.1.16.118b.1.21,12295,12334,ref-sifre-d.8.1.92,ref-sifre-d.8.1.99,766309,766376,ref-b.2.1.16.118b.1.9,ref-b.2.1.16.118b.1.21,קום לך בארץ לארכה ולרחבה כי לך אתננה ,קום התהלך בארץ לארכה וגו' ולא כיצחק שכתוב בו כי לך ולזרעך אתן ,8,13,246,246.0,63,60.0,0.5161290322580645,0.6923076923076923,5,קום בארץ לארכה כי לך,6080000050,8,13
ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,ref-b.4.3.1.15b.12.36-ref-b.4.3.1.15b.12.45,12288,12334,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,5560336,5560388,ref-b.4.3.1.15b.12.36,ref-b.4.3.1.15b.12.45,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,שאמרת לו קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,9,10,2361,2361.0,60,60.0,0.1632653061224489,0.3333333333333333,7,קום בארץ לארכה ולרחבה כי לך אתננה,6080000051,9,10
ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,ref-b.4.3.1.16a.3.35-ref-b.4.3.1.16a.3.44,12288,12334,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,5562069,5562121,ref-b.4.3.1.16a.3.35,ref-b.4.3.1.16a.3.44,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,שאמרת לו קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,9,10,2366,2366.0,61,60.0,0.1632653061224489,0.3333333333333333,7,קום בארץ לארכה ולרחבה כי לך אתננה,6080000052,9,10
ref-sifre-d.8.1.92-ref-sifre-d.8.1.99,ref-b.4.3.6.100a.7.9-ref-b.4.3.6.100a.7.16,12295,12334,ref-sifre-d.8.1.92,ref-sifre-d.8.1.99,5761614,5761656,ref-b.4.3.6.100a.7.9,ref-b.4.3.6.100a.7.16,קום לך בארץ לארכה ולרחבה כי לך אתננה ,קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,8,8,2426,2426.0,64,60.0,0.075,0.1428571428571429,7,קום בארץ לארכה ולרחבה כי לך אתננה,6080000053,8,8
ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,ref-b.4.4.11.111a.8.28-ref-b.4.4.11.111a.8.37,12288,12334,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,6413159,6413215,ref-b.4.4.11.111a.8.28,ref-b.4.4.11.111a.8.37,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,אמרתי לאברהם קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,9,10,3045,3045.0,62,60.0,0.2452830188679245,0.4,7,קום בארץ לארכה ולרחבה כי לך אתננה,6080000054,9,10
ref-sifre-d.8.2.17-ref-sifre-d.8.2.26,ref-b.3.1.11.98a.10.21-ref-b.3.1.11.98a.10.29,12688,12734,ref-sifre-d.8.2.17,ref-sifre-d.8.2.26,3168851,3168893,ref-b.3.1.11.98a.10.21,ref-b.3.1.11.98a.10.29,השיב את גבול ארץ ישראל מלבוא חמת עד ים הערבה ,השיב את גבול ישראל מלבוא חמת עד ים הערבה ,10,9,1291,1291.0,65,65.0,0.0888888888888888,0.0999999999999999,9,השיב את גבול ישראל מלבוא חמת עד ים הערבה,6080000055,10,9
ref-sifre-d.8.3.12-ref-sifre-d.9.1.10,ref-b.4.4.11.92b.7.8-ref-b.4.4.11.92b.7.23,12789,12851,ref-sifre-d.8.3.12,ref-sifre-d.9.1.10,6296806,6296893,ref-b.4.4.11.92b.7.8,ref-b.4.4.11.92b.7.23,ימות המשיח ואומר אליכם בעת ההיא לאמר אמר להם משה לא מעצמי ,המתים שנאמר ויאמר אלי בן אדם העצמות האלה כל בית ישראל המה הנה אומרים יבשו עצמותינו ,10,16,2953,2953.0,66,66.0,0.6385542168674698,0.9473684210526316,0,,6080000056,10,16
ref-sifre-d.9.1.33-ref-sifre-d.9.1.40,ref-b.3.5.7.35a.6.3-ref-b.3.5.7.35a.6.11,12955,13001,ref-sifre-d.9.1.33,ref-sifre-d.9.1.40,4015032,4015082,ref-b.3.5.7.35a.6.3,ref-b.3.5.7.35a.6.11,שהוציאם ממצרים וקרע להם את הים והוריד להם ,הוציאנו ממצרים וקרע לנו את הים והאכילנו את המן ,8,9,1653,1653.0,67,67.0,0.3191489361702128,0.6,4,ממצרים וקרע את הים,6080000057,8,9
ref-sifre-d.9.2.43-ref-sifre-d.9.2.47,ref-b.4.4.6.44b.8.35-ref-b.4.4.6.44b.8.38,13327,13362,ref-sifre-d.9.2.43,ref-sifre-d.9.2.47,6107131,6107158,ref-b.4.4.6.44b.8.35,ref-b.4.4.6.44b.8.38,מאיתן האזרחי והימן וכלכל ודרדע ,ואיתן והימן וכלכל ודרדע ,5,4,2668,2668.0,68,68.0,0.2580645161290322,0.1999999999999999,3,והימן וכלכל ודרדע,6080000058,5,4
ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,ref-b.4.1.10.119a.10.21-ref-b.4.1.10.119a.10.37,13689,13763,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,5088847,5088922,ref-b.4.1.10.119a.10.21,ref-b.4.1.10.119a.10.37,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,תגזול דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,17,17,2171,2171.0,69,69.0,0.0136986301369863,0.0,16,דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש,6080000059,17,17
ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,ref-b.4.2.9.112a.3.8-ref-b.4.2.9.112a.3.25,13689,13763,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,5479080,5479160,ref-b.4.2.9.112a.3.8,ref-b.4.2.9.112a.3.25,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,תגזל דל כי דל הוא ואל תדכא עני בשער וכתיב כי ה' יריב ריבם וקבע את קבעיהם נפש ,17,18,2320,2320.0,70,69.0,0.0909090909090909,0.0714285714285714,16,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את נפש,6080000060,17,18
ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,ref-b.4.4.1.7a.18.24-ref-b.4.4.1.7a.18.40,13689,13763,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,5950748,5950823,ref-b.4.4.1.7a.18.24,ref-b.4.4.1.7a.18.40,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,תגזול דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,17,17,2511,2511.0,71,69.0,0.0136986301369863,0.0,16,דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש,6080000061,17,17
ref-sifre-d.10.1.22-ref-sifre-d.10.1.29,ref-b.1.1.5.32b.22.14-ref-b.1.1.5.32b.22.21,13877,13916,ref-sifre-d.10.1.22,ref-sifre-d.10.1.29,178203,178242,ref-b.1.1.5.32b.22.14,ref-b.1.1.5.32b.22.21,אך צדיקים יודו לשמך ישבו ישרים את פניך ,אך צדיקים יודו לשמך ישבו ישרים את פניך ,8,8,107,107.0,72,72.0,0.0,0.0,8,אך צדיקים יודו לשמך ישבו ישרים את פניך,6080000062,8,8
ref-sifre-d.10.1.22-ref-sifre-d.10.1.29,ref-b.1.1.5.32b.23.26-ref-b.1.1.5.32b.23.33,13877,13916,ref-sifre-d.10.1.22,ref-sifre-d.10.1.29,178377,178416,ref-b.1.1.5.32b.23.26,ref-b.1.1.5.32b.23.33,אך צדיקים יודו לשמך ישבו ישרים את פניך ,אך צדיקים יודו לשמך ישבו ישרים את פניך ,8,8,108,108.0,73,72.0,0.0,0.0,8,אך צדיקים יודו לשמך ישבו ישרים את פניך,6080000063,8,8
ref-sifre-d.10.1.51-ref-sifre-d.10.1.59,ref-b.4.5.3.24a.3.11-ref-b.4.5.3.24a.3.17,14030,14074,ref-sifre-d.10.1.51,ref-sifre-d.10.1.59,6496680,6496713,ref-b.4.5.3.24a.3.11,ref-b.4.5.3.24a.3.17,מי יגור באהליך כת חמישית מי ישכון בהר קדשך ,מי יגור באהלך מי ישכון בהר קדשך ,9,7,3166,3166.0,74,74.0,0.2558139534883721,0.2857142857142857,6,מי יגור מי ישכון בהר קדשך,6080000064,9,7
ref-sifre-d.10.2.61-ref-sifre-d.11.1.5,ref-b.2.8.3.28b.10.22-ref-b.2.8.3.28b.10.29,14504,14546,ref-sifre-d.10.2.61,ref-sifre-d.11.1.5,2333863,2333903,ref-b.2.8.3.28b.10.22,ref-b.2.8.3.28b.10.29,ואחד על שמאלה ה' אלהי אבותיכם יוסיף עליכם ,אחת משלי כגון ה' אלהי אבותיכם יוסף עליכם ,8,8,797,797.0,75,75.0,0.2619047619047619,0.5454545454545454,4,ה' אלהי אבותיכם עליכם,6080000065,8,8
ref-sifre-d.11.1.81-ref-sifre-d.11.1.105,ref-b.4.1.9.105b.9.8-ref-b.4.1.9.105b.9.16,14944,15050,ref-sifre-d.11.1.81,ref-sifre-d.11.1.105,5033191,5033231,ref-b.4.1.9.105b.9.8,ref-b.4.1.9.105b.9.16,לי אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי לך אלא משלי אבל מה שהניח לך אביך ,נתתו לי במתנה אביך מכרו לי אביך נתנו לי ,25,9,2161,2160.0,77,76.0,0.7572815533980582,0.8888888888888888,2,לי אביך,6080000066,25,9
ref-sifre-d.11.1.82-ref-sifre-d.11.1.98,ref-b.4.1.9.105b.11.11-ref-b.4.1.9.105b.12.6,14947,15019,ref-sifre-d.11.1.82,ref-sifre-d.11.1.98,5033509,5033564,ref-b.4.1.9.105b.11.11,ref-b.4.1.9.105b.12.6,אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי לך ,לא נתתי לך דמי שקיל תורך וזיל אתה נתתו לי אביך נתנו לי ,17,13,2162,2162.0,78,76.0,0.6428571428571429,0.8947368421052632,3,לא נתתי לך,6080000067,17,13
ref-sifre-d.11.1.81-ref-sifre-d.11.1.98,ref-b.6.7.10.72a.9.14-ref-b.6.7.10.72a.10.9,14944,15019,ref-sifre-d.11.1.81,ref-sifre-d.11.1.98,8746974,8747063,ref-b.6.7.10.72a.9.14,ref-b.6.7.10.72a.10.9,לי אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי לך ,"ואם לא שיוה לו לקרבן לא ישוה לו לטומאה אמרו להם ב""ה אם הביאנוהו לידי טומאה להחמיר לא ",18,18,4037,4037.0,76,76.0,0.6588235294117647,0.8947368421052632,3,לו לו לא,6080000068,18,18
ref-sifre-d.13.1.12-ref-sifre-d.13.3.2,ref-b.2.3.10.100b.18.30-ref-b.2.3.10.100b.18.35,15902,15991,ref-sifre-d.13.1.12,ref-sifre-d.13.3.2,1252033,1252070,ref-b.2.3.10.100b.18.30,ref-b.2.3.10.100b.18.35,"הבה נתחכמה לו אנשים וכי עלתה על דעתינו נשים ומה ת""ל אנשים וותיקים כסופים חכמים ונבונים ",הבו לכם אנשים חכמים ונבונים וידועים ,14,6,341,341.0,82,79.0,0.6896551724137931,0.7142857142857143,3,אנשים חכמים ונבונים,6080000069,14,6
ref-sifre-d.13.1.1-ref-sifre-d.13.2.1,ref-b.3.2.9.86a.7.9-ref-b.3.2.9.86a.7.18,15855,15921,ref-sifre-d.13.1.1,ref-sifre-d.13.2.1,3523179,3523227,ref-b.3.2.9.86a.7.9,ref-b.3.2.9.86a.7.18,אלא לחד לבעל חוב יהבינן ליה לאשה לא יהבינן לה,אלא לחד לבעל חוב יהבינן ליה לאשה לא יהבינן לה,10,10,1407,1407.0,80,80.0,0.0,0.0,10,אלא לחד לבעל חוב יהבינן ליה לאשה לא יהבינן לה,6080000070,10,10
ref-sifre-d.13.1.1-ref-sifre-d.13.1.14,ref-b.4.2.9.103b.7.9-ref-b.4.2.9.103b.7.25,15855,15915,ref-sifre-d.13.1.1,ref-sifre-d.13.1.14,5448128,5448224,ref-b.4.2.9.103b.7.9,ref-b.4.2.9.103b.7.25,הבו לכם אין הבו אלא עצה שנאמר הבו לכם דבר עצה הבה נתחכמה לו ,יהבי בתילתא ואזל איהו ויהביה בריבעא מהו דתימא דאמר ליה האי דבצרי לך אדעתא דלא יהיבנא לך ,14,15,2304,2304.0,79,79.0,0.6818181818181818,0.9444444444444444,0,,6080000071,14,15
ref-sifre-d.13.3.37-ref-sifre-d.13.3.51,ref-b.2.10.1.8a.13.34-ref-b.2.10.1.8a.14.10,16162,16253,ref-sifre-d.13.3.37,ref-sifre-d.13.3.51,2523770,2523823,ref-b.2.10.1.8a.13.34,ref-b.2.10.1.8a.14.10,שמביאים לראות רואה כשאין מביאים יושב ותוהה נבון דומה לשולחני תגר כשאין מביאים לו לראות ,אינו מביא או אינו אלא ראה שתים מביא ראה שלש אינו מביא ,15,10,893,893.0,83,83.0,0.7126436781609196,0.9375,0,,6080000072,15,10
ref-sifre-d.13.5.1-ref-sifre-d.13.5.15,ref-b.5.2.5.58a.11.2-ref-b.5.2.5.58a.11.9,16652,16734,ref-sifre-d.13.5.1,ref-sifre-d.13.5.15,7320700,7320746,ref-b.5.2.5.58a.11.2,ref-b.5.2.5.58a.11.9,"ואשימם בראשיכם יכול אם מניתם אתם אותם הם ממונים ואם לאו אינן ממונים ת""ל ואשימם ",שממנו לאישים אמר רחמנא והאי אין ממנו לאישים ,15,6,3568,3568.0,84,84.0,0.6582278481012658,1.0,0,,6080000073,15,6
ref-sifre-d.13.5.9-ref-sifre-d.13.5.19,ref-b.5.4.9.59b.11.22-ref-b.5.4.9.59b.11.29,16695,16755,ref-sifre-d.13.5.9,ref-sifre-d.13.5.19,8109823,8109874,ref-b.5.4.9.59b.11.22,ref-b.5.4.9.59b.11.29,"ממונים ואם לאו אינן ממונים ת""ל ואשימם בראשיכם אם אני ממנה ",ואם משאינן מנויים מת מנויים פטורין ושאינן מנויים ,11,8,3845,3845.0,86,84.0,0.6206896551724138,0.9166666666666666,1,ואם,6080000074,11,8
ref-sifre-d.13.5.1-ref-sifre-d.13.5.15,ref-b.5.6.1.6b.13.6-ref-b.5.6.1.6b.14.7,16652,16734,ref-sifre-d.13.5.1,ref-sifre-d.13.5.15,8246086,8246160,ref-b.5.6.1.6b.13.6,ref-b.5.6.1.6b.14.7,"ואשימם בראשיכם יכול אם מניתם אתם אותם הם ממונים ואם לאו אינן ממונים ת""ל ואשימם ","אשים אין לי אלא כולן מקצתן מנין ת""ל מהם זריקת דמים מנין ת""ל על המזבח לה' ",15,14,3889,3888.0,85,84.0,0.7215189873417721,0.8333333333333334,1,"ת""ל",6080000075,15,14
ref-sifre-d.15.1.1-ref-sifre-d.15.1.6,ref-b.2.3.10.100b.18.38-ref-b.2.3.10.100b.18.43,17494,17526,ref-sifre-d.15.1.1,ref-sifre-d.15.1.6,1252087,1252119,ref-b.2.3.10.100b.18.38,ref-b.2.3.10.100b.18.43,ואקח את ראשי שבטיכם אנשים חכמים ,ואקח את ראשי שבטיכם אנשים חכמים ,6,6,342,342.0,87,87.0,0.0,0.0,6,ואקח את ראשי שבטיכם אנשים חכמים,6080000076,6,6
ref-sifre-d.15.4.13-ref-sifre-d.15.4.21,ref-b.4.4.1.18a.3.5-ref-b.4.4.1.18a.3.12,18012,18053,ref-sifre-d.15.4.13,ref-sifre-d.15.4.21,5991136,5991176,ref-b.4.4.1.18a.3.5,ref-b.4.4.1.18a.3.12,שר משרי מאות וכמו כן שרי חמשים שרי עשרות ,שרי אלפים שרי מאות שרי חמשים ושרי עשרות ,9,8,2540,2539.0,88,88.0,0.3902439024390244,0.4285714285714286,4,מאות שרי חמשים עשרות,6080000077,9,8
ref-sifre-d.15.4.13-ref-sifre-d.15.4.21,ref-b.4.4.1.18a.3.13-ref-b.4.4.1.18a.3.27,18012,18053,ref-sifre-d.15.4.13,ref-sifre-d.15.4.21,5991177,5991246,ref-b.4.4.1.18a.3.13,ref-b.4.4.1.18a.3.27,שר משרי מאות וכמו כן שרי חמשים שרי עשרות ,שרי אלפים שש מאות שרי מאות ששת אלפים שרי חמשים שנים עשר אלף שרי עשרות ,9,15,2541,2541.0,89,88.0,0.5142857142857142,0.6666666666666667,5,מאות שרי חמשים שרי עשרות,6080000078,9,15
ref-sifre-d.15.5.7-ref-sifre-d.15.5.11,ref-b.3.1.9.86b.7.33-ref-b.3.1.9.86b.7.40,18096,18132,ref-sifre-d.15.5.7,ref-sifre-d.15.5.11,3128751,3128801,ref-b.3.1.9.86b.7.33,ref-b.3.1.9.86b.7.40,ושוטרי הלוים לפניכם ואומר והלוים ,שוטרים אלא מן הלוים שנאמר ושוטרים הלוים לפניכם ,5,8,1275,1275.0,90,90.0,0.5531914893617021,0.75,2,הלוים לפניכם,6080000079,5,8
ref-sifre-d.16.1.1-ref-sifre-d.16.1.10,ref-b.4.4.1.7b.14.1-ref-b.4.4.1.7b.14.17,18149,18205,ref-sifre-d.16.1.1,ref-sifre-d.16.1.10,5953195,5953286,ref-b.4.4.1.7b.14.1,ref-b.4.4.1.7b.14.17,ואצוה את שופטיכם בעת ההיא לאמר שמוע בין אחיכם ושפטתם ,ואצוה את שופטיכם בעת ההיא אמר רבי יוחנן כנגד מקל ורצועה תהא זריז שמוע בין אחיכם ושפטתם ,10,15,2514,2514.0,91,91.0,0.4022988505747126,0.4285714285714286,9,ואצוה את שופטיכם בעת ההיא שמוע בין אחיכם ושפטתם,6080000080,10,15
ref-sifre-d.16.7.1-ref-sifre-d.16.8.4,ref-b.3.1.4.47a.7.5-ref-b.3.1.4.47a.7.26,19721,19883,ref-sifre-d.16.7.1,ref-sifre-d.16.8.4,2991505,2991607,ref-b.3.1.4.47a.7.5,ref-b.3.1.4.47a.7.26,בין איש ובין אחיו ובין גרו מכאן אמר רבי יהודה גר שנתגייר בבית דין הרי זה גר בינו לבין עצמו אינו גר,בין איש ובין אחיו ובין גרו מכאן אמר רבי יהודה גר שנתגייר בבית דין הרי זה גר בינו לבין עצמו אינו גר,20,20,1194,1194.0,94,94.0,0.0,0.0,20,בין איש ובין אחיו ובין גרו מכאן אמר_רבי_יהודה גר שנתגייר בבית דין הרי זה גר בינו לבין עצמו אינו גר,6080000081,20,20
ref-sifre-d.16.7.1-ref-sifre-d.16.7.10,ref-b.4.4.1.7b.16.12-ref-b.4.4.1.7b.17.7,19721,19764,ref-sifre-d.16.7.1,ref-sifre-d.16.7.10,5953545,5953631,ref-b.4.4.1.7b.16.12,ref-b.4.4.1.7b.17.7,בין איש ובין אחיו ובין גרו אין לי אלא בין ,בין איש ובין אחיו אמר רב יהודה אפילו בין בית לעלייה ובין גרו אמר רב יהודה אפילו בין ,8,14,2515,2515.0,92,92.0,0.5595238095238095,0.5,7,בין איש ובין אחיו ובין גרו בין,6080000082,8,14
ref-sifre-d.16.7.1-ref-sifre-d.16.7.23,ref-b.4.4.7.64b.6.17-ref-b.4.4.7.64b.6.30,19721,19834,ref-sifre-d.16.7.1,ref-sifre-d.16.7.23,6188711,6188771,ref-b.4.4.7.64b.6.17,ref-b.4.4.7.64b.6.30,"בין איש ובין אחיו ובין גרו אין לי אלא בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין משפחה לחבירתה מנין ת""ל ","בנו ובתו באש אין לי אלא בנו ובתו בן בנו ובן בתו מנין ת""ל ",21,12,2777,2773.0,93,92.0,0.5833333333333334,0.6,3,"אין_לי_אלא מנין ת""ל",6080000083,21,12
