,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-n,dam-lev,jac,id
46,61,ref-b.3.4.4.26b.2.1-ref-b.3.4.4.26b.2.11,ref-sifre-n.2.1.245-ref-sifre-n.2.1.253,3821388,3821453,526899,527015,ref-b.3.4.4.26b.2.1,ref-b.3.4.4.26b.2.11,6495,6537,943,951,ref-sifre-n.2.1.245,ref-sifre-n.2.1.253,אלו לעולתי והשאר לשאר נזירותי דמי עולה יביאו עולה ומועלין בהן והשאר יפלו לנדבה ומועלין בכולן ואין מועלין ומועלין בכולן ואין מועלין במקצתן אלו לעולתי והשאר לשאר נזירותי דמי עולה יביאו עולה ומועלין בהן,מעלת ואומר ומעלה בו מעל הא אין מעילה אלא,199,40,1078.0,54.0,0.8140703517587939,0.7142857142857143,3070000047
47,63,ref-b.4.1.9.111a.18.2-ref-b.4.1.9.111a.18.16,ref-sifre-n.2.1.336-ref-sifre-n.2.1.351,5054126,5054203,699170,699183,ref-b.4.1.9.111a.18.2,ref-b.4.1.9.111a.18.16,6964,7046,1016,1030,ref-sifre-n.2.1.336,ref-sifre-n.2.1.351,כשם שאיל ואשם מעכבים כך חומש מעכב תלמוד לומר באיל האשם ונסלח לו איל ואשם ,כשם שפטורים מן האשם כך יהיו פטורים מן הקרן תלמוד לומר ונתן לאשר אשם לו ואשמה ,13,14,1659.0,63.0,0.5714285714285714,0.7333333333333334,3070000048
48,64,ref-b.4.2.4.54a.3.2-ref-b.4.2.4.54a.3.17,ref-sifre-n.3.1.73-ref-sifre-n.3.1.88,5273598,5273685,730929,730942,ref-b.4.2.4.54a.3.2,ref-b.4.2.4.54a.3.17,7782,7868,1141,1156,ref-sifre-n.3.1.73,ref-sifre-n.3.1.88,ויסף חמישיתו עליו שיהא הוא וחומשו חמשה דברי רבי יאשיה ר' יונתן אומר חמישיתו חומשו של ,וחמישתו יוסף עליו עד שיהיה חומש וחומשה הוא וחומשו חמשה משום ר' יאשיה אמרו חמשה שלם ,13,15,1669.0,64.0,0.6,0.5,3070000049
49,65,ref-b.4.1.9.103b.12.15-ref-b.4.1.9.103b.12.24,ref-sifre-n.3.1.99-ref-sifre-n.3.1.108,5026971,5027023,695223,695231,ref-b.4.1.9.103b.12.15,ref-b.4.1.9.103b.12.24,7917,7961,1163,1170,ref-sifre-n.3.1.99,ref-sifre-n.3.1.108,"לאשר הוא לו יתננו ביום אשמתו ורבי עקיבא אע""ג דלא ",לאשר הוא לו יתננו ביום אשמתו אין לי אלא לו ,8,7,1636.0,65.0,0.2653061224489796,0.5555555555555556,3070000050
50,66,ref-b.5.4.7.44b.17.1-ref-b.5.4.7.45a.4.10,ref-sifre-n.3.1.100-ref-sifre-n.3.1.111,8069646,8069732,1134818,1134831,ref-b.5.4.7.44b.17.1,ref-b.5.4.7.45a.4.10,7923,7981,1164,1173,ref-sifre-n.3.1.100,ref-sifre-n.3.1.111,"היינו כושי רבי חנינא בן אנטיגנוס לא תני כושי ת""ר שבר רגל אין לי אלא שבר רגל מנין לרבות ",הוא לו יתננו ביום אשמתו אין לי אלא לו ולשלוחו מנין לרבות ,13,9,2632.0,65.0,0.5747126436781609,0.7857142857142857,3070000051
51,67,ref-b.5.6.1.6b.13.2-ref-b.5.6.1.6b.13.12,ref-sifre-n.3.1.101-ref-sifre-n.3.1.110,8246070,8246118,1159853,1159861,ref-b.5.6.1.6b.13.2,ref-b.5.6.1.6b.13.12,7927,7975,1165,1172,ref-sifre-n.3.1.101,ref-sifre-n.3.1.110,לא תתנו מהם אלו אשים אין לי אלא כולן מקצתן מנין ,לו יתננו ביום אשמתו אין לי אלא לו ולשלוחו מנין ,8,7,2694.0,65.0,0.4375,0.7,3070000052
52,68,ref-b.4.1.9.109a.5.2-ref-b.4.1.9.109a.6.7,ref-sifre-n.4.1.1-ref-sifre-n.4.1.53,5045640,5045770,697687,697955,ref-b.4.1.9.109a.5.2,ref-b.4.1.9.109a.6.7,8211,8474,1211,1247,ref-sifre-n.4.1.1,ref-sifre-n.4.1.53,ואם אין לאיש גואל להשיב האשם וכי יש אדם בישראל שאין לו גואלים אלא בגזל הגר הכתוב מדבר הרי שגזל הגר ונשבע לו ושמע שמת ואם אין לאיש גואל להשיב האשם וכי יש אדם בישראל שאין לו גואלים אלא בגזל הגר הכתוב מדבר הרי שגזל הגר ונשבע לו,ואם אין לאיש גואל ר' ישמעאל אמר וכי יש לך אדם בישראל שאין לו גואל ומה תלמוד לומר ואם אין לאיש גואל בא הכתוב ולימד על הגוזל הגר ונשבע לו ומת שישלם קרן וחומש לכהנים ואשם למזבח,224,173,1639.0,68.0,0.5758928571428571,0.6333333333333333,3070000053
53,70,ref-b.3.7.1.21a.13.16-ref-b.3.7.1.21a.13.28,ref-sifre-n.4.1.3-ref-sifre-n.4.1.15,4456599,4456658,614938,614947,ref-b.3.7.1.21a.13.16,ref-b.3.7.1.21a.13.28,8220,8281,1212,1222,ref-sifre-n.4.1.3,ref-sifre-n.4.1.15,ואיש כי לא יהיה לו גאל וכי יש אדם בישראל שאין לו גואלים ,לאיש גואל ר' ישמעאל אמר וכי יש לך אדם בישראל שאין לו גואל ,9,10,1539.0,68.0,0.3448275862068966,0.375,3070000054
54,71,ref-b.4.4.8.68b.9.11-ref-b.4.4.8.68b.10.3,ref-sifre-n.4.1.3-ref-sifre-n.4.1.28,6203428,6203490,864100,864109,ref-b.4.4.8.68b.9.11,ref-b.4.4.8.68b.10.3,8220,8347,1212,1229,ref-sifre-n.4.1.3,ref-sifre-n.4.1.28,לאיש גואל וכי יש לך אדם בישראל שאין לו גואל אלא בגזל הגר ,לאיש גואל ר' ישמעאל אמר וכי יש לך אדם בישראל שאין לו גואל ומה תלמוד לומר ואם אין לאיש גואל בא הכתוב ולימד על הגוזל הגר ,9,17,1916.0,68.0,0.5210084033613446,0.5625,3070000055
55,72,ref-b.4.1.9.104b.7.4-ref-b.4.1.9.104b.7.16,ref-sifre-n.4.1.27-ref-sifre-n.4.1.36,5029603,5029676,695634,695645,ref-b.4.1.9.104b.7.4,ref-b.4.1.9.104b.7.16,8336,8394,1228,1237,ref-sifre-n.4.1.27,ref-sifre-n.4.1.36,הגוזל את חבירו ונשבע לו ומת יורשין משלמים קרן וחומש ופטורין מן האשם ,הגוזל הגר ונשבע לו ומת שישלם קרן וחומש לכהנים ואשם ,11,9,1637.0,68.0,0.36764705882352944,0.6,3070000056
56,73,ref-b.4.1.9.111a.11.6-ref-b.4.1.9.111a.11.23,ref-sifre-n.4.1.48-ref-sifre-n.4.1.114,5053574,5053664,698848,699105,ref-b.4.1.9.111a.11.6,ref-b.4.1.9.111a.11.23,8445,8789,1244,1286,ref-sifre-n.4.1.48,ref-sifre-n.4.1.114,אשמו וכו' מנהני מילי אמר רבא דאמר קרא האשם המושב לה' לכהן מלבד איל הכפורים אשר יכפר בו אשמו וכו' מנהני מילי אמר רבא דאמר קרא האשם המושב לה' לכהן,איש אשה מנין תלמוד לומר להשיב האשם אליו אבא חנן אומר משום ר' אליעזר בנגזל הכתוב מדבר או אינו מדבר אלא בגוזל תלמוד לומר להשיב האשם אליו הא בנגזל הכתוב מדבר אשם המושב לה' לכהן בכסף הכתוב מדבר אתה אומר בכסף הכתוב מדבר,144,214,1652.0,68.0,0.705607476635514,0.7857142857142857,3070000057
57,74,ref-b.5.2.4.45b.23.10-ref-b.5.2.4.45b.24.18,ref-sifre-n.4.1.77-ref-sifre-n.4.1.123,7281311,7281469,1022530,1022604,ref-b.5.2.4.45b.23.10,ref-b.5.2.4.45b.24.18,8595,8842,1261,1296,ref-sifre-n.4.1.77,ref-sifre-n.4.1.123,לה' לכהן כתיב איזהו דבר שמקצתו לה' ומקצתו לכהן לה' ולכהן לה' לכהן כתיב כדרב הונא דאמר רב הונא קנאו השם ונתנו לכהן לכהן קודש יהיו לה' לכהן כתיב איזהו דבר שמקצתו לה' ומקצתו לכהן הוי אומר אלו כבשים ורע מי כתיב קדש יהיו לה' ולכהן לה' לכהן כתיב כדרב הונא דאמר רב,הכתוב מדבר אשם המושב לה' לכהן בכסף הכתוב מדבר אתה אומר בכסף הכתוב מדבר או אינו מדבר אלא באשם כשהוא אומר מלבד איל האשם המושב לה' בכסף הכתוב מדבר לה' לכהן קנאו השם ונתנו לכהנים לכהנים,257,181,2324.0,68.0,0.6848249027237354,0.6538461538461539,3070000058
58,76,ref-b.4.1.9.110a.13.19-ref-b.4.1.9.110a.14.5,ref-sifre-n.4.1.95-ref-sifre-n.4.1.100,5049482,5049527,698473,698480,ref-b.4.1.9.110a.13.19,ref-b.4.1.9.110a.14.5,8690,8725,1270,1275,ref-sifre-n.4.1.95,ref-sifre-n.4.1.100,אשם קרייה רחמנא כשהוא אומר מלבד איל הכפורים ,באשם כשהוא אומר מלבד איל הכפורים ,7,5,1648.0,68.0,0.29545454545454547,0.25,3070000059
59,77,ref-b.4.1.9.109b.6.22-ref-b.4.1.9.109b.6.31,ref-sifre-n.4.1.96-ref-sifre-n.4.1.105,5047223,5047273,698140,698149,ref-b.4.1.9.109b.6.22,ref-b.4.1.9.109b.6.31,8696,8746,1271,1280,ref-sifre-n.4.1.96,ref-sifre-n.4.1.105,כשהוא אומר מלבד איל הכפורים אשר יכפר בו עליו הרי ,כשהוא אומר מלבד איל הכפורים אשר יכפר בו עליו הרי ,9,9,1642.0,68.0,0.0,0.0,3070000060
60,78,ref-b.5.5.8.28b.3.12-ref-b.5.5.8.28b.3.21,ref-sifre-n.4.1.96-ref-sifre-n.4.1.105,8207770,8207821,1154519,1154528,ref-b.5.5.8.28b.3.12,ref-b.5.5.8.28b.3.21,8696,8746,1272,1281,ref-sifre-n.4.1.96,ref-sifre-n.4.1.105,כשהוא אומר מלבד איל הכיפורים אשר יכפר בו עליו הרי ,כשהוא אומר מלבד איל הכפורים אשר יכפר בו עליו הרי ,9,9,2682.0,68.0,0.02,0.0,3070000061
61,84,ref-b.5.1.5.57a.10.9-ref-b.5.1.5.57a.10.19,ref-sifre-n.4.1.117-ref-sifre-n.4.1.124,6971986,6972044,977419,977429,ref-b.5.1.5.57a.10.9,ref-b.5.1.5.57a.10.19,8803,8849,1290,1297,ref-sifre-n.4.1.117,ref-sifre-n.4.1.124,מדבר חטאת ואשם מתנה לכהן ובכור מתנה לכהן מה חטאת ואשם ,מדבר לה' לכהן קנאו השם ונתנו לכהנים באנשי ,10,7,2192.0,68.0,0.6296296296296297,0.7,3070000062
62,85,ref-b.4.1.9.109b.6.3-ref-b.4.1.9.109b.6.7,ref-sifre-n.4.1.118-ref-sifre-n.4.1.122,5047124,5047150,698129,698133,ref-b.4.1.9.109b.6.3,ref-b.4.1.9.109b.6.7,8808,8834,1290,1294,ref-sifre-n.4.1.118,ref-sifre-n.4.1.122,לה' לכהן קנאו השם ונתנו ,לה' לכהן קנאו השם ונתנו ,4,4,1641.0,68.0,0.0,0.0,3070000063
63,86,ref-b.5.5.8.28b.2.4-ref-b.5.5.8.28b.2.8,ref-sifre-n.4.1.118-ref-sifre-n.4.1.122,8207671,8207697,1154508,1154512,ref-b.5.5.8.28b.2.4,ref-b.5.5.8.28b.2.8,8808,8834,1291,1295,ref-sifre-n.4.1.118,ref-sifre-n.4.1.122,לה' לכהן קנאו השם ונתנו ,לה' לכהן קנאו השם ונתנו ,4,4,2681.0,68.0,0.0,0.0,3070000064
64,87,ref-b.4.1.9.111a.11.17-ref-b.4.1.9.111a.11.23,ref-sifre-n.4.1.133-ref-sifre-n.4.1.142,5053629,5053664,699099,699105,ref-b.4.1.9.111a.11.17,ref-b.4.1.9.111a.11.23,8889,8940,1300,1308,ref-sifre-n.4.1.133,ref-sifre-n.4.1.142,לכהן מלבד איל הכפורים אשר יכפר בו ,כהן שירצה תלמוד לומר מלבד איל הכפורים אשר יכפר בו ,6,8,1652.0,87.0,0.36,0.5555555555555556,3070000065
65,88,ref-b.5.5.8.28b.3.14-ref-b.5.5.8.28b.3.20,ref-sifre-n.4.1.137-ref-sifre-n.4.1.143,8207782,8207817,1154521,1154527,ref-b.5.5.8.28b.3.14,ref-b.5.5.8.28b.3.20,8911,8945,1304,1310,ref-sifre-n.4.1.137,ref-sifre-n.4.1.143,מלבד איל הכיפורים אשר יכפר בו עליו ,מלבד איל הכפורים אשר יכפר בו עליו ,6,6,2682.0,87.0,0.02857142857142857,0.0,3070000066
66,89,ref-b.4.1.9.109b.6.24-ref-b.4.1.9.109b.7.5,ref-sifre-n.4.1.137-ref-sifre-n.4.2.3,5047235,5047325,698142,698157,ref-b.4.1.9.109b.6.24,ref-b.4.1.9.109b.7.5,8911,8997,1303,1319,ref-sifre-n.4.1.137,ref-sifre-n.4.2.3,מלבד איל הכפורים אשר יכפר בו עליו הרי לכהן שבאותו משמר הכתוב מדבר תר הרי שהיה גוזל כהן ,מלבד איל הכפורים אשר יכפר בו עליו את מי שמכפרים בו עליו אלו אנשי משמר הרי שגוזל כהן ,15,16,1642.0,87.0,0.3793103448275862,0.5789473684210527,3070000067
67,90,ref-b.4.1.9.109b.8.34-ref-b.4.1.9.109b.9.29,ref-sifre-n.4.2.36-ref-sifre-n.4.2.74,5047608,5047762,697953,698224,ref-b.4.1.9.109b.8.34,ref-b.4.1.9.109b.9.29,9142,9334,1346,1380,ref-sifre-n.4.2.36,ref-sifre-n.4.2.74,דאין אחר יכול להוציאו מידו לא אם אמרת בדבר שאין לו חלק בו שכשם שאין לו חלק בו כך אין לאחרים חלק בו תאמר בגזל שכשם שיש לו חלק בו כך יש לאחרים חלק אחר יכול להוציאו מידו לא אם אמרת בדבר שאין לו חלק בו שכשם שאין לו חלק בו כך אין לאחרים חלק בו תאמר בגזל שכשם,"אחר יכול להוציאו מידי דבר שזכיתי בו ובא לידי דין הוא שלא יהא אחר זוכה ומוציא מתוך ידי א""ל לא אם אמרת בזה שאין לאחרים חלק בו תאמר בזה שיש בו לאחרים חלק הואיל ויש",253,160,1646.0,90.0,0.5968379446640316,0.5217391304347826,3070000068
68,92,ref-b.3.3.9.74b.6.18-ref-b.3.3.9.74b.6.34,ref-sifre-n.4.2.59-ref-sifre-n.4.2.73,3743357,3743432,516027,516141,ref-b.3.3.9.74b.6.18,ref-b.3.3.9.74b.6.34,9254,9330,1366,1379,ref-sifre-n.4.2.59,ref-sifre-n.4.2.73,אין לאחרים חלק בה תאמר באשה שהקנו לו מן השמים שכשם שיש לו עמה חלק כך יש לאחרים חלק בה כך אין לאחרים חלק בה תאמר באשה שהקנו לו מן השמים שכשם שיש לו עמה,שאין לאחרים חלק בו תאמר בזה שיש בו לאחרים חלק הואיל ויש בו לאחרים,150,65,980.0,90.0,0.6466666666666666,0.6153846153846154,3070000069
69,94,ref-b.4.1.9.111a.11.18-ref-b.4.1.9.111a.11.23,ref-sifre-n.4.3.1-ref-sifre-n.4.3.6,5053635,5053664,699100,699105,ref-b.4.1.9.111a.11.18,ref-b.4.1.9.111a.11.23,9374,9403,1388,1393,ref-sifre-n.4.3.1,ref-sifre-n.4.3.6,מלבד איל הכפורים אשר יכפר בו ,מלבד איל הכפורים אשר יכפר בו ,5,5,1652.0,94.0,0.0,0.0,3070000070
70,95,ref-b.4.1.9.109b.6.24-ref-b.4.1.9.109b.6.30,ref-sifre-n.4.3.1-ref-sifre-n.4.3.7,5047235,5047269,698142,698148,ref-b.4.1.9.109b.6.24,ref-b.4.1.9.109b.6.30,9374,9408,1388,1394,ref-sifre-n.4.3.1,ref-sifre-n.4.3.7,מלבד איל הכפורים אשר יכפר בו עליו ,מלבד איל הכפורים אשר יכפר בו עליו ,6,6,1642.0,94.0,0.0,0.0,3070000071
71,96,ref-b.5.5.8.28b.3.14-ref-b.5.5.8.28b.3.20,ref-sifre-n.4.3.1-ref-sifre-n.4.3.7,8207782,8207817,1154521,1154527,ref-b.5.5.8.28b.3.14,ref-b.5.5.8.28b.3.20,9374,9408,1389,1395,ref-sifre-n.4.3.1,ref-sifre-n.4.3.7,מלבד איל הכיפורים אשר יכפר בו עליו ,מלבד איל הכפורים אשר יכפר בו עליו ,6,6,2682.0,94.0,0.02857142857142857,0.0,3070000072
72,97,ref-b.4.1.9.111a.11.18-ref-b.4.1.9.111a.11.23,ref-sifre-n.4.3.31-ref-sifre-n.4.3.36,5053635,5053664,699100,699105,ref-b.4.1.9.111a.11.18,ref-b.4.1.9.111a.11.23,9532,9561,1413,1418,ref-sifre-n.4.3.31,ref-sifre-n.4.3.36,מלבד איל הכפורים אשר יכפר בו ,מלבד איל הכפורים אשר יכפר בו ,5,5,1652.0,97.0,0.0,0.0,3070000073
73,98,ref-b.4.1.9.109b.6.24-ref-b.4.1.9.109b.6.30,ref-sifre-n.4.3.31-ref-sifre-n.4.3.37,5047235,5047269,698142,698148,ref-b.4.1.9.109b.6.24,ref-b.4.1.9.109b.6.30,9532,9566,1413,1419,ref-sifre-n.4.3.31,ref-sifre-n.4.3.37,מלבד איל הכפורים אשר יכפר בו עליו ,מלבד איל הכפורים אשר יכפר בו עליו ,6,6,1642.0,97.0,0.0,0.0,3070000074
74,99,ref-b.5.5.8.28b.3.14-ref-b.5.5.8.28b.3.20,ref-sifre-n.4.3.31-ref-sifre-n.4.3.37,8207782,8207817,1154521,1154527,ref-b.5.5.8.28b.3.14,ref-b.5.5.8.28b.3.20,9532,9566,1414,1420,ref-sifre-n.4.3.31,ref-sifre-n.4.3.37,מלבד איל הכיפורים אשר יכפר בו עליו ,מלבד איל הכפורים אשר יכפר בו עליו ,6,6,2682.0,97.0,0.02857142857142857,0.0,3070000075
75,100,ref-b.4.1.9.111a.11.6-ref-b.4.1.9.111a.11.20,ref-sifre-n.4.3.84-ref-sifre-n.4.4.2,5053574,5053652,699094,699102,ref-b.4.1.9.111a.11.6,ref-b.4.1.9.111a.11.20,9796,9869,1452,1465,ref-sifre-n.4.3.84,ref-sifre-n.4.4.2,אשמו וכו' מנהני מילי אמר רבא דאמר קרא האשם המושב לה' לכהן מלבד איל הכפורים ,האשם המושב לה' לכהן וגו' את שצריך כפרה יצא זה שכפרה לו נפשו מלבד איל ,8,13,1652.0,100.0,0.6933333333333334,0.7142857142857143,3070000076
76,101,ref-b.4.1.9.111a.2.1-ref-b.4.1.9.111a.2.12,ref-sifre-n.4.4.7-ref-sifre-n.4.4.29,5052437,5052505,698933,698941,ref-b.4.1.9.111a.2.1,ref-b.4.1.9.111a.2.12,9893,10017,1468,1481,ref-sifre-n.4.4.7,ref-sifre-n.4.4.29,נתן את הכסף ליהויריב וכו' תנו רבנן נתן אשם ליהויריב וכסף לידעיה ,נתן הכסף ליהויריב ואשם לידעיה יצא וקורא אני עליו איש אשר יתן לכהן לו יהיה או אפי' נתן את האשם ליהויריב והכסף לידעיה ,8,13,1650.0,101.0,0.5431034482758621,0.625,3070000077
77,102,ref-b.4.1.9.111a.5.14-ref-b.4.1.9.111a.5.21,ref-sifre-n.4.4.46-ref-sifre-n.4.4.52,5053046,5053093,699017,699024,ref-b.4.1.9.111a.5.14,ref-b.4.1.9.111a.5.21,10098,10141,1490,1496,ref-sifre-n.4.4.46,ref-sifre-n.4.4.52,יחזור ויביא אשם אחר ויקריבוהו בני ידעיה וזכו ,יחזיר ויביא אשם אחר ויתננו לידעיה ויזכה ,7,6,1651.0,102.0,0.28888888888888886,0.33333333333333337,3070000078
78,103,ref-b.5.1.5.57a.9.1-ref-b.5.1.5.57a.9.10,ref-sifre-n.6.1.298-ref-sifre-n.6.1.309,6971794,6971832,977384,977392,ref-b.5.1.5.57a.9.1,ref-b.5.1.5.57a.9.10,12563,12620,1849,1859,ref-sifre-n.6.1.298,ref-sifre-n.6.1.309,אמר לו נדון דבר מ דבר ונלמד דבר מ דבר ,אין להם פדיון אלמד דבר מדבר ואדון דבר מדבר אלמד דבר מדבר ,8,10,2187.0,103.0,0.47368421052631576,0.7142857142857143,3070000079
79,104,ref-b.3.5.4.27a.10.4-ref-b.3.5.4.27a.10.12,ref-sifre-n.7.1.81-ref-sifre-n.7.1.91,3994856,3994901,551584,551592,ref-b.3.5.4.27a.10.4,ref-b.3.5.4.27a.10.12,13985,14036,2052,2061,ref-sifre-n.7.1.81,ref-sifre-n.7.1.91,תשטה אשה תחת אישה להקיש איש לאשה ואשה לאיש ,איש איש לעשות אשה כאיש דרבי עקיבא לו כי תשטה אשתו ,8,9,1353.0,104.0,0.68,0.75,3070000080
80,105,ref-b.1.1.3.19a.9.24-ref-b.1.1.3.19a.9.45,ref-sifre-n.7.1.111-ref-sifre-n.7.1.135,97947,98084,13826,13844,ref-b.1.1.3.19a.9.24,ref-b.1.1.3.19a.9.45,14155,14304,2088,2108,ref-sifre-n.7.1.111,ref-sifre-n.7.1.135,ואמרו לו מעשה בכרכמית שפחה משוחררת בירושלים והשקוה שמעיה ואבטליון ואמר להם דוגמא השקוה ונדוהו ומת בנדויו וסקלו בית דין את ארונו ,אמרו לו והרי כרכמית שפחה משוחררת היתה בירושלים והשקוה שמעיה ואבטליון כלשון הזה אמר להם דוגמה השקוה ונדוהו ומת בנדויו וסקלו בית דין את ארונו ,18,20,21.0,105.0,0.15,0.2857142857142857,3070000081
81,106,ref-b.1.1.3.19a.10.52-ref-b.1.1.3.19a.10.59,ref-sifre-n.7.1.128-ref-sifre-n.7.1.135,98357,98401,13883,13888,ref-b.1.1.3.19a.10.52,ref-b.1.1.3.19a.10.59,14260,14304,2103,2108,ref-sifre-n.7.1.128,ref-sifre-n.7.1.135,המתנדה ומת בנדויו בית דין סוקלין את ארונו ,ונדוהו ומת בנדויו וסקלו בית דין את ארונו ,5,5,22.0,105.0,0.38095238095238093,0.1428571428571429,3070000082
82,107,ref-b.2.11.3.15a.2.1-ref-b.2.11.3.15a.2.7,ref-sifre-n.7.1.128-ref-sifre-n.7.1.135,2687551,2687585,372792,372796,ref-b.2.11.3.15a.2.1,ref-b.2.11.3.15a.2.7,14260,14304,2103,2108,ref-sifre-n.7.1.128,ref-sifre-n.7.1.135,מנודה שמת בית דין סוקלין את ארונו ,ונדוהו ומת בנדויו וסקלו בית דין את ארונו ,4,5,694.0,105.0,0.4146341463414634,0.2857142857142857,3070000083
83,108,ref-b.2.11.3.15a.2.30-ref-b.2.11.3.15a.2.37,ref-sifre-n.7.1.128-ref-sifre-n.7.1.135,2687698,2687743,372815,372820,ref-b.2.11.3.15a.2.30,ref-b.2.11.3.15a.2.37,14260,14304,2103,2108,ref-sifre-n.7.1.128,ref-sifre-n.7.1.135,המתנדה ומת בנידויו בית דין סוקלין את ארונו ,ונדוהו ומת בנדויו וסקלו בית דין את ארונו ,5,5,695.0,105.0,0.3953488372093023,0.1428571428571429,3070000084
84,109,ref-b.5.8.4.18a.14.4-ref-b.5.8.5.18b.1.1,ref-sifre-n.7.1.162-ref-sifre-n.7.1.185,8486536,8486630,1194563,1194785,ref-b.5.8.4.18a.14.4,ref-b.5.8.5.18b.1.1,14420,14552,2123,2141,ref-sifre-n.7.1.162,ref-sifre-n.7.1.185,אין מעל אלא שנוי וכן הוא אומר איש איש כי תשטה אשתו ומעלה בו מעל ואומר וימעלו באלהי אבתיהם תמעל מעל אין מעל אלא שנוי וכן הוא אומר איש איש כי תשטה אשתו ומעלה בו מעל,ומעלה ומעלה בו מעל אין מעילה בכל מקום אלא שיקור וכן הוא אומר וימעלו באלהי אבותיהם ה' ואומר וימעלו,162,97,2763.0,109.0,0.6481481481481481,0.6,3070000085
