baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.8.1.228-ref-sifre-n.8.1.253,ref-y.2.1.7.2.16.116-ref-y.2.1.7.2.16.137,18642,18766,ref-sifre-n.8.1.228,ref-sifre-n.8.1.253,1000260,1000359,ref-y.2.1.7.2.16.116,ref-y.2.1.7.2.16.137,כשם שמעשיה מעשה בהמה כך קרבנה מאכל בהמה לא ישים עליה שמן מגיד שאם נתן עליה שמן ולבונה עובר בלא תעשה או כשם שעובר על שמנו ,בלא תעשה כגין דכתיב שם תעלה ושם תעשה הא אילולא הוה כתיב שם תעלה ושם תעשה אין עשה מלמד על לא תעשה ,26,19,313,313.0,59,58.0,0.6859504132231405,0.8695652173913043,2,בלא תעשה,5070000045,26,19
ref-sifre-n.8.1.228-ref-sifre-n.8.1.252,ref-y.4.4.7.5.7.40-ref-y.4.4.7.5.7.61,18642,18761,ref-sifre-n.8.1.228,ref-sifre-n.8.1.252,3231837,3231935,ref-y.4.4.7.5.7.40,ref-y.4.4.7.5.7.61,כשם שמעשיה מעשה בהמה כך קרבנה מאכל בהמה לא ישים עליה שמן מגיד שאם נתן עליה שמן ולבונה עובר בלא תעשה או כשם שעובר על ,בלא תעשה בגין דכתיב שם תעלה ושם תעשה והא אילו לא כתיב שם תעלה ושם תעשה אין עשה מלמד על לא תעש' ,25,19,1816,1816.0,58,58.0,0.6982758620689655,0.8695652173913043,2,בלא תעשה,5070000046,25,19
ref-sifre-n.8.1.319-ref-sifre-n.8.1.333,ref-y.3.5.3.4.3.39-ref-y.3.5.3.4.3.59,19087,19172,ref-sifre-n.8.1.319,ref-sifre-n.8.1.333,2282475,2282581,ref-y.3.5.3.4.3.39,ref-y.3.5.3.4.3.59,מנחת זכרון שומע אני זכות וחובה תלמוד לומר מזכרת עון כל הזכרונות שבתורה לטובה וזו ,מנחת זכרון יש לה זכות מזכרת עון אין לה זכות תני רבי טרפון אומר כל הזכרונות שנאמרו בתורה לטובה חוץ מזו ,15,19,1069,1067.0,60,60.0,0.4607843137254901,0.5238095238095238,8,מנחת זכרון זכות מזכרת עון כל הזכרונות לטובה,5070000047,15,19
ref-sifre-n.8.1.352-ref-sifre-n.8.1.369,ref-y.3.5.3.4.3.39-ref-y.3.5.3.4.3.48,19263,19356,ref-sifre-n.8.1.352,ref-sifre-n.8.1.369,2282475,2282518,ref-y.3.5.3.4.3.39,ref-y.3.5.3.4.3.48,מנחת זכרון יש לה זכות מזכרת עון אין לה זכות,מנחת זכרון יש לה זכות מזכרת עון אין לה זכות,10,10,1068,1067.0,61,61.0,0.0,0.0,10,מנחת זכרון יש לה זכות מזכרת עון אין לה זכות,5070000048,10,10
ref-sifre-n.8.1.396-ref-sifre-n.8.1.408,ref-y.3.5.3.4.3.25-ref-y.3.5.3.4.3.33,19482,19543,ref-sifre-n.8.1.396,ref-sifre-n.8.1.408,2282403,2282454,ref-y.3.5.3.4.3.25,ref-y.3.5.3.4.3.33,מדת טובה אם מדת פורענות מעטה הרי היא מזכרת עון מדה טובה מרובה ,מידת הפורענות מעוטה הרי היא מזכרת מידת הטוב מרובה ,11,9,1066,1066.0,63,63.0,0.3387096774193548,0.4,4,הרי היא מזכרת מרובה,5070000049,11,9
ref-sifre-n.8.1.516-ref-sifre-n.8.1.526,ref-y.3.5.3.5.1.6-ref-y.3.5.3.5.1.17,20053,20109,ref-sifre-n.8.1.516,ref-sifre-n.8.1.526,2286298,2286358,ref-y.3.5.3.5.1.6,ref-y.3.5.3.5.1.17,אין הזכות תולה במים המרי' כו' הלכה ה' רבי אומר הזכות תולה,אין הזכות תולה במים המרי' כו' הלכה ה' רבי אומר הזכות תולה,10,10,1077,1076.0,64,64.0,0.0,0.0,10,אין הזכות תולה במים המרי' כו' הלכה_ה'_רבי אומר הזכות תולה,5070000050,10,10
ref-sifre-n.10.1.164-ref-sifre-n.10.1.178,ref-y.4.6.8.1.12.156-ref-y.4.6.8.1.12.169,21563,21637,ref-sifre-n.10.1.164,ref-sifre-n.10.1.178,3405038,3405115,ref-y.4.6.8.1.12.156,ref-y.4.6.8.1.12.169,קלה עשה בה בית המקדש כמשכן סוטה חמורה דין הוא שנעשה בה בית המקדש כמשכן ,שהחמירה בו התורה אינו חייב עד שימשוך שומר חנם שהיקילה בו התורה אפילו משך ,13,12,2015,2015.0,66,66.0,0.7945205479452054,1.0,0,,5070000051,13,12
ref-sifre-n.10.1.164-ref-sifre-n.10.1.178,ref-y.4.6.8.1.12.191-ref-y.4.6.8.1.12.204,21563,21637,ref-sifre-n.10.1.164,ref-sifre-n.10.1.178,3405217,3405294,ref-y.4.6.8.1.12.191,ref-y.4.6.8.1.12.204,קלה עשה בה בית המקדש כמשכן סוטה חמורה דין הוא שנעשה בה בית המקדש כמשכן ,שהיקלה בו התורה אינו חייב עד שימשוך נושא שכר שהחמירה בו התורה כיון שמשך ,13,12,2016,2016.0,67,66.0,0.75,1.0,0,,5070000052,13,12
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.105,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,14071,14133,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.105,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן ,1,1,19,2.0,94,68.0,0.3934426229508196,0.5555555555555556,7,נאמר כאן ונאמר להלן מה להלן כאן,5070000053,11,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.1.1.7.3.5.67-ref-y.1.1.7.3.5.82,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,152037,152114,ref-y.1.1.7.3.5.67,ref-y.1.1.7.3.5.82,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה בני ישראל שנאמר להלן עשרה אף כאן ,1,7,57,55.0,95,68.0,0.4736842105263157,0.5,6,נאמר כאן ונאמר להלן מה כאן,5070000054,11,14
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.17,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,427265,427323,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.17,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן ,1,2,87,87.0,68,68.0,0.3684210526315789,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000055,10,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.128,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,665158,665252,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.128,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף כאן ,1,2,156,139.0,96,68.0,0.5054945054945055,0.6666666666666667,8,נאמר כאן ונאמר להלן מה האמורה להלן כאן,5070000056,11,19
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.81,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,779725,779780,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.81,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן ,1,12,203,203.0,69,68.0,0.3888888888888889,0.6,6,נאמר כאן ונאמר להלן מה להלן,5070000057,10,12
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.12,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,873523,873573,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.12,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן ,1,3,270,268.0,70,68.0,0.3469387755102041,0.625,5,כאן ונאמר להלן מה להלן,5070000058,10,10
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.47,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1290200,1290271,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.47,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן ,1,5,338,337.0,71,68.0,0.4626865671641791,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000059,10,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1416081,1416145,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,1,1,422,419.0,72,68.0,0.4098360655737705,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,5070000060,10,12
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.174,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1477978,1478052,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.174,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן ,1,4,448,447.0,73,68.0,0.4647887323943662,0.6,6,נאמר כאן ונאמר להלן מה להלן,5070000061,10,11
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1493692,1493742,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,484,484.0,74,68.0,0.3265306122448979,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000062,10,10
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1561422,1561476,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,1,4,552,551.0,75,68.0,0.2264150943396226,0.3333333333333333,7,נאמר כאן ונאמר להלן מה האמורה להלן,5070000063,10,10
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.20,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1595673,1595752,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.20,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן ,1,13,588,587.0,76,68.0,0.5454545454545454,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,5070000064,10,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,636,636.0,77,68.0,0.3265306122448979,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000065,10,10
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,1,1,657,657.0,78,68.0,0.3469387755102041,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000066,10,10
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.81,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1836010,1836083,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.81,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן ,1,14,717,715.0,79,68.0,0.4571428571428571,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,5070000067,10,14
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.2.10.4.4.5.15-ref-y.2.10.4.4.5.31,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,1912984,1913065,ref-y.2.10.4.4.5.15,ref-y.2.10.4.4.5.31,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן עדה ונאמר להלן עד מתי לעדה הרעה הזאת מה עדה האמורה להלן עשרה אף כאן ,1,15,755,755.0,97,97.0,0.4025974025974026,0.6,7,נאמר כאן ונאמר להלן מה האמורה כאן,5070000068,11,15
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.2.10.4.4.5.36-ref-y.2.10.4.4.5.53,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,1913084,1913174,ref-y.2.10.4.4.5.36,ref-y.2.10.4.4.5.53,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן תוך ונאמר להלן ויבאו בני ישראל לשבור בתוך הבאים מה תוך שנאמר להלן עשרה אף כאן ,1,16,758,758.0,98,97.0,0.5517241379310345,0.6666666666666667,6,נאמר כאן ונאמר להלן מה כאן,5070000069,11,16
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.2.10.4.4.5.69-ref-y.2.10.4.4.5.81,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,1913238,1913298,ref-y.2.10.4.4.5.69,ref-y.2.10.4.4.5.81,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה להלן עשר' אף כאן ,1,1,762,762.0,99,68.0,0.4833333333333333,0.5,7,נאמר כאן ונאמר להלן מה להלן כאן,5070000070,11,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.125,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,1928666,1928730,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.125,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן ,1,1,784,767.0,100,68.0,0.3333333333333333,0.5,8,נאמר כאן ונאמר להלן מה האמורה להלן כאן,5070000071,11,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,799,799.0,101,101.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",5070000072,28,28
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.2.12.1.3.1.92-ref-y.2.12.1.3.1.103,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,1930932,1930993,ref-y.2.12.1.3.1.92,ref-y.2.12.1.3.1.103,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן ,1,12,854,854.0,80,80.0,0.423728813559322,0.6,6,נאמר כאן ונאמר להלן מה להלן,5070000073,10,12
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,1,1,905,905.0,81,81.0,0.5,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,5070000074,10,14
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.47,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,2056345,2056416,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.47,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ,1,13,935,935.0,82,81.0,0.5147058823529411,0.7,5,כאן ונאמר להלן מה להלן,5070000075,10,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.77,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,2206411,2206483,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.77,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן ,1,1,1004,987.0,103,68.0,0.4647887323943662,0.6363636363636364,7,נאמר כאן ונאמר להלן מה להלן כאן,5070000076,11,15
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.48,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,2318253,2318321,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.48,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן ,1,13,1093,1093.0,83,68.0,0.417910447761194,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,5070000077,10,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.54,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,2327493,2327563,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.54,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,1,2,1128,1128.0,84,68.0,0.5074626865671642,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,5070000078,10,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,2327701,2327768,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,1,4,1155,1151.0,85,68.0,0.4375,0.6363636363636364,6,נאמר כאן ונאמר להלן מה להלן,5070000079,10,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.140,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,2879134,2879199,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.140,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן ,1,1,1494,1477.0,104,68.0,0.3333333333333333,0.5555555555555556,8,נאמר כאן ונאמר להלן מה האמורה להלן כאן,5070000080,11,13
ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,1,1,1524,1523.0,86,68.0,0.3793103448275862,0.5,6,נאמר כאן ונאמר להלן מה להלן,5070000081,10,12
