,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-d,dam-lev,jac,id
46,56,ref-b.02.01.09.89b.3.58-ref-b.02.01.09.89b.3.63,ref-sifre-d.6.3.12-ref-sifre-d.6.3.17,657593,657627,91976,91981,ref-b.2.1.9.89b.3.58,ref-b.2.1.9.89b.3.63,11137,11171,1859,1864,ref-sifre-d.6.3.12,ref-sifre-d.6.3.17,אם יהיו חטאיכם כשנים כשלג ילבינו ,אם יהיו חטאיכם כשנים כשלג ילבינו ,5,5,231.0,55.0,0.0,0.0,3080000047
47,57,ref-b.3.1.1.15b.2.27-ref-b.3.1.1.15b.3.9,ref-sifre-d.7.1.1-ref-sifre-d.7.1.23,2884911,2885029,397930,397951,ref-b.3.1.1.15b.2.27,ref-b.3.1.1.15b.3.9,11678,11793,1952,1972,ref-sifre-d.7.1.1,ref-sifre-d.7.1.23,אמר לי הולך לו זיתים והולכתי לו ראה אותן שהן לחין אמר לי אין אני אוכל באתי והודעתי את אבא אמר לי,ראה נתתי לפניכם את הארץ אמר להם איני אומר לכם לא מאומד ולא משמועה אלא כשם שאתם נכנסים לארץ אין אתם,22,21,1111.0,57.0,0.7551020408163265,0.84,3080000048
48,59,ref-b.04.04.11.92a.20.9-ref-b.04.04.11.92a.20.12,ref-sifre-d.8.1.17-ref-sifre-d.8.1.22,6295051,6295072,877754,877757,ref-b.4.4.11.92a.20.9,ref-b.4.4.11.92a.20.12,11913,11940,1994,1999,ref-sifre-d.8.1.17,ref-sifre-d.8.1.22,שנאמר עריה תעור קשתך ,נאמר חבקוק ג עריה תעור קשתך ,3,5,2951.0,59.0,0.32142857142857145,0.5714285714285714,3080000049
49,60,ref-b.04.03.01.15b.12.36-ref-b.04.03.01.15b.12.45,ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,5560336,5560388,772750,772759,ref-b.4.3.1.15b.12.36,ref-b.4.3.1.15b.12.45,12288,12334,2063,2071,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,שאמרת לו קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,9,8,2361.0,60.0,0.16326530612244897,0.33333333333333337,3080000050
50,61,ref-b.04.03.01.16a.3.35-ref-b.04.03.01.16a.3.44,ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,5562069,5562121,773039,773048,ref-b.4.3.1.16a.3.35,ref-b.4.3.1.16a.3.44,12288,12334,2063,2071,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,שאמרת לו קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,9,8,2366.0,60.0,0.16326530612244897,0.33333333333333337,3080000051
51,62,ref-b.04.04.11.111a.8.28-ref-b.04.04.11.111a.8.37,ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,6413159,6413215,896830,896839,ref-b.4.4.11.111a.8.28,ref-b.4.4.11.111a.8.37,12288,12334,2063,2071,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,אמרתי לאברהם קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,9,8,3045.0,60.0,0.24528301886792453,0.4,3080000052
52,63,ref-b.02.01.16.118b.1.9-ref-b.02.01.16.118b.1.21,ref-sifre-d.8.1.92-ref-sifre-d.8.1.99,766309,766376,106984,106996,ref-b.2.1.16.118b.1.9,ref-b.2.1.16.118b.1.21,12295,12334,2065,2072,ref-sifre-d.8.1.92,ref-sifre-d.8.1.99,קום התהלך בארץ לארכה וגו' ולא כיצחק שכתוב בו כי לך ולזרעך אתן ,קום לך בארץ לארכה ולרחבה כי לך אתננה ,12,7,246.0,60.0,0.5161290322580645,0.6923076923076923,3080000053
53,64,ref-b.04.03.06.100a.7.9-ref-b.04.03.06.100a.7.16,ref-sifre-d.8.1.92-ref-sifre-d.8.1.99,5761614,5761656,800902,800909,ref-b.4.3.6.100a.7.9,ref-b.4.3.6.100a.7.16,12295,12334,2064,2071,ref-sifre-d.8.1.92,ref-sifre-d.8.1.99,קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,קום לך בארץ לארכה ולרחבה כי לך אתננה ,7,7,2426.0,60.0,0.075,0.1428571428571429,3080000054
54,65,ref-b.03.01.11.98a.10.21-ref-b.03.01.11.98a.10.29,ref-sifre-d.8.2.17-ref-sifre-d.8.2.26,3168851,3168893,436788,436795,ref-b.3.1.11.98a.10.21,ref-b.3.1.11.98a.10.29,12688,12734,2132,2139,ref-sifre-d.8.2.17,ref-sifre-d.8.2.26,השיב את גבול ישראל מלבוא חמת עד ים הערבה ,השיב את גבול ארץ ישראל מלבוא חמת עד ים הערבה ,7,7,1291.0,65.0,0.08888888888888889,0.11111111111111116,3080000055
55,66,ref-b.04.04.11.92b.7.8-ref-b.04.04.11.92b.7.23,ref-sifre-d.8.3.12-ref-sifre-d.9.1.10,6296806,6296893,878025,878038,ref-b.4.4.11.92b.7.8,ref-b.4.4.11.92b.7.23,12789,12851,2151,2160,ref-sifre-d.8.3.12,ref-sifre-d.9.1.10,המתים שנאמר ויאמר אלי בן אדם העצמות האלה כל בית ישראל המה הנה אומרים יבשו עצמותינו ,ימות המשיח ואומר אליכם בעת ההיא לאמר אמר להם משה לא מעצמי ,13,9,2953.0,66.0,0.6265060240963856,0.8125,3080000056
56,67,ref-b.03.05.07.35a.6.3-ref-b.03.05.07.35a.6.11,ref-sifre-d.9.1.33-ref-sifre-d.9.1.40,4015032,4015082,554605,554611,ref-b.3.5.7.35a.6.3,ref-b.3.5.7.35a.6.11,12955,13001,2178,2184,ref-sifre-d.9.1.33,ref-sifre-d.9.1.40,הוציאנו ממצרים וקרע לנו את הים והאכילנו את המן ,שהוציאם ממצרים וקרע להם את הים והוריד להם ,6,6,1653.0,67.0,0.3191489361702128,0.7,3080000057
57,68,ref-b.04.04.06.44b.8.35-ref-b.04.04.06.44b.8.38,ref-sifre-d.9.2.43-ref-sifre-d.9.2.47,6107131,6107158,850041,850044,ref-b.4.4.6.44b.8.35,ref-b.4.4.6.44b.8.38,13327,13362,2242,2246,ref-sifre-d.9.2.43,ref-sifre-d.9.2.47,ואיתן והימן וכלכל ודרדע ,מאיתן האזרחי והימן וכלכל ודרדע ,3,4,2668.0,68.0,0.25806451612903225,0.19999999999999996,3080000058
58,69,ref-b.04.01.10.119a.10.21-ref-b.04.01.10.119a.10.37,ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,5088847,5088922,704336,704351,ref-b.4.1.10.119a.10.21,ref-b.4.1.10.119a.10.37,13689,13763,2305,2320,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,תגזול דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,15,15,2171.0,69.0,0.0136986301369863,0.0,3080000059
59,70,ref-b.04.02.09.112a.3.8-ref-b.04.02.09.112a.3.25,ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,5479080,5479160,761102,761118,ref-b.4.2.9.112a.3.8,ref-b.4.2.9.112a.3.25,13689,13763,2305,2320,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,תגזל דל כי דל הוא ואל תדכא עני בשער וכתיב כי ה' יריב ריבם וקבע את קבעיהם נפש ,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,16,15,2320.0,69.0,0.09090909090909091,0.0714285714285714,3080000060
60,71,ref-b.04.04.01.7a.18.24-ref-b.04.04.01.7a.18.40,ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,5950748,5950823,826938,826953,ref-b.4.4.1.7a.18.24,ref-b.4.4.1.7a.18.40,13689,13763,2305,2320,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,תגזול דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,15,15,2511.0,69.0,0.0136986301369863,0.0,3080000061
61,72,ref-b.01.01.05.32b.22.14-ref-b.01.01.05.32b.22.21,ref-sifre-d.10.1.22-ref-sifre-d.10.1.29,178203,178242,24933,24939,ref-b.1.1.5.32b.22.14,ref-b.1.1.5.32b.22.21,13877,13916,2344,2350,ref-sifre-d.10.1.22,ref-sifre-d.10.1.29,אך צדיקים יודו לשמך ישבו ישרים את פניך ,אך צדיקים יודו לשמך ישבו ישרים את פניך ,6,6,107.0,72.0,0.0,0.0,3080000062
62,73,ref-b.01.01.05.32b.23.26-ref-b.01.01.05.32b.23.33,ref-sifre-d.10.1.22-ref-sifre-d.10.1.29,178377,178416,24961,24967,ref-b.1.1.5.32b.23.26,ref-b.1.1.5.32b.23.33,13877,13916,2344,2350,ref-sifre-d.10.1.22,ref-sifre-d.10.1.29,אך צדיקים יודו לשמך ישבו ישרים את פניך ,אך צדיקים יודו לשמך ישבו ישרים את פניך ,6,6,108.0,72.0,0.0,0.0,3080000063
63,74,ref-b.04.05.03.24a.3.11-ref-b.04.05.03.24a.3.17,ref-sifre-d.10.1.51-ref-sifre-d.10.1.59,6496680,6496713,908793,908799,ref-b.4.5.3.24a.3.11,ref-b.4.5.3.24a.3.17,14030,14074,2370,2378,ref-sifre-d.10.1.51,ref-sifre-d.10.1.59,מי יגור באהלך מי ישכון בהר קדשך ,מי יגור באהליך כת חמישית מי ישכון בהר קדשך ,6,8,3166.0,74.0,0.2558139534883721,0.2857142857142857,3080000064
64,75,ref-b.02.08.03.28b.10.22-ref-b.02.08.03.28b.10.29,ref-sifre-d.10.2.61-ref-sifre-d.11.1.5,2333863,2333903,322102,322109,ref-b.2.8.3.28b.10.22,ref-b.2.8.3.28b.10.29,14504,14546,2447,2454,ref-sifre-d.10.2.61,ref-sifre-d.11.1.5,אחת משלי כגון ה' אלהי אבותיכם יוסף עליכם ,ואחד על שמאלה ה' אלהי אבותיכם יוסיף עליכם ,7,7,797.0,75.0,0.2619047619047619,0.5454545454545454,3080000065
65,76,ref-b.06.07.10.72a.9.14-ref-b.06.07.10.72a.10.9,ref-sifre-d.11.1.81-ref-sifre-d.11.1.98,8746974,8747063,1232790,1232806,ref-b.6.7.10.72a.9.14,ref-b.6.7.10.72a.10.9,14944,15019,2519,2534,ref-sifre-d.11.1.81,ref-sifre-d.11.1.98,"ואם לא שיוה לו לקרבן לא ישוה לו לטומאה אמרו להם ב""ה אם הביאנוהו לידי טומאה להחמיר לא ",לי אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי לך ,16,15,4037.0,76.0,0.6588235294117647,0.8947368421052632,3080000066
66,77,ref-b.04.01.09.105b.9.8-ref-b.04.01.09.105b.9.16,ref-sifre-d.11.1.81-ref-sifre-d.11.1.105,5033191,5033231,695950,695958,ref-b.4.1.9.105b.9.8,ref-b.4.1.9.105b.9.16,14944,15050,2519,2540,ref-sifre-d.11.1.81,ref-sifre-d.11.1.105,נתתו לי במתנה אביך מכרו לי אביך נתנו לי ,לי אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי לך אלא משלי אבל מה שהניח לך אביך ,8,21,2160.0,76.0,0.7572815533980582,0.8888888888888888,3080000067
67,78,ref-b.04.01.09.105b.11.11-ref-b.04.01.09.105b.12.6,ref-sifre-d.11.1.82-ref-sifre-d.11.1.98,5033509,5033564,696252,696264,ref-b.4.1.9.105b.11.11,ref-b.4.1.9.105b.12.6,14947,15019,2520,2534,ref-sifre-d.11.1.82,ref-sifre-d.11.1.98,לא נתתי לך דמי שקיל תורך וזיל אתה נתתו לי אביך נתנו לי ,אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי לך ,12,14,2162.0,76.0,0.6428571428571429,0.8947368421052632,3080000068
68,79,ref-b.04.02.09.103b.7.9-ref-b.04.02.09.103b.7.25,ref-sifre-d.13.1.1-ref-sifre-d.13.1.14,5448128,5448224,756448,756461,ref-b.4.2.9.103b.7.9,ref-b.4.2.9.103b.7.25,15855,15915,2683,2696,ref-sifre-d.13.1.1,ref-sifre-d.13.1.14,יהבי בתילתא ואזל איהו ויהביה בריבעא מהו דתימא דאמר ליה האי דבצרי לך אדעתא דלא יהיבנא לך ,הבו לכם אין הבו אלא עצה שנאמר הבו לכם דבר עצה הבה נתחכמה לו ,13,13,2304.0,79.0,0.6590909090909091,0.9411764705882353,3080000069
69,80,ref-b.3.2.9.86a.7.9-ref-b.3.2.9.86a.7.18,ref-sifre-d.13.1.1-ref-sifre-d.13.2.1,3523179,3523227,484860,484943,ref-b.3.2.9.86a.7.9,ref-b.3.2.9.86a.7.18,15855,15921,2683,2697,ref-sifre-d.13.1.1,ref-sifre-d.13.2.1,אלא לחד לבעל חוב יהבינן ליה לאשה לא יהבינן לה אלא לחד לבעל חוב יהבינן ליה לאשה לא יהבינן,הבו לכם אין הבו אלא עצה שנאמר הבו לכם דבר עצה הבה נתחכמה לו אנשים,84,15,1407.0,79.0,0.6818181818181818,0.9230769230769231,3080000070
70,82,ref-b.02.03.10.100b.18.30-ref-b.02.03.10.100b.18.35,ref-sifre-d.13.1.12-ref-sifre-d.13.3.2,1252033,1252070,171260,171265,ref-b.2.3.10.100b.18.30,ref-b.2.3.10.100b.18.35,15902,15991,2694,2707,ref-sifre-d.13.1.12,ref-sifre-d.13.3.2,הבו לכם אנשים חכמים ונבונים וידועים ,"הבה נתחכמה לו אנשים וכי עלתה על דעתינו נשים ומה ת""ל אנשים וותיקים כסופים חכמים ונבונים ",5,13,341.0,79.0,0.6896551724137931,0.75,3080000071
71,83,ref-b.02.10.01.8a.13.34-ref-b.02.10.01.8a.14.10,ref-sifre-d.13.3.37-ref-sifre-d.13.3.51,2523770,2523823,346995,347004,ref-b.2.10.1.8a.13.34,ref-b.2.10.1.8a.14.10,16162,16253,2736,2750,ref-sifre-d.13.3.37,ref-sifre-d.13.3.51,אינו מביא או אינו אלא ראה שתים מביא ראה שלש אינו מביא ,שמביאים לראות רואה כשאין מביאים יושב ותוהה נבון דומה לשולחני תגר כשאין מביאים לו לראות ,9,14,893.0,83.0,0.7011494252873564,0.8571428571428572,3080000072
72,84,ref-b.05.02.05.58a.11.2-ref-b.05.02.05.58a.11.9,ref-sifre-d.13.5.1-ref-sifre-d.13.5.15,7320700,7320746,1028283,1028288,ref-b.5.2.5.58a.11.2,ref-b.5.2.5.58a.11.9,16652,16734,2814,2827,ref-sifre-d.13.5.1,ref-sifre-d.13.5.15,שממנו לאישים אמר רחמנא והאי אין ממנו לאישים ,"ואשימם בראשיכם יכול אם מניתם אתם אותם הם ממונים ואם לאו אינן ממונים ת""ל ואשימם ",5,13,3568.0,84.0,0.6329113924050633,0.9230769230769231,3080000073
73,85,ref-b.05.06.01.6b.13.6-ref-b.05.06.01.6b.14.7,ref-sifre-d.13.5.1-ref-sifre-d.13.5.15,8246086,8246160,1159857,1159870,ref-b.5.6.1.6b.13.6,ref-b.5.6.1.6b.14.7,16652,16734,2815,2828,ref-sifre-d.13.5.1,ref-sifre-d.13.5.15,"אשים אין לי אלא כולן מקצתן מנין ת""ל מהם זריקת דמים מנין ת""ל על המזבח לה' ","ואשימם בראשיכם יכול אם מניתם אתם אותם הם ממונים ואם לאו אינן ממונים ת""ל ואשימם ",13,13,3888.0,84.0,0.7215189873417721,0.8947368421052632,3080000074
74,86,ref-b.05.04.09.59b.11.22-ref-b.05.04.09.59b.11.29,ref-sifre-d.13.5.9-ref-sifre-d.13.5.19,8109823,8109874,1140537,1140544,ref-b.5.4.9.59b.11.22,ref-b.5.4.9.59b.11.29,16695,16755,2823,2832,ref-sifre-d.13.5.9,ref-sifre-d.13.5.19,ואם משאינן מנויים מת מנויים פטורין ושאינן מנויים ,"ממונים ואם לאו אינן ממונים ת""ל ואשימם בראשיכם אם אני ממנה ",7,9,3845.0,84.0,0.6206896551724138,0.8,3080000075
75,87,ref-b.02.03.10.100b.18.38-ref-b.02.03.10.100b.18.43,ref-sifre-d.15.1.1-ref-sifre-d.15.1.6,1252087,1252119,172399,172403,ref-b.2.3.10.100b.18.38,ref-b.2.3.10.100b.18.43,17494,17526,2963,2967,ref-sifre-d.15.1.1,ref-sifre-d.15.1.6,ואקח את ראשי שבטיכם אנשים חכמים ,ואקח את ראשי שבטיכם אנשים חכמים ,4,4,342.0,87.0,0.0,0.0,3080000076
76,88,ref-b.04.04.01.18a.3.5-ref-b.04.04.01.18a.3.12,ref-sifre-d.15.4.13-ref-sifre-d.15.4.21,5991136,5991176,832812,832819,ref-b.4.4.1.18a.3.5,ref-b.4.4.1.18a.3.12,18012,18053,3046,3053,ref-sifre-d.15.4.13,ref-sifre-d.15.4.21,שרי אלפים שרי מאות שרי חמשים ושרי עשרות ,שר משרי מאות וכמו כן שרי חמשים שרי עשרות ,7,7,2539.0,88.0,0.3902439024390244,0.5,3080000077
77,89,ref-b.04.04.01.18a.3.13-ref-b.04.04.01.18a.3.27,ref-sifre-d.15.4.13-ref-sifre-d.15.4.21,5991177,5991246,832490,832502,ref-b.4.4.1.18a.3.13,ref-b.4.4.1.18a.3.27,18012,18053,3046,3053,ref-sifre-d.15.4.13,ref-sifre-d.15.4.21,שרי אלפים שש מאות שרי מאות ששת אלפים שרי חמשים שנים עשר אלף שרי עשרות ,שר משרי מאות וכמו כן שרי חמשים שרי עשרות ,12,7,2541.0,88.0,0.5142857142857142,0.6666666666666667,3080000078
78,90,ref-b.03.01.09.86b.7.33-ref-b.03.01.09.86b.7.40,ref-sifre-d.15.5.7-ref-sifre-d.15.5.11,3128751,3128801,431390,431397,ref-b.3.1.9.86b.7.33,ref-b.3.1.9.86b.7.40,18096,18132,3060,3064,ref-sifre-d.15.5.7,ref-sifre-d.15.5.11,שוטרים אלא מן הלוים שנאמר ושוטרים הלוים לפניכם ,ושוטרי הלוים לפניכם ואומר והלוים ,7,4,1275.0,90.0,0.5531914893617021,0.5,3080000079
79,91,ref-b.04.04.01.7b.14.1-ref-b.04.04.01.7b.14.17,ref-sifre-d.16.1.1-ref-sifre-d.16.1.10,5953195,5953286,827317,827330,ref-b.4.4.1.7b.14.1,ref-b.4.4.1.7b.14.17,18149,18205,3068,3076,ref-sifre-d.16.1.1,ref-sifre-d.16.1.10,ואצוה את שופטיכם בעת ההיא אמר רבי יוחנן כנגד מקל ורצועה תהא זריז שמוע בין אחיכם ושפטתם ,ואצוה את שופטיכם בעת ההיא לאמר שמוע בין אחיכם ושפטתם ,13,8,2514.0,91.0,0.40229885057471265,0.4285714285714286,3080000080
80,92,ref-b.04.04.01.7b.16.12-ref-b.04.04.01.7b.17.7,ref-sifre-d.16.7.1-ref-sifre-d.16.7.10,5953545,5953631,827374,827387,ref-b.4.4.1.7b.16.12,ref-b.4.4.1.7b.17.7,19721,19764,3318,3325,ref-sifre-d.16.7.1,ref-sifre-d.16.7.10,בין איש ובין אחיו אמר רב יהודה אפילו בין בית לעלייה ובין גרו אמר רב יהודה אפילו בין ,בין איש ובין אחיו ובין גרו אין לי אלא בין ,13,7,2515.0,92.0,0.5476190476190477,0.6363636363636364,3080000081
81,93,ref-b.04.04.07.64b.6.17-ref-b.04.04.07.64b.6.30,ref-sifre-d.16.7.1-ref-sifre-d.16.7.23,6188711,6188771,861869,861880,ref-b.4.4.7.64b.6.17,ref-b.4.4.7.64b.6.30,19721,19834,3318,3338,ref-sifre-d.16.7.1,ref-sifre-d.16.7.23,"בנו ובתו באש אין לי אלא בנו ובתו בן בנו ובן בתו מנין ת""ל ","בין איש ובין אחיו ובין גרו אין לי אלא בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין משפחה לחבירתה מנין ת""ל ",11,20,2773.0,92.0,0.5833333333333334,0.7333333333333334,3080000082
82,94,ref-b.3.1.4.47a.7.5-ref-b.3.1.4.47a.7.26,ref-sifre-d.16.7.1-ref-sifre-d.16.8.4,2991505,2991607,412499,412523,ref-b.3.1.4.47a.7.5,ref-b.3.1.4.47a.7.26,19721,19883,3318,3347,ref-sifre-d.16.7.1,ref-sifre-d.16.8.4,בין איש ובין אחיו ובין גרו מכאן אמר רבי יהודה גר ובין גרו מכאן אמר רבי יהודה גר שנתגייר בבית דין הרי זה גר בינו,"בין איש ובין אחיו ובין גרו אין לי אלא בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין משפחה לחבירתה מנין ת""ל בין איש ובין אחיו מכל מקום ובין",25,30,1194.0,92.0,0.5467625899280576,0.7727272727272727,3080000083
83,96,ref-b.01.01.01.6a.10.1-ref-b.01.01.01.6a.11.3,ref-sifre-d.17.1.4-ref-sifre-d.17.1.14,20946,21033,3029,3041,ref-b.1.1.1.6a.10.1,ref-b.1.1.1.6a.11.3,20108,20170,3390,3400,ref-sifre-d.17.1.4,ref-sifre-d.17.1.14,ומנין לשלשה שיושבין בדין ששכינה עמהם שנאמר בקרב אלהים ישפט ומנין לשנים שיושבין ,במשפט זה הממונה להושיב דיינים שמא תאמר איש פלוני נאה אושיבנו ,12,10,19.0,96.0,0.6582278481012658,1.0,3080000084
84,97,ref-b.4.4.1.6b.11.6-ref-b.4.4.1.6b.11.33,ref-sifre-d.17.4.6-ref-sifre-d.17.4.40,5946805,5946956,826018,826367,ref-b.4.4.1.6b.11.6,ref-b.4.4.1.6b.11.33,20711,20895,3493,3520,ref-sifre-d.17.4.6,ref-sifre-d.17.4.40,שנים שבאו לפניך לדין עד שלא תשמע דבריהן או משתשמע דבריהן ואי אתה יודע להיכן דין נוטה אתה רשאי לומר להן צאו ובצעו משתשמע דבריהן ואתה יודע להיכן שנים שבאו לפניך לדין עד שלא תשמע דבריהן או משתשמע דבריהן ואי אתה יודע להיכן דין נוטה אתה רשאי לומר להן ובצעו משתשמע דבריהן ואתה יודע להיכן,באים שנים לדין לפניך עד שלא תשמע את דבריהם אתה רשאי לשתוק משיתגלה לך הדין אי אתה רשאי לשתוק שמעת את הדין ואין אתה יודע להיכן לזכות הזכאי,350,28,2501.0,97.0,0.6654804270462633,0.5833333333333333,3080000085
85,99,ref-b.04.04.01.6b.12.9-ref-b.04.04.01.6b.12.25,ref-sifre-d.17.4.10-ref-sifre-d.17.4.19,5947162,5947247,826402,826417,ref-b.4.4.1.6b.12.9,ref-b.4.4.1.6b.12.25,20733,20782,3497,3504,ref-sifre-d.17.4.10,ref-sifre-d.17.4.19,עד שלא תשמע דבריהן או משתשמע דבריהן ואי אתה יודע להיכן דין נוטה אתה רשאי לומר להם ,עד שלא תשמע את דבריהם אתה רשאי לשתוק משיתגלה לך ,15,7,2504.0,97.0,0.5853658536585366,0.7058823529411764,3080000086
86,101,ref-b.04.04.01.6b.2.13-ref-b.04.04.01.6b.2.30,ref-sifre-d.17.4.77-ref-sifre-d.17.4.86,5945491,5945574,826127,826140,ref-b.4.4.1.6b.2.13,ref-b.4.4.1.6b.2.30,21085,21129,3550,3558,ref-sifre-d.17.4.77,ref-sifre-d.17.4.86,"וכל הבוצע ה""ז חוטא וכל המברך את הבוצע הרי זה מנאץ ועל זה נאמר בוצע ברך נאץ ה' ",כל המבצע הרי זה מנאץ שנא' ובוצע ברך נאץ ה' ,13,8,2497.0,101.0,0.5,0.6111111111111112,3080000087
