baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.2.3.2.5.5-ref-m.2.3.2.5.15,ref-sifre-n.110.1.130-ref-sifre-n.110.1.137,180996,181073,ref-m.2.3.2.5.5,ref-m.2.3.2.5.15,156856,156907,ref-sifre-n.110.1.130,ref-sifre-n.110.1.137,בהן ידי חובתו בפסח בחיטים בשעורים בכוסמין ובשיפון ובשבולת שועל ויוצאין ,הן חטים ושעורים וכוסמין ושבולת שועל ושיפון יצאו ,11,8,292,292.0,57,57.0,0.5070422535211268,0.6428571428571428,40,הן חטים שעורים כוסמין ושבולת שועל ויוצא ,0.43661971830985913,1050000038
ref-m.2.3.2.5.9-ref-m.2.3.2.5.14,ref-sifre-n.142.5.13-ref-sifre-n.142.5.22,181016,181064,ref-m.2.3.2.5.9,ref-m.2.3.2.5.14,254568,254628,ref-sifre-n.142.5.13,ref-sifre-n.142.5.22,החטים או_אינו_אלא מן השעורים וכוסמים ושבולת שועל ושיפון,החטים או_אינו_אלא מן השעורים וכוסמים ושבולת שועל ושיפון,8,8,587,587.0,58,58.0,0.0,0.0,55,החטים או_אינו_אלא מן השעורים וכוסמים ושבולת שועל ושיפון,0.0,1050000039
ref-m.2.3.2.5.9-ref-m.2.3.2.5.15,ref-sifre-n.146.1.47-ref-sifre-n.146.1.53,181016,181073,ref-m.2.3.2.5.9,ref-m.2.3.2.5.15,259274,259325,ref-sifre-n.146.1.47,ref-sifre-n.146.1.53,בחיטים בשעורים בכוסמין ובשיפון ובשבולת שועל ויוצאין ,החטים והשעורים והכוסמים ושבולת שועל ושיפון יצא ,7,7,603,601.0,60,57.0,0.4230769230769231,0.7272727272727273,36,חטים שעורים כוסמי ושבולת שועל ויוצא ,0.3076923076923077,1050000040
ref-m.2.3.7.7.26-ref-m.2.3.7.8.1,ref-sifre-n.26.1.134-ref-sifre-n.26.1.188,191404,191469,ref-m.2.3.7.7.26,ref-m.2.3.7.8.1,43949,44231,ref-sifre-n.26.1.134,ref-sifre-n.26.1.188,ואין הציץ מרצה על טומאת הגוף נטמא טומאת התהום הציץ מרצה נטמא ,שאינו מביא קרבן על טומאתו לפיכך מטמא למת מצוה תאמר בנזיר שמביא קרבן על טומאתו שלא יטמא למת מצוה תלמוד לומר לאביו_ולאמו_לא יטמא לאביו_ולאמו_לא יטמא אבל מטמא הוא למת מצוה או לאביו_ולאמו_לא יטמא אבל מטמא הוא לשאר מתים אמרת קל_וחומר_ומה כהן הדיוט שמטמא הוא לקרובים אין מטמא ,12,47,168,166.0,61,61.0,0.8296296296296296,0.8214285714285714,46,אין י מצה על טומאת הו מא טומא התהו הי מרה טמא ,0.8296296296296296,1050000041
ref-m.2.4.3.2.67-ref-m.2.4.3.2.74,ref-sifre-n.41.1.103-ref-sifre-n.41.1.110,203151,203195,ref-m.2.4.3.2.67,ref-m.2.4.3.2.74,65914,65958,ref-sifre-n.41.1.103,ref-sifre-n.41.1.110,ואומר ומצא חן ושכל טוב בעיני אלהים ואדם ,ואומר ומצא חן ושכל טוב בעיני אלהים ואדם ,8,8,218,218.0,62,62.0,0.0,0.0,40,ואומר ומצא חן ושכל טוב בעיני אלהים ואדם ,0.0,1050000042
ref-m.2.4.3.3.18-ref-m.2.4.3.3.28,ref-sifre-n.110.1.161-ref-sifre-n.110.1.176,203297,203353,ref-m.2.4.3.3.18,ref-m.2.4.3.3.28,157046,157126,ref-sifre-n.110.1.161,ref-sifre-n.110.1.176,התורם תורם עד שיאמר להם אתרום והן אומרים לו תרום תרום ,כשהוא אומר חלה תרימו תרומה הרי חלה אמורה הא מה אני מקיים תרימו תרומת ה' בתרומה ,11,16,297,297.0,63,63.0,0.6329113924050633,0.8461538461538461,34,הו ור  ימר לה או ה אמים ו תרו תרו ,0.5696202531645569,1050000043
ref-m.2.4.6.6.61-ref-m.2.4.6.6.70,ref-sifre-n.4.1.77-ref-sifre-n.4.1.88,209364,209420,ref-m.2.4.6.6.61,ref-m.2.4.6.6.70,8595,8660,ref-sifre-n.4.1.77,ref-sifre-n.4.1.88,כתובים קיימים אשם לה' ואשם לכהנים ואומר כסף אשם וכסף ,הכתוב מדבר אשם המושב לה' לכהן בכסף הכתוב_מדבר_אתה_אומר בכסף ,10,9,22,22.0,64,64.0,0.6166666666666667,0.7692307692307692,29,כתוב מ אשם הוש לה  כסף אוכסף ,0.5166666666666666,1050000044
ref-m.2.4.6.6.64-ref-m.2.4.6.6.69,ref-sifre-n.4.3.80-ref-sifre-n.4.3.87,209382,209414,ref-m.2.4.6.6.64,ref-m.2.4.6.6.69,9774,9818,ref-sifre-n.4.3.80,ref-sifre-n.4.3.87,לה' ואשם לכהנים ואומר כסף אשם ,אשם והקרב והוא אומר האשם המושב לה' לכהן ,6,8,29,29.0,65,64.0,0.725,0.625,16,אשם ה ואומר אשם ,0.6,1050000045
ref-m.2.4.7.5.19-ref-m.2.4.7.6.28,ref-sifre-n.107.3.136-ref-sifre-n.108.1.2,210446,210610,ref-m.2.4.7.5.19,ref-m.2.4.7.6.28,154445,154517,ref-sifre-n.107.3.136,ref-sifre-n.108.1.2,נכרי ששילח עולותיו ממדינת הים לא שלח עמה נסכים יקרבו משל צבור כי יגור,נכרי ששילח עולותיו ממדינת הים לא שלח עמה נסכים יקרבו משל צבור כי יגור,14,14,285,285.0,66,66.0,0.0,0.0,69,נכרי ששילח עולותיו ממדינת הים לא שלח עמה נסכים יקרבו משל צבור כי יגור,0.0,1050000046
ref-m.2.4.8.8.26-ref-m.2.4.8.8.43,ref-sifre-n.119.5.402-ref-sifre-n.119.5.423,212539,212637,ref-m.2.4.8.8.26,ref-m.2.4.8.8.43,200269,200383,ref-sifre-n.119.5.402,ref-sifre-n.119.5.423,"שלא בפני הבית מנין ת""ל לנחלה מה נחלה נוהגת בפני הבית ושלא בפני הבית אף מעשר ראשון נוהג","בפני הבית שלא בפני הבית מנין ת""ל לנחלה מה נחלה נוהגת בפני הבית ושלא בפני הבית אף מעשר ראשון נוהג בפני הבית",18,22,414,414.0,68,68.0,0.18867924528301888,0.0,86,"שלא בפני הבית מנין ת""ל לנחלה מה נחלה נוהגת בפני הבית ושלא בפני הבית אף מעשר ראשון נוהג",0.18867924528301883,1050000047
ref-m.2.5.2.2.1-ref-m.2.5.2.2.12,ref-sifre-n.160.14.1-ref-sifre-n.160.14.12,214474,214539,ref-m.2.5.2.2.1,ref-m.2.5.2.2.12,292001,292071,ref-sifre-n.160.14.1,ref-sifre-n.160.14.12,מעשה שהיו שניהם שוין ורצין ועולין בכבש ודחף אחד מהן את חבירו ,מעשה בשני כהנים שהיו שוין ורצין ועולין בכבש וקדם אחד מהם לחבירו ,12,12,696,696.0,70,70.0,0.265625,0.4666666666666667,51,מעשה שי נים שוין ורצין ועולין בכבש וד אחד מה חבירו ,0.203125,1050000048
ref-m.2.5.3.4.2-ref-m.2.5.3.4.7,ref-sifre-n.11.1.112-ref-sifre-n.11.1.119,216243,216269,ref-m.2.5.3.4.2,ref-m.2.5.3.4.7,22583,22618,ref-sifre-n.11.1.112,ref-sifre-n.11.1.119,סדין של בוץ בינו לבין העם ,סדין של בוץ היה פורס בינו לבין העם ,6,8,88,88.0,71,71.0,0.2571428571428571,0.1428571428571429,26,סדין של בוץ בינו לבין העם ,0.2571428571428571,1050000049
ref-m.2.5.3.6.7-ref-m.2.5.3.6.12,ref-sifre-n.11.1.112-ref-sifre-n.11.1.119,216695,216721,ref-m.2.5.3.6.7,ref-m.2.5.3.6.12,22583,22618,ref-sifre-n.11.1.112,ref-sifre-n.11.1.119,סדין של בוץ בינו לבין העם ,סדין של בוץ היה פורס בינו לבין העם ,6,8,89,88.0,72,72.0,0.2571428571428571,0.1428571428571429,26,סדין של בוץ בינו לבין העם ,0.2571428571428571,1050000050
ref-m.2.5.8.9.86-ref-m.2.5.8.9.101,ref-sifre-n.124.1.641-ref-sifre-n.124.1.651,228304,228387,ref-m.2.5.8.9.86,ref-m.2.5.8.9.101,214005,214063,ref-sifre-n.124.1.641,ref-sifre-n.124.1.651,טהורים וטהרתם ואומר מקוה ישראל ה' מה מקוה מטהר את הטמאים אף הקדוש_ברוך_הוא מטהר ,טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור ,14,11,451,448.0,73,73.0,0.6125,0.8,35,טהור ה ור מור ה מ וה טהר טא אף טהר ,0.5625,1050000051
ref-m.2.5.8.9.86-ref-m.2.5.8.9.101,ref-sifre-n.129.1.67-ref-sifre-n.129.1.77,228304,228387,ref-m.2.5.8.9.86,ref-m.2.5.8.9.101,225095,225152,ref-sifre-n.129.1.67,ref-sifre-n.129.1.77,טהורים וטהרתם ואומר מקוה ישראל ה' מה מקוה מטהר את הטמאים אף הקדוש_ברוך_הוא מטהר ,טהור מה טהור האמור כאן טמא לתרומה וטהור לחטאת אף טהור ,14,11,520,518.0,74,73.0,0.6125,0.8,34,טהור ה ור מור  מ וה טהר טא אף טהר ,0.575,1050000052
ref-m.2.6.1.11.22-ref-m.2.6.1.11.52,ref-sifre-n.126.1.184-ref-sifre-n.126.1.210,230118,230297,ref-m.2.6.1.11.22,ref-m.2.6.1.11.52,219471,219606,ref-sifre-n.126.1.184,ref-sifre-n.126.1.210,מקבלת טומאה ואין מסככין בה לסיכוך מסככין בה ואינה מקבלת טומאה רבי_אליעזר_אומר אחת קטנה ואחת גדולה עשאה לשכיבה מקבלת טומאה ואין מסככין בה לסיכוך מסככין בה ואינה מקבלת טומאה ,מקבל טומאה אין מטמא_בכל_צדדיו_כשהוא_פתוח קבר שאין מקבל טומאה אינו_דין_שלא יטמא בכל_צדדיו_כשהוא_פתוח או חילוף מה קבר שאינו מקבל טומאה ,29,18,463,463.0,75,75.0,0.5988372093023255,0.8888888888888888,79,מקבל טומאה אין מבליוכ ב אי מקבל טומאה י_י_א טא דוכהואוא ילו מ ב אינ מקבל טומאה ,0.5406976744186047,1050000053
ref-m.2.6.2.3.34-ref-m.2.6.2.3.62,ref-sifre-n.50.1.21-ref-sifre-n.50.1.43,231008,231165,ref-m.2.6.2.3.34,ref-m.2.6.2.3.62,79684,79806,ref-sifre-n.50.1.21,ref-sifre-n.50.1.43,שכולם כשרים לעולה או כבש שנתפרש בו כשר לעולה ושאר כולם לא הוכשרו תלמוד לומר פר אחד ואיל אחד מגיד שכולם כשרים לעולה או כבש שנתפרש בו כשר לעולה ושאר כולם לא הוכשרו תלמוד לומר פר אחד ואיל אחד מגיד שכולם כשרים לעולה,שכולם כשרים לעולה או כבש שנתפרש בו כשר לעולה ושאר כולם לא הוכשרו תלמוד לומר פר אחד ואיל אחד מגיד שכולם כשרים לעולה או כבש שנתפרש בו כשר לעולה ושאר כולם לא הוכשרו תלמוד לומר פר אחד ואיל אחד מגיד שכולם כשרים לעולה,43,43,231,231.0,76,76.0,0.0,0.0,211,שכולם כשרים לעולה או כבש שנתפרש בו כשר לעולה ושאר כולם לא הוכשרו תלמוד לומר פר אחד ואיל אחד מגיד שכולם כשרים לעולה או כבש שנתפרש בו כשר לעולה ושאר כולם לא הוכשרו תלמוד לומר פר אחד ואיל אחד מגיד שכולם כשרים לעולה,0.0,1050000054
ref-m.2.6.5.5.24-ref-m.2.6.5.5.31,ref-sifre-n.143.3.18-ref-sifre-n.143.3.28,238761,238802,ref-m.2.6.5.5.24,ref-m.2.6.5.5.31,255358,255413,ref-sifre-n.143.3.18,ref-sifre-n.143.3.28,לתמיד של שחר ותשע לתמיד של בין הערבים ,בתמיד של שחר שומע אני שלא מקריב בתמיד של בין הערבים ,8,11,594,593.0,78,78.0,0.34615384615384615,0.375,35,תמיד של שחר שע לתמיד של בין הערבים ,0.32692307692307687,1050000055
ref-m.2.6.5.5.24-ref-m.2.6.5.5.31,ref-sifre-n.143.3.209-ref-sifre-n.143.3.220,238761,238802,ref-m.2.6.5.5.24,ref-m.2.6.5.5.31,256340,256399,ref-sifre-n.143.3.209,ref-sifre-n.143.3.220,לתמיד של שחר ותשע לתמיד של בין הערבים ,לתמיד של שחר אלא קטורת ואין מאוחר אחר תמיד של בין הערבים ,8,12,597,597.0,79,78.0,0.38596491228070173,0.4444444444444444,35,לתמיד של שחר ות תמיד של בין הערבים ,0.38596491228070173,1050000056
ref-m.2.6.5.5.77-ref-m.2.6.5.5.84,ref-sifre-n.143.3.18-ref-sifre-n.143.3.28,239051,239092,ref-m.2.6.5.5.77,ref-m.2.6.5.5.84,255358,255413,ref-sifre-n.143.3.18,ref-sifre-n.143.3.28,לתמיד של שחר ותשע לתמיד של בין הערבים ,בתמיד של שחר שומע אני שלא מקריב בתמיד של בין הערבים ,8,11,595,593.0,80,80.0,0.34615384615384615,0.375,35,תמיד של שחר שע לתמיד של בין הערבים ,0.32692307692307687,1050000057
ref-m.2.6.5.5.77-ref-m.2.6.5.5.84,ref-sifre-n.143.3.209-ref-sifre-n.143.3.220,239051,239092,ref-m.2.6.5.5.77,ref-m.2.6.5.5.84,256340,256399,ref-sifre-n.143.3.209,ref-sifre-n.143.3.220,לתמיד של שחר ותשע לתמיד של בין הערבים ,לתמיד של שחר אלא קטורת ואין מאוחר אחר תמיד של בין הערבים ,8,12,598,597.0,81,80.0,0.38596491228070173,0.4444444444444444,35,לתמיד של שחר ות תמיד של בין הערבים ,0.38596491228070173,1050000058
ref-m.2.7.1.6.51-ref-m.2.7.1.6.57,ref-sifre-n.8.1.517-ref-sifre-n.8.1.528,241486,241534,ref-m.2.7.1.6.51,ref-m.2.7.1.6.57,20058,20122,ref-sifre-n.8.1.517,ref-sifre-n.8.1.528,שאינו זכאי בהרמתה תאמרו במתנות שזכאי בהרמתן ,אין זכות תולה במים המרים אם אתה אומר שהזכות תולה במים המרים ,7,12,81,80.0,82,82.0,0.6666666666666666,1.0,25,אי זכ בהמתה אמרו תו י המ ,0.5833333333333333,1050000059
ref-m.2.8.2.9.81-ref-m.2.8.2.9.92,ref-sifre-n.92.1.159-ref-sifre-n.92.1.170,252502,252573,ref-m.2.8.2.9.81,ref-m.2.8.2.9.92,128998,129059,ref-sifre-n.92.1.159,ref-sifre-n.92.1.170,משה ועד עכשיו שנאמר ויעל משה ואהרן נדב ואביהוא ושבעים מזקני ישראל ,משה אמר עלה אל ה' אתה ואהרן נדב ואביהו ושבעים מזקני ישראל ,12,12,262,262.0,83,83.0,0.2727272727272727,0.4666666666666667,49,משה אמר על ה ואהרן נדב ואביהו ושבעים מזקני ישראל ,0.25757575757575757,1050000060
ref-m.2.9.3.8.1-ref-m.2.9.3.8.7,ref-sifre-n.76.1.94-ref-sifre-n.76.1.101,262619,262647,ref-m.2.9.3.8.1,ref-m.2.9.3.8.7,100878,100912,ref-sifre-n.76.1.94,ref-sifre-n.76.1.101,על כל צרה שלא תבא על הצבור ,על כל צרה וצרה שלא תבא על הצבור ,7,8,255,255.0,84,84.0,0.15625,0.0,27,על כל צרה שלא תבא על הצבור ,0.15625,1050000061
ref-m.2.9.3.8.134-ref-m.2.9.3.8.151,ref-sifre-n.60.1.16-ref-sifre-n.60.1.28,263310,263407,ref-m.2.9.3.8.134,ref-m.2.9.3.8.151,84088,84151,ref-sifre-n.60.1.16,ref-sifre-n.60.1.28,לפני המקום ועושה לך רצונך כבן שהוא מתחטא על אביו ועושה לו רצונו ועליך הכתוב אומר ישמח אביך ,פני המנורה עשה לו ופנים העלה נרותיה עשה לה מעלה מכאן אמרו אבן ,18,13,237,237.0,85,85.0,0.5934065934065934,0.75,41,פני המו עשה ל ונ העל ו עשה ל עלהכ אמר אב ,0.5494505494505495,1050000062
ref-m.2.9.4.2.10-ref-m.2.9.4.2.16,ref-sifre-n.1.2.167-ref-sifre-n.1.2.173,263899,263935,ref-m.2.9.4.2.10,ref-m.2.9.4.2.16,1116,1150,ref-sifre-n.1.2.167,ref-sifre-n.1.2.173,ואמרת אליהם את קרבני לחמי וכי היאך ,ואמרת אלהם את קרבני לחמי לאשי הא ,7,7,0,0.0,86,86.0,0.17142857142857143,0.2857142857142857,30,ואמרת אלהם את קרבני לחמי י הא ,0.1428571428571429,1050000063
ref-m.2.10.3.6.35-ref-m.2.10.3.6.40,ref-sifre-n.66.1.15-ref-sifre-n.66.1.20,271468,271497,ref-m.2.10.3.6.35,ref-m.2.10.3.6.40,90110,90137,ref-sifre-n.66.1.15,ref-sifre-n.66.1.20,שנאמר וידבר משה את מועדי ה' ,נאמר וידבר משה את מועדי ה' ,6,6,244,244.0,87,87.0,0.03571428571428571,0.2857142857142857,27,נאמר וידבר משה את מועדי ה' ,0.0357142857142857,1050000064
ref-m.2.10.4.2.55-ref-m.2.10.4.3.19,ref-sifre-n.15.1.107-ref-sifre-n.15.1.125,272098,272217,ref-m.2.10.4.2.55,ref-m.2.10.4.3.19,26078,26156,ref-sifre-n.15.1.107,ref-sifre-n.15.1.125,ולאחריה אין פורסין את שמע ואין עוברין לפני התיבה ואין נושאין את כפיהם ואין קורין בתורה ואין מפטירין בנביא ואין ,ואם נטמאתי יבאו לה אמן עם איש זה אמן עם איש אחר אמן אם ארוסה אמן אם נשואה אמן ,20,19,114,107.0,88,88.0,0.6396396396396397,1.0,44,וא אי יא  אן ע י ה אן אי א אן  רה אמן א ואן ,0.6036036036036037,1050000065
ref-m.2.12.1.5.42-ref-m.2.12.1.5.46,ref-sifre-n.107.1.57-ref-sifre-n.107.1.61,279073,279092,ref-m.2.12.1.5.42,ref-m.2.12.1.5.46,146389,146409,ref-sifre-n.107.1.57,ref-sifre-n.107.1.61,ה' אלהיך אשר נתן לך ,אשר ה' אלהיך נותן לך ,5,5,274,274.0,89,89.0,0.42857142857142855,0.0,16,ה' אלהיך נתן לך ,0.23809523809523814,1050000066
ref-m.3.1.4.9.12-ref-m.3.1.4.9.20,ref-sifre-n.131.2.371-ref-sifre-n.131.2.389,290748,290794,ref-m.3.1.4.9.12,ref-m.3.1.4.9.20,231638,231734,ref-sifre-n.131.2.371,ref-sifre-n.131.2.389,אמרו אומרים לו המתן עד שיעשה אחיך הגדול מעשה ,"אמרה לו המתן עד שתכנס לבית ע""ז שלה לאחר שיצתה אמר לה המתיני לי עד שאכנס ואעשה כדרך שעשיתה ",9,19,575,575.0,90,90.0,0.7,0.7647058823529411,33,אמר לו המתן עד שיעשה אחי הדו עשה ,0.6333333333333333,1050000067
ref-m.3.1.6.1.13-ref-m.3.1.6.1.20,ref-sifre-n.111.3.72-ref-sifre-n.111.3.84,293332,293373,ref-m.3.1.6.1.13,ref-m.3.1.6.1.20,162064,162135,ref-sifre-n.111.3.72,ref-sifre-n.111.3.84,הוא שוגג והיא מזידה הוא מזיד והיא שוגגת ,מזידים שיהיו לפניו כשגגה תלמוד_לומר_כי שגגה היא לכל העם בשגגה והם ,8,11,326,326.0,91,91.0,0.7272727272727273,0.9,22,הו וגגה מדומי היא שגג ,0.6666666666666667,1050000068
