baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.1.7.2.48-ref-mek.1.7.2.77,ref-y.1.1.1.1.35.49-ref-y.1.1.1.1.35.79,20903,21070,ref-mek.1.7.2.48,ref-mek.1.7.2.77,13830,13998,ref-y.1.1.1.1.35.49,ref-y.1.1.1.1.35.79,שאמרו חכמ' עד חצו' מצותן עד שיעלה עמוד השחר הקטר חלבים ואיברים ואכילת פסחים מצותן עד שיעלה עמוד השחר אנן תנינן אכילת פסחים אית דלא תני אכילת פסחים מאן תנא אכילת,שאמרו חכמ' עד חצו' מצותן עד שיעלה עמוד השחר הקטר חלבים ואיברים ואכילת פסחים מצותן עד שיעלה עמוד השחר אנן תנינן אכילת פסחים אית דלא תני אכילת פסחים מאן תנא אכילת,31,31,5,5.0,55,55.0,0.0,0.0,31,שאמרו חכמ' עד חצו' מצותן עד שיעלה עמוד השחר הקטר חלבים ואיברים ואכילת פסחים מצותן עד שיעלה עמוד השחר אנן תנינן אכילת פסחים אית דלא תני אכילת פסחים מאן תנא אכילת,3070000047,31,31
ref-mek.1.7.2.48-ref-mek.1.7.2.82,ref-y.1.1.1.1.35.124-ref-y.1.1.1.1.35.172,20903,21096,ref-mek.1.7.2.48,ref-mek.1.7.2.82,14229,14469,ref-y.1.1.1.1.35.124,ref-y.1.1.1.1.35.172,כל הנאכלין ליום אחד מצותן עד שיעלה עמוד השחר אם כן למה אמרו חכמים עד חצות כדי להרחיק אדם מן העבירה כל הנאכלין ליום אחד קדשים קלים ואם כן למה אמרו חכמים וכו' אם את הוא אומר עד ושיעלה עמוד השחר הוא סבור שלא עלה עמוד השחר נמצא אוכל,כל הנאכלין ליום אחד מצותן עד שיעלה עמוד השחר אם כן למה אמרו חכמים עד חצות כדי להרחיק אדם מן העבירה כל הנאכלין ליום אחד קדשים קלים ואם כן למה אמרו חכמים וכו' אם את הוא אומר עד ושיעלה עמוד השחר הוא סבור שלא עלה עמוד השחר נמצא אוכל,45,45,21,21.0,56,56.0,0.0,0.0,45,כל הנאכלין ליום אחד מצותן עד שיעלה עמוד השחר אם_כן_למה אמרו חכמים עד חצות כדי להרחיק אדם מן העבירה כל הנאכלין ליום אחד קדשים קלים ואם_כן_למה אמרו חכמים וכו' אם את הוא אומר עד ושיעלה עמוד השחר הוא סבור שלא עלה עמוד השחר נמצא אוכל,3070000048,45,45
ref-mek.1.7.2.107-ref-mek.1.7.2.118,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.106,21242,21294,ref-mek.1.7.2.107,ref-mek.1.7.2.118,14071,14138,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.106,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן חצות,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן חצות,2,2,15,15.0,60,60.0,0.0,0.0,14,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן חצות,3070000049,14,14
ref-mek.1.7.2.108-ref-mek.1.7.2.117,ref-y.4.4.3.9.5.12-ref-y.4.4.3.9.5.26,21247,21289,ref-mek.1.7.2.108,ref-mek.1.7.2.117,3187810,3187872,ref-y.4.4.3.9.5.12,ref-y.4.4.3.9.5.26,ונאמר להלן לילה מה להלן עד חצות אף כאן עד ,ונאמר להלן שני מה להלן על פי שני' עדי' אף כאן על פי שני' עדי' ,10,15,1232,1220.0,62,60.0,0.4838709677419355,0.6363636363636364,6,ונאמר להלן מה להלן אף כאן,3070000050,10,15
ref-mek.1.7.3.1-ref-mek.1.7.3.10,ref-y.2.3.7.2.1.3-ref-y.2.3.7.2.1.15,21295,21339,ref-mek.1.7.3.1,ref-mek.1.7.3.10,1327369,1327420,ref-y.2.3.7.2.1.3,ref-y.2.3.7.2.1.15,צלי אש ולא צלי שפוד ולא צלי אסכלה ולא צלי ,צלי אש לא צלי שפוד לא צלי קדירה לא צלי אסכלה לא צלי ,10,13,421,421.0,63,63.0,0.2884615384615384,0.3333333333333333,7,צלי אש צלי שפוד צלי אסכלה צלי,3070000051,10,13
ref-mek.1.7.3.84-ref-mek.1.7.3.106,ref-y.2.3.2.4.6.3-ref-y.2.3.2.4.7.8,21692,21814,ref-mek.1.7.3.84,ref-mek.1.7.3.106,1258002,1258131,ref-y.2.3.2.4.6.3,ref-y.2.3.2.4.7.8,יוצאין ידי חובתן בחלה ובתרומה וישראל במעשר שני בפסח תלמוד לומר תאכלו מצות ריבה יכול יצאו ידי חובתן כביכורים תלמוד לומר בכל,יוצאין ידי חובתן בחלה ובתרומה וישראל במעשר שני בפסח תלמוד לומר תאכלו מצות ריבה יכול יצאו ידי חובתן כביכורים תלמוד לומר בכל,22,22,380,380.0,64,64.0,0.0,0.0,22,יוצאין ידי חובתן בחלה ובתרומה וישראל במעשר שני בפסח תלמוד לומר תאכלו מצות ריבה יכול יצאו ידי חובתן כביכורים תלמוד לומר בכל,3070000052,22,22
ref-mek.1.7.3.84-ref-mek.1.7.3.106,ref-y.2.10.1.12.5.135-ref-y.2.10.1.12.5.156,21692,21814,ref-mek.1.7.3.84,ref-mek.1.7.3.106,1883857,1883986,ref-y.2.10.1.12.5.135,ref-y.2.10.1.12.5.156,יוצאין ידי חובתן בחלה ובתרומה וישראל במעשר שני בפסח תלמוד לומר תאכלו מצות ריבה יכול יצאו ידי חובתן בביכורים תלמוד לומר בכל,יוצאין ידי חובתן בחלה ובתרומה וישראל במעשר שני בפסח תלמוד לומר תאכלו מצות ריבה יכול יצאו ידי חובתן בביכורים תלמוד לומר בכל,22,22,632,632.0,65,65.0,0.0,0.0,22,יוצאין ידי חובתן בחלה ובתרומה וישראל במעשר שני בפסח תלמוד לומר תאכלו מצות ריבה יכול יצאו ידי חובתן בביכורים תלמוד לומר בכל,3070000053,22,22
ref-mek.1.7.3.162-ref-mek.1.7.4.4,ref-y.2.1.1.11.2.20-ref-y.2.1.1.11.2.28,22092,22125,ref-mek.1.7.3.162,ref-mek.1.7.4.4,919817,919860,ref-y.2.1.1.11.2.20,ref-y.2.1.1.11.2.28,נאכלים אכילת שבע אל תאכלו ממנו נא ,לאוכלו אין את יכול דכתיב אל תאכלו ממנו נא ,7,7,290,290.0,68,68.0,0.3809523809523809,0.6666666666666667,4,אל תאכלו ממנו נא,3070000054,7,7
ref-mek.1.7.4.1-ref-mek.1.7.4.10,ref-y.2.1.7.2.38.69-ref-y.2.1.7.2.38.74,22109,22151,ref-mek.1.7.4.1,ref-mek.1.7.4.10,1009489,1009517,ref-y.2.1.7.2.38.69,ref-y.2.1.7.2.38.74,אל תאכלו ממנו נא אין נא אלא חי ובשל מבושל ,אל תאכלו ממנו נא ובשל מבושל ,10,6,322,321.0,69,68.0,0.3333333333333333,0.3333333333333333,6,אל תאכלו ממנו נא ובשל מבושל,3070000055,10,6
ref-mek.1.7.4.46-ref-mek.1.7.4.56,ref-y.2.3.2.7.2.2-ref-y.2.3.2.7.2.12,22322,22377,ref-mek.1.7.4.46,ref-mek.1.7.4.56,1262751,1262805,ref-y.2.3.2.7.2.2,ref-y.2.3.2.7.2.12,המבושל ובשל מבושל במים אין לי אלא מים שאר כל המשקין ,ובשל מבושל במים אין לי אלא מים מניין לרבות שאר משקין ,9,9,392,392.0,70,70.0,0.3962264150943396,0.5454545454545454,6,ובשל מבושל במים אין_לי_אלא מים שאר,3070000056,9,9
ref-mek.1.7.4.67-ref-mek.1.7.4.79,ref-y.2.3.2.7.2.32-ref-y.2.3.2.7.2.42,22423,22496,ref-mek.1.7.4.67,ref-mek.1.7.4.79,1262901,1262959,ref-y.2.3.2.7.2.32,ref-y.2.3.2.7.2.42,מים שאינן מפיגין טעמן הרי הן אסורין בבישול שאר המשקין שהן מגיפין טעמן ,מים שאינן מפיגין טעמן את אמר אסור שאר משקין שמפיגין טעמן ,13,9,393,393.0,71,71.0,0.3142857142857143,0.6666666666666667,6,מים שאינן מפיגין טעמן שאר טעמן,3070000057,13,9
ref-mek.1.7.4.104-ref-mek.1.7.4.119,ref-y.2.1.7.2.38.67-ref-y.2.1.7.2.38.82,22618,22689,ref-mek.1.7.4.104,ref-mek.1.7.4.119,1009479,1009552,ref-y.2.1.7.2.38.67,ref-y.2.1.7.2.38.82,אומר אני אקרא אל תאכלו ממנו כי אם צלי אש ומה תלמוד לומר נא ובשל מבושל ,דמר אסור אל תאכלו ממנו נא ובשל מבושל במים ומאן דמר מותר כי אם צלי אש ,14,16,321,321.0,73,72.0,0.6142857142857143,0.5333333333333333,7,אל תאכלו ממנו כי אם צלי אש,3070000058,14,16
ref-mek.1.7.4.107-ref-mek.1.7.4.117,ref-y.2.3.7.2.6.59-ref-y.2.3.7.2.6.70,22632,22677,ref-mek.1.7.4.107,ref-mek.1.7.4.117,1328002,1328050,ref-y.2.3.7.2.6.59,ref-y.2.3.7.2.6.70,אל תאכלו ממנו כי אם צלי אש ומה תלמוד לומר נא ,אילו אמר לא תאכלו ממנו כי אם צלי אש ולא נאמר נא ,9,12,422,422.0,75,72.0,0.3958333333333333,0.25,7,תאכלו ממנו כי אם צלי אש נא,3070000059,9,12
ref-mek.1.7.4.107-ref-mek.1.7.4.113,ref-y.2.3.7.2.6.82-ref-y.2.3.7.2.6.90,22632,22658,ref-mek.1.7.4.107,ref-mek.1.7.4.113,1328107,1328142,ref-y.2.3.7.2.6.82,ref-y.2.3.7.2.6.90,אל תאכלו ממנו כי אם צלי אש ,אילו אמר לא תאכלו ממנו כי אם צלי אש ,7,9,424,424.0,74,72.0,0.25,0.1428571428571429,6,תאכלו ממנו כי אם צלי אש,3070000060,7,9
ref-mek.1.7.4.104-ref-mek.1.7.4.113,ref-y.2.3.7.2.6.107-ref-y.2.3.7.2.6.114,22618,22658,ref-mek.1.7.4.104,ref-mek.1.7.4.113,1328224,1328254,ref-y.2.3.7.2.6.107,ref-y.2.3.7.2.6.114,אומר אני אקרא אל תאכלו ממנו כי אם צלי אש ,אמר אל תאכלו ממנו כי אם צלי אש ,10,8,425,425.0,72,72.0,0.2439024390243902,0.2222222222222222,7,אל תאכלו ממנו כי אם צלי אש,3070000061,10,8
ref-mek.1.7.4.124-ref-mek.1.7.4.130,ref-y.2.3.7.2.6.162-ref-y.2.3.7.2.6.171,22708,22744,ref-mek.1.7.4.124,ref-mek.1.7.4.130,1328493,1328541,ref-y.2.3.7.2.6.162,ref-y.2.3.7.2.6.171,השעה שהוא אכול צלי ובשעה שהוא נא ,בשעה שהוא בקום אכול צלי הוא בבל תאכל נא בשעה ,7,10,426,426.0,76,76.0,0.4666666666666667,0.5,4,שהוא אכול צלי נא,3070000062,7,10
ref-mek.1.7.4.147-ref-mek.1.7.4.155,ref-y.2.2.3.1.6.30-ref-y.2.2.3.1.6.38,22833,22886,ref-mek.1.7.4.147,ref-mek.1.7.4.155,1137299,1137350,ref-y.2.2.3.1.6.30,ref-y.2.2.3.1.6.38,צלי שנאמר ובשלת ואכלת ואומר ויבשלו את הפסח באש ,אמ' שהצלוי קרוי מבושל שנאמר ויבשלו את הפסח באש ,9,9,325,325.0,77,77.0,0.4468085106382978,0.5833333333333333,5,שנאמר ויבשלו את הפסח באש,3070000063,9,9
ref-mek.1.7.4.176-ref-mek.1.7.4.183,ref-y.2.3.7.2.6.64-ref-y.2.3.7.2.6.72,23009,23041,ref-mek.1.7.4.176,ref-mek.1.7.4.183,1328025,1328061,ref-y.2.3.7.2.6.64,ref-y.2.3.7.2.6.72,כי אם צלי אש למה נאמר הייתי אומר ,כי אם צלי אש ולא נאמר נא הייתי אומר ,8,9,423,422.0,78,78.0,0.1666666666666666,0.1666666666666666,7,כי אם צלי אש נאמר הייתי אומר,3070000064,8,9
ref-mek.1.7.5.32-ref-mek.1.7.5.42,ref-y.1.1.1.1.15.71-ref-y.1.1.1.1.15.84,23281,23331,ref-mek.1.7.5.32,ref-mek.1.7.5.42,4158,4219,ref-y.1.1.1.1.15.71,ref-y.1.1.1.1.15.84,תחום לבוקרו של בוקר אמר רבי יוסי בי ר' בון אם אומר ליתן תחום לבוקרו של בוקר אמר רבי יוסי בי ר' בון אם אומר,ליתן תחום לבוקרו של בוקר אמר רבי יוסי בי ר' בון אם אומר ליתן,15,9,2,2.0,81,81.0,0.5283018867924528,0.0,8,ליתן תחום לבוקרו של בוקר אמר_רבי_יוסי_בי_ר'_בון אם אומר,3070000065,15,9
ref-mek.1.7.5.29-ref-mek.1.7.5.52,ref-y.2.1.2.1.10.66-ref-y.2.1.2.1.10.81,23267,23377,ref-mek.1.7.5.29,ref-mek.1.7.5.52,922274,922354,ref-y.2.1.2.1.10.66,ref-y.2.1.2.1.10.81,"עד בוקר באש תשרופו אחר שני בקרים אחר בוקרו של ט""ו ואחר בוקרו","בוקר והנותר ממנו עד בוקר באש תשרופו אחר שני בקרים אחר בוקרו של ט""ו ואחר בוקרו",13,16,292,292.0,79,79.0,0.2207792207792207,0.1818181818181817,13,"עד בוקר באש תשרופו אחר שני בקרים אחר בוקרו של ט""ו ואחר בוקרו",3070000066,13,16
ref-mek.1.7.5.29-ref-mek.1.7.5.52,ref-y.2.3.7.10.2.8-ref-y.2.3.7.10.2.24,23267,23377,ref-mek.1.7.5.29,ref-mek.1.7.5.52,1344196,1344282,ref-y.2.3.7.10.2.8,ref-y.2.3.7.10.2.24,עד בוקר באש תשרופו אחר שני בקרים אחר בוקרו של ארבעה עשר ואחר בוקרו,בוקר והנות' ממנו עד בוקר באש תשרופו אחר שני בקרים אחר בוקרו של ארבעה עשר ואחר בוקרו,14,17,433,433.0,80,80.0,0.2048192771084337,0.1666666666666666,14,עד בוקר באש תשרופו אחר שני בקרים אחר בוקרו של ארבעה עשר ואחר בוקרו,3070000067,14,17
ref-mek.1.7.5.133-ref-mek.1.7.5.147,ref-y.1.1.1.1.15.68-ref-y.1.1.1.1.15.82,23747,23814,ref-mek.1.7.5.133,ref-mek.1.7.5.147,4141,4209,ref-y.1.1.1.1.15.68,ref-y.1.1.1.1.15.82,בקר בא הכתוב ליתן תחום לבקרו של בקר ר' יצחק אומר אינו צריך ומה אם ,בבקר בבוקר כדי ליתן תחום לבוקרו של בוקר אמר רבי יוסי בי ר' בון אם ,11,10,1,1.0,85,85.0,0.4545454545454545,0.4,4,ליתן תחום של אם,3070000068,11,10
ref-mek.1.7.5.146-ref-mek.1.7.5.157,ref-y.2.1.2.1.20.97-ref-y.2.1.2.1.20.110,23807,23865,ref-mek.1.7.5.146,ref-mek.1.7.5.157,925671,925755,ref-y.2.1.2.1.20.97,ref-y.2.1.2.1.20.110,"ומה אם חמץ שהוא בבל יראה ובבל ימצא אין שריפתו דוחה יו""ט ",ומה דמר אין מדליקין בההן היורא דהוא סכנה מתני' אין מדליקין בשמן שריפה ביום טוב ,12,15,294,294.0,86,85.0,0.6455696202531646,0.8421052631578947,2,ומה אין,3070000069,12,15
ref-mek.1.7.5.148-ref-mek.1.7.5.163,ref-y.2.3.2.1.11.15-ref-y.2.3.2.1.11.29,23815,23897,ref-mek.1.7.5.148,ref-mek.1.7.5.163,1247338,1247415,ref-y.2.3.2.1.11.15,ref-y.2.3.2.1.11.29,"חמץ שהוא בבל יראה ובבל ימצא אין שריפתו דוחה יו""ט נותר שאינו בבל יראה ובבל ימצא ",ונותר שאינו כל יראה ובל ימצא אינו אלא בשריפה חמץ שהוא בבל יראה וכל ימצא ,16,15,362,360.0,87,85.0,0.4810126582278481,0.5625,5,יראה ימצא בבל יראה ימצא,3070000070,16,15
ref-mek.1.8.1.330-ref-mek.1.8.1.336,ref-y.3.5.1.7.4.49-ref-y.3.5.1.7.4.63,25663,25706,ref-mek.1.8.1.330,ref-mek.1.8.1.336,2258261,2258352,ref-y.3.5.1.7.4.49,ref-y.3.5.1.7.4.63,לצבות בטן ולנפיל ירך לבועל וצבתה בטנה ונפלה יריכה לאשה הדעת מברעת ירך התחילה בעבירה,לצבות בטן ולנפיל ירך לבועל וצבתה בטנה ונפלה יריכה לאשה הדעת מברעת ירך התחילה בעבירה,15,15,791,791.0,88,88.0,0.0,0.0,15,לצבות בטן ולנפיל ירך לבועל וצבתה בטנה ונפלה יריכה לאשה הדעת מברעת ירך התחילה בעבירה,3070000071,15,15
ref-mek.1.8.1.453-ref-mek.1.8.2.3,ref-y.3.5.1.7.4.88-ref-y.3.5.1.7.4.107,26322,26436,ref-mek.1.8.1.453,ref-mek.1.8.2.3,2258466,2258572,ref-y.3.5.1.7.4.88,ref-y.3.5.1.7.4.107,"מהם והלא דברים קל וחומר ומה מדת פורענות מעוטה אמר הקב""ה לעשות ועשה מדה טובה מרובה על אחת כמה וכמה והיה הדם לכם ",מה אם מידת הפורענות מעוטה אבר אחד לוקה ושאר כל האיברים מרגישין מידת הטובה המרובה על אחת כמה וכמה הלכה ,16,17,794,793.0,91,90.0,0.5765765765765766,0.75,2,מעוטה על_אחת_כמה_וכמה,3070000072,16,17
ref-mek.1.8.1.453-ref-mek.1.8.1.469,ref-y.3.5.3.4.3.23-ref-y.3.5.3.4.3.34,26322,26422,ref-mek.1.8.1.453,ref-mek.1.8.1.469,2282397,2282471,ref-y.3.5.3.4.3.23,ref-y.3.5.3.4.3.34,"מהם והלא דברים קל וחומר ומה מדת פורענות מעוטה אמר הקב""ה לעשות ועשה מדה טובה מרובה על אחת כמה וכמה ו",מה אם מידת הפורענות מעוטה הרי היא מזכרת מידת הטוב מרובה על אחת כמה וכמה א,14,13,818,817.0,90,90.0,0.4444444444444444,0.5333333333333333,3,מעוטה מרובה על_אחת_כמה_וכמה,3070000073,14,13
ref-mek.1.8.2.30-ref-mek.1.8.2.40,ref-y.4.3.8.1.5.1-ref-y.4.3.8.1.5.19,26563,26616,ref-mek.1.8.2.30,ref-mek.1.8.2.40,3108655,3108727,ref-y.4.3.8.1.5.1,ref-y.4.3.8.1.5.19,בהם אין לי אלא בתים שיאכלו בהם בתים שהיו יושבים בהם ,בן אין לי אלא בן בן בת מניין תלמוד לומר בן מכל מקום בת אין לי אלא בת בן ,9,13,1180,1180.0,92,92.0,0.6388888888888888,0.9090909090909092,1,אין_לי_אלא,3070000074,9,13
ref-mek.1.8.3.20-ref-mek.1.8.3.33,ref-y.1.1.1.5.22.89-ref-y.1.1.1.5.22.100,27761,27833,ref-mek.1.8.3.20,ref-mek.1.8.3.33,28322,28381,ref-y.1.1.1.5.22.89,ref-y.1.1.1.5.22.100,אומר ויאמר משה אל העם זכור את היום הזה אשר יצאתם ממצרים וגומר עדין ,עד שדרשה בן זומא שנאמר למען תזכור את יום צאתך מארץ מצרים ,12,12,45,44.0,93,93.0,0.6865671641791045,0.9090909090909092,1,את,3070000075,12,12
ref-mek.1.8.3.47-ref-mek.1.8.3.55,ref-y.1.9.2.1.4.149-ref-y.1.9.2.1.4.157,27914,27961,ref-mek.1.8.3.47,ref-mek.1.8.3.55,777028,777074,ref-y.1.9.2.1.4.149,ref-y.1.9.2.1.4.157,ממחרת הפסח יצאו בני ישראל ביד רמה אימתי אכלו ,ממחרת הפסח יצאו בני ישראל ביד רמה לעיני כל ,9,9,246,245.0,94,94.0,0.1333333333333333,0.3636363636363636,7,ממחרת הפסח יצאו בני ישראל ביד רמה,3070000076,9,9
ref-mek.1.8.3.89-ref-mek.1.8.3.95,ref-y.2.1.7.2.1.70-ref-y.2.1.7.2.1.76,28124,28160,ref-mek.1.8.3.89,ref-mek.1.8.3.95,992163,992201,ref-y.2.1.7.2.1.70,ref-y.2.1.7.2.1.76,ימים תאכל מצוה וביום השביעי חג לה' ,ימים תאכל מצות וביום השביעי עצרת לה' ,7,2,311,310.0,95,95.0,0.1351351351351351,0.4444444444444444,5,ימים תאכל וביום השביעי לה',3070000077,7,7
ref-mek.1.9.1.32-ref-mek.1.9.1.37,ref-y.1.9.1.1.1.34-ref-y.1.9.1.1.1.40,29079,29126,ref-mek.1.9.1.32,ref-mek.1.9.1.37,757159,757205,ref-y.1.9.1.1.1.34,ref-y.1.9.1.1.1.40,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,חיטין ושעורין בלבד כוסמין שיבולת שועל ושיפון ,6,7,237,237.0,97,96.0,0.2888888888888888,0.7,2,שועל ושיפון,3070000078,6,7
ref-mek.1.9.1.27-ref-mek.1.9.1.33,ref-y.1.9.1.1.4.62-ref-y.1.9.1.1.4.74,29053,29095,ref-mek.1.9.1.27,ref-mek.1.9.1.33,758268,758335,ref-y.1.9.1.1.4.62,ref-y.1.9.1.1.4.74,אלו חמשת המינין ואלו הם החטים והשעורים ,אלא חמשת המינין בלבד ודבוות' אין לך מגרר עם כולן אלא חטים ושעורים ,7,13,239,239.0,96,96.0,0.5,0.6153846153846154,2,חמשת המינין,3070000079,7,13
ref-mek.1.9.1.32-ref-mek.1.9.1.37,ref-y.1.9.1.1.10.92-ref-y.1.9.1.1.10.98,29079,29126,ref-mek.1.9.1.32,ref-mek.1.9.1.37,760043,760091,ref-y.1.9.1.1.10.92,ref-y.1.9.1.1.10.98,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,החטים מן הכתוב וכוסמין ושיבולת שועל והשיפון ,6,7,240,240.0,98,96.0,0.2727272727272727,0.5555555555555556,2,החטים שועל,3070000080,6,7
ref-mek.1.9.1.175-ref-mek.1.9.1.183,ref-y.2.1.7.2.12.27-ref-y.2.1.7.2.12.34,29874,29916,ref-mek.1.9.1.175,ref-mek.1.9.1.183,996596,996639,ref-y.2.1.7.2.12.27,ref-y.2.1.7.2.12.34,בכלל היה ויצא מוצא מן הכלל ללמד על הכלל ,בכלל היית' ויצאת מן הכלל לחילוק על הכלל ,9,8,317,317.0,99,99.0,0.3,0.625,5,בכלל מן הכלל על הכלל,3070000081,9,8
ref-mek.1.9.1.175-ref-mek.1.9.1.183,ref-y.4.4.7.5.2.17-ref-y.4.4.7.5.2.24,29874,29916,ref-mek.1.9.1.175,ref-mek.1.9.1.183,3228289,3228328,ref-y.4.4.7.5.2.17,ref-y.4.4.7.5.2.24,בכלל היה ויצא מוצא מן הכלל ללמד על הכלל ,בכלל היו ויצאו מן הכלל לחלוק על הכלל ,9,8,1299,1299.0,100,99.0,0.2,0.3333333333333333,5,בכלל מן הכלל על הכלל,3070000082,9,8
