baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-mek.1.12.2.34-ref-mek.1.12.2.53,ref-sifra.8.1-00.15.1-ref-sifra.8.1-00.15.20,41092,41189,ref-mek.1.12.2.34,ref-mek.1.12.2.53,368316,368411,ref-sifra.8.1-00.15.1,ref-sifra.8.1-00.15.20,אזוב ולא אזוב יון ולא אזוב רומי ולא אזוב כחלית ולא אזוב מדברית ולא כל אזוב שיש עליו שם לווי ,אזוב ולא אזוב יון ולא אזוב כחלית ולא אזוב רומי ולא אזוב מדברי ולא כל אזוב שיש לו שם לווי ,20,20,315,315.0,68,68.0,0.11956521739130435,0.2727272727272727,82,אזוב ולא אזוב יון ולא אזוב י ולא אזוב י ולא אזוב מדברי ולא כל אזוב שיש לו שם לווי ,3040000046
ref-mek.1.12.2.345-ref-mek.1.12.3.3,ref-sifra.5.1.35.63-ref-sifra.5.1.35.67,42757,42779,ref-mek.1.12.2.345,ref-mek.1.12.3.3,250151,250174,ref-sifra.5.1.35.63,ref-sifra.5.1.35.67,ה' וגו' ועבר ה' לנגוף ,ה' וימותו לפני ה' נגפן ,5,5,254,254.0,69,69.0,0.4782608695652174,0.8571428571428572,13,ה' ווו ה' נג ,3040000047
ref-mek.1.12.4.6-ref-mek.1.12.4.14,ref-sifra.4.6-00.11.19-ref-sifra.4.6-00.11.27,43926,43972,ref-mek.1.12.4.6,ref-mek.1.12.4.14,193600,193643,ref-sifra.4.6-00.11.19,ref-sifra.4.6-00.11.27,פסח דורות שלא יביא אלא מן הכבשים ומן העזים ,והלא אין פסח בא אלא מן הכבשים ומן העזים ,9,9,205,200.0,70,70.0,0.32558139534883723,0.33333333333333337,32,ולא יבא אלא מן הכבשים ומן העזים ,3040000048
ref-mek.1.15.5.202-ref-mek.1.15.5.216,ref-sifra.5.1-01.10.1-ref-sifra.5.1-01.10.33,56235,56317,ref-mek.1.15.5.202,ref-mek.1.15.5.216,257319,257499,ref-sifra.5.1-01.10.1,ref-sifra.5.1-01.10.33,אתה ובניך ובנותיך אתה ובניך בחלק ובנותיך במתנות או יכול אתה ובניך ובנותיך אתה ובניך בחלק ובנותיך במתנות או יכול אתה ובניך ובנותיך בחלק כשהוא אומר כי חקך וחק בניך הוא אין חק לבנות הא_מה_אני_מקיים אתה ובניך ובנותיך אתה ובניך,אתה ובניך ובנותיך אתה ובניך בחלק ובנותיך במתנות או יכול אתה ובניך ובנותיך אתה ובניך בחלק ובנותיך במתנות או יכול אתה ובניך ובנותיך בחלק כשהוא אומר כי חקך וחק בניך הוא אין חק לבנות הא_מה_אני_מקיים אתה ובניך ובנותיך אתה ובניך,15,12,263,263.0,71,71.0,0.0,0.0,222,אתה ובניך ובנותיך אתה ובניך בחלק ובנותיך במתנות או יכול אתה ובניך ובנותיך אתה ובניך בחלק ובנותיך במתנות או יכול אתה ובניך ובנותיך בחלק כשהוא אומר כי חקך וחק בניך הוא אין חק לבנות הא_מה_אני_מקיים אתה ובניך ובנותיך אתה ובניך,3040000049
ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.1.7.11-ref-sifra.1.7.16,56949,56985,ref-mek.1.16.1.44,ref-mek.1.16.1.49,1640,1677,ref-sifra.1.7.11,ref-sifra.1.7.16,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט' אין בכלל אלא מה שבפרט ,8,8,15,15.0,74,74.0,0.027777777777777776,0.125,35,פרט כלל ופרט אין בכלל אלא מה שבפרט ,3040000050
ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.10.8-13.14.21-ref-sifra.10.8-13.14.26,56949,56985,ref-mek.1.16.1.44,ref-mek.1.16.1.49,480612,480648,ref-sifra.10.8-13.14.21,ref-sifra.10.8-13.14.26,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט ,8,8,423,423.0,75,74.0,0.0,0.0,35,פרט כלל ופרט אין בכלל אלא מה שבפרט ,3040000051
ref-mek.1.16.1.44-ref-mek.1.16.1.49,ref-sifra.10.8-13.14.95-ref-sifra.10.8-13.14.100,56949,56985,ref-mek.1.16.1.44,ref-mek.1.16.1.49,480978,481014,ref-sifra.10.8-13.14.95,ref-sifra.10.8-13.14.100,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט ,8,8,428,428.0,76,74.0,0.0,0.0,35,פרט כלל ופרט אין בכלל אלא מה שבפרט ,3040000052
ref-mek.1.16.2.43-ref-mek.1.16.2.56,ref-sifra.2.7-00.5.14-ref-sifra.2.7-00.5.31,57619,57681,ref-mek.1.16.2.43,ref-mek.1.16.2.56,40882,40979,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.31,ונאמר להלן אז מה להלן מילת זכרים אף כאן מילת זכרים אי מה להלן ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף כאן ממול העורף אי מה מליקה האמורה להלן ,14,18,77,73.0,79,77.0,0.5054945054945055,0.5833333333333333,48,ונאמר להלן  מה להלן מל ר אף כאן מל ר אי מה להלן ,3040000053
ref-mek.1.16.2.35-ref-mek.1.16.2.56,ref-sifra.12.13-18.7.1-ref-sifra.12.13-18.7.18,57585,57681,ref-mek.1.16.2.35,ref-mek.1.16.2.56,605786,605878,ref-sifra.12.13-18.7.1,ref-sifra.12.13-18.7.18,לאזכרה ר'_שמעון_אומר_נאמר_כאן אזכרה ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף כאן,לאזכרה ר'_שמעון_אומר_נאמר_כאן אזכרה ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף כאן,14,14,755,755.0,77,77.0,0.0,0.0,89,לאזכרה ר'_שמעון_אומר_נאמר_כאן אזכרה ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף כאן,3040000054
ref-mek.1.16.3.1-ref-mek.1.16.3.26,ref-sifra.12.4-04.18.6-ref-sifra.12.4-04.18.20,58373,58498,ref-mek.1.16.3.1,ref-mek.1.16.3.26,553819,553899,ref-sifra.12.4-04.18.6,ref-sifra.12.4-04.18.20,תושב ושכיר ונאמר תושב ושכיר בפסח מה תושב ושכיר האמור בפסח פסל בו את הערל,תושב ושכיר ונאמר תושב ושכיר בפסח מה תושב ושכיר האמור בפסח פסל בו את הערל,22,15,670,670.0,80,80.0,0.0,0.0,72,תושב ושכיר ונאמר תושב ושכיר בפסח מה תושב ושכיר האמור בפסח פסל בו את הערל,3040000055
ref-mek.1.16.3.16-ref-mek.1.16.3.26,ref-sifra.12.4-04.18.22-ref-sifra.12.4-04.18.29,58441,58498,ref-mek.1.16.3.16,ref-mek.1.16.3.26,553903,553942,ref-sifra.12.4-04.18.22,ref-sifra.12.4-04.18.29,תושב ושכיר למה נאמר לדון מן הפסח כתרומה לפסול בה הערל ,תושב ושכיר האמור כאן יפסל בו את הערל ,11,8,675,675.0,82,80.0,0.48148148148148145,0.7333333333333334,29,תושב ושכיר האמו כ פסל ב הערל ,3040000056
ref-mek.1.16.3.59-ref-mek.1.16.3.113,ref-sifra.12.4-04.18.6-ref-sifra.12.4-04.18.29,58652,58944,ref-mek.1.16.3.59,ref-mek.1.16.3.113,553819,553942,ref-sifra.12.4-04.18.6,ref-sifra.12.4-04.18.29,תושב ושכיר ונאמר תושב ושכיר בפסח מה תושב ושכיר האמור בפסח פסל בו את הערל אף תושב ושכיר האמור כאן יפסל בו את הערל,תושב ושכיר ונאמר תושב ושכיר בפסח מה תושב ושכיר האמור בפסח פסל בו את הערל אף תושב ושכיר האמור כאן יפסל בו,24,24,673,672.0,83,83.0,0.07142857142857142,0.0,104,תושב ושכיר ונאמר תושב ושכיר בפסח מה תושב ושכיר האמור בפסח פסל בו את הערל אף תושב ושכיר האמור כאן יפסל בו,3040000057
ref-mek.1.16.6.83-ref-mek.1.16.6.96,ref-sifra.2.7-00.5.14-ref-sifra.2.7-00.5.31,61095,61157,ref-mek.1.16.6.83,ref-mek.1.16.6.96,40882,40979,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.31,ונאמר להלן אז מה להלן מילת עבדים אף כאן מילת עבדים אי מה להלן ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף כאן ממול העורף אי מה מליקה האמורה להלן ,14,18,78,73.0,86,86.0,0.5054945054945055,0.5833333333333333,48,ונאמר להלן  מה להלן מל ע אף כאן מל ע אי מה להלן ,3040000058
ref-mek.1.17.1.15-ref-mek.1.17.1.25,ref-sifra.1.2.31-ref-sifra.1.2.45,62124,62178,ref-mek.1.17.1.15,ref-mek.1.17.1.25,178,254,ref-sifra.1.2.31,ref-sifra.1.2.45,בכלל שהוא צריך לפורטו פרט שהוא צריך לכללו קדש לי כל ,מכלל שהוא צריך לפרט ומפרט שהוא צריך לכלל כל_דבר_שהיה_בכלל_ויצא_מן הכלל ,11,10,8,0.0,89,87.0,0.38028169014084506,0.6923076923076923,46,כלל שהוא צריך לפרט פרט שהוא צריך לכלל דשלי כל ,3040000059
ref-mek.1.17.1.4-ref-mek.1.17.1.25,ref-sifra.1.10.1-ref-sifra.1.10.13,62074,62178,ref-mek.1.17.1.4,ref-mek.1.17.1.25,2096,2161,ref-sifra.1.10.1,ref-sifra.1.10.13,מכלל שהוא צריך לפרט ומפרט שהוא צריך לכלל כיצד קדש לי כל בכור,מכלל שהוא צריך לפרט ומפרט שהוא צריך לכלל כיצד קדש לי כל בכור,19,13,31,31.0,87,87.0,0.0,0.0,60,מכלל שהוא צריך לפרט ומפרט שהוא צריך לכלל כיצד קדש לי כל בכור,3040000060
ref-mek.1.17.1.15-ref-mek.1.17.1.25,ref-sifra.1.10.42-ref-sifra.1.11.7,62124,62178,ref-mek.1.17.1.15,ref-mek.1.17.1.25,2296,2365,ref-sifra.1.10.42,ref-sifra.1.11.7,בכלל שהוא צריך לפורטו פרט שהוא צריך לכללו קדש לי כל ,כלל הצריך לפרט ופרט שהוא צריך לכלל כל_דבר_שהיה_בכלל_ויצא_מן הכלל ,11,9,33,33.0,90,87.0,0.46153846153846156,0.5454545454545454,42,כלל הצריך לפרט פרט שהוא צריך לכלל דשלי כל ,3040000061
ref-mek.1.17.1.226-ref-mek.1.17.1.239,ref-sifra.4.4-00.3.84-ref-sifra.4.4-00.3.96,63176,63251,ref-mek.1.17.1.226,ref-mek.1.17.1.239,179516,179577,ref-sifra.4.4-00.3.84,ref-sifra.4.4-00.3.96,נותנו לכהן בכל מקום שירצה אף בכור בהמה נותנו לכהן בכל מקום שירצה ומה ,נתנם למעלה לא הורצו אף הנתנים למעלה אם נתנם למטה לא הורצו מה ,14,13,178,178.0,91,91.0,0.6521739130434783,0.8571428571428572,36,נתנ לה ל ורצ אף המה נתנ לה ל ורצומה ,3040000062
ref-mek.1.17.1.261-ref-mek.1.17.1.273,ref-sifra.4.1-01.9.9-ref-sifra.4.1-01.9.17,63340,63408,ref-mek.1.17.1.261,ref-mek.1.17.1.273,163601,163647,ref-sifra.4.1-01.9.9,ref-sifra.4.1-01.9.17,תקדיש הקדישו שתקבל שכר או אם הקדישו מקודש ואם לא הקדישו אינו מקודש ,בקדש הקדש מקבלו לא היה פסולו בקדש אין הקדש ,13,9,167,167.0,92,92.0,0.5223880597014925,0.7272727272727273,33,קדש הקדש קבלו א הי ול קדש אי קדש ,3040000063
ref-mek.1.17.2.233-ref-mek.1.17.2.240,ref-sifra.14.1-01.7.41-ref-sifra.14.1-01.7.49,66630,66668,ref-mek.1.17.2.233,ref-mek.1.17.2.240,647283,647329,ref-sifra.14.1-01.7.41,ref-sifra.14.1-01.7.49,ועבדתם את ה' וברך את לחמך ואת מימיך ,ועבדתם את ה' אלקיכם וברך את לחמך ואת מימיך ,8,9,824,824.0,93,93.0,0.16279069767441862,0.1428571428571429,36,ועבדתם את ה' וברך את לחמך ואת מימיך ,3040000064
ref-mek.1.17.2.327-ref-mek.1.17.2.345,ref-sifra.10.2-02.9.44-ref-sifra.10.2-02.9.52,67096,67196,ref-mek.1.17.2.327,ref-mek.1.17.2.345,434345,434391,ref-sifra.10.2-02.9.44,ref-sifra.10.2-02.9.52,והם עונים אחריו ברוך שם כבוד מלכותו לעולם ועד,והם עונים אחריו ברוך שם כבוד מלכותו לעולם ועד,19,9,343,343.0,94,94.0,0.0,0.0,45,והם עונים אחריו ברוך שם כבוד מלכותו לעולם ועד,3040000065
ref-mek.1.17.2.327-ref-mek.1.17.2.345,ref-sifra.10.4-00.6.41-ref-sifra.10.4-00.6.49,67096,67196,ref-mek.1.17.2.327,ref-mek.1.17.2.345,444052,444098,ref-sifra.10.4-00.6.41,ref-sifra.10.4-00.6.49,והם עונים אחריו ברוך שם כבוד מלכותו לעולם ועד,והם עונים אחריו ברוך שם כבוד מלכותו לעולם ועד,19,9,361,361.0,95,95.0,0.0,0.0,45,והם עונים אחריו ברוך שם כבוד מלכותו לעולם ועד,3040000066
ref-mek.1.17.2.378-ref-mek.1.17.2.404,ref-sifra.5.10-12.1.21-ref-sifra.5.10-12.1.37,67360,67501,ref-mek.1.17.2.378,ref-mek.1.17.2.404,305301,305393,ref-sifra.5.10-12.1.21,ref-sifra.5.10-12.1.37,המאכילן כאוכל או לא יאכל לאסר בהנאה תלמוד_לומר_לא תאכלום הא כיצד באכילה הם אסורים בהנאה,המאכילן כאוכל או לא יאכל לאסר בהנאה תלמוד_לומר_לא תאכלום הא כיצד באכילה הם אסורים בהנאה,19,9,296,296.0,98,98.0,0.0,0.0,87,המאכילן כאוכל או לא יאכל לאסר בהנאה תלמוד_לומר_לא תאכלום הא כיצד באכילה הם אסורים בהנאה,3040000067
ref-mek.1.17.2.420-ref-mek.1.17.2.445,ref-sifra.5.10-12.1.21-ref-sifra.5.10-12.1.35,67569,67711,ref-mek.1.17.2.420,ref-mek.1.17.2.445,305301,305379,ref-sifra.5.10-12.1.21,ref-sifra.5.10-12.1.35,המאכילן כאוכל או לא יאכל לאסר בהנאה תלמוד_לומר_לא תאכלום הא כיצד באכילה הם,המאכילן כאוכל או לא יאכל לאסר בהנאה תלמוד_לומר_לא תאכלום הא כיצד באכילה הם,22,13,297,297.0,100,100.0,0.0,0.0,74,המאכילן כאוכל או לא יאכל לאסר בהנאה תלמוד_לומר_לא תאכלום הא כיצד באכילה הם,3040000068
ref-mek.1.18.2.30-ref-mek.1.18.2.35,ref-sifra.2.13-00.5.74-ref-sifra.2.13-00.5.80,70245,70292,ref-mek.1.18.2.30,ref-mek.1.18.2.35,66392,66436,ref-sifra.2.13-00.5.74,ref-sifra.2.13-00.5.80,החטים והשעורים והכסומים ושבולת שועל ושיפון ,חטין מן הכתוב וכוסמין ושבולת שועל ושיפון ,6,7,91,90.0,103,102.0,0.3023255813953488,0.7,32,חטי הו וכומי ושבולת שועל ושיפון ,3040000069
ref-mek.1.18.2.29-ref-mek.1.18.2.35,ref-sifra.12.10-00.9.25-ref-sifra.12.10-00.9.31,70237,70292,ref-mek.1.18.2.29,ref-mek.1.18.2.35,578385,578434,ref-sifra.12.10-00.9.25,ref-sifra.12.10-00.9.31,המינין החטים והשעורים והכסומים ושבולת שועל ושיפון ,ומנין לרבות שעורים וכוסמים ושבולת שועל ושיפון ,7,7,716,716.0,102,102.0,0.22,0.25,39,מנין ושעורים וכומים ושבולת שועל ושיפון ,3040000070
ref-mek.1.18.2.52-ref-mek.1.18.2.136,ref-sifra.12.9-11.3.12-ref-sifra.12.9-11.3.104,70394,70845,ref-mek.1.18.2.52,ref-mek.1.18.2.136,575380,575847,ref-sifra.12.9-11.3.12,ref-sifra.12.9-11.3.104,הראשון רשות תלמוד לומר עליו תאכל מצות' הכתוב קבעו חובה,ימים תאכל מצות וביום השביעי עצרת לה' שביעי בכלל היה ולמה יצא להקיש אליו אלא מה שביעי רשות אף כולם רשות יכול אף לילה הראשון,16,93,702,701.0,104,104.0,0.7868852459016393,0.8846153846153846,30,א ות תל לומ ליו אל מות כו ו וה,3040000071
ref-mek.1.18.2.178-ref-mek.1.18.2.193,ref-sifra.12.12-17.1.1-ref-sifra.12.12-17.1.12,71058,71138,ref-mek.1.18.2.178,ref-mek.1.18.2.193,597509,597567,ref-sifra.12.12-17.1.1,ref-sifra.12.12-17.1.12,ושבעה מן הישן וביום השביעי חג לה' למה_נאמר_לפי_שהוא_אומר וחגותם אותו חג לה' ,וחגתם אותו חג לה' שבעת ימים לפי שנאמר שבעת ימים תחוג לה' ,12,12,744,742.0,110,110.0,0.631578947368421,0.7142857142857143,32,ו וו חג לה' מלפישאמר תם תחג לה' ,3040000072
ref-mek.1.18.2.206-ref-mek.1.18.2.212,ref-sifra.12.9-11.4.13-ref-sifra.12.9-11.4.24,71198,71233,ref-mek.1.18.2.206,ref-mek.1.18.2.212,575910,575967,ref-sifra.12.9-11.4.13,ref-sifra.12.9-11.4.24,מנין_תלמוד_לומר שבעת ימים תאכל מצות ,מנין_תלמוד_לומר בערב תאכלו מצות אם_כן_למה_נאמר שבעת ימים ,5,7,713,713.0,111,111.0,0.543859649122807,0.2857142857142857,29,מנין_תלמוד_לומר בע תאכל מצות ,3040000073
ref-mek.1.18.2.333-ref-mek.1.18.2.342,ref-sifra.12.9-11.4.17-ref-sifra.12.9-11.4.28,71864,71913,ref-mek.1.18.2.333,ref-mek.1.18.2.342,575932,575990,ref-sifra.12.9-11.4.17,ref-sifra.12.9-11.4.28,מצה תלמוד לומר מצות יאכל מצות יאכל את שבעת הימים ,תאכלו מצות אם_כן_למה_נאמר שבעת ימים מצות תאכלו מצה הנאכלת ,10,9,714,713.0,112,112.0,0.6551724137931034,0.6363636363636364,26,תלמו למר מצות אכל מצ אכלת ,3040000074
ref-mek.1.18.3.342-ref-mek.1.18.3.355,ref-sifra.3.4-00.6.33-ref-sifra.3.4-00.6.55,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,103217,103329,ref-sifra.3.4-00.6.33,ref-sifra.3.4-00.6.55,מה מעיני האמור להלן בית_דין_אף כאן בית דין ומה מעיני האמור להלן העלם_דבר_עם_שגגת_המעשה אף מעיני האמור כאן,מה מעיני האמור להלן בית_דין_אף כאן בית דין ומה מעיני האמור להלן העלם_דבר_עם_שגגת_המעשה אף מעיני האמור כאן,12,16,124,124.0,113,113.0,0.0,0.0,105,מה מעיני האמור להלן בית_דין_אף כאן בית דין ומה מעיני האמור להלן העלם_דבר_עם_שגגת_המעשה אף מעיני האמור כאן,3040000075
ref-mek.1.18.3.342-ref-mek.1.18.3.355,ref-sifra.3.4-00.9.29-ref-sifra.3.4-00.9.43,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,103996,104077,ref-sifra.3.4-00.9.29,ref-sifra.3.4-00.9.43,מעיני ונאמר להלן מעיני מה מעיני אמור כאן פרט לכל הגוף אף מעיני האמור להלן,מעיני ונאמר להלן מעיני מה מעיני אמור כאן פרט לכל הגוף אף מעיני האמור להלן,12,14,126,126.0,115,115.0,0.0,0.0,73,מעיני ונאמר להלן מעיני מה מעיני אמור כאן פרט לכל הגוף אף מעיני האמור להלן,3040000076
ref-mek.1.18.3.345-ref-mek.1.18.3.355,ref-sifra.4.8-13.9.36-ref-sifra.4.8-13.9.43,74709,74759,ref-mek.1.18.3.345,ref-mek.1.18.3.355,206298,206336,ref-sifra.4.8-13.9.36,ref-sifra.4.8-13.9.43,האמור להלן על_גובה_של ראש אף בין עיניך האמור כאן ,האמור להלן כרת אף עונו ישא האמור כאן ,9,8,218,218.0,120,113.0,0.42857142857142855,0.6363636363636364,30,האמור להלן ר אף עני האמור כאן ,3040000077
ref-mek.1.18.3.342-ref-mek.1.18.3.359,ref-sifra.10.6-00.1.94-ref-sifra.10.6-00.1.106,74694,74774,ref-mek.1.18.3.342,ref-mek.1.18.3.359,456103,456166,ref-sifra.10.6-00.1.94,ref-sifra.10.6-00.1.106,מה זה בעיניכם האמור להלן על_גובה_של ראש אף בין עיניך האמור כאן על_גובה_של ראש ,מה זה הדבר האמור להלן ראשי המטות אף זה הדבר האמור כאן ראשי ,14,13,375,375.0,119,113.0,0.5128205128205128,0.46153846153846156,42,מה זה ב האמור להלן ראש אף   האמור כאן ראש ,3040000078
ref-mek.1.18.3.342-ref-mek.1.18.3.355,ref-sifra.11.4-10.13.14-ref-sifra.11.4-10.13.37,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,517805,517917,ref-sifra.11.4-10.13.14,ref-sifra.11.4-10.13.37,בנה מנין הרי_אתה_דן אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן,בנה מנין הרי_אתה_דן אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן,12,19,560,560.0,117,117.0,0.0,0.0,107,בנה מנין הרי_אתה_דן אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן,3040000079
