baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.1.11.3.2.27-ref-m.1.11.3.3.3,ref-mek.3.3.1.543-ref-mek.3.3.1.550,125689,125729,ref-m.1.11.3.2.27,ref-m.1.11.3.3.3,148415,148454,ref-mek.3.3.1.543,ref-mek.3.3.1.550,אל בית ה' אלהינו הקרובים מביאים התאנים ,אל ה' ויאר לנו אלהי אבי וארוממנהו אני ,7,8,152,152.0,53,53.0,0.6410256410256411,0.8181818181818181,22,אל ה' אלנו הי אי האני ,0.4358974358974359,1030000043
ref-m.1.11.4.5.4-ref-m.1.11.4.5.34,ref-mek.6.8.1.54-ref-mek.6.8.1.99,128334,128490,ref-m.1.11.4.5.4,ref-m.1.11.4.5.34,266324,266545,ref-mek.6.8.1.54,ref-mek.6.8.1.99,לא לאנשים ולא לנשים אין חייבים לא על מכתו ולא על קללתו לא כאנשים ולא כנשים ואינו נערך לא כאנשים ולא כנשים ואם אמר הריני_נזיר_שזה לא איש ולא אשה ,לא חלק בין אשה לאיש אף מורא לא חלקו בין איש לאשה דברי_ר'_ישמעאל_ר'_יהודה_בן_בתירא_אומר_הרי_הוא_אומר איש_אמו_ואביו_תיראו ואת שבתותי תשמורו מה שבת לא חלק בין איש לאשה וטומטום ואנדרוגינוס אף מורא לא תחלוק בין איש לאשה ,29,33,232,232.0,54,54.0,0.7162790697674418,0.9166666666666666,75,לא לאשי ולא ל ין י לא עלתוואא אשי וא שי וו  לא אי לאש ום אנינר לא איש לאשה ,0.6511627906976745,1030000044
ref-m.2.1.6.10.21-ref-m.2.1.7.1.22,ref-mek.9.1.6.35-ref-mek.9.1.6.47,136934,137056,ref-m.2.1.6.10.21,ref-m.2.1.7.1.22,384713,384776,ref-mek.9.1.6.35,ref-mek.9.1.6.47,האמורי כלל גדול אמרו בשבת כל השוכח עיקר שבת ועשה מלאכות הרבה בשבתות הרבה אינו_חייב_אלא חטאת אחת היודע עיקר שבת ועשה ,אומר כל המשמר את השבת כאלו עשה השבת שנאמר לעשות את השבת ר' ,21,13,453,453.0,55,55.0,0.6637931034482759,0.8,41,אור כל מר ת השבת ועשה השבת נא ת את השבת  ,0.646551724137931,1030000045
ref-m.2.1.9.3.10-ref-m.2.1.9.3.26,ref-mek.6.3.2.1-ref-mek.6.3.2.14,140179,140283,ref-m.2.1.9.3.10,ref-m.2.1.9.3.26,244715,244791,ref-mek.6.3.2.1,ref-mek.6.3.2.14,היו נכונים לשלשת ימים מנין שמרחיצין את המילה ביום השלישי שחל_להיות_בשבת שנאמר ויהי ביום השלישי ,והיו נכונים ליום השלישי זה יום ששי שבו נתנה תורה שנאמר כי ביום השלישי ,15,14,220,220.0,56,56.0,0.47368421052631576,0.75,54,היו נכונים לים שיי ה יום ששי שותת שנאמר י ביום השלישי ,0.43157894736842106,1030000046
ref-m.2.1.10.4.8-ref-m.2.1.10.4.21,ref-mek.1.16.6.172-ref-mek.1.16.6.183,141948,142032,ref-m.2.1.10.4.8,ref-m.2.1.10.4.21,61545,61615,ref-mek.1.16.6.172,ref-mek.1.16.6.183,לאחריה ובא מעשה לפני חכמים ואמרו את שטבלו לפניה בנות חורין לאחריה,לאחריה ובא מעשה לפני חכמים ואמרו את שטבלו לפניה בנות חורין לאחריה,12,12,73,73.0,57,57.0,0.0,0.0,65,לאחריה ובא מעשה לפני חכמים ואמרו את שטבלו לפניה בנות חורין לאחריה,0.0,1030000047
ref-m.2.1.12.6.3-ref-m.2.1.13.1.8,ref-mek.9.1.4.195-ref-mek.9.1.4.205,145217,145342,ref-m.2.1.12.6.3,ref-m.2.1.13.1.8,383453,383505,ref-mek.9.1.4.195,ref-mek.9.1.4.205,אותיות בשתי העלמות אחת שחרית ואחת בין הערבים רבן גמליאל מחייב_וחכמים_פוטרין רבי_אליעזר_אומר האורג שלשה חוטין בתחלה ואחת ,אות אחת שחרית ואות אחת בין הערבים או שארג חוט אחד ,17,11,451,451.0,59,59.0,0.6583333333333333,0.7894736842105263,44,אות אחת שחרית ואחת בין הערבים או ארג חוט אח ,0.6333333333333333,1030000048
ref-m.2.2.6.9.23-ref-m.2.2.6.9.35,ref-mek.8.5.1.653-ref-mek.8.5.1.674,170245,170311,ref-m.2.2.6.9.23,ref-m.2.2.6.9.35,380405,380526,ref-mek.8.5.1.653,ref-mek.8.5.1.674,וזו לעצמה זו מותרת בפני עצמה וזו מותרת בפני עצמה רבי עקיבא אוסר ,שזה מותר בפני עצמו וזה מותר בפני עצמו הרי הן אסורים בבישול שאר איסורין שבתורה שזה אסור בפני עצמו וזה אסור בפני עצמו ,13,23,448,447.0,60,60.0,0.6293103448275862,0.75,48,זו עצמ ו מותר בפני עצמה וו ורת בפני עצמה רבי עו ,0.5862068965517242,1030000049
ref-m.2.3.1.3.4-ref-m.2.3.1.3.12,ref-mek.1.18.2.372-ref-mek.1.18.2.382,179241,179295,ref-m.2.3.1.3.4,ref-m.2.3.1.3.12,72067,72134,ref-mek.1.18.2.372,ref-mek.1.18.2.382,בודקין אור ארבעה עשר ובארבעה עשר שחרית ובשעת הביעור ,בודקין את החמץ אור לארבעה עשר ובארבעה עשר בשחרית ובשעת הביעור ,9,11,98,98.0,61,61.0,0.16129032258064516,0.19999999999999996,52,בודקין אור ארבעה עשר ובארבעה עשר שחרית ובשעת הביעור ,0.16129032258064513,1030000050
ref-m.2.3.2.5.9-ref-m.2.3.2.5.15,ref-mek.1.9.1.32-ref-mek.1.9.1.38,181016,181073,ref-m.2.3.2.5.9,ref-m.2.3.2.5.15,29079,29131,ref-mek.1.9.1.32,ref-mek.1.9.1.38,בחיטים בשעורים בכוסמין ובשיפון ובשבולת שועל ויוצאין ,החטים והשעורים והכוסמים ושבולת שועל ושיפון יצאו ,7,7,38,36.0,62,62.0,0.4423076923076923,0.7272727272727273,36,חטים שעורים כוסמי ושבולת שועל ויוצא ,0.3076923076923077,1030000051
ref-m.2.3.2.5.9-ref-m.2.3.2.5.15,ref-mek.1.9.1.671-ref-mek.1.9.1.677,181016,181073,ref-m.2.3.2.5.9,ref-m.2.3.2.5.15,32402,32450,ref-mek.1.9.1.671,ref-mek.1.9.1.677,בחיטים בשעורים בכוסמין ובשיפון ובשבולת שועל ויוצאין ,החטים והשעורים והכוסמים שבולת שועל שיפון יצאו ,7,7,39,39.0,63,62.0,0.46153846153846156,0.7272727272727273,34,חטים שעורים כוסמי שבולת שועל יוצא ,0.34615384615384615,1030000052
ref-m.2.3.2.5.9-ref-m.2.3.2.5.15,ref-mek.1.18.2.30-ref-mek.1.18.2.36,181016,181073,ref-m.2.3.2.5.9,ref-m.2.3.2.5.15,70245,70297,ref-mek.1.18.2.30,ref-mek.1.18.2.36,בחיטים בשעורים בכוסמין ובשיפון ובשבולת שועל ויוצאין ,החטים והשעורים והכסומים ושבולת שועל ושיפון יצאו ,7,7,96,93.0,64,62.0,0.46153846153846156,0.7272727272727273,35,חטים שעורים וסוי ושבולת שועל ויוצא ,0.32692307692307687,1030000053
ref-m.2.3.3.4.41-ref-m.2.3.3.5.17,ref-mek.1.10.2.12-ref-mek.1.10.2.32,182779,182905,ref-m.2.3.3.4.41,ref-m.2.3.3.5.17,35834,35960,ref-mek.1.10.2.12,ref-mek.1.10.2.32,תפח תלטוש בצונן שיאור ישרף והאוכלו פטור סידוק ישרף והאוכלו חייב כרת איזהו שיאור כקרני חגבים סידוק שנתערבו סדקיו זה בזה ,תפח ותלטוש בצונן שאור ישרף והאוכלו פטור סידוק ישרף והאוכלו חייב מיתה אי זהו שאור כקרני חגבים סידוק שנתערבו סדקיו זה בזה ,21,22,45,45.0,65,65.0,0.058333333333333334,0.1333333333333333,115,תפח תלטוש בצונן שאור ישרף והאוכלו פטור סידוק ישרף והאוכלו חייב ת איזהו שאור כקרני חגבים סידוק שנתערבו סדקיו זה בזה ,0.04166666666666663,1030000054
ref-m.2.3.3.5.31-ref-m.2.3.3.5.36,ref-mek.1.10.2.47-ref-mek.1.10.2.52,182974,183011,ref-m.2.3.3.5.31,ref-m.2.3.3.5.36,36028,36065,ref-mek.1.10.2.47,ref-mek.1.10.2.52,כל שהכסיפו פניו כאדם שעמדו שערותיו ,כל שהכסיפו פניו כאדם שעמדו שערותיו ,6,6,46,46.0,66,66.0,0.0,0.0,35,כל שהכסיפו פניו כאדם שעמדו שערותיו ,0.0,1030000055
ref-m.2.3.5.2.1-ref-m.2.3.5.3.1,ref-mek.1.12.1.151-ref-mek.1.12.1.158,186057,186240,ref-m.2.3.5.2.1,ref-m.2.3.5.3.1,40687,40732,ref-mek.1.12.1.151,ref-mek.1.12.1.158,הפסח ששחטו שלא לשמו וקבל_והלך_וזרק שלא לשמו או לשמו ושלא לשמו או שלא לשמו ולשמו פסול כיצד לשמו ושלא לשמו לשם פסח ולשם שלמים שלא לשמו ולשמו לשם שלמים ולשם פסח שחטו ,הפסח מצוה שישחטנו לשמו אבל שחטו שלא לשמו ,32,8,52,52.0,67,67.0,0.7914110429447853,0.6923076923076923,34,הפסח מוה ששו לשמו אל שחו שלא לשמו ,0.7914110429447853,1030000056
ref-m.2.3.5.5.1-ref-m.2.3.5.5.11,ref-mek.1.6.1.770-ref-mek.1.6.1.776,186793,186850,ref-m.2.3.5.5.1,ref-m.2.3.5.5.11,19078,19117,ref-mek.1.6.1.770,ref-mek.1.6.1.776,הפסח נשחט בשלש כתות שנאמר ושחטו אותו כל קהל עדת ישראל ,הפסח נשחט בשלש כתות קהל ועדה וישראל ,11,7,27,27.0,68,68.0,0.42592592592592593,0.4545454545454546,33,הפסח נשחט בשלש כתות קהל עד ישראל ,0.38888888888888884,1030000057
ref-m.2.3.6.2.10-ref-m.2.3.6.2.19,ref-mek.1.10.2.148-ref-mek.1.10.2.154,188331,188379,ref-m.2.3.6.2.10,ref-m.2.3.6.2.19,36545,36581,ref-mek.1.10.2.148,ref-mek.1.10.2.154,שהיא משום מלאכה דוחה_את_השבת אלו שהן משום שבות ,שהם משום מלאכה דברים שהם משום שבות ,8,7,47,47.0,69,69.0,0.3617021276595745,0.625,30,שה משום מלאכה דב שה משום שבות ,0.36170212765957444,1030000058
ref-m.2.3.6.2.93-ref-m.2.3.6.2.102,ref-mek.1.10.2.148-ref-mek.1.10.2.154,188720,188770,ref-m.2.3.6.2.93,ref-m.2.3.6.2.102,36545,36581,ref-mek.1.10.2.148,ref-mek.1.10.2.154,שהיא משום מלאכה דוחה_את_השבת הזאה שהיא משום שבות ,שהם משום מלאכה דברים שהם משום שבות ,8,7,48,47.0,71,70.0,0.3877551020408163,0.5714285714285714,30,שה משום מלאכה דב שה משום שבות ,0.3877551020408163,1030000059
ref-m.2.3.6.2.74-ref-m.2.3.6.2.101,ref-mek.9.1.2.13-ref-mek.9.1.2.31,188632,188765,ref-m.2.3.6.2.74,ref-m.2.3.6.2.101,381015,381113,ref-mek.9.1.2.13,ref-mek.9.1.2.31,שהן מצוה והן משום שבות לא ידחו את השבת אמר_לו_רבי_אליעזר ועליה אני דן ומה אם שחיטה שהיא משום מלאכה דוחה_את_השבת הזאה שהיא משום ,מלאכה אין_לי_אלא דברים שהם משום מלאכה משום שבות מנין_תלמוד_לומר את שבתותי תשמורו להביא דברים שהן ,23,15,449,449.0,70,70.0,0.7637795275590551,0.7727272727272727,47,מה ן שם שו לא ו שבת מי_לודומ א שי שמו להבא י ש ,0.6299212598425197,1030000060
ref-m.2.3.6.2.117-ref-m.2.3.6.2.127,ref-mek.1.10.2.148-ref-mek.1.10.2.154,188831,188887,ref-m.2.3.6.2.117,ref-m.2.3.6.2.127,36545,36581,ref-mek.1.10.2.148,ref-mek.1.10.2.154,שהיא משום שבות אינה דוחה_את_השבת שחיטה שהיא משום מלאכה ,שהם משום מלאכה דברים שהם משום שבות ,9,7,49,47.0,72,72.0,0.5636363636363636,0.625,24,שה משום אה דבי שה משום  ,0.5636363636363637,1030000061
ref-m.2.3.6.2.117-ref-m.2.3.6.2.127,ref-mek.8.4.1.63-ref-mek.8.4.1.69,188831,188887,ref-m.2.3.6.2.117,ref-m.2.3.6.2.127,372487,372523,ref-mek.8.4.1.63,ref-mek.8.4.1.69,שהיא משום שבות אינה דוחה_את_השבת שחיטה שהיא משום מלאכה ,שהן משום מלאכה דברים שהן משום שבות ,9,7,429,429.0,73,72.0,0.5636363636363636,0.6666666666666667,24,שה משום אה דבי שה משום  ,0.5636363636363637,1030000062
ref-m.2.3.6.2.117-ref-m.2.3.6.2.133,ref-mek.9.1.2.18-ref-mek.9.1.2.33,188831,188914,ref-m.2.3.6.2.117,ref-m.2.3.6.2.133,381038,381123,ref-mek.9.1.2.18,ref-mek.9.1.2.33,שהיא משום שבות אינה דוחה_את_השבת שחיטה שהיא משום מלאכה אינו_דין_שלא תדחה את השבת ,שהם משום מלאכה משום שבות מנין_תלמוד_לומר את שבתותי תשמורו להביא דברים שהן משום שבות ,13,14,450,449.0,74,72.0,0.7142857142857143,0.75,41,שהא משום שבות נו_אתשבתי שמו להיא דה  שבת ,0.5119047619047619,1030000063
ref-m.2.3.8.1.39-ref-m.2.3.8.1.51,ref-mek.7.7.1.140-ref-mek.7.7.1.148,192707,192772,ref-m.2.3.8.1.39,ref-m.2.3.8.1.51,311488,311538,ref-mek.7.7.1.140,ref-mek.7.7.1.148,עבד של שני שותפין לא יאכל משל שניהן מי שחציו עבד וחציו בן חורין ,עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין ,14,10,291,291.0,75,75.0,0.3125,0.19999999999999996,44,עבד של שני שותפין  שחציו עבד וחציו בן חורין ,0.3125,1030000064
ref-m.2.3.8.1.39-ref-m.2.3.8.1.55,ref-mek.7.7.1.164-ref-mek.7.7.1.176,192707,192784,ref-m.2.3.8.1.39,ref-m.2.3.8.1.55,311609,311673,ref-mek.7.7.1.164,ref-mek.7.7.1.176,עבד של שני שותפין לא יאכל משל שניהן מי שחציו עבד וחציו בן חורין לא יאכל משל ,עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין שאין כלו שלו ,17,13,292,292.0,77,75.0,0.35526315789473684,0.2727272727272727,52,עבד של שני שותפין  שחציו עבד וחציו בן חורין איכל של ,0.3157894736842105,1030000065
ref-m.2.3.8.1.39-ref-m.2.3.8.1.51,ref-mek.7.7.1.215-ref-mek.7.7.1.223,192707,192772,ref-m.2.3.8.1.39,ref-m.2.3.8.1.51,311868,311918,ref-mek.7.7.1.215,ref-mek.7.7.1.223,עבד של שני שותפין לא יאכל משל שניהן מי שחציו עבד וחציו בן חורין ,עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין ,14,10,293,293.0,76,75.0,0.3125,0.19999999999999996,44,עבד של שני שותפין  שחציו עבד וחציו בן חורין ,0.3125,1030000066
ref-m.2.3.8.3.24-ref-m.2.3.8.3.40,ref-mek.1.4.3.9-ref-mek.1.4.3.17,193205,193292,ref-m.2.3.8.3.24,ref-m.2.3.8.3.40,11950,12002,ref-mek.1.4.3.9,ref-mek.1.4.3.17,לעולם נימנין עליו עד_שיהא_בו כזית לכל_אחד_ואחד נימנין ומושכין את ידיהן ממנו עד שישחט ,שלעולם נמנין על הפסח ומושכים ידיהם ממנו עד שישחט ,13,9,10,10.0,78,78.0,0.49411764705882355,0.6875,44,לעולם נמנין על הח ומושכי ידיה ממנו עד שישחט ,0.48235294117647054,1030000067
ref-m.2.3.8.3.34-ref-m.2.3.8.3.40,ref-mek.1.4.3.210-ref-mek.1.4.3.218,193253,193292,ref-m.2.3.8.3.34,ref-m.2.3.8.3.40,13009,13058,ref-mek.1.4.3.210,ref-mek.1.4.3.218,נימנין ומושכין את ידיהן ממנו עד שישחט ,שנמנים על הפסח ומושכים את ידיהם ממנו עד שישחט ,7,9,14,14.0,80,78.0,0.2826086956521739,0.6666666666666667,34,נמני ומושכי את ידיה ממנו עד שישחט ,0.26086956521739135,1030000068
ref-m.2.3.8.3.24-ref-m.2.3.8.3.40,ref-mek.1.12.1.120-ref-mek.1.12.1.129,193205,193292,ref-m.2.3.8.3.24,ref-m.2.3.8.3.40,40523,40579,ref-mek.1.12.1.120,ref-mek.1.12.1.129,לעולם נימנין עליו עד_שיהא_בו כזית לכל_אחד_ואחד נימנין ומושכין את ידיהן ממנו עד שישחט ,העולין למנין על הפסח ומושכין את ידיהם ממנו עד שישחט ,13,10,51,51.0,79,78.0,0.4823529411764706,0.5333333333333333,45,עולימנין על הח ומושכין את ידיה ממנו עד שישחט ,0.47058823529411764,1030000069
ref-m.2.3.8.6.11-ref-m.2.3.8.6.21,ref-mek.1.4.3.176-ref-mek.1.4.3.186,193659,193721,ref-m.2.3.8.6.11,ref-m.2.3.8.6.21,12831,12898,ref-mek.1.4.3.176,ref-mek.1.4.3.186,והחולה והזקן שהן יכולין לאכול כזית שוחטין עליהן על כולן אין ,החולה והקטן שאינן יכולין לאכול כזית שאין שוחטין עליהן תכוסו על ,11,11,13,11.0,81,81.0,0.30158730158730157,0.4285714285714286,49,החולה והקן שן יכולין לאכול כזית שוחטין עליהן כו  ,0.2222222222222222,1030000070
ref-m.2.3.8.7.17-ref-m.2.3.8.8.3,ref-mek.1.4.3.165-ref-mek.1.4.3.184,193938,194034,ref-m.2.3.8.7.17,ref-m.2.3.8.8.3,12770,12889,ref-mek.1.4.3.165,ref-mek.1.4.3.184,הקטן שאינן יכולין לאכול כזית תלמוד_לומר_איש לפי אכלו יצאו החולה והקטן שאינן יכולין לאכול כזית שאין שוחטין עליהן,הקטן שאינן יכולין לאכול כזית תלמוד_לומר_איש לפי אכלו יצאו החולה והקטן שאינן יכולין לאכול כזית שאין שוחטין עליהן,18,18,11,11.0,82,82.0,0.0,0.0,111,הקטן שאינן יכולין לאכול כזית תלמוד_לומר_איש לפי אכלו יצאו החולה והקטן שאינן יכולין לאכול כזית שאין שוחטין עליהן,0.0,1030000071
ref-m.2.3.9.5.3-ref-m.2.3.9.5.10,ref-mek.1.4.2.66-ref-mek.1.4.2.73,194940,194984,ref-m.2.3.9.5.3,ref-m.2.3.9.5.10,11551,11597,ref-mek.1.4.2.66,ref-mek.1.4.2.73,פסח דורות שפסח מצרים מקחו מבעשור ופסח דורות,פסח דורות שפסח מצרים מקחו מבעשור ופסח דורות,8,8,7,7.0,84,84.0,0.0,0.0,43,פסח דורות שפסח מצרים מקחו מבעשור ופסח דורות,0.0,1030000072
ref-m.2.3.9.5.3-ref-m.2.3.9.5.10,ref-mek.1.6.1.603-ref-mek.1.6.1.610,194940,194984,ref-m.2.3.9.5.3,ref-m.2.3.9.5.10,18236,18281,ref-mek.1.6.1.603,ref-mek.1.6.1.610,פסח דורות שפסח מצרים מקחו בעשור ופסח דורות,פסח דורות שפסח מצרים מקחו בעשור ופסח דורות,8,8,24,24.0,86,86.0,0.0,0.0,42,פסח דורות שפסח מצרים מקחו בעשור ופסח דורות,0.0,1030000073
ref-m.2.3.10.5.63-ref-m.2.3.10.5.69,ref-mek.1.18.2.551-ref-mek.1.18.2.557,198223,198257,ref-m.2.3.10.5.63,ref-m.2.3.10.5.69,72985,73019,ref-mek.1.18.2.551,ref-mek.1.18.2.557,בעבור זה עשה ה' לי בצאתי ממצרים ,בעבור זה עשה ה' לי בצאתי ממצרים ,7,7,99,99.0,89,88.0,0.0,0.0,32,בעבור זה עשה ה' לי בצאתי ממצרים ,0.0,1030000074
