baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.2.3-04.3.6-ref-sifra.2.3-04.3.22,ref-y.3.4.8.2.1.106-ref-y.3.4.8.2.1.125,22043,22125,ref-sifra.2.3-04.3.6,ref-sifra.2.3-04.3.22,2806801,2806916,ref-y.3.4.8.2.1.106,ref-y.3.4.8.2.1.125,מביא עולה ומגלה עליה חטאת העוף ומתנה עליה ואומר אם טמא הייתי החטאת מחובתי והעולה נדבה אם טהור העולה מחובתי,מביא עולה ומגלה עליה חטאת העוף ומתנה עליה ואומר אם טמא הייתי החטאת מחובתי והעולה נדבה אם טהור העולה מחובתי,7,7,3184,3180.0,55,55.0,0.0,0.0,18,מביא עולה ומגלה עליה חטאת העוף ומתנה עליה ואומר אם_טמא_הייתי החטאת מחובתי והעולה נדבה אם טהור העולה מחובתי,4070000042,20,20
ref-sifra.2.3-04.3.6-ref-sifra.2.3-04.3.20,ref-y.3.4.8.2.2.40-ref-y.3.4.8.2.2.59,22043,22117,ref-sifra.2.3-04.3.6,ref-sifra.2.3-04.3.20,2807214,2807328,ref-y.3.4.8.2.2.40,ref-y.3.4.8.2.2.59,עליה ואומר אם טמא הייתי העולה הראשונה נדבה או חובה והחטאת מחובתי ואם טהור הייתי העולה הראשונה חובה או נדבה,עליה ואומר אם טמא הייתי העולה הראשונה נדבה או חובה והחטאת מחובתי ואם טהור הייתי העולה הראשונה חובה או נדבה,20,20,3190,3190.0,53,53.0,0.0,0.0,18,עליה ואומר אם_טמא_הייתי העולה הראשונה נדבה או חובה והחטאת מחובתי ואם טהור הייתי העולה הראשונה חובה או נדבה,4070000043,20,20
ref-sifra.2.3-04.3.6-ref-sifra.2.3-04.3.20,ref-y.3.4.8.2.6.9-ref-y.3.4.8.2.6.25,22043,22117,ref-sifra.2.3-04.3.6,ref-sifra.2.3-04.3.20,2808047,2808144,ref-y.3.4.8.2.6.9,ref-y.3.4.8.2.6.25,עולת נדבה עולת חובה מנין ודין הוא נאמר הבא עולת נדבה ונאמר הבא עולת חובה ,ואומר אם טמא הייתי העולה הראשונה חובה וזו נדבה ואם טהור הייתי העולה הראשונה נדבה וזו חובה ,5,17,3197,3196.0,54,53.0,0.6666666666666666,0.8571428571428572,3,חובה נדבה חובה,4070000044,15,17
ref-sifra.2.3-04.3.9-ref-sifra.2.3-04.3.22,ref-y.3.4.8.2.7.9-ref-y.3.4.8.2.7.25,22058,22125,ref-sifra.2.3-04.3.9,ref-sifra.2.3-04.3.22,2808236,2808333,ref-y.3.4.8.2.7.9,ref-y.3.4.8.2.7.25,חובה מנין ודין הוא נאמר הבא עולת נדבה ונאמר הבא עולת חובה מה עולת ,מביא עולת בהמה ומגלה עליה חטאת העוף ומתנה עליה ואומר אם טמא הייתי החטאת מחובתי והעולה נדבה ,4,4,3202,3199.0,58,53.0,0.7142857142857143,0.8,2,עולת נדבה,4070000045,14,17
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.102,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,14071,14121,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.102,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן ,1,1,4,4.0,67,59.0,0.3148148148148148,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,4070000046,10,10
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.17,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,427265,427323,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.17,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן ,1,1,217,214.0,68,59.0,0.3508771929824561,0.4285714285714286,7,נאמר כאן ונאמר להלן מה האמור להלן,4070000047,10,13
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.125,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,665158,665240,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.125,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן ,1,1,391,391.0,69,59.0,0.4936708860759494,0.6,6,נאמר כאן ונאמר להלן מה להלן,4070000048,10,16
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.87,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,779725,779810,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.87,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן ,1,1,543,531.0,88,59.0,0.4838709677419355,0.6875,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070000049,18,18
ref-sifra.2.4-00.4.39-ref-sifra.2.4-00.4.50,ref-y.1.11.1.3.1.45-ref-y.1.11.1.3.1.57,24779,24847,ref-sifra.2.4-00.4.39,ref-sifra.2.4-00.4.50,854707,854772,ref-y.1.11.1.3.1.45,ref-y.1.11.1.3.1.57,ובכלי שרת נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,הכל נאמר כאן ארצך ונאמר כאן ארץ חיטה ושעורה מה ארץ שנאמר להלן ,3,7,635,635.0,61,59.0,0.5625,0.6923076923076923,5,נאמר כאן ונאמר מה להלן,4070000050,12,13
ref-sifra.2.4-00.4.40-ref-sifra.2.4-00.4.50,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.6.6,24786,24847,ref-sifra.2.4-00.4.40,ref-sifra.2.4-00.4.50,873523,873623,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.6.6,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף באן שלמים ושיר נאמר כאן שיר ונאמר להלן,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף באן שלמים ושיר נאמר כאן שיר ונאמר להלן,5,5,687,687.0,63,63.0,0.0,0.0,20,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף באן שלמים ושיר נאמר כאן שיר ונאמר להלן,4070000051,20,20
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,1290200,1290313,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,1,2,937,924.0,89,59.0,0.4953271028037383,0.6428571428571428,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070000052,18,21
ref-sifra.2.4-00.4.47-ref-sifra.2.4-00.4.60,ref-y.2.3.5.1.1.84-ref-y.2.3.5.1.1.99,24827,24900,ref-sifra.2.4-00.4.47,ref-sifra.2.4-00.4.60,1290443,1290522,ref-y.2.3.5.1.1.84,ref-y.2.3.5.1.1.99,מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן בכהן כשר ,מה ערב שנאמר להלן משש שעות ולמעלןך אף ערב שנאמר כאן משש שעות ולמעלן ויהא כשר ,14,16,966,964.0,101,59.0,0.6493506493506493,0.6923076923076923,5,מה להלן אף כאן כשר,4070000053,14,16
ref-sifra.2.4-00.4.21-ref-sifra.2.4-00.4.41,ref-y.2.5.2.1.3.5-ref-y.2.5.2.1.3.16,24689,24794,ref-sifra.2.4-00.4.21,ref-sifra.2.4-00.4.41,1405391,1405456,ref-y.2.5.2.1.3.5,ref-y.2.5.2.1.3.16,מניין להצתת האליתא שלא תהא אלא בכהן כשר ובכלי שרת תלמו' לומ',מניין להצתת האליתא שלא תהא אלא בכהן כשר ובכלי שרת תלמו' לומ',12,12,1190,1190.0,59,59.0,0.0,0.0,12,מניין להצתת האליתא שלא תהא אלא בכהן כשר ובכלי שרת תלמו' לומ',4070000054,12,12
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,1416081,1416145,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,1,1,1220,1220.0,70,59.0,0.4262295081967213,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,4070000055,10,12
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.180,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,1477978,1478084,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.180,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,1,1,1528,1510.0,90,59.0,0.5392156862745098,0.6875,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070000056,18,19
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,1493692,1493742,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,1582,1580.0,71,59.0,0.3703703703703703,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,4070000057,10,10
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,1561422,1561476,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,1,1,1663,1660.0,72,59.0,0.3333333333333333,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,4070000058,10,10
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,1595673,1595797,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,1,5,1761,1749.0,91,59.0,0.5546218487394958,0.7619047619047619,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070000059,18,24
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,1829,1827.0,73,59.0,0.3703703703703703,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,4070000060,10,10
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,1,1,1855,1853.0,74,59.0,0.3888888888888889,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,4070000061,10,10
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.61,ref-y.2.10.1.1.3.41-ref-y.2.10.1.1.3.89,24790,24907,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.61,1835875,1836122,ref-y.2.10.1.1.3.41,ref-y.2.10.1.1.3.89,מה ישיבה שנאמר להלן מימות יהושע בן נון אף ישיבה שנאמר כאן מימות יהושע בן נון ויקראו הכל בארבעה עשר רבי יודה בר פזי דרש פרזי פרזות נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן,מה ישיבה שנאמר להלן מימות יהושע בן נון אף ישיבה שנאמר כאן מימות יהושע בן נון ויקראו הכל בארבעה עשר רבי יודה בר פזי דרש פרזי פרזות נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן,25,25,1967,1967.0,98,98.0,0.0,0.0,37,מה ישיבה שנאמר להלן מימות_יהושע_בן_נון אף ישיבה שנאמר כאן מימות_יהושע_בן_נון ויקראו הכל בארבעה עשר רבי_יודה_בר_פזי דרש פרזי פרזות נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות_יהושע_בן_נון אף פרזות שנאמר כאן,4070000062,49,49
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.122,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,1928666,1928717,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.122,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,1,1,2082,2082.0,75,59.0,0.3333333333333333,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,4070000063,10,10
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,2122,2122.0,76,76.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",4070000064,28,28
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-y.2.12.1.3.1.92-ref-y.2.12.1.3.1.111,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,1930932,1931033,ref-y.2.12.1.3.1.92,ref-y.2.12.1.3.1.111,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן ,1,1,2208,2208.0,92,76.0,0.5567010309278351,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070000065,18,20
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,1,1,2327,2327.0,78,78.0,0.5142857142857142,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,4070000066,10,14
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.55,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,2056345,2056456,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.55,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן ,1,2,2371,2371.0,93,78.0,0.514018691588785,0.7777777777777778,7,כאן ונאמר להלן מה להלן אף כאן,4070000067,18,21
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.74,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,2206411,2206472,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.74,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן ,1,1,2577,2577.0,79,59.0,0.4166666666666667,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,4070000068,10,12
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,2318253,2318351,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,1,1,2769,2758.0,94,59.0,0.4791666666666667,0.5833333333333333,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4070000069,18,19
ref-sifra.2.4-00.4.39-ref-sifra.2.4-00.4.50,ref-y.3.5.8.1.1.37-ref-y.3.5.8.1.1.54,24779,24847,ref-sifra.2.4-00.4.39,ref-sifra.2.4-00.4.50,2327470,2327563,ref-y.3.5.8.1.1.37,ref-y.3.5.8.1.1.54,ובכלי שרת נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,בכל לשון אמר רבי חגיי נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,3,6,2829,2825.0,62,59.0,0.550561797752809,0.7142857142857143,6,נאמר כאן ונאמר להלן מה להלן,4070000070,12,18
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,2327701,2327768,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,1,1,2855,2854.0,80,59.0,0.46875,0.6363636363636364,6,נאמר כאן ונאמר להלן מה להלן,4070000071,10,13
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.137,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,2879134,2879185,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.137,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,1,1,3293,3293.0,81,59.0,0.3333333333333333,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,4070000072,10,10
