,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifre-d,dam-lev,jac,id
49,61,ref-y.2.9.2.5.1.141-ref-y.2.9.2.5.1.157,ref-sifre-d.24.4.8-ref-sifre-d.24.4.23,1773244,1773339,264466,264480,ref-y.2.9.2.5.1.141,ref-y.2.9.2.5.1.157,25690,25787,4311,4324,ref-sifre-d.24.4.8,ref-sifre-d.24.4.23,וישמעו הבנעני וכל יושבי הארץ ונסבו עלינו והכריתו את שמינו מן הארץ ומה תעשה ל שמך הגדול ,וישמעו הכנענים וכל יושבי הארץ ונסבו עלינו והכריתו את שמינו מן הארץ ומה תעשה לשמך הגדול ,14,13,1079.0,61.0,0.034482758620689655,0.125,4080000050
50,62,ref-y.2.1.1.2.3.100-ref-y.2.1.1.2.3.112,ref-sifre-d.25.1.14-ref-sifre-d.25.1.28,898356,898424,134764,134776,ref-y.2.1.1.2.3.100,ref-y.2.1.1.2.3.112,25852,25936,4335,4349,ref-sifre-d.25.1.14,ref-sifre-d.25.1.28,בן בנו כאלו הוא שומעה מהר סיני ומה טעמא והודעתם לבניך ולבני בניך,מבני אדם אחרים היינו שומעים דברים הללו לא היינו מאמינים אלא מבני אדם שבנינו בניהם,13,15,627.0,62.0,0.6419753086419753,0.8421052631578947,4080000051
51,64,ref-y.3.7.1.7.3.92-ref-y.3.7.1.7.3.103,ref-sifre-d.25.1.14-ref-sifre-d.25.1.28,2870978,2871043,430315,430326,ref-y.3.7.1.7.3.92,ref-y.3.7.1.7.3.103,25852,25936,4335,4349,ref-sifre-d.25.1.14,ref-sifre-d.25.1.28,"מבן בנו כאילו הוא שומעה מהר סיני מ""ט והודעת' לבניך ולבני בניך",מבני אדם אחרים היינו שומעים דברים הללו לא היינו מאמינים אלא מבני אדם שבנינו בניהם,12,15,2113.0,62.0,0.6419753086419753,0.7777777777777778,4080000052
52,66,ref-y.2.4.3.1.2.170-ref-y.2.4.3.1.2.186,ref-sifre-d.25.2.3-ref-sifre-d.25.3.2,1514963,1515049,225589,225601,ref-y.2.4.3.1.2.170,ref-y.2.4.3.1.2.186,25963,26016,4354,4361,ref-sifre-d.25.2.3,ref-sifre-d.25.3.2,רבי יונה קומי רבי ורמיה רבי ישמעאל ורבי עקיבה זאת אומרת בן עזאי,מלמד שהיו גבוהים בקומה מרובים באוכלוסיהם ורב ורם,13,8,872.0,66.0,0.7301587301587301,0.7692307692307692,4080000053
53,68,ref-y.2.9.1.1.13.24-ref-y.2.9.1.1.13.41,ref-sifre-d.26.7.25-ref-sifre-d.26.7.47,1744610,1744711,259992,260007,ref-y.2.9.1.1.13.24,ref-y.2.9.1.1.13.41,28825,28956,4852,4872,ref-sifre-d.26.7.25,ref-sifre-d.26.7.47,בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבודה ויזעקו מתוך צרה וישמע אלהים את נאקתם ,בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבודה ויזעקו שועה מנין שנאמר ותעל שועתם נאקה מנין וישמע אלהים את נאקתם ,15,20,1068.0,68.0,0.25203252032520324,0.30000000000000004,4080000054
54,69,ref-y.1.1.4.1.7.73-ref-y.1.1.4.1.7.80,ref-sifre-d.26.7.58-ref-sifre-d.26.7.66,83530,83567,13539,13546,ref-y.1.1.4.1.7.73,ref-y.1.1.4.1.7.80,29000,29039,4883,4891,ref-sifre-d.26.7.58,ref-sifre-d.26.7.66,אל תשא בעדם רינה ותפילה ואל תפגע בי ,אל תשא בעדם רנה פגיעה מנין ואל תפגע בי ,7,8,84.0,69.0,0.2564102564102564,0.375,4080000055
55,70,ref-y.2.3.7.4.2.60-ref-y.2.3.7.4.2.67,ref-sifre-d.26.9.49-ref-sifre-d.26.9.57,1329675,1329708,197325,197331,ref-y.2.3.7.4.2.60,ref-y.2.3.7.4.2.67,29730,29772,5016,5024,ref-sifre-d.26.9.49,ref-sifre-d.26.9.57,"או' מה ת""ל וידבר משה את מועדי ה' ","וידבר משה לפני ה' שאין ת""ל לאמר ומה ת""ל ",6,8,755.0,70.0,0.75,0.5555555555555556,4080000056
56,71,ref-y.2.3.10.4.1.32-ref-y.2.3.10.4.1.40,ref-sifre-d.27.1.2-ref-sifre-d.27.1.13,1380768,1380813,205052,205060,ref-y.2.3.10.4.1.32,ref-y.2.3.10.4.1.40,30274,30331,5115,5126,ref-sifre-d.27.1.2,ref-sifre-d.27.1.13,אלהינו אותנו אף אתה אמור לו בחוזק יד הוציאנו ,אלהים אתה החלות אתה התרת לי נדרי בשעה שאמרת לי לך הוצא ,8,11,774.0,71.0,0.6545454545454545,0.9375,4080000057
57,72,ref-y.3.5.1.8.10.264-ref-y.3.5.1.8.10.270,ref-sifre-d.27.3.236-ref-sifre-d.27.3.242,2262787,2262819,338421,338426,ref-y.3.5.1.8.10.264,ref-y.3.5.1.8.10.270,32044,32076,5403,5408,ref-sifre-d.27.3.236,ref-sifre-d.27.3.242,כי אם גלה סודו אל עבדיו הנביאים ,כי אם גלה סודו אל עבדיו הנביאים ,5,5,1653.0,72.0,0.0,0.0,4080000058
58,73,ref-y.2.1.9.3.6.61-ref-y.2.1.9.3.6.70,ref-sifre-d.28.3.22-ref-sifre-d.28.3.28,1034711,1034759,154750,154758,ref-y.2.1.9.3.6.61,ref-y.2.1.9.3.6.70,33361,33402,5644,5650,ref-sifre-d.28.3.22,ref-sifre-d.28.3.28,אמרי אם יהיו חטאיו של אדם כפי שניו כשלג ולבינו ,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,8,6,663.0,73.0,0.3191489361702128,0.6363636363636364,4080000059
59,74,ref-y.2.1.9.3.6.30-ref-y.2.1.9.3.6.50,ref-sifre-d.28.3.23-ref-sifre-d.28.3.28,1034538,1034646,154722,154739,ref-y.2.1.9.3.6.30,ref-y.2.1.9.3.6.50,33368,33402,5645,5650,ref-sifre-d.28.3.23,ref-sifre-d.28.3.28,אם יחיו חטאיכם כשנים כשני אבות בשלג ילבינו יותר מיכן כצמר יהיו אמר רבי יודן בר פזי אם,אם יהיו חטאיכם כשנים כשלג ילבינו,18,6,659.0,73.0,0.6352941176470588,0.6666666666666667,4080000060
60,76,ref-y.2.5.6.5.2.26-ref-y.2.5.6.5.2.34,ref-sifre-d.28.3.23-ref-sifre-d.28.3.28,1466318,1466373,218371,218379,ref-y.2.5.6.5.2.26,ref-y.2.5.6.5.2.34,33368,33402,5645,5650,ref-sifre-d.28.3.23,ref-sifre-d.28.3.28,אם יהיו חטאיכם כשנים כשני אבות הראשונים כשלג ילבינו ,אם יהיו חטאיכם כשנים כשלג ילבינו ,8,5,807.0,73.0,0.36538461538461536,0.2857142857142857,4080000061
61,77,ref-y.3.2.7.7.2.141-ref-y.3.2.7.7.2.151,ref-sifre-d.29.2.28-ref-sifre-d.29.2.36,2463070,2463126,368742,368751,ref-y.3.2.7.7.2.141,ref-y.3.2.7.7.2.151,33643,33681,5694,5702,ref-sifre-d.29.2.28,ref-sifre-d.29.2.36,שלא תלך אצל הזקן ויתיר לה את נדרה וקידושין חלין עליה ,הולך לו אצל רבו שיתיר לו נדרו מה עליך ,9,8,1945.0,77.0,0.5283018867924528,0.8571428571428572,4080000062
62,78,ref-y.3.7.2.4.2.149-ref-y.3.7.2.4.2.159,ref-sifre-d.29.2.28-ref-sifre-d.29.2.36,2897609,2897664,434426,434435,ref-y.3.7.2.4.2.149,ref-y.3.7.2.4.2.159,33643,33681,5694,5702,ref-sifre-d.29.2.28,ref-sifre-d.29.2.36,שלא תלך אצל חזקן ויתיר לה את נדרה וקידושין חלין עליה ,הולך לו אצל רבו שיתיר לו נדרו מה עליך ,9,8,2186.0,77.0,0.5283018867924528,0.8571428571428572,4080000063
63,79,ref-y.1.1.4.4.10.23-ref-y.1.1.4.4.10.27,ref-sifre-d.29.3.89-ref-sifre-d.29.3.93,103282,103308,16529,16533,ref-y.1.1.4.4.10.23,ref-y.1.1.4.4.10.27,34125,34151,5786,5790,ref-sifre-d.29.3.89,ref-sifre-d.29.3.93,ויסב חזקיהו פניו אל הקיר ,ויסב חזקיהו פניו אל הקיר ,4,4,87.0,79.0,0.0,0.0,4080000064
64,80,ref-y.4.4.10.2.6.175-ref-y.4.4.10.2.7.7,ref-sifre-d.29.3.89-ref-sifre-d.29.3.94,3286733,3286780,494852,494859,ref-y.4.4.10.2.6.175,ref-y.4.4.10.2.7.7,34125,34159,5786,5791,ref-sifre-d.29.3.89,ref-sifre-d.29.3.94,ויסב דכתיב ויסב חזקיהו פניו אל הקיר ויתפלל ,ויסב חזקיהו פניו אל הקיר ויתפלל ,7,5,2691.0,79.0,0.2558139534883721,0.1428571428571429,4080000065
65,81,ref-y.1.1.4.5.3.13-ref-y.1.1.4.5.3.41,ref-sifre-d.29.5.27-ref-sifre-d.29.5.48,104893,105070,16776,16800,ref-y.1.1.4.5.3.13,ref-y.1.1.4.5.3.41,34468,34603,5846,5865,ref-sifre-d.29.5.27,ref-sifre-d.29.5.48,למעלן שנאמר והתפללו אלה' העומדים ומתפללין בחוצה לארץ הופבין את פניהן כלפי ארץ ישר' ומה טעם והתפלל אליך דרך אשר נתת לאבותם העומדין ומתפללי' בארץ ישר' הופכין את פניהן ,עלה מכאן אמרו העומדים בחוצה לארץ הופכים פניהם כנגד ארץ ישראל ומתפללים שנא' והתפללו אליך דרך ארצם העומדים בארץ ישראל הופכים פניהם ,24,19,89.0,81.0,0.4666666666666667,0.7333333333333334,4080000066
66,82,ref-y.1.1.4.5.3.80-ref-y.1.1.4.5.3.88,ref-sifre-d.29.5.77-ref-sifre-d.29.5.94,105291,105339,16838,16846,ref-y.1.1.4.5.3.80,ref-y.1.1.4.5.3.88,34782,34893,5891,5906,ref-sifre-d.29.5.77,ref-sifre-d.29.5.94,בית קדשי הקדשי' ומה טעם והתפללו אל המקום הזה ,ויתפללו אל הבית הזה העומדים בבית המקדש מכוונים לבם כנגד בית קדשי הקדשים ומתפללים שנא' ויתפלל את המקום ,8,15,90.0,82.0,0.7254901960784313,0.6470588235294117,4080000067
67,83,ref-y.1.1.4.4.10.249-ref-y.1.1.4.4.10.255,ref-sifre-d.29.5.84-ref-sifre-d.29.5.89,104441,104475,16705,16710,ref-y.1.1.4.4.10.249,ref-y.1.1.4.4.10.255,34827,34860,5897,5902,ref-sifre-d.29.5.84,ref-sifre-d.29.5.89,יכוין את לבו כנגד בית קדשי הקדשים ,מכוונים לבם כנגד בית קדשי הקדשים ,5,5,88.0,82.0,0.20588235294117646,0.5714285714285714,4080000068
68,84,ref-y.1.1.4.5.6.3-ref-y.1.1.4.5.6.9,ref-sifre-d.29.5.84-ref-sifre-d.29.5.89,105998,106031,16951,16956,ref-y.1.1.4.5.6.3,ref-y.1.1.4.5.6.9,34827,34860,5897,5902,ref-sifre-d.29.5.84,ref-sifre-d.29.5.89,יכוין את לבו כנגד בית קדש הקדשים ,מכוונים לבם כנגד בית קדשי הקדשים ,5,5,92.0,82.0,0.24242424242424243,0.5714285714285714,4080000069
69,85,ref-y.1.1.4.5.7.59-ref-y.1.1.4.5.7.65,ref-sifre-d.29.5.84-ref-sifre-d.29.5.89,106551,106584,17047,17052,ref-y.1.1.4.5.7.59,ref-y.1.1.4.5.7.65,34827,34860,5897,5902,ref-sifre-d.29.5.84,ref-sifre-d.29.5.89,יכוין את לבו כנגד בית קדשי הקדשי' ,מכוונים לבם כנגד בית קדשי הקדשים ,5,5,93.0,82.0,0.23529411764705882,0.625,4080000070
70,86,ref-y.1.1.4.5.3.98-ref-y.1.1.4.5.3.120,ref-sifre-d.29.5.96-ref-sifre-d.29.5.116,105388,105534,16856,16877,ref-y.1.1.4.5.3.98,ref-y.1.1.4.5.3.120,34899,35026,5908,5927,ref-sifre-d.29.5.96,ref-sifre-d.29.5.116,נמצאו העומדין בצפון פניהן לדרום העומדין לדרום פניהם לצפון העומדים במזרח פניהן למערב למערב פניהן למזרח נמצאו כל ישר' מתפללין אל מקום אחד ,נמצאו עומדים בצפון פניהם לדרום בדרום פניהם לצפון במזרח פניהם במערב במערב פניהם למזרח נמצאו כל ישראל מתפללים אל מקום אחד ,21,19,91.0,86.0,0.19852941176470587,0.2142857142857143,4080000071
71,87,ref-y.4.4.2.6.7.55-ref-y.4.4.2.6.7.59,ref-sifre-d.29.7.9-ref-sifre-d.29.7.13,3175749,3175771,477547,477551,ref-y.4.4.2.6.7.55,ref-y.4.4.2.6.7.59,35378,35400,5993,5997,ref-sifre-d.29.7.9,ref-sifre-d.29.7.13,ויקרא משה להושע בן נון ,ויקרא משה להושע בן נון ,4,4,2414.0,87.0,0.0,0.0,4080000072
72,88,ref-y.1.11.2.2.2.23-ref-y.1.11.2.2.2.27,ref-sifre-d.29.9.39-ref-sifre-d.29.9.48,869921,869944,130489,130493,ref-y.1.11.2.2.2.23,ref-y.1.11.2.2.2.27,35757,35804,6055,6064,ref-sifre-d.29.9.39,ref-sifre-d.29.9.48,ואמרת לפני ה' אלהיך עד ,לפני ארון ה' עד הערב ויאמר יהושע אהה ה' אלהים ,4,9,582.0,88.0,0.782608695652174,0.7,4080000073
73,89,ref-y.3.5.3.7.2.26-ref-y.3.5.3.7.2.55,ref-sifre-d.29.9.73-ref-sifre-d.29.9.86,2289987,2290148,342669,342692,ref-y.3.5.3.7.2.26,ref-y.3.5.3.7.2.55,35906,35982,6087,6098,ref-sifre-d.29.9.73,ref-sifre-d.29.9.86,עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיה שעבר עבירה ואינו מתחלל לא אם אמרת באיש שאינו מתחלל,אמרתי למשה רבך מתחילה אם עובר לפניהם עוברים ואם לאו אין עוברים,24,12,1690.0,89.0,0.71900826446281,0.8235294117647058,4080000074
74,91,ref-y.4.5.1.1.3.21-ref-y.4.5.1.1.3.50,ref-sifre-d.29.9.73-ref-sifre-d.29.9.86,3317003,3317165,499757,499780,ref-y.4.5.1.1.3.21,ref-y.4.5.1.1.3.50,35906,35982,6087,6098,ref-sifre-d.29.9.73,ref-sifre-d.29.9.86,עבר עבירה הרי הוא מתחלל היא שעברה עבירה אינו דין שתתחלל הוא עצמו יוכיח שעבר עביר' ואינו מתחלל לא אם אמרת' באיש שאינו מתחלל,אמרתי למשה רבך מתחילה אם עובר לפניהם עוברים ואם לאו אין עוברים,24,12,2713.0,89.0,0.7213114754098361,0.8947368421052632,4080000075
75,93,ref-y.1.1.1.5.2.30-ref-y.1.1.1.5.2.34,ref-sifre-d.31.1.1-ref-sifre-d.31.1.5,21351,21370,3341,3345,ref-y.1.1.1.5.2.30,ref-y.1.1.1.5.2.34,36398,36420,6171,6175,ref-sifre-d.31.1.1,ref-sifre-d.31.1.5,ה' אלהיך שמע יש' ה' ,שמע ישראל ה' אלהינו ה' ,4,4,46.0,93.0,0.6521739130434783,0.6666666666666667,4080000076
76,94,ref-y.2.3.4.9.2.15-ref-y.2.3.4.9.2.21,ref-sifre-d.31.1.1-ref-sifre-d.31.1.6,1286565,1286591,190866,190872,ref-y.2.3.4.9.2.15,ref-y.2.3.4.9.2.21,36398,36424,6171,6176,ref-sifre-d.31.1.1,ref-sifre-d.31.1.6,שמע ישראל ה' אלה נו ה' אחד ,שמע ישראל ה' אלהינו ה' אחד ,6,5,703.0,93.0,0.037037037037037035,0.33333333333333337,4080000077
77,95,ref-y.1.1.3.3.2.4-ref-y.1.1.3.3.2.14,ref-sifre-d.31.1.1-ref-sifre-d.31.1.12,70007,70054,11428,11436,ref-y.1.1.3.3.2.4,ref-y.1.1.3.3.2.14,36398,36449,6171,6179,ref-sifre-d.31.1.1,ref-sifre-d.31.1.12,שמע ישראל ה' אלהינו ה' אחד את שאין לו אדון אלא ,שמע ישראל ה' אלהינו ה' אחד למה נאמר לפי שנא' דבר אל ,8,8,68.0,93.0,0.28846153846153844,0.5714285714285714,4080000078
78,96,ref-y.3.3.7.3.1.55-ref-y.3.3.7.3.1.64,ref-sifre-d.31.1.44-ref-sifre-d.31.1.52,2577118,2577177,385743,385752,ref-y.3.3.7.3.1.55,ref-y.3.3.7.3.1.64,36598,36647,6206,6214,ref-sifre-d.31.1.44,ref-sifre-d.31.1.52,היוצא ממנו להתכסות כדרכו מותר ביוצא ממנו נדר ביוצא ממנו ,תצא ממני פסולת כדרך שיצא מאבותי אברהם יצא ממנו ,9,8,1980.0,96.0,0.5,0.7272727272727273,4080000079
79,97,ref-y.2.9.4.5.3.14-ref-y.2.9.4.5.3.29,ref-sifre-d.31.4.8-ref-sifre-d.31.4.25,1814790,1814890,270842,270857,ref-y.2.9.4.5.3.14,ref-y.2.9.4.5.3.29,37833,37949,6407,6424,ref-sifre-d.31.4.8,ref-sifre-d.31.4.25,צום הרביעי וצום החמישי וצום השביעי וצום העשירי יהיה לבית ישראל לששון ולשמחה צום הרביעי זה ,צום הרביעי וצום החמישי וצום השביעי וצום העשירי יהיו לבית יהודה לששון ולשמחה ולמועדים טובים צום הרביעי זה ,15,17,1091.0,97.0,0.19047619047619047,0.3076923076923077,4080000080
80,98,ref-y.2.9.4.5.5.14-ref-y.2.9.4.5.5.28,ref-sifre-d.31.4.8-ref-sifre-d.31.4.27,1816250,1816339,271067,271081,ref-y.2.9.4.5.5.14,ref-y.2.9.4.5.5.28,37833,37960,6407,6426,ref-sifre-d.31.4.8,ref-sifre-d.31.4.27,צום הרביעי וצום החמישי וצום השביעי וצום העשירי וגו' צום הרביעי זה שבעה עשר בתמוז ,"צום הרביעי וצום החמישי וצום השביעי וצום העשירי יהיו לבית יהודה לששון ולשמחה ולמועדים טובים צום הרביעי זה י""ז בתמוז ",14,19,1095.0,97.0,0.40869565217391307,0.5333333333333333,4080000081
81,99,ref-y.2.9.4.5.3.47-ref-y.2.9.4.5.3.64,ref-sifre-d.31.4.38-ref-sifre-d.31.4.63,1815000,1815097,270874,270891,ref-y.2.9.4.5.3.47,ref-y.2.9.4.5.3.64,38015,38153,6437,6461,ref-sifre-d.31.4.38,ref-sifre-d.31.4.63,צום החמישי זה תשעה באב שבו חרב הכית בראשונה ובשנייה צום השביעי זה שלשה בתשרי שנהרג בו גדליה ,צום החמישי זה תשעה באב שבו חרב בית המקדש בראשונה ובשנייה ולמה נקרא שמו חמישי שהוא חודש חמישי צום השביעי זה ג' בתשרי שבו נהרג גדליה ,17,24,1092.0,99.0,0.4122137404580153,0.5,4080000082
82,100,ref-y.2.9.4.5.5.42-ref-y.2.9.4.5.5.61,ref-sifre-d.31.4.38-ref-sifre-d.31.4.64,1816430,1816540,271094,271113,ref-y.2.9.4.5.5.42,ref-y.2.9.4.5.5.61,38015,38162,6437,6462,ref-sifre-d.31.4.38,ref-sifre-d.31.4.64,צום החמישי זה תשעה באב שבו חרב חבית בראשונה ובשנייה צום השביעי זה שלש' בתשרי יום שנהרג בו גדליה בן אחיקם ,צום החמישי זה תשעה באב שבו חרב בית המקדש בראשונה ובשנייה ולמה נקרא שמו חמישי שהוא חודש חמישי צום השביעי זה ג' בתשרי שבו נהרג גדליה בן אחיקם ,19,25,1096.0,99.0,0.37857142857142856,0.4814814814814815,4080000083
83,101,ref-y.2.9.4.5.3.67-ref-y.2.9.4.5.3.76,ref-sifre-d.31.4.81-ref-sifre-d.31.4.90,1815107,1815153,270894,270903,ref-y.2.9.4.5.3.67,ref-y.2.9.4.5.3.76,38247,38289,6478,6487,ref-sifre-d.31.4.81,ref-sifre-d.31.4.90,צום העשירי זה עשרה בטבת יום שסמך מלך בבל על ,צום העשירי זה י' בטבת שבו סמך מלך בבל על ,9,9,1093.0,101.0,0.18181818181818182,0.41666666666666663,4080000084
84,102,ref-y.2.9.4.5.5.63-ref-y.2.9.4.5.5.109,ref-sifre-d.31.4.81-ref-sifre-d.31.4.123,1816541,1816765,271114,271153,ref-y.2.9.4.5.5.63,ref-y.2.9.4.5.5.109,38247,38457,6478,6517,ref-sifre-d.31.4.81,ref-sifre-d.31.4.123,צום העשירי זה עשרה בטבת שבו סמך מלך בבל על ירושלם הדא היא דכתיב ויהי דבר יי' אלי בשנה התשיעית בחדש העשירי בעשור לחדש לאמר בן אדם כתב לך את שם היו' את עצם היום הזה סמך מלך בבל על,צום העשירי זה י' בטבת שבו סמך מלך בבל על ירושלים שנ' ויהי דבר ה' אלי בשנה התשיעית בחודש העשירי בי' לחודש לאמר בן אדם כתב לך את עצם היום הזה סמך מלך בבל על ירושלם ואני אומר צום העשירי,40,40,1097.0,101.0,0.3516483516483517,0.1724137931034483,4080000085
85,104,ref-y.2.9.4.5.5.120-ref-y.2.9.4.5.5.139,ref-sifre-d.31.4.124-ref-sifre-d.31.4.143,1816820,1816942,271161,271180,ref-y.2.9.4.5.5.120,ref-y.2.9.4.5.5.139,38458,38581,6518,6537,ref-sifre-d.31.4.124,ref-sifre-d.31.4.143,עשרה שנה בחמישי לחדש בגלותינו בא אלי הפליט מירושלם לאמר הובקעה העיר אלא שביהודה מתענין על המעשה ובגליות על השמועה ,אלא שביהודה מתענים על המעשה ובגליל על השמועה שנאמר ויהי בשתים עשרה שנה בעשירי בחמשה לחודש לגלותינו בא אלי הפליט ,19,19,1099.0,104.0,0.7807017543859649,0.4,4080000086
86,105,ref-y.3.3.7.3.1.56-ref-y.3.3.7.3.1.64,ref-sifre-d.31.5.2-ref-sifre-d.31.5.21,2577125,2577177,385744,385752,ref-y.3.3.7.3.1.56,ref-y.3.3.7.3.1.64,38652,38752,6550,6566,ref-sifre-d.31.5.2,ref-sifre-d.31.5.21,ממנו להתכסות כדרכו מותר ביוצא ממנו נדר ביוצא ממנו,יצא ממנו ישמעאל יצחק יצא ממנו עשו אבל אני לא תצא ממני פסולת כדרך שיצאו מאבותי וכן,9,17,1980.0,105.0,0.6666666666666666,0.8125,4080000087
87,107,ref-y.1.1.9.1.8.73-ref-y.1.1.9.1.8.78,ref-sifre-d.31.7.51-ref-sifre-d.31.7.54,172009,172032,26937,26942,ref-y.1.1.9.1.8.73,ref-y.1.1.9.1.8.78,39573,39589,6706,6709,ref-sifre-d.31.7.51,ref-sifre-d.31.7.54,אל אלהים ה' אל אלהים ה' ,אלא ה' אלהינו ה' ,5,3,129.0,107.0,0.4166666666666667,0.33333333333333337,4080000088
88,108,ref-y.1.1.5.1.21.263-ref-y.1.1.5.1.21.274,ref-sifre-d.31.7.51-ref-sifre-d.31.7.55,116851,116902,18645,18652,ref-y.1.1.5.1.21.263,ref-y.1.1.5.1.21.274,39573,39593,6706,6710,ref-sifre-d.31.7.51,ref-sifre-d.31.7.55,אל ה' ויאמר ה' אלהי וגו' אמר רבי יודה בן פזי לאחד ,אלא ה' אלהינו ה' אחד ,7,4,100.0,107.0,0.62,0.7,4080000089
89,109,ref-y.1.1.3.3.2.6-ref-y.1.1.3.3.2.9,ref-sifre-d.31.7.52-ref-sifre-d.31.7.55,70017,70033,11430,11433,ref-y.1.1.3.3.2.6,ref-y.1.1.3.3.2.9,39577,39593,6707,6710,ref-sifre-d.31.7.52,ref-sifre-d.31.7.55,ה' אלהינו ה' אחד ,ה' אלהינו ה' אחד ,3,3,68.0,107.0,0.0,0.0,4080000090
90,110,ref-y.2.12.1.1.10.5-ref-y.2.12.1.1.11.14,ref-sifre-d.31.8.15-ref-sifre-d.31.8.29,1925119,1925194,287694,287704,ref-y.2.12.1.1.10.5,ref-y.2.12.1.1.11.14,40002,40074,6778,6788,ref-sifre-d.31.8.15,ref-sifre-d.31.8.29,לנשים עבדים נישמעינה מן הדא שלש פעמים בשנה יראה כל זכורך את שאין לו אדון ,שמו ביותר כיוצא בו אתה אומר שלש פעמים בשנה יראה כל זכורך את פני האדון ,10,10,1204.0,110.0,0.3972602739726027,0.5789473684210527,4080000091
91,111,ref-y.2.3.4.1.2.20-ref-y.2.3.4.1.2.25,ref-sifre-d.31.8.21-ref-sifre-d.31.8.26,1275126,1275155,189228,189233,ref-y.2.3.4.1.2.20,ref-y.2.3.4.1.2.25,40031,40060,6781,6786,ref-sifre-d.31.8.21,ref-sifre-d.31.8.26,שלש פעמים בשנה יראה כל זכורך ,שלש פעמים בשנה יראה כל זכורך ,5,5,701.0,110.0,0.0,0.0,4080000092
