baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.1.3.1.28.6-ref-t.1.3.1.28.13,ref-sifra.10.6-10.9.13-ref-sifra.10.6-10.9.20,55154,55201,ref-t.1.3.1.28.6,ref-t.1.3.1.28.13,464171,464218,ref-sifra.10.6-10.9.13,ref-sifra.10.6-10.9.20,מותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,מותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,6,6,2778,2775.0,53,52.0,0.0,0.0,6,מותר העומר ושתי הלחם_ולחם_הפנים ושירי מנחות,2040000047,6,6
ref-t.1.3.2.5.3-ref-t.1.3.2.6.13,ref-sifra.11.3-08.3.4-ref-sifra.11.3-08.3.41,56307,56480,ref-t.1.3.2.5.3,ref-t.1.3.2.6.13,506182,506366,ref-sifra.11.3-08.3.4,ref-sifra.11.3-08.3.41,שקבל עליו את כל דברי התורה אף גר שקבל עליו כל דברי התורה מיכן אמרו גר שקבל עליו את כל דברי התורה חוץ מדבר אחד אין מקבלים אותו ר' יוסי בר' יהודה אומר אפילו דבר קטן מדקדוקי סופרים,שקבל עליו את כל דברי התורה אף גר שקבל עליו כל דברי התורה מיכן אמרו גר שקבל עליו את כל דברי התורה חוץ מדבר אחד אין מקבלים אותו,34,28,2912,2910.0,54,54.0,0.2937853107344633,0.2631578947368421,28,שקבל עליו את כל דברי התורה אף גר שקבל עליו כל דברי התורה מיכן אמרו גר שקבל עליו את כל דברי התורה חוץ מדבר אחד אין מקבלים אותו,2040000048,34,28
ref-t.1.3.2.7.3-ref-t.1.3.2.7.13,ref-sifra.11.3-08.3.4-ref-sifra.11.3-08.3.31,56488,56542,ref-t.1.3.2.7.3,ref-t.1.3.2.7.13,506182,506313,ref-sifra.11.3-08.3.4,ref-sifra.11.3-08.3.31,שקבל עליו כל עבודות לויה חוץ מדבר אחד אין מקבלין אותו ,שקבל עליו את כל דברי התורה אף גר שקבל עליו כל דברי התורה מיכן אמרו גר שקבל עליו את כל דברי התורה חוץ מדבר אחד אין מקבלים אותו ,11,28,2911,2910.0,57,57.0,0.5952380952380952,0.5,8,שקבל עליו כל חוץ מדבר אחד אין אותו,2040000049,11,28
ref-t.1.3.2.7.15-ref-t.1.3.2.7.26,ref-sifra.4.11-16.7.4-ref-sifra.4.11-16.7.16,56550,56609,ref-t.1.3.2.7.15,ref-t.1.3.2.7.26,219027,219101,ref-sifra.4.11-16.7.4,ref-sifra.4.11-16.7.16,המקריב את דם השלמים וג' אין לי אלא זריקות דם והקטר חלבים ,זריקה וטהור בשעת הקטר חלבים שאינו חולק תלמוד לומר המקריב את דם השלמים ,10,13,1218,1215.0,58,58.0,0.7142857142857143,0.625,4,המקריב את דם השלמים,2040000050,10,13
ref-t.1.3.2.7.15-ref-t.1.3.2.7.26,ref-sifra.4.11-16.8.7-ref-sifra.4.11-16.8.21,56550,56609,ref-t.1.3.2.7.15,ref-t.1.3.2.7.26,219152,219236,ref-sifra.4.11-16.8.7,ref-sifra.4.11-16.8.21,המקריב את דם השלמים וג' אין לי אלא זריקות דם והקטר חלבים ,זריקת דמים וטמא בשעת הקטר חלבים שאינו חולק בבשר תלמוד לומר המקריב את דם השלמים ,10,15,1224,1219.0,59,58.0,0.7215189873417721,0.5882352941176471,4,המקריב את דם השלמים,2040000051,10,15
ref-t.1.3.2.7.30-ref-t.1.3.2.7.54,ref-sifra.4.11-16.9.24-ref-sifra.4.11-16.9.50,56634,56800,ref-t.1.3.2.7.30,ref-t.1.3.2.7.54,219380,219569,ref-sifra.4.11-16.9.24,ref-sifra.4.11-16.9.50,תנופות והגשות הקמיצות והקטרות המליקות והקבלות וההזאות והשקאת סוטה ועריפת עגלה וטהרת מצורע ונשיאות כפים מבפנים ומבחוץ ת'ל בני אהרן כל עבודה שהיא בבני אהרן ,והתנופות וההגשות וההקטרות והקמיצות והמליקות והקבלות וההזאות והשקאות סוטה ועריפות עגלה וטהרת מצורע ונשיאות כפים בפנים ובחוץ תלמוד לומר מבני אהרן כל עבודה שהיא מסורה לבני אהרן ,25,27,1225,1225.0,62,60.0,0.1839080459770115,0.3103448275862068,13,והקבלות וההזאות סוטה עגלה וטהרת מצורע ונשיאות כפים אהרן כל עבודה שהיא אהרן,2040000052,25,27
ref-t.1.3.2.7.28-ref-t.1.3.2.7.36,ref-sifra.5.1-00.8.5-ref-sifra.5.1-00.8.13,56616,56693,ref-t.1.3.2.7.28,ref-t.1.3.2.7.36,255293,255370,ref-sifra.5.1-00.8.5,ref-sifra.5.1-00.8.13,ליציקות ובלולות תנופות והגשות הקמיצות והקטרות המליקות והקבלות וההזאות ,יציקות ובלילות ותנופות והגשות וקמיצות והקטרות והמליקות והקבלות והזאות ,9,9,1296,1296.0,61,60.0,0.0857142857142857,0.0,3,והגשות והקטרות והקבלות,2040000053,9,9
ref-t.1.3.2.7.27-ref-t.1.3.2.7.35,ref-sifra.12.3-00.4.33-ref-sifra.12.3-00.4.42,56610,56684,ref-t.1.3.2.7.27,ref-t.1.3.2.7.35,541277,541368,ref-sifra.12.3-00.4.33,ref-sifra.12.3-00.4.42,מניין ליציקות ובלולות תנופות והגשות הקמיצות והקטרות המליקות והקבלות ,מנין היציקות והבלילות והתנופות וההגשות והקמיצות והפתיתות והמליחות והמליקות והקבלות ,9,10,3093,3093.0,60,60.0,0.2650602409638554,0.2727272727272727,1,והקבלות,2040000054,9,10
ref-t.1.3.8.13.25-ref-t.1.3.8.14.2,ref-sifra.14.5-12.13.35-ref-sifra.14.5-12.13.42,84564,84643,ref-t.1.3.8.13.25,ref-t.1.3.8.14.2,684169,684208,ref-sifra.14.5-12.13.35,ref-sifra.14.5-12.13.42,עשר תעשר שתי מעשרות שנה אין מעשרין משנה,עשר תעשר שתי מעשרות שנה אין מעשרין משנה,8,8,3637,3637.0,63,63.0,0.0,0.0,8,עשר תעשר שתי מעשרות שנה אין מעשרין משנה,2040000055,8,8
ref-t.1.4.1.6.46-ref-t.1.4.1.7.16,ref-sifra.4.7-00.3.5-ref-sifra.4.7-00.3.19,88862,88983,ref-t.1.4.1.6.46,ref-t.1.4.1.7.16,196560,196650,ref-sifra.4.7-00.3.5,ref-sifra.4.7-00.3.19,שאין הגורן נכנס אלא אם כן נתרם פועלים שתרמו את הבור אין תרומתן תרומ' ואם היה בור קטן ואחרים משתמשין בו תרומתן תרומה ,תרומה שאין אחריה תרומה מתרומה שאין אחריה תרומה ואל תוכיח תרומת בכורים שיש אחריה תרומה ,21,15,993,993.0,65,65.0,0.6293103448275862,0.9130434782608696,2,שאין תרומה,2040000056,21,15
ref-t.1.4.1.8.74-ref-t.1.4.1.8.82,ref-sifra.13.3-05.2.25-ref-sifra.13.3-05.2.34,89525,89575,ref-t.1.4.1.8.74,ref-t.1.4.1.8.82,628170,628231,ref-sifra.13.3-05.2.25,ref-sifra.13.3-05.2.34,עצמו אין מוכרין ברחוק ליקח בקרוב ברע ליקח ביפה ,עצמו ומצא שלא ימכור ברחוק ויגאל בקרוב ברעה ויגאל ביפה ,9,10,3422,3422.0,66,66.0,0.3703703703703703,0.5833333333333333,4,עצמו ברחוק בקרוב ביפה,2040000057,9,10
ref-t.1.4.2.4.3-ref-t.1.4.2.4.14,ref-sifra.13.2-03.4.9-ref-sifra.13.2-03.5.13,91617,91670,ref-t.1.4.2.4.3,ref-t.1.4.2.4.14,621359,621484,ref-sifra.13.2-03.4.9,ref-sifra.13.2-03.5.13,אוכל מן השדה אתה אוכל מתוך הבית כלה מן השדה מן הבית מיכן אמרו הכובש שלשה כבשים בחבית אחת ר' אליעזר אומר כיון שכלה מין,אוכל מן השדה אתה אוכל מתוך הבית כלה מן השדה מן הבית מיכן אמרו הכובש שלשה כבשים בחבית אחת ר' אליעזר אומר כיון שכלה מין,23,23,3394,3394.0,67,67.0,0.0,0.0,23,אוכל מן השדה אתה אוכל מתוך הבית כלה מן השדה מן הבית מיכן אמרו הכובש שלשה כבשים בחבית אחת ר'_אליעזר_אומר כיון שכלה מין,2040000058,23,23
ref-t.1.4.2.14.15-ref-t.1.4.2.14.25,ref-sifra.14.2-04.3.72-ref-sifra.14.2-04.3.76,94911,94976,ref-t.1.4.2.14.15,ref-t.1.4.2.14.25,655673,655702,ref-sifra.14.2-04.3.72,ref-sifra.14.2-04.3.76,אם זורעה ומשצמחה הדבר ידוע שהביאה שליש ואם זורעה ואינה מצמחת ,מצמחת ואם זורעה ואינה מצמחת ,11,5,3504,3498.0,69,69.0,0.5573770491803278,0.5555555555555556,4,ואם זורעה ואינה מצמחת,2040000059,11,5
ref-t.1.4.2.14.15-ref-t.1.4.2.14.25,ref-sifra.14.2-04.3.97-ref-sifra.14.2-04.3.101,94911,94976,ref-t.1.4.2.14.15,ref-t.1.4.2.14.25,655824,655853,ref-sifra.14.2-04.3.97,ref-sifra.14.2-04.3.101,אם זורעה ומשצמחה הדבר ידוע שהביאה שליש ואם זורעה ואינה מצמחת ,מצמחת ואם זורעה ואינה מצמחת ,11,5,3505,3505.0,70,69.0,0.5573770491803278,0.5555555555555556,4,ואם זורעה ואינה מצמחת,2040000060,11,5
ref-t.1.4.3.19.8-ref-t.1.4.3.19.42,ref-sifra.5.1-01.9.27-ref-sifra.5.1-01.9.33,100031,100195,ref-t.1.4.3.19.8,ref-t.1.4.3.19.42,257241,257280,ref-sifra.5.1-01.9.27,ref-sifra.5.1-01.9.33,הטהור בין בשוגג בין במזיד תרומתו תרומה אמ' ר' יוסה מה נשתנה זה מן הטמא על הטמא ומן הטהור על הטהור ומן הטמא על הטהור אבל לא מן הטהור על הטמא ר' נחמיה או' אין ,זו טהרה שאינה ממין טומאה לטהר מטומאת ,21,7,1304,1298.0,71,71.0,0.8089171974522293,0.75,0,,2040000061,21,7
ref-t.1.4.5.8.19-ref-t.1.4.5.8.32,ref-sifra.4.7-00.7.59-ref-sifra.4.7-00.7.72,106712,106775,ref-t.1.4.5.8.19,ref-t.1.4.5.8.32,197662,197731,ref-sifra.4.7-00.7.59,ref-sifra.4.7-00.7.72,הרי הוא כזה מה זו עשרון לחלה אף מה שאתה מביא ממקום אחר הרי הוא כזה מה זו עשרון לחלה אף מה,ממקום אחר הרי הוא כזה מה זו עשרון לחלה אף מה שאתה מביא ממקום אחר,22,15,999,999.0,72,72.0,0.5056179775280899,0.0,13,הרי הוא כזה מה זו עשרון לחלה אף מה שאתה מביא ממקום אחר,2040000062,22,15
ref-t.1.4.5.8.97-ref-t.1.4.5.8.110,ref-sifra.4.7-00.1.34-ref-sifra.4.7-00.2.7,107135,107201,ref-t.1.4.5.8.97,ref-t.1.4.5.8.110,196383,196470,ref-sifra.4.7-00.1.34,ref-sifra.4.7-00.2.7,בתרומת מעשר מה תרומת מעשר אחד מעשרה אף כאן אחד מעשרה או כלך לדרך זה נאמר כאן תרומה' ו,בתרומת מעשר מה תרומת מעשר אחד מעשרה אף כאן אחד מעשרה או כלך לדרך זה נאמר כאן תרומה' ו,15,15,991,991.0,74,74.0,0.0,0.0,15,בתרומת מעשר מה תרומת מעשר אחד מעשרה אף כאן אחד מעשרה או_כלך_לדרך_זה_נאמר כאן תרומה' ו,2040000063,15,15
ref-t.1.4.6.4.23-ref-t.1.4.6.4.31,ref-sifra.5.9-00.5.14-ref-sifra.5.9-00.5.28,111488,111536,ref-t.1.4.6.4.23,ref-t.1.4.6.4.31,297977,298068,ref-sifra.5.9-00.5.14,ref-sifra.5.9-00.5.28,מעלה את הטמאים מטומאתן והמקוה מעלה את הטמאים מטומאתן מה הארץ מצלת את הטהורים מליטמא,מעלה את הטמאים מטומאתן והמקוה מעלה את הטמאים מטומאתן מה הארץ מצלת את הטהורים מליטמא,15,15,1591,1591.0,76,76.0,0.0,0.0,15,מעלה את הטמאים מטומאתן והמקוה מעלה את הטמאים מטומאתן מה הארץ מצלת את הטהורים מליטמא,2040000064,15,15
ref-t.1.4.6.4.27-ref-t.1.4.6.4.49,ref-sifra.9.4-00.14.20-ref-sifra.9.4-00.14.31,111513,111635,ref-t.1.4.6.4.27,ref-t.1.4.6.4.49,416710,416762,ref-sifra.9.4-00.14.20,ref-sifra.9.4-00.14.31,אמרו רוב טמא על הטהור או על מקצתו רוב טהור על הטמא,אמרו רוב טמא על הטהור או על מקצתו רוב טהור על הטמא,12,12,2431,2431.0,78,78.0,0.0,0.0,12,אמרו רוב טמא על הטהור או על מקצתו רוב טהור על הטמא,2040000065,12,12
ref-t.1.4.6.4.114-ref-t.1.4.6.4.124,ref-sifra.4.9-15.1.3-ref-sifra.4.9-15.2.5,111998,112058,ref-t.1.4.6.4.114,ref-t.1.4.6.4.124,209941,210042,ref-sifra.4.9-15.1.3,ref-sifra.4.9-15.2.5,הטמא וטמא שאכל את הטהור וטמא שאכל את הטמא כולם במיתה ,טמא מטמא את הטהור לקדש במשא תלמוד לומר כי תגע במגע מטמא ואין מטמא במשא בכל טמא ואפילו טומאת מת ,11,18,1166,1157.0,86,80.0,0.6736842105263158,0.8,2,את הטהור,2040000066,11,18
ref-t.1.4.6.4.108-ref-t.1.4.6.4.125,ref-sifra.5.9-11.3.52-ref-sifra.5.9-11.4.36,111966,112067,ref-t.1.4.6.4.108,ref-t.1.4.6.4.125,299399,299693,ref-sifra.5.9-11.3.52,ref-sifra.5.9-11.4.36,וכשאתה אומר בידי שמים טהורים ובידי אדם טמאים טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי,טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ותלושים טמאים טמאת מקצת וטהרת מקצת אם אתה אומר בידי שמים טמאים ובידי אדם טהורים טמאת הכל וכשאתה אומר בידי שמים טהורים ובידי אדם טמאים טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי,20,42,1616,1616.0,81,81.0,0.5321428571428571,0.1875,25,וכשאתה אומר בידי שמים טהורים ובידי אדם טמאים טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי,2040000067,25,52
ref-t.1.4.6.4.114-ref-t.1.4.6.4.123,ref-sifra.7.5-16.12.94-ref-sifra.7.5-16.13.3,111998,112051,ref-t.1.4.6.4.114,ref-t.1.4.6.4.123,364435,364497,ref-sifra.7.5-16.12.94,ref-sifra.7.5-16.13.3,הטמא וטמא שאכל את הטהור וטמא שאכל את הטמא כולם ,"הטומאות אף כולם מטמאים בכל הטומאות תל ל ""זאת לטהרו או לטמאו ",10,10,2086,2080.0,85,80.0,0.65,0.7,1,כולם,2040000068,10,10
ref-t.1.4.6.4.104-ref-t.1.4.6.4.122,ref-sifra.10.6-10.7.46-ref-sifra.10.6-10.7.82,111940,112046,ref-t.1.4.6.4.104,ref-t.1.4.6.4.122,463725,463902,ref-sifra.10.6-10.7.46,ref-sifra.10.6-10.7.82,טמא בין טהור חייב ר' יוסי הגלילי אומר טמא שאכל טהור חייב וטמא שאכל טמא פטור שלא אכל אלא דבר טמא אמרו לו אף טמא שאכל בין קדש טמא בין טהור חייב ר' יוסי הגלילי אומר טמא שאכל טהור חייב וטמא שאכל טמא פטור שלא אכל אלא דבר טמא אמרו לו אף טמא שאכל טהור כיון שנגע בו טמאהו והטהור שאכל,טמא שאכל בין קדש טמא בין טהור חייב ר' יוסי הגלילי אומר טמא שאכל טהור חייב וטמא שאכל טמא פטור שלא אכל אלא דבר טמא אמרו לו אף טמא שאכל טהור כיון שנגע בו טמאהו והטהור שאכל,35,24,2760,2760.0,80,80.0,0.3890909090909091,0.0,34,טמא שאכל בין קדש טמא בין טהור חייב ר'_יוסי_הגלילי_אומר טמא שאכל טהור חייב וטמא שאכל טמא פטור שלא אכל אלא דבר טמא אמרו לו אף טמא שאכל טהור כיון שנגע בו טמאהו והטהור שאכל,2040000069,55,34
ref-t.1.4.6.4.133-ref-t.1.4.6.4.142,ref-sifra.5.9-11.3.52-ref-sifra.5.9-11.4.31,112111,112164,ref-t.1.4.6.4.133,ref-t.1.4.6.4.142,299399,299666,ref-sifra.5.9-11.3.52,ref-sifra.5.9-11.4.31,טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ותלושים טמאים טמאת מקצת וטהרת מקצת אם אתה אומר בידי שמים טמאים ובידי אדם טהורים טמאת הכל וכשאתה אומר בידי שמים טהורים ובידי אדם טמאים טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת,טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ותלושים טמאים טמאת מקצת וטהרת מקצת אם אתה אומר בידי שמים טמאים ובידי אדם טהורים טמאת הכל וכשאתה אומר בידי שמים טהורים ובידי אדם טמאים טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת,42,42,1615,1615.0,88,88.0,0.0,0.0,47,טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ותלושים טמאים טמאת מקצת וטהרת מקצת אם אתה אומר בידי שמים טמאים ובידי אדם טהורים טמאת הכל וכשאתה אומר בידי שמים טהורים ובידי אדם טמאים טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת,2040000070,47,47
ref-t.1.4.6.4.128-ref-t.1.4.6.4.142,ref-sifra.7.5-16.12.99-ref-sifra.7.5-16.13.20,112082,112164,ref-t.1.4.6.4.128,ref-t.1.4.6.4.142,364464,364586,ref-sifra.7.5-16.12.99,ref-sifra.7.5-16.13.20,טהור שאכל את הטהור במצותו טהור שאכל את הטמא בעשה וטמא שאכל את הטהור וטמא ,"הטומאות תל ל ""זאת לטהרו או לטמאו כשם שמצוה בארץ כך מצוה בחוץ לארץ לטהרו או לטמאו כשם שמצוה לטהרו כך מצוה לטמאו לטהרו ",15,22,2088,2080.0,87,87.0,0.6666666666666666,0.8571428571428572,0,,2040000071,15,22
ref-t.1.4.6.4.136-ref-t.1.4.6.4.143,ref-sifra.10.6-10.7.46-ref-sifra.10.6-10.7.70,112125,112170,ref-t.1.4.6.4.136,ref-t.1.4.6.4.143,463725,463842,ref-sifra.10.6-10.7.46,ref-sifra.10.6-10.7.70,הטמא בעשה וטמא שאכל את הטהור וטמא שאכל ,טמא שאכל בין קדש טמא בין טהור חייב ר' יוסי הגלילי אומר טמא שאכל טהור חייב וטמא שאכל טמא פטור שלא אכל אלא דבר טמא ,8,12,2758,2758.0,90,87.0,0.7433628318584071,0.7857142857142857,3,שאכל וטמא שאכל,2040000072,8,22
ref-t.1.4.7.9.4-ref-t.1.4.7.9.28,ref-sifra.12.6-06.6.34-ref-sifra.12.6-06.6.52,117084,117222,ref-t.1.4.7.9.4,ref-t.1.4.7.9.28,559005,559102,ref-sifra.12.6-06.6.34,ref-sifra.12.6-06.6.52,משלמים ממין על שאינו מינו ובלבד שישלם מן היפה על הרעה הא כיצד אכל גרוגרות ישלם לו תמרים תבא,משלמים ממין על שאינו מינו ובלבד שישלם מן היפה על הרעה הא כיצד אכל גרוגרות ישלם לו תמרים תבא,19,19,3182,3182.0,91,91.0,0.0,0.0,19,משלמים ממין על שאינו מינו ובלבד שישלם מן היפה על הרעה הא כיצד אכל גרוגרות ישלם לו תמרים תבא,2040000073,19,19
ref-t.1.4.7.10.4-ref-t.1.4.7.10.22,ref-sifra.12.6-06.5.2-ref-sifra.12.6-06.5.10,117360,117454,ref-t.1.4.7.10.4,ref-t.1.4.7.10.22,558591,558641,ref-sifra.12.6-06.5.2,ref-sifra.12.6-06.5.10,משלם מן הלקט מן השכחה ומן הפאה ומן התבואה שלא הביאה שליש דברי ר' ליעזר ר' עקיבא או' אין ,שאין משלמים מן השכחה ומן הפאה ומן ההפקר ולא ,15,9,3174,3174.0,94,93.0,0.6363636363636364,0.75,5,מן השכחה ומן הפאה ומן,2040000074,15,9
ref-t.1.4.7.9.46-ref-t.1.4.7.10.5,ref-sifra.12.6-06.6.34-ref-sifra.12.6-06.6.43,117304,117367,ref-t.1.4.7.9.46,ref-t.1.4.7.10.5,559005,559058,ref-sifra.12.6-06.6.34,ref-sifra.12.6-06.6.43,על הישן כך משלמין ממין על שאינו מינו האוכל את הטבל משלם מן ,משלמים ממין על שאינו מינו ובלבד שישלם מן היפה על ,13,10,3181,3181.0,93,93.0,0.5084745762711864,0.7142857142857143,5,ממין על שאינו מינו מן,2040000075,13,10
