baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.1.9.1.11.9-ref-t.1.9.1.11.13,ref-sifre-n.110.2.81-ref-sifre-n.110.2.85,217594,217628,ref-t.1.9.1.11.9,ref-t.1.9.1.11.13,158341,158376,ref-sifre-n.110.2.81,ref-sifre-n.110.2.85,עד שתגלגל בחטים ותטמטם בשעורין ,עד שיתגלגל בחטים ומטמטם בשעורים ,5,5,473,472.0,57,57.0,0.09375,0.5714285714285714,2,עד בחטים,2050000045,5,5
ref-t.1.9.1.12.25-ref-t.1.9.1.12.31,ref-sifre-n.110.2.29-ref-sifre-n.110.2.40,218123,218171,ref-t.1.9.1.12.25,ref-t.1.9.1.12.31,158044,158131,ref-sifre-n.110.2.29,ref-sifre-n.110.2.40,תגלגל בחטים ותטמטם בשעורין חייבת גלגלה בחטים ,שתתגלגל בחטים ותיטמטם בשעורים בלבלה גלגלה בחטים וטימטמה בשעורים האוכל ממנה חייב ,7,12,471,470.0,60,59.0,0.5125,0.7692307692307692,3,בחטים גלגלה בחטים,2050000046,7,12
ref-t.1.9.1.12.22-ref-t.1.9.1.12.28,ref-sifre-n.110.2.80-ref-sifre-n.110.2.85,218111,218152,ref-t.1.9.1.12.22,ref-t.1.9.1.12.28,158336,158376,ref-sifre-n.110.2.80,ref-sifre-n.110.2.85,או' עד שלא תגלגל בחטים ותטמטם בשעורין ,אומר עד שיתגלגל בחטים ומטמטם בשעורים ,7,6,472,472.0,59,59.0,0.1842105263157894,0.8181818181818181,2,עד בחטים,2050000047,7,6
ref-t.1.9.2.7.20-ref-t.1.9.2.7.34,ref-sifre-n.119.1.159-ref-sifre-n.119.1.174,220223,220304,ref-t.1.9.2.7.20,ref-t.1.9.2.7.34,195163,195254,ref-sifre-n.119.1.159,ref-sifre-n.119.1.174,במקדש חטאת ואשם וזבחי שלמי צבור וחטאת העוף ואשם תלוי ולוג שמן של מצורע שתי ,במקדש חטאת ואשם וזבחי שלמי צבור ועור העולה ומותר לוג שמן של מצורע ומותר העומר ושתי ,15,16,616,616.0,61,61.0,0.3253012048192771,0.4444444444444444,9,במקדש חטאת ואשם וזבחי שלמי צבור שמן של מצורע,2050000048,15,16
ref-t.1.9.2.9.1-ref-t.1.9.2.10.3,ref-sifre-n.119.2.7-ref-sifre-n.119.2.28,220414,220561,ref-t.1.9.2.9.1,ref-t.1.9.2.10.3,195373,195502,ref-sifre-n.119.2.7,ref-sifre-n.119.2.28,עשר בגבולין תרומה ותרומת מעשר וחלה ראשית הגז והזרוע והלחיים והקבה ופדיון הבן ופדיון פטר חמור והחרמים ושדה אחוזה וגזל הגר כל אילו ניתנו ,"מעשר וחלה וביכורים וראשית הגז והמתנות בכור אדם ובכור בהמה טהורה ופטר חמור והחרמים ושדה אחוזה וגזל הגר כל אלו כ""ד מתנות ",24,22,619,619.0,62,62.0,0.4518518518518518,0.5862068965517242,9,וחלה הגז חמור והחרמים ושדה אחוזה וגזל הגר כל,2050000049,24,22
ref-t.1.11.2.3.22-ref-t.1.11.2.4.12,ref-sifre-n.22.1.115-ref-sifre-n.22.1.136,225519,225611,ref-t.1.11.2.3.22,ref-t.1.11.2.4.12,33114,33226,ref-sifre-n.22.1.115,ref-sifre-n.22.1.136,לא לאנשים ולא לנשים דרכים ששוה בהן לאנשים מיטמא בלובן כאנשים נושא אבל לא נושא כאנשים ,נשים כאנשים תלמוד לומר איש או אשה לעשות נשים כאנשים איש ולא קטן שהיה בדין ומה אם במקום שלא עשה נשים כאנשים ,16,22,149,149.0,63,63.0,0.6261682242990654,0.8125,2,כאנשים כאנשים,2050000050,16,22
ref-t.2.1.2.9.43-ref-t.2.1.2.9.51,ref-sifre-n.112.1.336-ref-sifre-n.112.2.3,234326,234373,ref-t.2.1.2.9.43,ref-t.2.1.2.9.51,165314,165432,ref-sifre-n.112.1.336,ref-sifre-n.112.2.3,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת והנפש אשר תעשה,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת והנפש אשר תעשה,6,6,516,516.0,64,64.0,0.0,0.0,22,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת והנפש אשר תעשה,2050000051,22,22
ref-t.2.1.2.16.11-ref-t.2.1.2.16.17,ref-sifre-n.112.1.336-ref-sifre-n.112.1.354,235733,235770,ref-t.2.1.2.16.11,ref-t.2.1.2.16.17,165314,165416,ref-sifre-n.112.1.336,ref-sifre-n.112.1.354,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,3,3,512,512.0,67,67.0,0.0,0.0,19,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,2050000052,19,19
ref-t.2.1.2.16.29-ref-t.2.1.2.16.35,ref-sifre-n.112.1.336-ref-sifre-n.112.1.354,235833,235868,ref-t.2.1.2.16.29,ref-t.2.1.2.16.35,165314,165416,ref-sifre-n.112.1.336,ref-sifre-n.112.1.354,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,3,3,513,513.0,70,70.0,0.0,0.0,19,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,2050000053,19,19
ref-t.2.1.2.21.34-ref-t.2.1.2.21.42,ref-sifre-n.8.1.90-ref-sifre-n.8.1.98,236375,236421,ref-t.2.1.2.21.34,ref-t.2.1.2.21.42,17938,17982,ref-sifre-n.8.1.90,ref-sifre-n.8.1.98,דבר אחר נחשדו ישראל על השביעיות ולא נחשדו על ,דבר אחר נחשדו ישראל על הסוטות ולא נחשדו על ,9,9,81,78.0,73,73.0,0.1111111111111111,0.25,8,דבר אחר נחשדו ישראל על ולא נחשדו על,2050000054,9,9
ref-t.2.1.13.5.73-ref-t.2.1.13.5.91,ref-sifre-n.16.1.49-ref-sifre-n.16.1.66,273035,273135,ref-t.2.1.13.5.73,ref-t.2.1.13.5.91,27195,27294,ref-sifre-n.16.1.49,ref-sifre-n.16.1.66,מה אם להטיל שלום בין איש לאשתו אמ' המקום ספר שנכתב בקדושה ימחה על המים ספרי מינין שמטילין איבה ,ומה להטיל שלום בין איש לאשתו אמר המקום ספר שנכתב בקדושה ימחה על המים ספרי מינים שמטילין איבה ,19,18,136,136.0,74,74.0,0.0631578947368421,0.2105263157894736,15,להטיל שלום בין איש לאשתו המקום ספר שנכתב בקדושה ימחה על המים ספרי שמטילין איבה,2050000055,19,18
ref-t.2.1.13.5.75-ref-t.2.1.13.5.87,ref-sifre-n.42.2.383-ref-sifre-n.42.2.398,273041,273110,ref-t.2.1.13.5.75,ref-t.2.1.13.5.87,68419,68504,ref-sifre-n.42.2.383,ref-sifre-n.42.2.398,להטיל שלום בין איש לאשתו אמ' המקום ספר שנכתב בקדושה ימחה על המים ,"שנכתב בקדושה נמחה ע""י המים מפני שלום בשביל להטיל שלום בין איש לאשתו ר' אלעזר אומר ",13,16,282,282.0,75,74.0,0.7926829268292683,0.5263157894736843,5,להטיל שלום בין איש לאשתו,2050000056,13,16
ref-t.2.1.13.5.106-ref-t.2.1.13.5.113,ref-sifre-n.84.4.78-ref-sifre-n.84.4.86,273218,273261,ref-t.2.1.13.5.106,ref-t.2.1.13.5.113,114455,114510,ref-sifre-n.84.4.78,ref-sifre-n.84.4.86,הלא משנאיך ייי אשנא וגו' תכלית שנאה שנאתים ,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט תכלית שנאה שנאתים ,8,4,387,387.0,76,76.0,0.3148148148148148,0.4444444444444444,6,הלא משנאיך אשנא תכלית שנאה שנאתים,2050000057,8,9
ref-t.2.1.13.17.27-ref-t.2.1.13.17.35,ref-sifre-n.126.1.329-ref-sifre-n.126.1.334,276295,276339,ref-t.2.1.13.17.27,ref-t.2.1.13.17.35,220224,220254,ref-sifre-n.126.1.329,ref-sifre-n.126.1.334,כלי אבנים כלי גללים וכלי אדמה,כלי אבנים כלי גללים וכלי אדמה,1,1,690,690.0,77,77.0,0.0,0.0,6,כלי אבנים כלי גללים וכלי אדמה,2050000058,6,6
ref-t.2.1.13.17.27-ref-t.2.1.13.17.32,ref-sifre-n.126.1.624-ref-sifre-n.126.1.629,276295,276327,ref-t.2.1.13.17.27,ref-t.2.1.13.17.32,221690,221720,ref-sifre-n.126.1.624,ref-sifre-n.126.1.629,כלי גללים וכלי אבנים וכלי אדמה ,כלי גללים כלי אבנים וכלי אדמה ,1,1,717,717.0,78,77.0,0.032258064516129,0.0,5,כלי גללים אבנים וכלי אדמה,2050000059,6,6
ref-t.2.1.13.17.27-ref-t.2.1.13.17.32,ref-sifre-n.126.1.647-ref-sifre-n.126.1.652,276295,276327,ref-t.2.1.13.17.27,ref-t.2.1.13.17.32,221807,221835,ref-sifre-n.126.1.647,ref-sifre-n.126.1.652,כלי גללים וכלי אבנים וכלי אדמה ,כלי גללים כלי אבנים כלי אדמה ,1,1,729,723.0,79,77.0,0.064516129032258,0.1999999999999999,4,כלי גללים אבנים אדמה,2050000060,6,6
ref-t.2.1.15.8.82-ref-t.2.1.15.8.92,ref-sifre-n.131.2.371-ref-sifre-n.131.2.393,282547,282598,ref-t.2.1.15.8.82,ref-t.2.1.15.8.92,231638,231751,ref-sifre-n.131.2.371,ref-sifre-n.131.2.393,"אמרה לו המתן עד שתכנס לבית ע""ז שלה לאחר שיצתה אמר לה המתיני לי עד שאכנס ואעשה כדרך שעשיתה אמרה לו אפשר אתה","אמרה לו המתן עד שתכנס לבית ע""ז שלה לאחר שיצתה אמר לה המתיני לי עד שאכנס ואעשה כדרך שעשיתה אמרה לו אפשר אתה",23,23,832,832.0,81,81.0,0.0,0.0,23,"אמרה לו המתן עד שתכנס לבית ע""ז שלה לאחר שיצתה אמר לה המתיני לי עד שאכנס ואעשה כדרך שעשיתה אמרה לו אפשר אתה",2050000061,23,23
ref-t.2.2.8.15.65-ref-t.2.2.8.15.74,ref-sifre-n.70.1.9-ref-sifre-n.70.1.37,330174,330227,ref-t.2.2.8.15.65,ref-t.2.2.8.15.74,95175,95317,ref-sifre-n.70.1.9,ref-sifre-n.70.1.37,שנים שנים אחד האיש ואחד האשה אחד חדשות ואחד ישנות ,"אחד יחיד ואחד צבור עושה פסח שני ת""ל ויהי אנשים היחיד עושה פסח שני ואין הצבור עושים פסח שני רבי נתן אומר אין צריך שהרי כבר נאמר והאיש איש ",10,29,339,338.0,83,83.0,0.781021897810219,0.8666666666666667,2,אחד ואחד,2050000062,10,29
ref-t.2.3.1.6.15-ref-t.2.3.1.6.46,ref-sifre-n.1.4.55-ref-sifre-n.1.4.94,332940,333108,ref-t.2.3.1.6.15,ref-t.2.3.1.6.46,2101,2294,ref-sifre-n.1.4.55,ref-sifre-n.1.4.94,מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שמחוסר כפורים פוסל טבול יום,מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שמחוסר כפורים פוסל טבול יום,11,11,19,19.0,84,84.0,0.0,0.0,40,מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שמחוסר כפורים פוסל טבול יום,2050000063,40,40
ref-t.2.3.1.6.39-ref-t.2.3.1.6.64,ref-sifre-n.7.3.212-ref-sifre-n.7.3.221,333067,333217,ref-t.2.3.1.6.39,ref-t.2.3.1.6.64,16275,16335,ref-sifre-n.7.3.212,ref-sifre-n.7.3.221,טמאין אלא שזה טמא טומאה חמורה וזה טומאה קלה ואני אומ' ששורפין תרומה שניטמאת בולד טומאה עם תרומה שניטמאת באב הטומאה אע'פ שמוסיפין לה טומאה על ,נטמאה שלשה פעמים אלא טמאה לבעל וטמאה לבועל וטמאה לתרומה ,26,10,56,56.0,86,84.0,0.7375886524822695,0.8571428571428572,1,אלא,2050000064,26,10
ref-t.2.3.1.6.59-ref-t.2.3.1.6.68,ref-sifre-n.26.1.137-ref-sifre-n.26.1.164,333183,333244,ref-t.2.3.1.6.59,ref-t.2.3.1.6.68,43966,44112,ref-sifre-n.26.1.137,ref-sifre-n.26.1.164,הטומאה אע'פ שמוסיפין לה טומאה על טומאתה ותלויה וטמאה אומ' ,על טומאתו לפיכך מטמא למת מצוה תאמר בנזיר שמביא קרבן על טומאתו שלא יטמא למת מצוה תלמוד לומר לאביו ולאמו לא יטמא לאביו ולאמו לא יטמא אבל מטמא ,10,12,195,194.0,87,84.0,0.7357142857142858,0.8421052631578947,1,על,2050000065,10,28
ref-t.2.3.4.2.24-ref-t.2.3.4.2.53,ref-sifre-n.143.3.212-ref-sifre-n.143.3.229,344948,345106,ref-t.2.3.4.2.24,ref-t.2.3.4.2.53,256354,256454,ref-sifre-n.143.3.212,ref-sifre-n.143.3.229,אלא קטרת ואין לך שמתעכב אחר תמיד של בין הערבים אלא קטרת ופסח בערבי פסחי' ומחוסרי כפרה כדי שיאכלו בפסחים לערב ר' ישמעאל בי ר' יוחנן או' מחוסרי כפרה מביא ,אלא קטורת ואין מאוחר אחר תמיד של בין הערבים אלא קטורת ופסח בערבי פסחים ומחוסרי כפרה בשביל להביא ,30,18,890,890.0,88,88.0,0.4539473684210526,0.5652173913043479,8,אלא ואין אחר אלא ופסח בערבי ומחוסרי כפרה,2050000066,30,18
ref-t.2.3.4.2.172-ref-t.2.3.4.2.178,ref-sifre-n.25.1.536-ref-sifre-n.25.1.555,345755,345798,ref-t.2.3.4.2.172,ref-t.2.3.4.2.178,42280,42392,ref-sifre-n.25.1.536,ref-sifre-n.25.1.555,הותר מכללו ואל תוכיח טומאה שהותרה מכללה ,שהותרה מכללה לפיכך לא נעשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן הרי טומאה תוכיח שהותרה מכללה ,7,11,188,187.0,93,89.0,0.6788990825688074,0.5,3,טומאה שהותרה מכללה,2050000067,7,20
ref-t.2.3.4.2.171-ref-t.2.3.4.2.178,ref-sifre-n.30.1.559-ref-sifre-n.30.1.614,345750,345798,ref-t.2.3.4.2.171,ref-t.2.3.4.2.178,52003,52312,ref-sifre-n.30.1.559,ref-sifre-n.30.1.614,שלא הותר מכללו לפיכך עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן תאמר בטומאה שהותרה מכללה לפיכך לא נעשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן היא תוכיח לטומאה שאף על פי שהותרה מכללה,שלא הותר מכללו לפיכך עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן תאמר בטומאה שהותרה מכללה לפיכך לא נעשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן היא תוכיח לטומאה שאף על פי שהותרה מכללה,28,28,229,229.0,89,89.0,0.0,0.0,18,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר_בטומאה שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן היא תוכיח לטומאה שאף_על_פי שהותרה מכללה,2050000068,56,56
ref-t.2.3.4.2.171-ref-t.2.3.4.2.178,ref-sifre-n.31.3.49-ref-sifre-n.31.3.104,345750,345798,ref-t.2.3.4.2.171,ref-t.2.3.4.2.178,55745,56054,ref-sifre-n.31.3.49,ref-sifre-n.31.3.104,שלא הותר מכללו לפיכך עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן תאמר בטומאה שהותרה מכללה לפיכך לא נעשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן היא תוכיח לטומאה שאף על פי שהותרה מכללה,שלא הותר מכללו לפיכך עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן תאמר בטומאה שהותרה מכללה לפיכך לא נעשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה בה ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן היא תוכיח לטומאה שאף על פי שהותרה מכללה,28,28,241,241.0,91,91.0,0.0,0.0,18,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר_בטומאה שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן היא תוכיח לטומאה שאף_על_פי שהותרה מכללה,2050000069,56,56
ref-t.2.3.4.14.5-ref-t.2.3.4.14.17,ref-sifre-n.65.1.113-ref-sifre-n.65.1.124,349692,349755,ref-t.2.3.4.14.5,ref-t.2.3.4.14.17,89367,89430,ref-sifre-n.65.1.113,ref-sifre-n.65.1.124,מועדו ונאמ' בפסח מועדו מה תמיד שנאמ' בו מועדו דוחה את השבת אף ,במועדו ונאמר להלן במועדו מה מועדו האמור כאן דוחה את השבת אף ,13,12,325,323.0,94,94.0,0.3548387096774194,0.75,4,מה מועדו דוחה_את_השבת אף,2050000070,13,12
