baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.1.5.4.20.153-ref-t.1.5.4.20.163,ref-mek.8.3.4.59-ref-mek.8.3.4.76,148057,148126,ref-t.1.5.4.20.153,ref-t.1.5.4.20.163,369566,369680,ref-mek.8.3.4.59,ref-mek.8.3.4.76,ערב שביעית שנכנסו לשביעית אין לי אלא פירות ערב שביעית שנכנסו לשביעית מנין לפירות שביעית שיצאו למוצאי שביעית,ערב שביעית שנכנסו לשביעית אין לי אלא פירות ערב שביעית שנכנסו לשביעית מנין לפירות שביעית שיצאו למוצאי שביעית,16,16,628,628.0,57,57.0,0.0,0.0,16,ערב שביעית שנכנסו לשביעית אין_לי_אלא פירות ערב שביעית שנכנסו לשביעית מנין לפירות שביעית שיצאו למוצאי שביעית,2030000043,16,16
ref-t.1.5.5.11.35-ref-t.1.5.5.11.43,ref-mek.8.3.4.59-ref-mek.8.3.4.76,149903,149966,ref-t.1.5.5.11.35,ref-t.1.5.5.11.43,369566,369680,ref-mek.8.3.4.59,ref-mek.8.3.4.76,ערב שביעית שנכנסו לשביעית אין לי אלא פירות ערב שביעית שנכנסו לשביעית מנין לפירות שביעית שיצאו למוצאי שביעית,ערב שביעית שנכנסו לשביעית אין לי אלא פירות ערב שביעית שנכנסו לשביעית מנין לפירות שביעית שיצאו למוצאי שביעית,16,16,630,630.0,59,59.0,0.0,0.0,16,ערב שביעית שנכנסו לשביעית אין_לי_אלא פירות ערב שביעית שנכנסו לשביעית מנין לפירות שביעית שיצאו למוצאי שביעית,2030000044,16,16
ref-t.1.8.1.2.24-ref-t.1.8.1.2.44,ref-mek.4.4.1.50-ref-mek.4.4.1.67,190818,190909,ref-t.1.8.1.2.24,ref-t.1.8.1.2.44,189236,189322,ref-mek.4.4.1.50,ref-mek.4.4.1.67,לכם מפני מה אני נותנו לכם שלא תאמרו אין ספק בידו ליתנו לנו אלא הריני נותנה לכם,נותנו לכם מפני מה אני נותנו לכם שלא תאמרו אין ספק בידו ליתנו לנו אלא הריני נותנה לכם מפני מה אני נותנו לכם שלא תאמרו אין ספק בידו ליתנו לנו אלא הריני נותנה לכם,17,34,280,280.0,61,61.0,0.5094339622641509,0.0,17,לכם מפני מה אני נותנו לכם שלא תאמרו אין ספק בידו ליתנו לנו אלא הריני נותנה לכם,2030000045,17,34
ref-t.1.8.1.8.1-ref-t.1.8.1.8.9,ref-mek.7.13.2.147-ref-mek.7.13.2.153,191816,191861,ref-t.1.8.1.8.1,ref-t.1.8.1.8.9,334475,334511,ref-mek.7.13.2.147,ref-mek.7.13.2.153,היה טעון כדי יין וכדי שמן וראה אותן שנשברו ,שהיו לפניו כדי יין וכדי שמן ושברן ,9,7,516,516.0,63,63.0,0.4418604651162791,0.6363636363636364,4,כדי יין וכדי שמן,2030000046,9,7
ref-t.1.8.2.14.14-ref-t.1.8.2.15.5,ref-mek.6.11.2.178-ref-mek.6.11.2.193,199418,199491,ref-t.1.8.2.14.14,ref-t.1.8.2.15.5,282159,282248,ref-mek.6.11.2.178,ref-mek.6.11.2.193,בה קדשי קדשים וחייבין עליה משום טומאה בנויה בקודש ופתוחה לחול ולקודש ,בונה בהיכל ובקדש הקדשים שהיה בדין ומה אם מזבח הקל אסור לבנות בו ההיכל וקדש הקדשים ,12,13,381,381.0,64,64.0,0.6707317073170732,0.8235294117647058,0,,2030000047,12,13
ref-t.1.8.3.15.21-ref-t.1.8.3.15.32,ref-mek.7.9.2.41-ref-mek.7.9.2.51,205092,205156,ref-t.1.8.3.15.21,ref-t.1.8.3.15.32,318975,319030,ref-mek.7.9.2.41,ref-mek.7.9.2.51,שיני שיני או' הורם השני הורם הראשון הורם הראשון לא הורם השני ,שניהם לא הרי השן כהרי העין ולא הרי העין כהרי השן ,12,11,461,461.0,65,65.0,0.5737704918032787,0.875,1,לא,2030000048,12,11
ref-t.1.8.5.25.17-ref-t.1.8.5.25.26,ref-mek.4.3.1.36-ref-mek.4.3.1.46,214884,214933,ref-t.1.8.5.25.17,ref-t.1.8.5.25.26,186176,186231,ref-mek.4.3.1.36,ref-mek.4.3.1.46,מאוצר טוב שבשמים שנ' יפתח ייי לך את אוצרו הטוב ,מאוצר הטוב של השמים שנאמר יפתח ה' לך את אוצרו הטוב ,10,6,269,269.0,66,66.0,0.196078431372549,0.5454545454545454,6,מאוצר יפתח לך את אוצרו הטוב,2030000049,10,11
ref-t.1.8.5.27.19-ref-t.1.8.5.27.25,ref-mek.6.11.1.231-ref-mek.6.11.1.237,215084,215117,ref-t.1.8.5.27.19,ref-t.1.8.5.27.25,280111,280145,ref-mek.6.11.1.231,ref-mek.6.11.1.237,המזבח שנ' מזבח אדמה תעשה לי וגו' ,מזבח אדמה תעשה לי וזבחת עליו וגו' ,7,7,377,377.0,67,67.0,0.5882352941176471,0.5,5,מזבח אדמה תעשה לי וגו',2030000050,7,7
ref-t.1.8.5.29.29-ref-t.1.8.5.29.35,ref-mek.3.10.1.52-ref-mek.3.10.1.58,215313,215342,ref-t.1.8.5.29.29,ref-t.1.8.5.29.35,173470,173500,ref-mek.3.10.1.52,ref-mek.3.10.1.58,מפאת קדים עד פאת ים נפתלי אחד ,מפאת קדמה עד פאת ימה יהודה אחד ,7,7,258,258.0,68,68.0,0.2903225806451613,0.2857142857142857,4,מפאת עד פאת אחד,2030000051,7,7
ref-t.1.11.1.5.41-ref-t.1.11.1.6.8,ref-mek.8.1.5.65-ref-mek.8.1.5.77,223868,223989,ref-t.1.11.1.5.41,ref-t.1.11.1.6.8,359831,359896,ref-mek.8.1.5.65,ref-mek.8.1.5.77,קרוי שני שמות תרומה ומעשר למעשר שני שאינו קרוי אלא שם אחד בלבד,קרוי שני שמות תרומה ומעשר למעשר שני שאינו קרוי אלא שם אחד בלבד,13,13,591,591.0,69,69.0,0.0,0.0,13,קרוי שני שמות תרומה ומעשר למעשר שני שאינו קרוי אלא שם אחד בלבד,2030000052,13,13
ref-t.2.1.1.21.35-ref-t.2.1.1.21.56,ref-mek.9.1.5.1-ref-mek.9.1.5.13,231683,231792,ref-t.2.1.1.21.35,ref-t.2.1.1.21.56,383932,383999,ref-mek.9.1.5.1,ref-mek.9.1.5.13,ששת ימים תעשה מלאכה וכתוב אחד אומר ששת ימים תעבוד ועשית כל,ששת ימים תעשה מלאכה וכתוב אחד אומר ששת ימים תעבוד ועשית כל,8,8,645,645.0,71,71.0,0.0,0.0,8,ששת ימים תעשה מלאכה וכתוב_אחד_אומר_ששת_ימים תעבוד ועשית כל,2030000053,8,8
ref-t.2.1.7.25.19-ref-t.2.1.7.25.30,ref-mek.1.19.1.36-ref-mek.1.19.1.44,250460,250522,ref-t.2.1.7.25.19,ref-t.2.1.7.25.30,77374,77415,ref-mek.1.19.1.36,ref-mek.1.19.1.44,ונתן להם המקום ארץ שיפה כארצם והיתה ארץ ישראל נקראת על שמן ,אקרא הארץ על שמך ואתן לך ארץ יפה כארצך ,12,9,112,112.0,74,74.0,0.711864406779661,0.8823529411764706,1,על,2030000054,12,9
ref-t.2.1.7.25.19-ref-t.2.1.7.25.30,ref-mek.1.19.1.77-ref-mek.1.19.1.85,250460,250522,ref-t.2.1.7.25.19,ref-t.2.1.7.25.30,77570,77614,ref-mek.1.19.1.77,ref-mek.1.19.1.85,ונתן להם המקום ארץ שיפה כארצם והיתה ארץ ישראל נקראת על שמן ,אקרא הארץ על שמכם ואתן לכם ארץ יפה כארצכם ,12,9,113,113.0,75,74.0,0.711864406779661,0.8823529411764706,1,על,2030000055,12,9
ref-t.2.1.13.5.106-ref-t.2.1.13.5.113,ref-mek.3.6.1.60-ref-mek.3.6.1.72,273218,273261,ref-t.2.1.13.5.106,ref-t.2.1.13.5.113,156567,156640,ref-mek.3.6.1.60,ref-mek.3.6.1.72,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט מפני מה תכלית שנאה שנאתים וגו' הלא משנאיך ה' אשנא ובתקוממיך אתקוטט מפני מה תכלית,וגו' הלא משנאיך ה' אשנא ובתקוממיך אתקוטט מפני מה תכלית שנאה שנאתים וגו',21,13,244,244.0,76,76.0,0.4741379310344827,0.0,12,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט מפני מה תכלית שנאה שנאתים וגו',2030000056,21,13
ref-t.2.1.14.16.67-ref-t.2.1.14.16.72,ref-mek.4.5.5.103-ref-mek.4.5.5.110,280532,280569,ref-t.2.1.14.16.67,ref-t.2.1.14.16.72,194727,194763,ref-mek.4.5.5.103,ref-mek.4.5.5.110,ואופין על האפוי ומבשלין על המבושל ,תאפו אפו אפו על אפוי ובשלו על מבושל ,6,8,294,294.0,78,78.0,0.3888888888888889,0.7142857142857143,2,על על,2030000057,6,8
ref-t.2.1.15.16.52-ref-t.2.1.15.16.68,ref-mek.9.1.2.120-ref-mek.9.1.2.136,285263,285341,ref-t.2.1.15.16.52,ref-t.2.1.15.16.68,381564,381645,ref-mek.9.1.2.120,ref-mek.9.1.2.136,אחד ממנו דוחין את השבת דין הוא שידחה שבת על כולו אמרו לו ממקו' שבאת מה להלן ,אחד מאיבריו של אדם דוחה שבת קל וחומר לשאר כל גופו אמרו לו ממקום שבאת מה להלן ,17,17,643,643.0,79,79.0,0.4155844155844156,0.7619047619047619,7,אחד שבת אמרו לו שבאת מה להלן,2030000058,17,17
ref-t.2.1.15.17.13-ref-t.2.1.15.17.22,ref-mek.7.13.3.138-ref-mek.7.13.3.148,285703,285748,ref-t.2.1.15.17.13,ref-t.2.1.15.17.22,335719,335777,ref-mek.7.13.3.138,ref-mek.7.13.3.148,הגנב וגו' בעל הבית מהו ודיי או ספק הוי או' ,ויגנוב אבשלום וגו' וכי מה גדול הגונב או הנגנב הוי אומר ,10,11,523,523.0,80,80.0,0.5636363636363636,0.8333333333333334,3,וגו' או הוי,2030000059,10,11
ref-t.2.2.6.12.1-ref-t.2.2.6.12.15,ref-mek.7.7.1.140-ref-mek.7.7.1.148,318528,318603,ref-t.2.2.6.12.1,ref-t.2.2.6.12.15,311488,311538,ref-mek.7.7.1.140,ref-mek.7.7.1.148,עבד עברי ומי שחציו עבד וחציו בן חורין יוצאין בשל עצמן עבד של שני שותפין ,עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין ,15,10,440,440.0,81,81.0,0.5972222222222222,0.3333333333333333,6,עבד שחציו עבד וחציו בן חורין,2030000060,15,10
ref-t.2.2.6.12.1-ref-t.2.2.6.12.15,ref-mek.7.7.1.162-ref-mek.7.7.1.176,318528,318603,ref-t.2.2.6.12.1,ref-t.2.2.6.12.15,311601,311673,ref-mek.7.7.1.162,ref-mek.7.7.1.176,שלה יצא עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין שאין כלו שלו,שלה יצא עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין שאין כלו שלו,15,15,445,445.0,82,82.0,0.0,0.0,15,שלה יצא עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין שאין כלו שלו,2030000061,15,15
ref-t.2.2.6.12.1-ref-t.2.2.6.12.15,ref-mek.7.7.1.214-ref-mek.7.7.1.223,318528,318603,ref-t.2.2.6.12.1,ref-t.2.2.6.12.15,311864,311918,ref-mek.7.7.1.214,ref-mek.7.7.1.223,עבד עברי ומי שחציו עבד וחציו בן חורין יוצאין בשל עצמן עבד של שני שותפין ,יצא עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין ,15,11,448,448.0,84,81.0,0.6388888888888888,0.3846153846153846,6,עבד שחציו עבד וחציו בן חורין,2030000062,15,11
ref-t.2.3.3.19.112-ref-t.2.3.3.19.117,ref-mek.1.17.2.340-ref-mek.1.17.2.345,343881,343910,ref-t.2.3.3.19.112,ref-t.2.3.3.19.117,67167,67196,ref-mek.1.17.2.340,ref-mek.1.17.2.345,ברוך שם כבוד מלכותו לעולם ועד ,ברוך שם כבוד מלכותו לעולם ועד ,1,1,99,95.0,85,85.0,0.0,0.0,6,ברוך שם כבוד מלכותו לעולם ועד,2030000063,6,6
ref-t.2.3.4.5.15-ref-t.2.3.4.5.31,ref-mek.7.2.3.51-ref-mek.7.2.3.64,346582,346675,ref-t.2.3.4.5.15,ref-t.2.3.4.5.31,291003,291081,ref-mek.7.2.3.51,ref-mek.7.2.3.64,ומה בשאר ימות השנה שאינו כשר לשמו כשרו אחרים לשמו ארבעה עשר שכשר לשמו אינו דין שיכשרו ,מה הדלת שאינו כשר למצוה כשר לרציעה מזוזה שהיא כשרה למצוה אינו דין שתכשר ,15,14,401,401.0,86,86.0,0.4883720930232558,0.7647058823529411,4,שאינו כשר אינו דין,2030000064,15,14
ref-t.2.3.4.5.38-ref-t.2.3.4.5.56,ref-mek.7.2.3.51-ref-mek.7.2.3.64,346704,346800,ref-t.2.3.4.5.38,ref-t.2.3.4.5.56,291003,291081,ref-mek.7.2.3.51,ref-mek.7.2.3.64,ומה אם בשאר ימות השנה שאינו כשר לשמו כשר הוא לשם אחרים ארבעה עשר שכשר לשמו אינו דין שיכשר ,מה הדלת שאינו כשר למצוה כשר לרציעה מזוזה שהיא כשרה למצוה אינו דין שתכשר ,17,14,402,401.0,87,87.0,0.5111111111111111,0.7647058823529411,5,שאינו כשר כשר אינו דין,2030000065,17,14
ref-t.2.3.4.5.44-ref-t.2.3.4.5.62,ref-mek.8.1.6.170-ref-mek.8.1.6.191,346735,346829,ref-t.2.3.4.5.44,ref-t.2.3.4.5.62,361307,361421,ref-mek.8.1.6.170,ref-mek.8.1.6.191,כשר לשמו כשר הוא לשם אחרים ארבעה עשר שכשר לשמו אינו דין שיכשר הוא לשם שמו ולשם אחרים וכן ,שמיני משמיני ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן ,19,17,597,597.0,88,87.0,0.7207207207207207,0.9444444444444444,0,,2030000066,19,17
ref-t.2.3.5.4.17-ref-t.2.3.5.4.31,ref-mek.1.12.1.151-ref-mek.1.12.1.158,351741,351818,ref-t.2.3.5.4.17,ref-t.2.3.5.4.31,40687,40732,ref-mek.1.12.1.151,ref-mek.1.12.1.158,פסח ושחטן לשם פסח השוחט לשם חטאת צבור לשם עולת צבור ופסח ששחטו בשבת שלא ,הפסח מצוה שישחטנו לשמו אבל שחטו שלא לשמו ,15,8,49,49.0,89,89.0,0.6527777777777778,0.6923076923076923,1,שלא,2030000067,15,8
ref-t.2.3.5.4.72-ref-t.2.3.5.5.6,ref-mek.1.12.1.151-ref-mek.1.12.1.158,352014,352102,ref-t.2.3.5.4.72,ref-t.2.3.5.5.6,40687,40732,ref-mek.1.12.1.151,ref-mek.1.12.1.158,פסח ושחטן לשם פסח שר' ליעזר מחייב חטאת ור' יהושע פוטר השוחט את התמיד בשבת שלא לשמו ,הפסח מצוה שישחטנו לשמו אבל שחטו שלא לשמו ,12,8,50,49.0,90,90.0,0.7108433734939759,0.6923076923076923,2,שלא לשמו,2030000068,12,8
ref-t.2.3.6.5.83-ref-t.2.3.6.5.92,ref-mek.1.16.6.29-ref-mek.1.16.6.44,355373,355421,ref-t.2.3.6.5.83,ref-t.2.3.6.5.92,60838,60914,ref-mek.1.16.6.29,ref-mek.1.16.6.44,עד שלא עשה פסחו צריך לעשות פסח שיני משעשה פסחו ,פסחים שומע אני יעשה פסח שני תלמוד לומר והיה כאזרח הארץ מה אזרח עד שלא עשה ,8,14,75,75.0,91,91.0,0.7027027027027027,0.6153846153846154,3,עד שלא עשה,2030000069,8,14
ref-t.2.3.6.11.14-ref-t.2.3.6.11.27,ref-mek.1.16.4.83-ref-mek.1.16.4.94,356891,356958,ref-t.2.3.6.11.14,ref-t.2.3.6.11.27,59510,59572,ref-mek.1.16.4.83,ref-mek.1.16.4.94,לא תוציא מן הבית מן הבשר חוצה אע'פ שנ' בבית אחד יאכל אוכלין אותו ,הבית נמצא אוכלים אותו בשני מקומות לא תוציא מן הבית וגו' חוץ ,14,12,70,70.0,94,92.0,0.7846153846153846,0.6875,4,לא תוציא מן הבית,2030000070,14,12
ref-t.2.3.6.10.77-ref-t.2.3.6.11.20,ref-mek.1.16.4.150-ref-mek.1.16.4.161,356810,356922,ref-t.2.3.6.10.77,ref-t.2.3.6.11.20,59847,59905,ref-mek.1.16.4.150,ref-mek.1.16.4.161,הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא,תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית,16,12,71,71.0,92,92.0,0.5,0.0,10,הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית,2030000071,16,12
ref-t.2.3.6.11.61-ref-t.2.3.6.11.74,ref-mek.1.16.4.1-ref-mek.1.16.4.59,357141,357206,ref-t.2.3.6.11.61,ref-t.2.3.6.11.74,59072,59379,ref-mek.1.16.4.1,ref-mek.1.16.4.59,בבית אחד יאכל בחבורה אחת הכתוב מדבר אתה אומר בחבורה אחת או אינו אלא בבית אחד כמשמעו כשהוא אומר על הבתים אשר יאכלו אותו בהם שומע אני שהוא נאכל בבתים הרבה הא מה תלמוד לומר בבית אחד יאכל בחבורה אחת ומה אני מקיים על הבתים אשר יאכלו אותו בהם מכאן אמרו הפסח נאכל בשני מקומות ואינו נאכל בשתי חבורות,בבית אחד יאכל בחבורה אחת הכתוב מדבר אתה אומר בחבורה אחת או אינו אלא בבית אחד כמשמעו כשהוא אומר על הבתים אשר יאכלו אותו בהם שומע אני שהוא נאכל בבתים הרבה הא מה תלמוד לומר בבית אחד יאכל בחבורה אחת ומה אני מקיים על הבתים אשר יאכלו אותו בהם מכאן אמרו הפסח נאכל בשני מקומות ואינו נאכל בשתי חבורות,45,45,68,68.0,95,95.0,0.0,0.0,45,בבית אחד יאכל בחבורה אחת הכתוב_מדבר_אתה_אומר בחבורה אחת או_אינו_אלא בבית אחד כמשמעו כשהוא אומר על_הבתים_אשר יאכלו אותו בהם שומע אני שהוא נאכל בבתים הרבה הא_מה_תלמוד_לומר בבית אחד יאכל בחבורה אחת ומה_אני_מקיים על_הבתים_אשר יאכלו אותו בהם מכאן אמרו הפסח נאכל בשני מקומות ואינו נאכל בשתי חבורות,2030000072,45,45
ref-t.2.3.7.1.53-ref-t.2.3.7.1.58,ref-mek.1.7.2.117-ref-mek.1.7.3.7,357674,357708,ref-t.2.3.7.1.53,ref-t.2.3.7.1.58,21287,21324,ref-mek.1.7.2.117,ref-mek.1.7.3.7,עד שיצלה ניצלה החיצון ולא ניצלה ,עד חצות צלי אש ולא צלי שפוד ולא צלי ,6,9,35,35.0,97,97.0,0.5555555555555556,0.625,2,עד ולא,2030000073,6,9
ref-t.2.3.7.3.29-ref-t.2.3.7.3.37,ref-mek.1.4.3.9-ref-mek.1.4.3.16,358187,358234,ref-t.2.3.7.3.29,ref-t.2.3.7.3.37,11950,11995,ref-mek.1.4.3.9,ref-mek.1.4.3.16,לעולם על הפסח עד שישחט ומושכין ידיהן ממנו עד ,שלעולם נמנין על הפסח ומושכים ידיהם ממנו עד ,9,8,19,19.0,98,98.0,0.3333333333333333,0.6666666666666667,4,על הפסח ממנו עד,2030000074,9,8
ref-t.2.3.7.3.30-ref-t.2.3.7.3.37,ref-mek.1.4.3.211-ref-mek.1.4.3.217,358193,358234,ref-t.2.3.7.3.30,ref-t.2.3.7.3.37,13017,13051,ref-mek.1.4.3.211,ref-mek.1.4.3.217,על הפסח עד שישחט ומושכין ידיהן ממנו עד ,על הפסח ומושכים את ידיהם ממנו עד ,8,7,26,26.0,100,98.0,0.358974358974359,0.6,4,על הפסח ממנו עד,2030000075,8,7
ref-t.2.3.7.3.29-ref-t.2.3.7.3.37,ref-mek.1.12.1.120-ref-mek.1.12.1.128,358187,358234,ref-t.2.3.7.3.29,ref-t.2.3.7.3.37,40523,40572,ref-mek.1.12.1.120,ref-mek.1.12.1.128,לעולם על הפסח עד שישחט ומושכין ידיהן ממנו עד ,העולין למנין על הפסח ומושכין את ידיהם ממנו עד ,9,9,48,48.0,99,98.0,0.391304347826087,0.5833333333333333,5,על הפסח ומושכין ממנו עד,2030000076,9,9
